"Journal Data Filtered By:  Selected Editions: SCIE;SSCI;AHCI;ESCI Selected JCR Year: 2023 Selected Category Schema: WOS Selected Open Access: N Selected ISSN/eISSNs: Multiple Indicator: Custom"

Journal name,JCR Abbreviation,ISSN,eISSN,Category,Edition,Total Citations,2023 JIF,JIF Rank,5 Year JIF,5 Year JIF Quartile,JIF Without Self Cites,Immediacy Index,2023 JCI,JCI Rank,JCI Quartile,JIF Quartile,JIF Percentile,JCI Percentile,Eigenfactor,Normalized Eigenfactor,Article Influence Score,AIS Quartile
"INTERNATIONAL JOURNAL OF PLASTICITY","INT J PLASTICITY","0749-6419","1879-2154","MECHANICS","SCIE","19,968","9.4"," 4/170 ","9.2","Q1","6.8","2.6","2.32"," 2/170 ","Q1","Q1","97.9","99.12","0.013","2.919","1.707","Q1",
"SPORTS MEDICINE","SPORTS MED","0112-1642","1179-2035","SPORT SCIENCES","SCIE","25,757","9.3"," 3/127 ","11.5","Q1","8.8","1.4","2.24"," 3/127 ","Q1","Q1","98.0","98.03","0.022","4.736","3.413","Q1",
"JOURNAL OF THORACIC AND CARDIOVASCULAR SURGERY","J THORAC CARDIOV SUR","0022-5223","1097-685X","CARDIAC & CARDIOVASCULAR SYSTEMS","SCIE","29,846","4.9"," 40/220 ","4.9","Q1","4.6","3","2.03"," 19/220 ","Q1","Q1","82.0","91.59","0.025","5.415","1.809","Q1",
"JOURNAL OF THORACIC AND CARDIOVASCULAR SURGERY","J THORAC CARDIOV SUR","0022-5223","1097-685X","RESPIRATORY SYSTEM","SCIE","29,846","4.9"," 16/100 ","4.9","Q1","4.6","3","2.03"," 8/101 ","Q1","Q1","84.5","92.57","0.025","5.415","1.809","Q1",
"JOURNAL OF THORACIC AND CARDIOVASCULAR SURGERY","J THORAC CARDIOV SUR","0022-5223","1097-685X","SURGERY","SCIE","29,846","4.9"," 16/290 ","4.9","Q1","4.6","3","2.03"," 16/290 ","Q1","Q1","94.7","94.66","0.025","5.415","1.809","Q1",
"RESUSCITATION","RESUSCITATION","0300-9572","1873-1570","CRITICAL CARE MEDICINE","SCIE","17,915","6.5"," 7/54 ","5.4","Q1","5.4","2.1","2.01"," 5/55 ","Q1","Q1","88.0","91.82","0.022","4.882","1.889","Q1",
"RESUSCITATION","RESUSCITATION","0300-9572","1873-1570","EMERGENCY MEDICINE","SCIE","17,915","6.5"," 1/54 ","5.4","Q1","5.4","2.1","2.01"," 4/54 ","Q1","Q1","99.1","93.52","0.022","4.882","1.889","Q1",
"Energy Policy","ENERG POLICY","0301-4215","1873-6777","ECONOMICS","SSCI","67,144","9.3"," 7/597 ","8.4","Q1","8.8","1.9","1.99"," 30/600 ","Q1","Q1","98.9","95.08","0.045","9.725","1.627","Q1",
"Energy Policy","ENERG POLICY","0301-4215","1873-6777","ENERGY & FUELS","SCIE","67,144","9.3"," 23/170 ","8.4","Q1","8.8","1.9","1.99"," 12/173 ","Q1","Q1","86.8","93.35","0.045","9.725","1.627","Q1",
"Energy Policy","ENERG POLICY","0301-4215","1873-6777","ENVIRONMENTAL SCIENCES","SCIE","67,144","9.3"," 25/358 ","8.4","Q1","8.8","1.9","1.99"," 13/359 ","Q1","Q1","93.2","96.52","0.045","9.725","1.627","Q1",
"Energy Policy","ENERG POLICY","0301-4215","1873-6777","ENVIRONMENTAL STUDIES","SSCI","67,144","9.3"," 11/182 ","8.4","Q1","8.8","1.9","1.99"," 13/184 ","Q1","Q1","94.2","93.21","0.045","9.725","1.627","Q1",
"Journal of Empirical Theology","J EMPIR THEOL","0922-2936","1570-9256","RELIGION","ESCI","120","1.4"," N/A ","0.8","N/A","1.2","<0.1","1.99"," 19/339 ","Q1","N/A","N/A","94.54","0","0.029","0.285","Q2",
"PSYCHOLOGICAL REVIEW","PSYCHOL REV","0033-295X","1939-1471","PSYCHOLOGY","SCIE","31,125","5.1"," 8/92 ","7.4","Q1","4.9","1","1.93"," 7/92 ","Q1","Q1","91.8","92.93","0.009","1.896","3.806","Q1",
"PSYCHOLOGICAL REVIEW","PSYCHOL REV","0033-295X","1939-1471","PSYCHOLOGY, MULTIDISCIPLINARY","SSCI","31,125","5.1"," 19/218 ","7.4","Q1","4.9","1","1.93"," 20/218 ","Q1","Q1","91.5","91.06","0.009","1.896","3.806","Q1",
"JOURNAL OF PROSTHETIC DENTISTRY","J PROSTHET DENT","0022-3913","1097-6841","DENTISTRY, ORAL SURGERY & MEDICINE","SCIE","19,174","4.3"," 10/157 ","4.4","Q1","3.8","2.1","1.9"," 7/157 ","Q1","Q1","93.9","95.86","0.011","2.3","0.833","Q1",
"Science China-Life Sciences","SCI CHINA LIFE SCI","1674-7305","1869-1889","BIOLOGY","SCIE","7,888","8"," 4/109 ","7.3","Q1","6.8","2","1.87"," 7/109 ","Q1","Q1","96.8","94.04","0.01","2.287","1.716","Q1",
"European Respiratory Review","EUR RESPIR REV","0905-9180","1600-0617","RESPIRATORY SYSTEM","SCIE","6,551","9"," 7/100 ","9.5","Q1","8.8","1.6","1.86"," 10/101 ","Q1","Q1","93.5","90.59","0.01","2.16","3.004","Q1",
"JOURNAL OF ENDODONTICS","J ENDODONT","0099-2399","1878-3554","DENTISTRY, ORAL SURGERY & MEDICINE","SCIE","20,873","3.5"," 15/157 ","4","Q1","3","1.1","1.86"," 9/157 ","Q1","Q1","90.8","94.59","0.007","1.612","0.796","Q1",
"FOOD POLICY","FOOD POLICY","0306-9192","1873-5657","AGRICULTURAL ECONOMICS & POLICY","SCIE","10,467","6.8"," 1/39 ","6.6","Q1","6.4","1","1.83"," 2/39 ","Q1","Q1","98.7","96.15","0.008","1.762","1.605","Q1",
"FOOD POLICY","FOOD POLICY","0306-9192","1873-5657","ECONOMICS","SSCI","10,467","6.8"," 22/597 ","6.6","Q1","6.4","1","1.83"," 40/600 ","Q1","Q1","96.4","93.42","0.008","1.762","1.605","Q1",
"FOOD POLICY","FOOD POLICY","0306-9192","1873-5657","FOOD SCIENCE & TECHNOLOGY","SCIE","10,467","6.8"," 14/173 ","6.6","Q1","6.4","1","1.83"," 7/173 ","Q1","Q1","92.2","96.24","0.008","1.762","1.605","Q1",
"FOOD POLICY","FOOD POLICY","0306-9192","1873-5657","NUTRITION & DIETETICS","SCIE","10,467","6.8"," 8/114 ","6.6","Q1","6.4","1","1.83"," 2/114 ","Q1","Q1","93.4","98.68","0.008","1.762","1.605","Q1",
"Limnology and Oceanography Letters","LIMNOL OCEANOGR LETT","N/A","2378-2242","LIMNOLOGY","SCIE","1,785","5.1"," 1/22 ","7.5","Q1","4.7","1.1","1.81"," 1/22 ","Q1","Q1","97.7","97.73","0.004","0.881","2.327","Q1",
"Limnology and Oceanography Letters","LIMNOL OCEANOGR LETT","N/A","2378-2242","OCEANOGRAPHY","SCIE","1,785","5.1"," 2/65 ","7.5","Q1","4.7","1.1","1.81"," 2/65 ","Q1","Q1","97.7","97.69","0.004","0.881","2.327","Q1",
"JAMA Health Forum","JAMA-HEALTH FORUM","2689-0186","2689-0186","HEALTH CARE SCIENCES & SERVICES","ESCI","2,220","9.5"," 3/174 ","10.8","Q1","8.8","3","1.8"," 9/175 ","Q1","Q1","98.6","95.14","0.011","2.347","7.321","Q1",
"JAMA Health Forum","JAMA-HEALTH FORUM","2689-0186","2689-0186","HEALTH POLICY & SERVICES","ESCI","2,220","9.5"," 1/118 ","10.8","Q1","8.8","3","1.8"," 4/119 ","Q1","Q1","99.6","97.06","0.011","2.347","7.321","Q1",
"JAMA Health Forum","JAMA-HEALTH FORUM","2689-0186","2689-0186","PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH","ESCI","2,220","9.5"," 12/403 ","10.8","Q1","8.8","3","1.8"," 24/403 ","Q1","Q1","97.1","94.17","0.011","2.347","7.321","Q1",
"Digital Communications and Networks","DIGIT COMMUN NETW","2468-5925","2352-8648","TELECOMMUNICATIONS","SCIE","2,751","7.5"," 10/119 ","7.3","Q1","7.2","3.6","1.78"," 15/119 ","Q1","Q1","92.0","87.82","0.003","0.728","1.42","Q1",
"MEDICINE & SCIENCE IN SPORTS & EXERCISE","MED SCI SPORT EXER","0195-9131","1530-0315","SPORT SCIENCES","SCIE","36,951","4.1"," 11/127 ","5.2","Q1","4","1.2","1.74"," 8/127 ","Q1","Q1","91.7","94.09","0.019","4.226","1.651","Q1",
"EMBO JOURNAL","EMBO J","0261-4189","1460-2075","BIOCHEMISTRY & MOLECULAR BIOLOGY","SCIE","63,359","9.4"," 23/313 ","11","Q1","9.3","2.1","1.71"," 21/313 ","Q1","Q1","92.8","93.45","0.047","10.323","4.867","Q1",
"EMBO JOURNAL","EMBO J","0261-4189","1460-2075","CELL BIOLOGY","SCIE","63,359","9.4"," 27/205 ","11","Q1","9.3","2.1","1.71"," 22/205 ","Q1","Q1","87.1","89.51","0.047","10.323","4.867","Q1",
"Biofabrication","BIOFABRICATION","1758-5082","1758-5090","ENGINEERING, BIOMEDICAL","SCIE","9,045","8.2"," 12/122 ","9.8","Q1","7.8","2.5","1.7"," 11/122 ","Q1","Q1","90.6","91.39","0.007","1.481","1.54","Q1",
"Biofabrication","BIOFABRICATION","1758-5082","1758-5090","MATERIALS SCIENCE, BIOMATERIALS","SCIE","9,045","8.2"," 7/53 ","9.8","Q1","7.8","2.5","1.7"," 3/53 ","Q1","Q1","87.7","95.28","0.007","1.481","1.54","Q1",
"Environmental Chemistry and Ecotoxicology","ENVIRON CHEM ECOTOX","N/A","2590-1826","ENVIRONMENTAL SCIENCES","ESCI","711","9"," 26/358 ","7.9","Q1","8.7","2.7","1.67"," 24/359 ","Q1","Q1","92.9","93.45","0.001","0.16","1.078","Q2",
"Environmental Chemistry and Ecotoxicology","ENVIRON CHEM ECOTOX","N/A","2590-1826","TOXICOLOGY","ESCI","711","9"," 4/106 ","7.9","Q1","8.7","2.7","1.67"," 5/106 ","Q1","Q1","96.7","95.75","0.001","0.16","1.078","Q1",
"AMERICAN JOURNAL OF CHINESE MEDICINE","AM J CHINESE MED","0192-415X","1793-6853","INTEGRATIVE & COMPLEMENTARY MEDICINE","SCIE","5,228","4.8"," 4/43 ","5","Q1","4.3","1","1.66"," 3/43 ","Q1","Q1","91.9","94.19","0.003","0.696","0.779","Q1",
"AMERICAN JOURNAL OF CHINESE MEDICINE","AM J CHINESE MED","0192-415X","1793-6853","MEDICINE, GENERAL & INTERNAL","SCIE","5,228","4.8"," 34/325 ","5","Q1","4.3","1","1.66"," 21/329 ","Q1","Q1","89.7","93.77","0.003","0.696","0.779","Q1",
"APPLIED ENERGY","APPL ENERG","0306-2619","1872-9118","ENERGY & FUELS","SCIE","156,119","10.1"," 19/170 ","10.4","Q1","9.1","2.2","1.62"," 21/173 ","Q1","Q1","89.1","88.15","0.143","31.171","1.981","Q1",
"APPLIED ENERGY","APPL ENERG","0306-2619","1872-9118","ENGINEERING, CHEMICAL","SCIE","156,119","10.1"," 11/170 ","10.4","Q1","9.1","2.2","1.62"," 11/171 ","Q1","Q1","93.8","93.86","0.143","31.171","1.981","Q1",
"JOURNAL OF DIFFERENTIAL GEOMETRY","J DIFFER GEOM","0022-040X","1945-743X","MATHEMATICS","SCIE","5,156","1.3"," 67/489 ","2.2","Q1","1.3","0.5","1.58"," 30/489 ","Q1","Q1","86.4","93.97","0.005","1.007","2.766","Q1",
"Journal of Writing Research","J WRIT RES","2030-1006","2294-3307","EDUCATION & EDUCATIONAL RESEARCH","ESCI","475","1.7"," 257/756 ","2.3","Q2","1.3","1.4","1.57"," 98/756 ","Q1","Q2","66.1","87.10","0","0.091","0.673","Q2",
"Journal of Transport History","J TRANSP HIST","0022-5266","1759-3999","HISTORY","ESCI","189","0.8"," 27/518 ","0.8","Q1","0.5","0.1","1.57"," 65/519 ","Q1","Q1","94.9","87.57","0","0.076","0.412","Q2",
"PNAS Nexus","PNAS NEXUS","N/A","2752-6542","MULTIDISCIPLINARY SCIENCES","ESCI","1,208","2.2"," 49/134 ","2.2","Q2","2.1","0.8","1.54"," 20/135 ","Q1","Q2","63.8","85.56","0.003","0.557","0.82","Q2",
"PNAS Nexus","PNAS NEXUS","N/A","2752-6542","SOCIAL SCIENCES, INTERDISCIPLINARY","ESCI","1,208","2.2"," 49/263 ","2.2","Q2","2.1","0.8","1.54"," 25/263 ","Q1","Q1","81.6","90.68","0.003","0.557","0.82","Q1",
"SOIL & TILLAGE RESEARCH","SOIL TILL RES","0167-1987","1879-3444","SOIL SCIENCE","SCIE","22,856","6.1"," 4/49 ","6.9","Q1","5.7","1.1","1.52"," 4/49 ","Q1","Q1","92.9","92.86","0.014","3.165","1.194","Q1",
"CANCER TREATMENT REVIEWS","CANCER TREAT REV","0305-7372","1532-1967","ONCOLOGY","SCIE","12,161","9.6"," 30/322 ","10.9","Q1","9.5","1.5","1.49"," 41/322 ","Q1","Q1","90.8","87.42","0.014","3.008","3.139","Q1",
"IEEE Industrial Electronics Magazine","IEEE IND ELECTRON M","1932-4529","1941-0115","ENGINEERING, ELECTRICAL & ELECTRONIC","SCIE","2,456","5.6"," 53/352 ","7.5","Q1","5.3","0.8","1.45"," 47/354 ","Q1","Q1","85.1","86.86","0.003","0.585","2.275","Q1",
"Nurse Education in Practice","NURSE EDUC PRACT","1471-5953","1873-5223","NURSING","SCIE, SSCI","5,124","3.3"," 13/191 ","3.4","Q1","3","0.6","1.42"," 15/191 ","Q1","Q1","93.5","92.41","0.006","1.291","0.72","Q1",
"Bone & Joint Research","BONE JOINT RES","2046-3758","2046-3758","CELL & TISSUE ENGINEERING","SCIE","2,676","4.7"," 9/31 ","4.3","Q2","3.7","1","1.4"," 4/31 ","Q1","Q2","72.6","88.71","0.004","0.789","1.125","Q2",
"Bone & Joint Research","BONE JOINT RES","2046-3758","2046-3758","ORTHOPEDICS","SCIE","2,676","4.7"," 7/136 ","4.3","Q1","3.7","1","1.4"," 17/136 ","Q1","Q1","95.2","87.87","0.004","0.789","1.125","Q1",
"Progress in Nuclear Energy","PROG NUCL ENERG","0149-1970","1878-4224","NUCLEAR SCIENCE & TECHNOLOGY","SCIE","8,052","3.3"," 4/40 ","2.9","Q1","2.9","0.6","1.4"," 2/40 ","Q1","Q1","91.3","96.25","0.007","1.591","0.574","Q1",
"GENETICS SELECTION EVOLUTION","GENET SEL EVOL","0999-193X","1297-9686","AGRICULTURE, DAIRY & ANIMAL SCIENCE","SCIE","4,221","3.6"," 8/80 ","4.1","Q1","3.2","0.5","1.39"," 7/80 ","Q1","Q1","90.6","91.88","0.003","0.644","0.923","Q1",
"GENETICS SELECTION EVOLUTION","GENET SEL EVOL","0999-193X","1297-9686","GENETICS & HEREDITY","SCIE","4,221","3.6"," 57/191 ","4.1","Q1","3.2","0.5","1.39"," 21/191 ","Q1","Q2","70.4","89.27","0.003","0.644","0.923","Q2",
"American Journal of Rhinology & Allergy","AM J RHINOL ALLERGY","1945-8924","1945-8932","OTORHINOLARYNGOLOGY","SCIE","4,280","2.5"," 10/65 ","2.4","Q1","2.2","1.3","1.39"," 7/65 ","Q1","Q1","85.4","90.00","0.002","0.491","0.556","Q2",
"Clinical Simulation in Nursing","CLIN SIMUL NURS","1876-1399","1876-1402","NURSING","SCIE, SSCI","2,764","3.4"," 11/191 ","3.1","Q1","2.8","0.4","1.37"," 20/191 ","Q1","Q1","94.5","89.79","0.003","0.579","0.637","Q2",
"European Stroke Journal","EUR STROKE J","2396-9873","2396-9881","CLINICAL NEUROLOGY","SCIE","1,957","5.8"," 25/277 ","5.9","Q1","5.5","0.8","1.36"," 34/278 ","Q1","Q1","91.2","87.95","0.006","1.254","2.564","Q1",
"European Stroke Journal","EUR STROKE J","2396-9873","2396-9881","PERIPHERAL VASCULAR DISEASE","SCIE","1,957","5.8"," 9/96 ","5.9","Q1","5.5","0.8","1.36"," 12/96 ","Q1","Q1","91.1","88.02","0.006","1.254","2.564","Q1",
"CEPHALALGIA","CEPHALALGIA","0333-1024","1468-2982","CLINICAL NEUROLOGY","SCIE","13,079","5"," 32/277 ","6.9","Q1","4.4","2","1.35"," 36/278 ","Q1","Q1","88.6","87.23","0.013","2.736","2.025","Q1",
"CEPHALALGIA","CEPHALALGIA","0333-1024","1468-2982","NEUROSCIENCES","SCIE","13,079","5"," 49/310 ","6.9","Q1","4.4","2","1.35"," 47/310 ","Q1","Q1","84.4","85.00","0.013","2.736","2.025","Q1",
"Urban Climate","URBAN CLIM","2212-0955","2212-0955","ENVIRONMENTAL SCIENCES","SCIE","8,471","6"," 58/358 ","6.3","Q1","5.4","1.6","1.34"," 45/359 ","Q1","Q1","83.9","87.60","0.01","2.137","1.16","Q1",
"Urban Climate","URBAN CLIM","2212-0955","2212-0955","METEOROLOGY & ATMOSPHERIC SCIENCES","SCIE","8,471","6"," 12/110 ","6.3","Q1","5.4","1.6","1.34"," 12/110 ","Q1","Q1","89.5","89.55","0.01","2.137","1.16","Q2",
"BMC PLANT BIOLOGY","BMC PLANT BIOL","1471-2229","1471-2229","PLANT SCIENCES","SCIE","26,240","4.3"," 41/265 ","5.2","Q1","4.1","0.8","1.34"," 27/265 ","Q1","Q1","84.7","90.00","0.02","4.287","0.868","Q1",
"JOURNAL OF POWER SOURCES","J POWER SOURCES","0378-7753","1873-2755","CHEMISTRY, PHYSICAL","SCIE","143,750","8.1"," 39/178 ","8.3","Q1","7.6","1.8","1.33"," 32/178 ","Q1","Q1","78.4","82.30","0.081","17.754","1.484","Q1",
"JOURNAL OF POWER SOURCES","J POWER SOURCES","0378-7753","1873-2755","ELECTROCHEMISTRY","SCIE","143,750","8.1"," 6/45 ","8.3","Q1","7.6","1.8","1.33"," 6/45 ","Q1","Q1","87.8","87.78","0.081","17.754","1.484","Q1",
"JOURNAL OF POWER SOURCES","J POWER SOURCES","0378-7753","1873-2755","ENERGY & FUELS","SCIE","143,750","8.1"," 33/170 ","8.3","Q1","7.6","1.8","1.33"," 33/173 ","Q1","Q1","80.9","81.21","0.081","17.754","1.484","Q1",
"JOURNAL OF POWER SOURCES","J POWER SOURCES","0378-7753","1873-2755","MATERIALS SCIENCE, MULTIDISCIPLINARY","SCIE","143,750","8.1"," 72/438 ","8.3","Q1","7.6","1.8","1.33"," 74/438 ","Q1","Q1","83.7","83.22","0.081","17.754","1.484","Q1",
"ANNALS OF MEDICINE","ANN MED","0785-3890","1365-2060","MEDICINE, GENERAL & INTERNAL","SCIE","7,923","4.9"," 33/325 ","5.1","Q1","4.8","0.6","1.33"," 36/329 ","Q1","Q1","90.0","89.21","0.007","1.605","1.322","Q1",
"Quantum","QUANTUM-AUSTRIA","2521-327X","2521-327X","PHYSICS, MULTIDISCIPLINARY","SCIE","6,251","5.1"," 18/110 ","7","Q1","4.4","0.9","1.27"," 17/110 ","Q1","Q1","84.1","85.00","0.018","3.88","2.575","Q1",
