"Journal Data Filtered By:  Selected Editions: SCIE;SSCI;AHCI;ESCI Selected JCR Year: 2023 Selected Category Schema: WOS Selected Open Access: N Selected ISSN/eISSNs: Multiple Indicator: Custom"

Journal name,JCR Abbreviation,ISSN,eISSN,Category,Edition,Total Citations,2023 JIF,JIF Rank,5 Year JIF,5 Year JIF Quartile,JIF Without Self Cites,Immediacy Index,2023 JCI,JCI Rank,JCI Quartile,JIF Quartile,JIF Percentile,JCI Percentile,Eigenfactor,Normalized Eigenfactor,Article Influence Score,AIS Quartile
"EUROPEAN JOURNAL OF NUCLEAR MEDICINE AND MOLECULAR IMAGING","EUR J NUCL MED MOL I","1619-7070","1619-7089","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING","SCIE","22,997","8.6"," 8/204 ","8.2","Q1","7.8","1.5","2.48"," 4/204 ","Q1","Q1","96.3","98.28","0.029","6.231","2.199","Q1",
"TECHNOVATION","TECHNOVATION","0166-4972","1879-2383","ENGINEERING, INDUSTRIAL","SCIE","11,239","11.1"," 3/69 ","12.1","Q1","9.4","3.3","2.47"," 2/69 ","Q1","Q1","96.4","97.83","0.006","1.379","1.988","Q1",
"TECHNOVATION","TECHNOVATION","0166-4972","1879-2383","MANAGEMENT","SSCI","11,239","11.1"," 8/401 ","12.1","Q1","9.4","3.3","2.47"," 10/402 ","Q1","Q1","98.1","97.64","0.006","1.379","1.988","Q1",
"TECHNOVATION","TECHNOVATION","0166-4972","1879-2383","OPERATIONS RESEARCH & MANAGEMENT SCIENCE","SCIE","11,239","11.1"," 2/106 ","12.1","Q1","9.4","3.3","2.47"," 1/106 ","Q1","Q1","98.6","99.53","0.006","1.379","1.988","Q1",
"Ukrainian Journal of Physical Optics","UKR J PHYS OPT","1609-1833","N/A","OPTICS","SCIE","813","N/A"," N/A ","N/A","N/A","N/A","N/A","2.41"," 9/120 ","Q1","N/A","N/A","92.92","0","0.062","0.284","Q3",
"Cogent Arts & Humanities","COGENT ARTS HUMANITE","2331-1983","2331-1983","HUMANITIES, MULTIDISCIPLINARY","ESCI","465","1.1"," N/A ","1","N/A","0.9","0.2","2.38"," 20/406 ","Q1","N/A","N/A","95.20","0.001","0.22","0.336","Q1",
"CLINICAL INFECTIOUS DISEASES","CLIN INFECT DIS","1058-4838","1537-6591","IMMUNOLOGY","SCIE","81,709","8.2"," 18/181 ","8.2","Q1","7.9","2.1","2.36"," 11/181 ","Q1","Q1","90.3","94.20","0.116","25.245","3.149","Q1",
"CLINICAL INFECTIOUS DISEASES","CLIN INFECT DIS","1058-4838","1537-6591","INFECTIOUS DISEASES","SCIE","81,709","8.2"," 9/132 ","8.2","Q1","7.9","2.1","2.36"," 9/132 ","Q1","Q1","93.6","93.56","0.116","25.245","3.149","Q1",
"CLINICAL INFECTIOUS DISEASES","CLIN INFECT DIS","1058-4838","1537-6591","MICROBIOLOGY","SCIE","81,709","8.2"," 15/161 ","8.2","Q1","7.9","2.1","2.36"," 12/161 ","Q1","Q1","91.0","92.86","0.116","25.245","3.149","Q1",
"Annual Review of Control Robotics and Autonomous Systems","ANNU REV CONTR ROBOT","N/A","2573-5144","AUTOMATION & CONTROL SYSTEMS","SCIE","1,722","11.2"," 3/84 ","15.5","Q1","11.2","3.5","2.21"," 3/84 ","Q1","Q1","97.0","97.02","0.005","1.044","5.387","Q1",
"Annual Review of Control Robotics and Autonomous Systems","ANNU REV CONTR ROBOT","N/A","2573-5144","ROBOTICS","SCIE","1,722","11.2"," 2/46 ","15.5","Q1","11.2","3.5","2.21"," 2/46 ","Q1","Q1","96.7","96.74","0.005","1.044","5.387","Q1",
"Asian Journal of Pharmaceutical Sciences","ASIAN J PHARM SCI","1818-0876","1818-0876","PHARMACOLOGY & PHARMACY","SCIE","4,319","10.7"," 11/354 ","9","Q1","10.2","2.6","2.14"," 9/354 ","Q1","Q1","97.0","97.60","0.003","0.68","1.248","Q1",
"JACC: CardioOncology","JACC-CARDIOONCOL","2666-0873","2666-0873","CARDIAC & CARDIOVASCULAR SYSTEMS","SCIE","1,975","12"," 9/220 ","11.7","Q1","11.4","2.8","2.12"," 17/220 ","Q1","Q1","96.1","92.50","0.005","1.175","4.159","Q1",
"JACC: CardioOncology","JACC-CARDIOONCOL","2666-0873","2666-0873","ONCOLOGY","SCIE","1,975","12"," 22/322 ","11.7","Q1","11.4","2.8","2.12"," 25/322 ","Q1","Q1","93.3","92.39","0.005","1.175","4.159","Q1",
"Journal of Chinese History","J CHINESE HIST","2059-1632","2059-1640","ASIAN STUDIES","ESCI","90","0.6"," N/A ","0.8","N/A","0.5","0.1","1.98"," 4/100 ","Q1","N/A","N/A","96.50","0.001","0.152","0.89","Q1",
"Journal of Chinese History","J CHINESE HIST","2059-1632","2059-1640","HISTORY","ESCI","90","0.6"," 57/518 ","0.8","Q1","0.5","0.1","1.98"," 36/519 ","Q1","Q1","89.1","93.16","0.001","0.152","0.89","Q1",
"IEEE Journal of Biomedical and Health Informatics","IEEE J BIOMED HEALTH","2168-2194","2168-2208","COMPUTER SCIENCE, INFORMATION SYSTEMS","SCIE","16,954","6.7"," 26/249 ","7.1","Q1","6.2","2","1.96"," 19/251 ","Q1","Q1","89.8","92.63","0.022","4.805","1.504","Q1",
"IEEE Journal of Biomedical and Health Informatics","IEEE J BIOMED HEALTH","2168-2194","2168-2208","COMPUTER SCIENCE, INTERDISCIPLINARY APPLICATIONS","SCIE","16,954","6.7"," 20/169 ","7.1","Q1","6.2","2","1.96"," 14/169 ","Q1","Q1","88.5","92.01","0.022","4.805","1.504","Q1",
"IEEE Journal of Biomedical and Health Informatics","IEEE J BIOMED HEALTH","2168-2194","2168-2208","MATHEMATICAL & COMPUTATIONAL BIOLOGY","SCIE","16,954","6.7"," 5/65 ","7.1","Q1","6.2","2","1.96"," 4/65 ","Q1","Q1","93.1","94.62","0.022","4.805","1.504","Q1",
"IEEE Journal of Biomedical and Health Informatics","IEEE J BIOMED HEALTH","2168-2194","2168-2208","MEDICAL INFORMATICS","SCIE","16,954","6.7"," 3/44 ","7.1","Q1","6.2","2","1.96"," 3/44 ","Q1","Q1","94.3","94.32","0.022","4.805","1.504","Q1",
"JOURNAL OF HEADACHE AND PAIN","J HEADACHE PAIN","1129-2369","1129-2377","CLINICAL NEUROLOGY","SCIE","8,166","7.3"," 19/277 ","7.7","Q1","6.2","1.9","1.92"," 15/278 ","Q1","Q1","93.3","94.78","0.011","2.36","2.032","Q1",
"JOURNAL OF HEADACHE AND PAIN","J HEADACHE PAIN","1129-2369","1129-2377","NEUROSCIENCES","SCIE","8,166","7.3"," 26/310 ","7.7","Q1","6.2","1.9","1.92"," 22/310 ","Q1","Q1","91.8","93.06","0.011","2.36","2.032","Q1",
"Current Opinion in Insect Science","CURR OPIN INSECT SCI","2214-5745","2214-5753","BIOLOGY","SCIE","5,100","5.8"," 9/109 ","6.2","Q1","5.6","1","1.91"," 5/109 ","Q1","Q1","92.2","95.87","0.008","1.644","1.804","Q1",
"Current Opinion in Insect Science","CURR OPIN INSECT SCI","2214-5745","2214-5753","ECOLOGY","SCIE","5,100","5.8"," 16/195 ","6.2","Q1","5.6","1","1.91"," 8/195 ","Q1","Q1","92.1","96.15","0.008","1.644","1.804","Q1",
"Current Opinion in Insect Science","CURR OPIN INSECT SCI","2214-5745","2214-5753","ENTOMOLOGY","SCIE","5,100","5.8"," 2/109 ","6.2","Q1","5.6","1","1.91"," 4/109 ","Q1","Q1","98.6","96.79","0.008","1.644","1.804","Q1",
"RADIOCARBON","RADIOCARBON","0033-8222","1945-5755","GEOCHEMISTRY & GEOPHYSICS","SCIE","7,627","2"," 45/101 ","4.6","Q1","1.6","0.3","1.83"," 5/101 ","Q1","Q2","55.9","95.54","0.009","1.968","1.829","Q1",
"COMPUTERS IN BIOLOGY AND MEDICINE","COMPUT BIOL MED","0010-4825","1879-0534","BIOLOGY","SCIE","26,685","7"," 7/109 ","6.7","Q1","6.4","1.2","1.8"," 8/109 ","Q1","Q1","94.0","93.12","0.032","6.921","1.254","Q1",
"COMPUTERS IN BIOLOGY AND MEDICINE","COMPUT BIOL MED","0010-4825","1879-0534","COMPUTER SCIENCE, INTERDISCIPLINARY APPLICATIONS","SCIE","26,685","7"," 18/169 ","6.7","Q1","6.4","1.2","1.8"," 15/169 ","Q1","Q1","89.6","91.42","0.032","6.921","1.254","Q1",
"COMPUTERS IN BIOLOGY AND MEDICINE","COMPUT BIOL MED","0010-4825","1879-0534","ENGINEERING, BIOMEDICAL","SCIE","26,685","7"," 16/122 ","6.7","Q1","6.4","1.2","1.8"," 9/122 ","Q1","Q1","87.3","93.03","0.032","6.921","1.254","Q1",
"COMPUTERS IN BIOLOGY AND MEDICINE","COMPUT BIOL MED","0010-4825","1879-0534","MATHEMATICAL & COMPUTATIONAL BIOLOGY","SCIE","26,685","7"," 2/65 ","6.7","Q1","6.4","1.2","1.8"," 5/65 ","Q1","Q1","97.7","93.08","0.032","6.921","1.254","Q2",
"SLEEP MEDICINE REVIEWS","SLEEP MED REV","1087-0792","1532-2955","CLINICAL NEUROLOGY","SCIE","13,516","11.2"," 6/277 ","12.7","Q1","11","1.8","1.79"," 21/278 ","Q1","Q1","98.0","92.63","0.015","3.327","4.064","Q1",
"SLEEP MEDICINE REVIEWS","SLEEP MED REV","1087-0792","1532-2955","NEUROSCIENCES","SCIE","13,516","11.2"," 12/310 ","12.7","Q1","11","1.8","1.79"," 28/310 ","Q1","Q1","96.3","91.13","0.015","3.327","4.064","Q1",
"PHYTOCHEMISTRY REVIEWS","PHYTOCHEM REV","1568-7767","1572-980X","PLANT SCIENCES","SCIE","5,443","7.3"," 15/265 ","7.9","Q1","7.1","1","1.77"," 13/265 ","Q1","Q1","94.5","95.28","0.003","0.731","1.305","Q1",
"INFORMATION SYSTEMS FRONTIERS","INFORM SYST FRONT","1387-3326","1572-9419","COMPUTER SCIENCE, INFORMATION SYSTEMS","SCIE","5,417","6.9"," 23/249 ","6.4","Q1","6.2","0.9","1.66"," 24/251 ","Q1","Q1","91.0","90.64","0.006","1.33","1.218","Q1",
"INFORMATION SYSTEMS FRONTIERS","INFORM SYST FRONT","1387-3326","1572-9419","COMPUTER SCIENCE, THEORY & METHODS","SCIE","5,417","6.9"," 11/143 ","6.4","Q1","6.2","0.9","1.66"," 13/143 ","Q1","Q1","92.7","91.26","0.006","1.33","1.218","Q1",
"Blockchain-Research and Applications","BLOCKCHAIN-RES APPL","2096-7209","2096-7209","COMPUTER SCIENCE, INFORMATION SYSTEMS","ESCI","483","6.9"," 23/249 ","6.8","Q1","6.7","0.9","1.64"," 25/251 ","Q1","Q1","91.0","90.24","0.001","0.151","1.261","Q1",
"Blockchain-Research and Applications","BLOCKCHAIN-RES APPL","2096-7209","2096-7209","COMPUTER SCIENCE, INTERDISCIPLINARY APPLICATIONS","ESCI","483","6.9"," 19/169 ","6.8","Q1","6.7","0.9","1.64"," 22/169 ","Q1","Q1","89.1","87.28","0.001","0.151","1.261","Q1",
"JOURNAL OF STRENGTH AND CONDITIONING RESEARCH","J STRENGTH COND RES","1064-8011","1533-4287","SPORT SCIENCES","SCIE","23,075","2.5"," 33/127 ","3","Q2","2.2","0.9","1.62"," 9/127 ","Q1","Q2","74.4","93.31","0.013","2.91","0.711","Q2",
"ECNU Review of Education","ECNU REV EDUC","2096-5311","2632-1742","EDUCATION & EDUCATIONAL RESEARCH","ESCI","445","2.7"," 109/756 ","N/A","N/A","2.6","0.7","1.6"," 94/756 ","Q1","Q1","85.6","87.63","0.001","0.184","N/A","N/A",
"BULLETIN OF THE AMERICAN METEOROLOGICAL SOCIETY","B AM METEOROL SOC","0003-0007","1520-0477","METEOROLOGY & ATMOSPHERIC SCIENCES","SCIE","26,367","6.9"," 8/110 ","7.9","Q1","6.3","1.2","1.58"," 8/110 ","Q1","Q1","93.2","93.18","0.019","4.239","2.925","Q1",
"BREAST","BREAST","0960-9776","1532-3080","OBSTETRICS & GYNECOLOGY","SCIE","7,526","5.7"," 7/136 ","4.7","Q1","5.5","0.9","1.56"," 11/136 ","Q1","Q1","95.2","92.28","0.009","2.071","1.464","Q1",
"BREAST","BREAST","0960-9776","1532-3080","ONCOLOGY","SCIE","7,526","5.7"," 54/322 ","4.7","Q2","5.5","0.9","1.56"," 38/322 ","Q1","Q1","83.4","88.35","0.009","2.071","1.464","Q1",
"HEART RHYTHM","HEART RHYTHM","1547-5271","1556-3871","CARDIAC & CARDIOVASCULAR SYSTEMS","SCIE","15,444","5.6"," 33/220 ","5.4","Q1","5.3","2.6","1.55"," 29/220 ","Q1","Q1","85.2","87.05","0.02","4.298","2.087","Q1",
"Andrology","ANDROLOGY-US","2047-2919","2047-2927","ANDROLOGY","SCIE","5,064","3.2"," 2/8 ","3.8","Q1","2.9","0.7","1.55"," 1/8 ","Q1","Q1","81.3","93.75","0.006","1.331","0.915","Q1",
"MOLECULAR & CELLULAR PROTEOMICS","MOL CELL PROTEOMICS","N/A","1535-9484","BIOCHEMICAL RESEARCH METHODS","SCIE","16,834","6.1"," 5/85 ","6","Q1","5.8","1.3","1.54"," 5/85 ","Q1","Q1","94.7","94.71","0.015","3.169","2.195","Q1",
"ENVIRONMENTAL POLLUTION","ENVIRON POLLUT","0269-7491","1873-6424","ENVIRONMENTAL SCIENCES","SCIE","126,553","7.6"," 37/358 ","8.3","Q1","7.2","1.6","1.5"," 35/359 ","Q1","Q1","89.8","90.39","0.125","27.354","1.517","Q1",
"Marine Pollution Bulletin","MAR POLLUT BULL","0025-326X","1879-3363","ENVIRONMENTAL SCIENCES","SCIE","62,356","5.3"," 73/358 ","6.1","Q1","4.4","1.1","1.49"," 36/359 ","Q1","Q1","79.7","90.11","0.041","9.037","0.986","Q2",
"Marine Pollution Bulletin","MAR POLLUT BULL","0025-326X","1879-3363","MARINE & FRESHWATER BIOLOGY","SCIE","62,356","5.3"," 5/119 ","6.1","Q1","4.4","1.1","1.49"," 5/119 ","Q1","Q1","96.2","96.22","0.041","9.037","0.986","Q1",
"European Heart Journal-Quality of Care and Clinical Outcomes","EUR HEART J-QUAL CAR","2058-5225","2058-1742","CARDIAC & CARDIOVASCULAR SYSTEMS","SCIE","1,808","4.8"," 43/220 ","4.7","Q1","4.7","1.2","1.49"," 34/220 ","Q1","Q1","80.7","84.77","0.005","1.12","1.909","Q1",
"ECOTOXICOLOGY AND ENVIRONMENTAL SAFETY","ECOTOX ENVIRON SAFE","0147-6513","1090-2414","ENVIRONMENTAL SCIENCES","SCIE","61,521","6.2"," 53/358 ","6.3","Q1","5.9","1.2","1.47"," 39/359 ","Q1","Q1","85.3","89.28","0.06","13.007","1.045","Q2",
"ECOTOXICOLOGY AND ENVIRONMENTAL SAFETY","ECOTOX ENVIRON SAFE","0147-6513","1090-2414","TOXICOLOGY","SCIE","61,521","6.2"," 9/106 ","6.3","Q1","5.9","1.2","1.47"," 6/106 ","Q1","Q1","92.0","94.81","0.06","13.007","1.045","Q1",
"Education in the Knowledge Society","EDUC KNOWL SOC","2444-8729","2444-8729","EDUCATION & EDUCATIONAL RESEARCH","ESCI","365","1.9"," 212/756 ","1.8","Q2","1.7","1.4","1.47"," 117/756 ","Q1","Q2","72.0","84.59","0","0.078","0.306","Q3",
"Marine Life Science & Technology","MAR LIFE SCI TECH","2096-6490","2662-1746","MARINE & FRESHWATER BIOLOGY","SCIE","853","5.8"," 3/119 ","5.7","Q1","5.3","0.9","1.46"," 6/119 ","Q1","Q1","97.9","95.38","0.001","0.307","1.195","Q1",
"EXPERIMENTAL EYE RESEARCH","EXP EYE RES","0014-4835","1096-0007","OPHTHALMOLOGY","SCIE","15,576","3"," 18/95 ","3.3","Q1","2.8","0.4","1.46"," 11/95 ","Q1","Q1","81.6","88.95","0.011","2.321","0.758","Q2",
"Frontiers in Zoology","FRONT ZOOL","1742-9994","1742-9994","ZOOLOGY","SCIE","2,741","2.6"," 13/180 ","2.6","Q1","2.6","0.6","1.46"," 10/180 ","Q1","Q1","93.1","94.72","0.002","0.328","0.811","Q1",
"Innovative Food Science & Emerging Technologies","INNOV FOOD SCI EMERG","1466-8564","1878-5522","FOOD SCIENCE & TECHNOLOGY","SCIE","15,009","6.3"," 17/173 ","6.5","Q1","6","1.3","1.44"," 12/173 ","Q1","Q1","90.5","93.35","0.009","1.946","0.929","Q1",
"REVISTA ESPANOLA DE CARDIOLOGIA","REV ESP CARDIOL","N/A","1885-5857","CARDIAC & CARDIOVASCULAR SYSTEMS","SCIE","4,515","7.2"," 24/220 ","5.1","Q1","6.5","1.5","1.43"," 38/220 ","Q1","Q1","89.3","82.95","0.005","1.157","1.555","Q1",
"DECISION SUPPORT SYSTEMS","DECIS SUPPORT SYST","0167-9236","1873-5797","COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE","SCIE","13,405","6.7"," 31/197 ","7.5","Q1","6","0.9","1.43"," 32/198 ","Q1","Q1","84.5","84.09","0.007","1.632","1.573","Q1",
"DECISION SUPPORT SYSTEMS","DECIS SUPPORT SYST","0167-9236","1873-5797","COMPUTER SCIENCE, INFORMATION SYSTEMS","SCIE","13,405","6.7"," 26/249 ","7.5","Q1","6","0.9","1.43"," 36/251 ","Q1","Q1","89.8","85.86","0.007","1.632","1.573","Q1",
"DECISION SUPPORT SYSTEMS","DECIS SUPPORT SYST","0167-9236","1873-5797","OPERATIONS RESEARCH & MANAGEMENT SCIENCE","SCIE","13,405","6.7"," 9/106 ","7.5","Q1","6","0.9","1.43"," 13/106 ","Q1","Q1","92.0","88.21","0.007","1.632","1.573","Q1",
"ACADEMIC RADIOLOGY","ACAD RADIOL","1076-6332","1878-4046","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING","SCIE","9,023","3.8"," 32/204 ","3.7","Q1","3.1","1.3","1.41"," 24/204 ","Q1","Q1","84.6","88.48","0.01","2.183","0.931","Q1",
"KNOWLEDGE-BASED SYSTEMS","KNOWL-BASED SYST","0950-7051","1872-7409","COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE","SCIE","38,664","7.2"," 27/197 ","7.4","Q1","6.5","1.2","1.4"," 34/198 ","Q1","Q1","86.5","83.08","0.048","10.582","1.536","Q1",
"Child and Adolescent Psychiatry and Mental Health","CHILD ADOL PSYCH MEN","N/A","1753-2000","PEDIATRICS","SCIE","2,684","3.4"," 19/186 ","4.4","Q1","3.2","0.7","1.39"," 15/186 ","Q1","Q1","90.1","92.20","0.003","0.707","1.216","Q1",
"Child and Adolescent Psychiatry and Mental Health","CHILD ADOL PSYCH MEN","N/A","1753-2000","PSYCHIATRY","SCIE, SSCI","2,684","3.4"," 79/276 ","4.4","Q1","3.2","0.7","1.39"," 35/276 ","Q1","Q2","71.6","87.50","0.003","0.707","1.216","Q2",
"Iranian Journal of Fuzzy Systems","IRAN J FUZZY SYST","1735-0654","2676-4334","MATHEMATICS","SCIE","1,085","1.9"," 34/489 ","1.7","Q1","1.5","0.5","1.39"," 41/489 ","Q1","Q1","93.1","91.72","0.001","0.214","0.307","Q3",
"Iranian Journal of Fuzzy Systems","IRAN J FUZZY SYST","1735-0654","2676-4334","MATHEMATICS, APPLIED","SCIE","1,085","1.9"," 66/331 ","1.7","Q2","1.5","0.5","1.39"," 40/331 ","Q1","Q1","80.2","88.07","0.001","0.214","0.307","Q4",
"Annals of Clinical and Translational Neurology","ANN CLIN TRANSL NEUR","2328-9503","2328-9503","CLINICAL NEUROLOGY","SCIE","6,720","4.4"," 45/277 ","5.1","Q1","4.3","0.6","1.36"," 34/278 ","Q1","Q1","83.9","87.95","0.014","3.014","1.696","Q1",
"Annals of Clinical and Translational Neurology","ANN CLIN TRANSL NEUR","2328-9503","2328-9503","NEUROSCIENCES","SCIE","6,720","4.4"," 73/310 ","5.1","Q1","4.3","0.6","1.36"," 44/310 ","Q1","Q1","76.6","85.97","0.014","3.014","1.696","Q1",
"PHYSICA D-NONLINEAR PHENOMENA","PHYSICA D","0167-2789","1872-8022","MATHEMATICS, APPLIED","SCIE","13,419","2.7"," 25/331 ","3.1","Q1","2.4","0.7","1.35"," 44/331 ","Q1","Q1","92.6","86.86","0.008","1.7","1.063","Q1",
"PHYSICA D-NONLINEAR PHENOMENA","PHYSICA D","0167-2789","1872-8022","PHYSICS, FLUIDS & PLASMAS","SCIE","13,419","2.7"," 11/40 ","3.1","Q1","2.4","0.7","1.35"," 3/40 ","Q1","Q2","73.8","93.75","0.008","1.7","1.063","Q1",
"PHYSICA D-NONLINEAR PHENOMENA","PHYSICA D","0167-2789","1872-8022","PHYSICS, MATHEMATICAL","SCIE","13,419","2.7"," 5/60 ","3.1","Q1","2.4","0.7","1.35"," 5/60 ","Q1","Q1","92.5","92.50","0.008","1.7","1.063","Q1",
"PHYSICA D-NONLINEAR PHENOMENA","PHYSICA D","0167-2789","1872-8022","PHYSICS, MULTIDISCIPLINARY","SCIE","13,419","2.7"," 35/110 ","3.1","Q1","2.4","0.7","1.35"," 16/110 ","Q1","Q2","68.6","85.91","0.008","1.7","1.063","Q1",
"Clinical Neuropsychiatry","CLIN NEUROPSYCHIATR","1724-4935","2385-0787","CLINICAL NEUROLOGY","ESCI","876","2"," 170/277 ","2.7","Q3","2","0.9","1.34"," 38/278 ","Q1","Q3","38.8","86.51","0.001","0.21","0.617","Q3",
