"Journal Data Filtered By:  Selected Editions: SCIE;SSCI;AHCI;ESCI Selected JCR Year: 2023 Selected Category Schema: WOS Selected Open Access: N Selected ISSN/eISSNs: Multiple Indicator: Custom"

Journal name,JCR Abbreviation,ISSN,eISSN,Category,Edition,Total Citations,2023 JIF,JIF Rank,5 Year JIF,5 Year JIF Quartile,JIF Without Self Cites,Immediacy Index,2023 JCI,JCI Rank,JCI Quartile,JIF Quartile,JIF Percentile,JCI Percentile,Eigenfactor,Normalized Eigenfactor,Article Influence Score,AIS Quartile
"Crime Science","CRIME SCI","N/A","2193-7680","CRIMINOLOGY & PENOLOGY","ESCI","558","3.1"," 8/113 ","3.8","Q1","3","0.1","2.55"," 3/113 ","Q1","Q1","93.4","97.79","0.001","0.21","1.15","Q1",
"Journal of Industrial Information Integration","J IND INF INTEGR","2467-964X","2452-414X","COMPUTER SCIENCE, INTERDISCIPLINARY APPLICATIONS","SCIE","2,955","10.4"," 5/169 ","10.5","Q1","9.7","1.5","2.36"," 9/169 ","Q1","Q1","97.3","94.97","0.004","0.791","1.819","Q1",
"Journal of Industrial Information Integration","J IND INF INTEGR","2467-964X","2452-414X","ENGINEERING, INDUSTRIAL","SCIE","2,955","10.4"," 4/69 ","10.5","Q1","9.7","1.5","2.36"," 3/69 ","Q1","Q1","94.9","96.38","0.004","0.791","1.819","Q1",
"Particle and Fibre Toxicology","PART FIBRE TOXICOL","1743-8977","1743-8977","TOXICOLOGY","SCIE","5,436","7.2"," 5/106 ","8.8","Q1","7","1.2","2.18"," 3/106 ","Q1","Q1","95.8","97.64","0.004","0.838","1.752","Q1",
"STATISTICAL SCIENCE","STAT SCI","0883-4237","2168-8745","STATISTICS & PROBABILITY","SCIE","8,093","3.9"," 8/168 ","4.7","Q1","3.8","1.3","2.11"," 5/168 ","Q1","Q1","95.5","97.32","0.006","1.232","3.979","Q1",
"DUKE MATHEMATICAL JOURNAL","DUKE MATH J","0012-7094","1547-7398","MATHEMATICS","SCIE","7,706","2.3"," 21/489 ","2.5","Q1","2.2","0.6","2.07"," 15/489 ","Q1","Q1","95.8","97.03","0.009","2.066","3.414","Q1",
"npj Urban Sustainability","NPJ URBAN SUSTAIN","N/A","2661-8001","ENVIRONMENTAL STUDIES","ESCI","666","9.1"," 12/182 ","9.1","Q1","8.5","1.6","2.04"," 12/184 ","Q1","Q1","93.7","93.75","0.001","0.264","2.275","Q1",
"npj Urban Sustainability","NPJ URBAN SUSTAIN","N/A","2661-8001","URBAN STUDIES","ESCI","666","9.1"," 1/77 ","9.1","Q1","8.5","1.6","2.04"," 3/77 ","Q1","Q1","99.4","96.75","0.001","0.264","2.275","Q1",
"JOURNAL OF HEART AND LUNG TRANSPLANTATION","J HEART LUNG TRANSPL","1053-2498","1557-3117","CARDIAC & CARDIOVASCULAR SYSTEMS","SCIE","13,731","6.4"," 28/220 ","7.7","Q1","5.9","1.6","2.01"," 20/220 ","Q1","Q1","87.5","91.14","0.019","4.062","3.01","Q1",
"JOURNAL OF HEART AND LUNG TRANSPLANTATION","J HEART LUNG TRANSPL","1053-2498","1557-3117","RESPIRATORY SYSTEM","SCIE","13,731","6.4"," 13/100 ","7.7","Q1","5.9","1.6","2.01"," 9/101 ","Q1","Q1","87.5","91.58","0.019","4.062","3.01","Q1",
"JOURNAL OF HEART AND LUNG TRANSPLANTATION","J HEART LUNG TRANSPL","1053-2498","1557-3117","SURGERY","SCIE","13,731","6.4"," 8/290 ","7.7","Q1","5.9","1.6","2.01"," 17/290 ","Q1","Q1","97.4","94.31","0.019","4.062","3.01","Q1",
"JOURNAL OF HEART AND LUNG TRANSPLANTATION","J HEART LUNG TRANSPL","1053-2498","1557-3117","TRANSPLANTATION","SCIE","13,731","6.4"," 2/31 ","7.7","Q1","5.9","1.6","2.01"," 2/31 ","Q1","Q1","95.2","95.16","0.019","4.062","3.01","Q1",
"npj Climate and Atmospheric Science","NPJ CLIM ATMOS SCI","2397-3722","2397-3722","METEOROLOGY & ATMOSPHERIC SCIENCES","SCIE","3,089","8.5"," 5/110 ","9.7","Q1","7.9","0.9","1.97"," 3/110 ","Q1","Q1","95.9","97.73","0.009","1.97","3.661","Q1",
"Circulation-Arrhythmia and Electrophysiology","CIRC-ARRHYTHMIA ELEC","1941-3149","1941-3084","CARDIAC & CARDIOVASCULAR SYSTEMS","SCIE","9,251","9.1"," 14/220 ","7.9","Q1","8.9","2.4","1.95"," 21/220 ","Q1","Q1","93.9","90.68","0.015","3.246","3.613","Q1",
"Crop Journal","CROP J","2095-5421","2214-5141","AGRONOMY","SCIE","4,862","6"," 5/125 ","5.6","Q1","5.8","1.8","1.91"," 2/125 ","Q1","Q1","96.4","98.80","0.004","0.969","0.964","Q1",
"Crop Journal","CROP J","2095-5421","2214-5141","PLANT SCIENCES","SCIE","4,862","6"," 21/265 ","5.6","Q1","5.8","1.8","1.91"," 11/265 ","Q1","Q1","92.3","96.04","0.004","0.969","0.964","Q1",
"Nano Today","NANO TODAY","1748-0132","1878-044X","CHEMISTRY, MULTIDISCIPLINARY","SCIE","17,293","13.2"," 22/230 ","14.6","Q1","12.7","1.9","1.85"," 24/231 ","Q1","Q1","90.7","89.83","0.018","4.034","2.862","Q1",
"Nano Today","NANO TODAY","1748-0132","1878-044X","MATERIALS SCIENCE, MULTIDISCIPLINARY","SCIE","17,293","13.2"," 34/438 ","14.6","Q1","12.7","1.9","1.85"," 41/438 ","Q1","Q1","92.4","90.75","0.018","4.034","2.862","Q1",
"Nano Today","NANO TODAY","1748-0132","1878-044X","NANOSCIENCE & NANOTECHNOLOGY","SCIE","17,293","13.2"," 15/140 ","14.6","Q1","12.7","1.9","1.85"," 15/140 ","Q1","Q1","89.6","89.64","0.018","4.034","2.862","Q1",
"Interactive Technology and Smart Education","INTERACT TECHNOL SMA","1741-5659","1758-8510","EDUCATION & EDUCATIONAL RESEARCH","ESCI","790","3.5"," 53/756 ","3.9","Q1","3.4","1","1.85"," 61/756 ","Q1","Q1","93.1","92.00","0.001","0.184","0.651","Q2",
"Laws","LAWS-BASEL","N/A","2075-471X","LAW","ESCI","569","1.3"," 80/421 ","N/A","N/A","1.2","0.4","1.77"," 41/421 ","Q1","Q1","81.1","90.38","0.001","0.219","N/A","N/A",
"IEEE TRANSACTIONS ON NEURAL SYSTEMS AND REHABILITATION ENGINEERING","IEEE T NEUR SYS REH","1534-4320","1558-0210","ENGINEERING, BIOMEDICAL","SCIE","14,092","4.8"," 32/122 ","5.4","Q1","4.1","1.2","1.75"," 10/122 ","Q1","Q2","74.2","92.21","0.013","2.773","1.111","Q1",
"IEEE TRANSACTIONS ON NEURAL SYSTEMS AND REHABILITATION ENGINEERING","IEEE T NEUR SYS REH","1534-4320","1558-0210","REHABILITATION","SCIE","14,092","4.8"," 5/169 ","5.4","Q1","4.1","1.2","1.75"," 7/169 ","Q1","Q1","97.3","96.15","0.013","2.773","1.111","Q1",
"Engineering Applications of Computational Fluid Mechanics","ENG APPL COMP FLUID","1994-2060","1997-003X","ENGINEERING, MECHANICAL","SCIE","3,576","5.9"," 12/180 ","5.5","Q1","5.1","2","1.71"," 7/180 ","Q1","Q1","93.6","96.39","0.003","0.744","0.88","Q1",
"Engineering Applications of Computational Fluid Mechanics","ENG APPL COMP FLUID","1994-2060","1997-003X","ENGINEERING, MULTIDISCIPLINARY","SCIE","3,576","5.9"," 12/179 ","5.5","Q1","5.1","2","1.71"," 14/180 ","Q1","Q1","93.6","92.50","0.003","0.744","0.88","Q1",
"Engineering Applications of Computational Fluid Mechanics","ENG APPL COMP FLUID","1994-2060","1997-003X","MECHANICS","SCIE","3,576","5.9"," 11/170 ","5.5","Q1","5.1","2","1.71"," 7/170 ","Q1","Q1","93.8","96.18","0.003","0.744","0.88","Q1",
"IEEE TRANSACTIONS ON POWER SYSTEMS","IEEE T POWER SYST","0885-8950","1558-0679","ENGINEERING, ELECTRICAL & ELECTRONIC","SCIE","47,145","6.5"," 40/352 ","7.4","Q1","5.7","2.5","1.7"," 32/354 ","Q1","Q1","88.8","91.10","0.046","10.022","2.075","Q1",
"Earths Future","EARTHS FUTURE","N/A","2328-4277","ENVIRONMENTAL SCIENCES","SCIE","8,605","7.3"," 38/358 ","8.7","Q1","6.9","1.3","1.69"," 23/359 ","Q1","Q1","89.5","93.73","0.016","3.521","2.663","Q1",
"Earths Future","EARTHS FUTURE","N/A","2328-4277","GEOSCIENCES, MULTIDISCIPLINARY","SCIE","8,605","7.3"," 13/253 ","8.7","Q1","6.9","1.3","1.69"," 14/253 ","Q1","Q1","95.1","94.66","0.016","3.521","2.663","Q1",
"Earths Future","EARTHS FUTURE","N/A","2328-4277","METEOROLOGY & ATMOSPHERIC SCIENCES","SCIE","8,605","7.3"," 7/110 ","8.7","Q1","6.9","1.3","1.69"," 7/110 ","Q1","Q1","94.1","94.09","0.016","3.521","2.663","Q1",
"PLANT CELL AND ENVIRONMENT","PLANT CELL ENVIRON","0140-7791","1365-3040","PLANT SCIENCES","SCIE","30,402","6"," 21/265 ","7.6","Q1","5.8","1.2","1.66"," 19/265 ","Q1","Q1","92.3","93.02","0.016","3.447","1.658","Q1",
"IEEE Transactions on Transportation Electrification","IEEE T TRANSP ELECTR","2332-7782","2332-7782","ENGINEERING, ELECTRICAL & ELECTRONIC","SCIE","10,253","7.2"," 32/352 ","7.9","Q1","6.3","2.8","1.64"," 35/354 ","Q1","Q1","91.1","90.25","0.017","3.617","2.086","Q1",
"IEEE Transactions on Transportation Electrification","IEEE T TRANSP ELECTR","2332-7782","2332-7782","TRANSPORTATION SCIENCE & TECHNOLOGY","SCIE","10,253","7.2"," 10/72 ","7.9","Q1","6.3","2.8","1.64"," 10/72 ","Q1","Q1","86.8","86.81","0.017","3.617","2.086","Q1",
"OMEGA-INTERNATIONAL JOURNAL OF MANAGEMENT SCIENCE","OMEGA-INT J MANAGE S","0305-0483","1873-5274","MANAGEMENT","SSCI","13,376","6.7"," 52/401 ","7","Q1","5.8","1.4","1.64"," 48/402 ","Q1","Q1","87.2","88.18","0.011","2.304","1.584","Q1",
"OMEGA-INTERNATIONAL JOURNAL OF MANAGEMENT SCIENCE","OMEGA-INT J MANAGE S","0305-0483","1873-5274","OPERATIONS RESEARCH & MANAGEMENT SCIENCE","SCIE","13,376","6.7"," 9/106 ","7","Q1","5.8","1.4","1.64"," 7/106 ","Q1","Q1","92.0","93.87","0.011","2.304","1.584","Q1",
"TRANSPLANTATION","TRANSPLANTATION","0041-1337","1534-6080","IMMUNOLOGY","SCIE","22,905","5.3"," 44/181 ","4.7","Q2","4.8","1.8","1.64"," 20/181 ","Q1","Q1","76.0","89.23","0.021","4.501","1.68","Q1",
"TRANSPLANTATION","TRANSPLANTATION","0041-1337","1534-6080","SURGERY","SCIE","22,905","5.3"," 14/290 ","4.7","Q1","4.8","1.8","1.64"," 22/290 ","Q1","Q1","95.3","92.59","0.021","4.501","1.68","Q1",
"TRANSPLANTATION","TRANSPLANTATION","0041-1337","1534-6080","TRANSPLANTATION","SCIE","22,905","5.3"," 3/31 ","4.7","Q1","4.8","1.8","1.64"," 4/31 ","Q1","Q1","91.9","88.71","0.021","4.501","1.68","Q1",
"IEEE TRANSACTIONS ON AUTOMATIC CONTROL","IEEE T AUTOMAT CONTR","0018-9286","1558-2523","AUTOMATION & CONTROL SYSTEMS","SCIE","61,239","6.2"," 12/84 ","6.6","Q1","5.7","2.8","1.57"," 9/84 ","Q1","Q1","86.3","89.88","0.059","12.962","2.637","Q1",
"IEEE TRANSACTIONS ON AUTOMATIC CONTROL","IEEE T AUTOMAT CONTR","0018-9286","1558-2523","ENGINEERING, ELECTRICAL & ELECTRONIC","SCIE","61,239","6.2"," 44/352 ","6.6","Q1","5.7","2.8","1.57"," 40/354 ","Q1","Q1","87.6","88.84","0.059","12.962","2.637","Q1",
"NEUROSURGERY","NEUROSURGERY","0148-396X","1524-4040","CLINICAL NEUROLOGY","SCIE","28,340","3.9"," 54/277 ","4.1","Q2","3.7","1.5","1.56"," 26/278 ","Q1","Q1","80.7","90.83","0.017","3.818","1.402","Q1",
"NEUROSURGERY","NEUROSURGERY","0148-396X","1524-4040","SURGERY","SCIE","28,340","3.9"," 25/290 ","4.1","Q1","3.7","1.5","1.56"," 23/290 ","Q1","Q1","91.6","92.24","0.017","3.818","1.402","Q1",
"COMPOSITES PART A-APPLIED SCIENCE AND MANUFACTURING","COMPOS PART A-APPL S","1359-835X","1878-5840","ENGINEERING, MANUFACTURING","SCIE","38,470","8.1"," 8/68 ","8.2","Q1","7.4","1.4","1.53"," 8/68 ","Q1","Q1","89.0","88.97","0.025","5.508","1.4","Q1",
"COMPOSITES PART A-APPLIED SCIENCE AND MANUFACTURING","COMPOS PART A-APPL S","1359-835X","1878-5840","MATERIALS SCIENCE, COMPOSITES","SCIE","38,470","8.1"," 6/35 ","8.2","Q1","7.4","1.4","1.53"," 4/35 ","Q1","Q1","84.3","90.00","0.025","5.508","1.4","Q1",
"Surgery for Obesity and Related Diseases","SURG OBES RELAT DIS","1550-7289","1878-7533","SURGERY","SCIE","8,231","3.5"," 31/290 ","3.6","Q1","3.1","1.3","1.53"," 25/290 ","Q1","Q1","89.5","91.55","0.01","2.245","1.141","Q1",
"GEOMETRY & TOPOLOGY","GEOM TOPOL","1465-3060","1364-0380","MATHEMATICS","SCIE","2,130","1.7"," 47/489 ","1.7","Q1","1.6","0.5","1.52"," 34/489 ","Q1","Q1","90.5","93.15","0.006","1.416","2.375","Q1",
"VETERINARY CLINICS OF NORTH AMERICA-FOOD ANIMAL PRACTICE","VET CLIN N AM-FOOD A","0749-0720","1558-4240","VETERINARY SCIENCES","SCIE","3,272","1.6"," 62/167 ","4.3","Q1","1.5","0.4","1.5"," 8/168 ","Q1","Q2","63.2","95.54","0.002","0.345","1.013","Q1",
"CELLULAR & MOLECULAR BIOLOGY LETTERS","CELL MOL BIOL LETT","1425-8153","1689-1392","BIOCHEMISTRY & MOLECULAR BIOLOGY","SCIE","4,030","9.2"," 27/313 ","8.1","Q1","8.5","1.4","1.48"," 31/313 ","Q1","Q1","91.5","90.26","0.004","0.91","1.527","Q1",
"CELLULAR & MOLECULAR BIOLOGY LETTERS","CELL MOL BIOL LETT","1425-8153","1689-1392","CELL BIOLOGY","SCIE","4,030","9.2"," 29/205 ","8.1","Q1","8.5","1.4","1.48"," 28/205 ","Q1","Q1","86.1","86.59","0.004","0.91","1.527","Q2",
"Protein & Cell","PROTEIN CELL","1674-800X","1674-8018","CELL BIOLOGY","SCIE","7,515","13.6"," 16/205 ","17.7","Q1","13.4","2.6","1.47"," 29/205 ","Q1","Q1","92.4","86.10","0.011","2.402","5.241","Q1",
"Annals of PDE","ANN PDE","2524-5317","2199-2576","MATHEMATICS","SCIE","505","2.4"," 17/489 ","N/A","N/A","2.3","0.6","1.46"," 39/489 ","Q1","Q1","96.6","92.13","0.003","0.653","N/A","N/A",
"Annals of PDE","ANN PDE","2524-5317","2199-2576","PHYSICS, MATHEMATICAL","SCIE","505","2.4"," 11/60 ","N/A","N/A","2.3","0.6","1.46"," 3/60 ","Q1","Q1","82.5","95.83","0.003","0.653","N/A","N/A",
"Seminars in Immunopathology","SEMIN IMMUNOPATHOL","1863-2297","1863-2300","IMMUNOLOGY","SCIE","5,955","7.9"," 21/181 ","10.5","Q1","7.8","3.2","1.45"," 23/181 ","Q1","Q1","88.7","87.57","0.007","1.437","2.885","Q1",
"Seminars in Immunopathology","SEMIN IMMUNOPATHOL","1863-2297","1863-2300","PATHOLOGY","SCIE","5,955","7.9"," 4/88 ","10.5","Q1","7.8","3.2","1.45"," 12/88 ","Q1","Q1","96.0","86.93","0.007","1.437","2.885","Q1",
"Circulation-Cardiovascular Quality and Outcomes","CIRC-CARDIOVASC QUAL","1941-7705","1941-7713","CARDIAC & CARDIOVASCULAR SYSTEMS","SCIE","7,534","6.2"," 29/220 ","8.3","Q1","6","1.4","1.45"," 36/220 ","Q1","Q1","87.0","83.86","0.016","3.487","4.297","Q1",
"JOURNAL OF SCIENTIFIC COMPUTING","J SCI COMPUT","0885-7474","1573-7691","MATHEMATICS, APPLIED","SCIE","8,339","2.8"," 22/331 ","2.7","Q1","2.6","0.7","1.44"," 37/331 ","Q1","Q1","93.5","88.97","0.015","3.177","1.152","Q1",
"Analytica Chimica Acta","ANAL CHIM ACTA","0003-2670","1873-4324","CHEMISTRY, ANALYTICAL","SCIE","56,710","5.7"," 11/106 ","5.5","Q1","5.4","1.4","1.43"," 10/106 ","Q1","Q1","90.1","91.04","0.033","7.274","0.888","Q1",
"Ibsen Studies","IBSEN STUD","1502-1866","1741-8720","THEATER","ESCI","66","0.6"," N/A ","N/A","N/A","0.2","0.1","1.41"," 13/48 ","Q2","N/A","N/A","73.96","0","0.005","N/A","N/A",
"Diabetes & Metabolism Journal","DIABETES METAB J","2233-6079","2233-6087","ENDOCRINOLOGY & METABOLISM","SCIE","3,267","6.8"," 18/186 ","5.8","Q1","6.4","1.4","1.36"," 25/186 ","Q1","Q1","90.6","86.83","0.004","0.939","1.439","Q1",
"Transboundary and Emerging Diseases","TRANSBOUND EMERG DIS","1865-1674","1865-1682","INFECTIOUS DISEASES","SCIE","9,498","3.5"," 45/132 ","3.7","Q2","3.4","0.5","1.36"," 17/132 ","Q1","Q2","66.3","87.50","0.012","2.683","0.777","Q3",
"Transboundary and Emerging Diseases","TRANSBOUND EMERG DIS","1865-1674","1865-1682","VETERINARY SCIENCES","SCIE","9,498","3.5"," 11/167 ","3.7","Q1","3.4","0.5","1.36"," 11/168 ","Q1","Q1","93.7","93.75","0.012","2.683","0.777","Q1",
"COMPUTERS AND GEOTECHNICS","COMPUT GEOTECH","0266-352X","1873-7633","COMPUTER SCIENCE, INTERDISCIPLINARY APPLICATIONS","SCIE","22,614","5.3"," 30/169 ","5.7","Q1","4.3","1.1","1.34"," 31/169 ","Q1","Q1","82.5","81.95","0.02","4.411","1.175","Q1",
"COMPUTERS AND GEOTECHNICS","COMPUT GEOTECH","0266-352X","1873-7633","ENGINEERING, GEOLOGICAL","SCIE","22,614","5.3"," 8/63 ","5.7","Q1","4.3","1.1","1.34"," 8/63 ","Q1","Q1","88.1","88.10","0.02","4.411","1.175","Q1",
"COMPUTERS AND GEOTECHNICS","COMPUT GEOTECH","0266-352X","1873-7633","GEOSCIENCES, MULTIDISCIPLINARY","SCIE","22,614","5.3"," 26/253 ","5.7","Q1","4.3","1.1","1.34"," 25/253 ","Q1","Q1","89.9","90.32","0.02","4.411","1.175","Q1",
"JOURNAL OF GENERAL INTERNAL MEDICINE","J GEN INTERN MED","0884-8734","1525-1497","HEALTH CARE SCIENCES & SERVICES","SCIE","29,770","4.3"," 21/174 ","5.3","Q1","4.1","0.7","1.34"," 22/175 ","Q1","Q1","88.2","87.71","0.04","8.755","2.315","Q1",
"JOURNAL OF GENERAL INTERNAL MEDICINE","J GEN INTERN MED","0884-8734","1525-1497","MEDICINE, GENERAL & INTERNAL","SCIE","29,770","4.3"," 38/325 ","5.3","Q1","4.1","0.7","1.34"," 34/329 ","Q1","Q1","88.5","89.82","0.04","8.755","2.315","Q1",
"TRAC-TRENDS IN ANALYTICAL CHEMISTRY","TRAC-TREND ANAL CHEM","0165-9936","1879-3142","CHEMISTRY, ANALYTICAL","SCIE","32,283","11.8"," 1/106 ","12.7","Q1","10.9","2.1","1.33"," 11/106 ","Q1","Q1","99.5","90.09","0.026","5.634","2.045","Q1",
"PHARMACEUTICAL BIOLOGY","PHARM BIOL","1388-0209","1744-5116","MEDICAL LABORATORY TECHNOLOGY","SCIE","9,700","3.9"," 5/30 ","4","Q1","3.8","1.1","1.33"," 8/30 ","Q1","Q1","85.0","75.00","0.004","0.768","0.604","Q2",
"PHARMACEUTICAL BIOLOGY","PHARM BIOL","1388-0209","1744-5116","PHARMACOLOGY & PHARMACY","SCIE","9,700","3.9"," 85/354 ","4","Q2","3.8","1.1","1.33"," 39/354 ","Q1","Q1","76.1","89.12","0.004","0.768","0.604","Q2",
"PHARMACEUTICAL BIOLOGY","PHARM BIOL","1388-0209","1744-5116","PLANT SCIENCES","SCIE","9,700","3.9"," 48/265 ","4","Q1","3.8","1.1","1.33"," 29/265 ","Q1","Q1","82.1","89.25","0.004","0.768","0.604","Q2",
"BIOLOGICAL CONSERVATION","BIOL CONSERV","0006-3207","1873-2917","BIODIVERSITY CONSERVATION","SCIE","38,523","4.9"," 7/74 ","6","Q1","4.5","1.1","1.32"," 7/74 ","Q1","Q1","91.2","91.22","0.028","6.19","1.781","Q1",
"BIOLOGICAL CONSERVATION","BIOL CONSERV","0006-3207","1873-2917","ECOLOGY","SCIE","38,523","4.9"," 25/195 ","6","Q1","4.5","1.1","1.32"," 25/195 ","Q1","Q1","87.4","87.44","0.028","6.19","1.781","Q1",
"BIOLOGICAL CONSERVATION","BIOL CONSERV","0006-3207","1873-2917","ENVIRONMENTAL SCIENCES","SCIE","38,523","4.9"," 84/358 ","6","Q1","4.5","1.1","1.32"," 48/359 ","Q1","Q1","76.7","86.77","0.028","6.19","1.781","Q1",
"MINERALS ENGINEERING","MINER ENG","0892-6875","0892-6875","ENGINEERING, CHEMICAL","SCIE","22,447","4.9"," 39/170 ","4.9","Q1","4.2","0.8","1.32"," 15/171 ","Q1","Q1","77.4","91.52","0.014","2.968","0.745","Q2",
"MINERALS ENGINEERING","MINER ENG","0892-6875","0892-6875","MINERALOGY","SCIE","22,447","4.9"," 3/30 ","4.9","Q1","4.2","0.8","1.32"," 3/30 ","Q1","Q1","91.7","91.67","0.014","2.968","0.745","Q2",
"MINERALS ENGINEERING","MINER ENG","0892-6875","0892-6875","MINING & MINERAL PROCESSING","SCIE","22,447","4.9"," 5/31 ","4.9","Q1","4.2","0.8","1.32"," 4/31 ","Q1","Q1","85.5","88.71","0.014","2.968","0.745","Q1",
"Journal of Advances in Modeling Earth Systems","J ADV MODEL EARTH SY","N/A","1942-2466","METEOROLOGY & ATMOSPHERIC SCIENCES","SCIE","10,716","4.4"," 24/110 ","7.9","Q1","3.8","0.8","1.32"," 14/110 ","Q1","Q1","78.6","87.73","0.026","5.735","3.224","Q1",
"Large-Scale Assessments in Education","LARGE-SCALE ASSESS E","N/A","2196-0739","EDUCATION & EDUCATIONAL RESEARCH","ESCI","597","2.6"," 120/756 ","4.2","Q1","2.1","0.5","1.32"," 145/756 ","Q1","Q1","84.2","80.89","0.001","0.26","1.562","Q1",
"Small Methods","SMALL METHODS","2366-9608","2366-9608","CHEMISTRY, PHYSICAL","SCIE","17,178","10.7"," 25/178 ","12.1","Q1","10.3","2.1","1.3"," 33/178 ","Q1","Q1","86.2","81.74","0.025","5.451","2.446","Q1",
