"Journal Data Filtered By:  Selected Editions: SCIE;SSCI;AHCI;ESCI Selected JCR Year: 2023 Selected Category Schema: WOS Selected Open Access: N Selected ISSN/eISSNs: Multiple Indicator: Custom"

Journal name,JCR Abbreviation,ISSN,eISSN,Category,Edition,Total Citations,2023 JIF,JIF Rank,5 Year JIF,5 Year JIF Quartile,JIF Without Self Cites,Immediacy Index,2023 JCI,JCI Rank,JCI Quartile,JIF Quartile,JIF Percentile,JCI Percentile,Eigenfactor,Normalized Eigenfactor,Article Influence Score,AIS Quartile
"ACTA NEUROPATHOLOGICA","ACTA NEUROPATHOL","0001-6322","1432-0533","NEUROSCIENCES","SCIE","25,777","9.3"," 17/310 ","13.1","Q1","9.1","2.6","3.09"," 9/310 ","Q1","Q1","94.7","97.26","0.024","5.261","4.939","Q1",
"ACTA NEUROPATHOLOGICA","ACTA NEUROPATHOL","0001-6322","1432-0533","PATHOLOGY","SCIE","25,777","9.3"," 3/88 ","13.1","Q1","9.1","2.6","3.09"," 2/88 ","Q1","Q1","97.2","98.30","0.024","5.261","4.939","Q1",
"Literator-Journal of Literary Criticism Comparative Linguistics and Literary Studies","LITERATOR","0258-2279","2219-8237","LITERARY THEORY & CRITICISM","ESCI","76","0.4"," N/A ","0.3","N/A","0.2","0.3","2.93"," 1/51 ","Q1","N/A","N/A","99.02","0","0.016","0.101","Q3",
"Journal of Language Evolution","J LANG EVOL","2058-4571","2058-458X","LANGUAGE & LINGUISTICS","ESCI","187","2.1"," N/A ","2.3","N/A","1.9","0.3","2.83"," 7/393 ","Q1","N/A","N/A","98.35","0","0.107","1.284","Q1",
"Annual Review of Plant Biology","ANNU REV PLANT BIOL","1543-5008","1545-2123","PLANT SCIENCES","SCIE","23,058","21.3"," 1/265 ","28.2","Q1","21.1","6.4","2.64"," 3/265 ","Q1","Q1","99.8","99.06","0.01","2.276","8.605","Q1",
"Animal Nutrition","ANIM NUTR","2405-6383","2405-6545","AGRICULTURE, DAIRY & ANIMAL SCIENCE","SCIE","4,353","6.1"," 3/80 ","6.5","Q1","5.8","1.6","2.61"," 2/80 ","Q1","Q1","96.9","98.13","0.004","0.914","1.071","Q1",
"Animal Nutrition","ANIM NUTR","2405-6383","2405-6545","VETERINARY SCIENCES","SCIE","4,353","6.1"," 3/167 ","6.5","Q1","5.8","1.6","2.61"," 2/168 ","Q1","Q1","98.5","99.11","0.004","0.914","1.071","Q1",
"Chinese Journal of Catalysis","CHINESE J CATAL","0253-9837","1872-2067","CHEMISTRY, APPLIED","SCIE","17,268","15.7"," 1/74 ","11.5","Q1","14.8","2.9","2.54"," 1/74 ","Q1","Q1","99.3","99.32","0.016","3.592","1.896","Q1",
"Chinese Journal of Catalysis","CHINESE J CATAL","0253-9837","1872-2067","CHEMISTRY, PHYSICAL","SCIE","17,268","15.7"," 15/178 ","11.5","Q1","14.8","2.9","2.54"," 12/178 ","Q1","Q1","91.9","93.54","0.016","3.592","1.896","Q1",
"Chinese Journal of Catalysis","CHINESE J CATAL","0253-9837","1872-2067","ENGINEERING, CHEMICAL","SCIE","17,268","15.7"," 5/170 ","11.5","Q1","14.8","2.9","2.54"," 4/171 ","Q1","Q1","97.4","97.95","0.016","3.592","1.896","Q1",
"INVESTIGATIVE RADIOLOGY","INVEST RADIOL","0020-9996","1536-0210","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING","SCIE","7,033","7"," 11/204 ","6.4","Q1","5.5","3.6","2.45"," 5/204 ","Q1","Q1","94.9","97.79","0.007","1.451","1.672","Q1",
"IEEE Transactions on Intelligent Vehicles","IEEE T INTELL VEHICL","2379-8858","2379-8904","COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE","SCIE","5,936","14"," 5/197 ","11.2","Q1","8.4","4.8","2.44"," 11/198 ","Q1","Q1","97.7","94.70","0.005","1.151","2.084","Q1",
"IEEE Transactions on Intelligent Vehicles","IEEE T INTELL VEHICL","2379-8858","2379-8904","ENGINEERING, ELECTRICAL & ELECTRONIC","SCIE","5,936","14"," 5/352 ","11.2","Q1","8.4","4.8","2.44"," 9/354 ","Q1","Q1","98.7","97.60","0.005","1.151","2.084","Q1",
"IEEE Transactions on Intelligent Vehicles","IEEE T INTELL VEHICL","2379-8858","2379-8904","TRANSPORTATION SCIENCE & TECHNOLOGY","SCIE","5,936","14"," 2/72 ","11.2","Q1","8.4","4.8","2.44"," 2/72 ","Q1","Q1","97.9","97.92","0.005","1.151","2.084","Q1",
"Gut Microbes","GUT MICROBES","1949-0976","1949-0984","GASTROENTEROLOGY & HEPATOLOGY","SCIE","14,116","12.2"," 8/143 ","12.3","Q1","11.7","1.7","2.35"," 9/143 ","Q1","Q1","94.8","94.06","0.018","3.993","2.881","Q1",
"Gut Microbes","GUT MICROBES","1949-0976","1949-0984","MICROBIOLOGY","SCIE","14,116","12.2"," 9/161 ","12.3","Q1","11.7","1.7","2.35"," 13/161 ","Q1","Q1","94.7","92.24","0.018","3.993","2.881","Q1",
"Journal of Legal Affairs and Dispute Resolution in Engineering and Construction","J LEG AFF DISPUTE RE","1943-4162","1943-4170","LAW","ESCI","796","1.6"," 53/421 ","1.9","Q1","1.1","0.5","2.28"," 19/421 ","Q1","Q1","87.5","95.61","0.001","0.134","0.26","Q2",
"MOLECULAR PSYCHIATRY","MOL PSYCHIATR","1359-4184","1476-5578","BIOCHEMISTRY & MOLECULAR BIOLOGY","SCIE","34,241","9.6"," 21/313 ","11.1","Q1","9.2","1.9","2.26"," 11/313 ","Q1","Q1","93.5","96.65","0.058","12.609","3.937","Q1",
"MOLECULAR PSYCHIATRY","MOL PSYCHIATR","1359-4184","1476-5578","NEUROSCIENCES","SCIE","34,241","9.6"," 15/310 ","11.1","Q1","9.2","1.9","2.26"," 14/310 ","Q1","Q1","95.3","95.65","0.058","12.609","3.937","Q1",
"MOLECULAR PSYCHIATRY","MOL PSYCHIATR","1359-4184","1476-5578","PSYCHIATRY","SCIE","34,241","9.6"," 6/276 ","11.1","Q1","9.2","1.9","2.26"," 10/276 ","Q1","Q1","98.0","96.56","0.058","12.609","3.937","Q1",
"TELECOMMUNICATIONS POLICY","TELECOMMUN POLICY","0308-5961","1879-3258","COMMUNICATION","SSCI","4,301","5.9"," 4/227 ","5.7","Q1","5","1.5","2.23"," 14/227 ","Q1","Q1","98.5","94.05","0.004","0.858","1.119","Q1",
"TELECOMMUNICATIONS POLICY","TELECOMMUN POLICY","0308-5961","1879-3258","INFORMATION SCIENCE & LIBRARY SCIENCE","SSCI","4,301","5.9"," 14/160 ","5.7","Q1","5","1.5","2.23"," 6/161 ","Q1","Q1","91.6","96.58","0.004","0.858","1.119","Q1",
"TELECOMMUNICATIONS POLICY","TELECOMMUN POLICY","0308-5961","1879-3258","TELECOMMUNICATIONS","SCIE","4,301","5.9"," 18/119 ","5.7","Q1","5","1.5","2.23"," 9/119 ","Q1","Q1","85.3","92.86","0.004","0.858","1.119","Q1",
"Horticulture Research","HORTIC RES-ENGLAND","2662-6810","2052-7276","GENETICS & HEREDITY","SCIE","9,137","7.6"," 14/191 ","8.2","Q1","7","1.5","2.21"," 10/191 ","Q1","Q1","92.9","95.03","0.012","2.519","1.441","Q1",
"Horticulture Research","HORTIC RES-ENGLAND","2662-6810","2052-7276","HORTICULTURE","SCIE","9,137","7.6"," 2/38 ","8.2","Q1","7","1.5","2.21"," 1/38 ","Q1","Q1","96.1","98.68","0.012","2.519","1.441","Q1",
"Horticulture Research","HORTIC RES-ENGLAND","2662-6810","2052-7276","PLANT SCIENCES","SCIE","9,137","7.6"," 13/265 ","8.2","Q1","7","1.5","2.21"," 6/265 ","Q1","Q1","95.3","97.92","0.012","2.519","1.441","Q1",
"ULTRASOUND IN OBSTETRICS & GYNECOLOGY","ULTRASOUND OBST GYN","0960-7692","1469-0705","ACOUSTICS","SCIE","16,824","6.1"," 2/40 ","6.4","Q1","5.3","2.1","2.19"," 1/40 ","Q1","Q1","96.3","98.75","0.015","3.305","2.039","Q1",
"ULTRASOUND IN OBSTETRICS & GYNECOLOGY","ULTRASOUND OBST GYN","0960-7692","1469-0705","OBSTETRICS & GYNECOLOGY","SCIE","16,824","6.1"," 5/136 ","6.4","Q1","5.3","2.1","2.19"," 6/136 ","Q1","Q1","96.7","95.96","0.015","3.305","2.039","Q1",
"ULTRASOUND IN OBSTETRICS & GYNECOLOGY","ULTRASOUND OBST GYN","0960-7692","1469-0705","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING","SCIE","16,824","6.1"," 15/204 ","6.4","Q1","5.3","2.1","2.19"," 9/204 ","Q1","Q1","92.9","95.83","0.015","3.305","2.039","Q1",
"LEUKEMIA","LEUKEMIA","0887-6924","1476-5551","HEMATOLOGY","SCIE","31,578","12.8"," 6/97 ","10.5","Q1","12.4","1.8","2.12"," 7/97 ","Q1","Q1","94.3","93.30","0.045","9.764","4.084","Q1",
"LEUKEMIA","LEUKEMIA","0887-6924","1476-5551","ONCOLOGY","SCIE","31,578","12.8"," 19/322 ","10.5","Q1","12.4","1.8","2.12"," 25/322 ","Q1","Q1","94.3","92.39","0.045","9.764","4.084","Q1",
"Materials Today Physics","MATER TODAY PHYS","2542-5293","2542-5293","MATERIALS SCIENCE, MULTIDISCIPLINARY","SCIE","8,642","10"," 53/438 ","9.8","Q1","9.3","3","2.08"," 31/438 ","Q1","Q1","88.0","93.04","0.012","2.592","1.939","Q1",
"Materials Today Physics","MATER TODAY PHYS","2542-5293","2542-5293","PHYSICS, APPLIED","SCIE","8,642","10"," 16/179 ","9.8","Q1","9.3","3","2.08"," 11/179 ","Q1","Q1","91.3","94.13","0.012","2.592","1.939","Q1",
"GEOMETRIC AND FUNCTIONAL ANALYSIS","GEOM FUNCT ANAL","1016-443X","1420-8970","MATHEMATICS","SCIE","2,727","2.4"," 17/489 ","2.7","Q1","2.4","0.3","2"," 16/489 ","Q1","Q1","96.6","96.83","0.005","1.189","3.608","Q1",
"Virtual Archaeology Review","VIRTUAL ARCHAEOL REV","1989-9947","1989-9947","ARCHAEOLOGY","ESCI","301","1.6"," N/A ","1.8","N/A","1.4","1.1","1.91"," 7/163 ","Q1","N/A","N/A","96.01","0","0.057","0.341","Q3",
"JOURNAL OF AUTOIMMUNITY","J AUTOIMMUN","0896-8411","1095-9157","IMMUNOLOGY","SCIE","10,599","7.9"," 21/181 ","8.7","Q1","7.8","1.5","1.9"," 17/181 ","Q1","Q1","88.7","90.88","0.012","2.653","2.354","Q1",
"Small","SMALL","1613-6810","1613-6829","CHEMISTRY, MULTIDISCIPLINARY","SCIE","124,288","13"," 23/230 ","13.5","Q1","12.2","2.4","1.89"," 23/231 ","Q1","Q1","90.2","90.26","0.137","29.933","2.628","Q1",
"Small","SMALL","1613-6810","1613-6829","CHEMISTRY, PHYSICAL","SCIE","124,288","13"," 19/178 ","13.5","Q1","12.2","2.4","1.89"," 16/178 ","Q1","Q1","89.6","91.29","0.137","29.933","2.628","Q1",
"Small","SMALL","1613-6810","1613-6829","MATERIALS SCIENCE, MULTIDISCIPLINARY","SCIE","124,288","13"," 35/438 ","13.5","Q1","12.2","2.4","1.89"," 38/438 ","Q1","Q1","92.1","91.44","0.137","29.933","2.628","Q1",
"Small","SMALL","1613-6810","1613-6829","NANOSCIENCE & NANOTECHNOLOGY","SCIE","124,288","13"," 16/140 ","13.5","Q1","12.2","2.4","1.89"," 14/140 ","Q1","Q1","88.9","90.36","0.137","29.933","2.628","Q1",
"Small","SMALL","1613-6810","1613-6829","PHYSICS, APPLIED","SCIE","124,288","13"," 13/179 ","13.5","Q1","12.2","2.4","1.89"," 14/179 ","Q1","Q1","93.0","92.46","0.137","29.933","2.628","Q1",
"Small","SMALL","1613-6810","1613-6829","PHYSICS, CONDENSED MATTER","SCIE","124,288","13"," 7/79 ","13.5","Q1","12.2","2.4","1.89"," 7/79 ","Q1","Q1","91.8","91.77","0.137","29.933","2.628","Q1",
"SOCIO-ECONOMIC PLANNING SCIENCES","SOCIO-ECON PLAN SCI","0038-0121","1873-6041","ECONOMICS","SSCI","5,526","6.2"," 32/597 ","5.9","Q1","5.5","1.8","1.89"," 35/600 ","Q1","Q1","94.7","94.25","0.005","1.107","0.955","Q2",
"SOCIO-ECONOMIC PLANNING SCIENCES","SOCIO-ECON PLAN SCI","0038-0121","1873-6041","MANAGEMENT","SSCI","5,526","6.2"," 59/401 ","5.9","Q1","5.5","1.8","1.89"," 30/402 ","Q1","Q1","85.4","92.66","0.005","1.107","0.955","Q2",
"SOCIO-ECONOMIC PLANNING SCIENCES","SOCIO-ECON PLAN SCI","0038-0121","1873-6041","OPERATIONS RESEARCH & MANAGEMENT SCIENCE","SCIE","5,526","6.2"," 12/106 ","5.9","Q1","5.5","1.8","1.89"," 5/106 ","Q1","Q1","89.2","95.75","0.005","1.107","0.955","Q2",
"eLife","ELIFE","2050-084X","2050-084X","BIOLOGY","SCIE","96,957","6.4"," 8/109 ","7.2","Q1","6.3","1.6","1.88"," 6/109 ","Q1","Q1","93.1","94.95","0.263","57.437","3.675","Q1",
"CARBON","CARBON","0008-6223","1873-3891","CHEMISTRY, PHYSICAL","SCIE","98,620","10.5"," 29/178 ","9.2","Q1","9.8","3.1","1.78"," 17/178 ","Q1","Q1","84.0","90.73","0.065","14.19","1.496","Q1",
"CARBON","CARBON","0008-6223","1873-3891","MATERIALS SCIENCE, MULTIDISCIPLINARY","SCIE","98,620","10.5"," 50/438 ","9.2","Q1","9.8","3.1","1.78"," 43/438 ","Q1","Q1","88.7","90.30","0.065","14.19","1.496","Q1",
"Advances in Applied Energy","ADV APPL ENERGY","2666-7924","2666-7924","ENERGY & FUELS","ESCI","1,594","13"," 13/170 ","13.1","Q1","12.2","5.8","1.72"," 17/173 ","Q1","Q1","92.6","90.46","0.003","0.551","2.871","Q1",
"ECOLOGICAL MONOGRAPHS","ECOL MONOGR","0012-9615","1557-7015","ECOLOGY","SCIE","12,052","7.1"," 9/195 ","9","Q1","7.1","2.4","1.72"," 11/195 ","Q1","Q1","95.6","94.62","0.006","1.327","3.344","Q1",
"Animal Microbiome","ANIM MICROBIOME","N/A","2524-4671","MICROBIOLOGY","ESCI","1,119","4.9"," 32/161 ","5","Q2","4.6","0.8","1.72"," 15/161 ","Q1","Q1","80.4","90.99","0.002","0.412","1.063","Q2",
"Animal Microbiome","ANIM MICROBIOME","N/A","2524-4671","VETERINARY SCIENCES","ESCI","1,119","4.9"," 5/167 ","5","Q1","4.6","0.8","1.72"," 5/168 ","Q1","Q1","97.3","97.32","0.002","0.412","1.063","Q1",
"CLINICAL REVIEWS IN ALLERGY & IMMUNOLOGY","CLIN REV ALLERG IMMU","1080-0549","1559-0267","ALLERGY","SCIE","6,064","8.4"," 3/39 ","10.2","Q1","8.4","5.7","1.7"," 3/39 ","Q1","Q1","93.6","93.59","0.007","1.579","2.626","Q1",
"CLINICAL REVIEWS IN ALLERGY & IMMUNOLOGY","CLIN REV ALLERG IMMU","1080-0549","1559-0267","IMMUNOLOGY","SCIE","6,064","8.4"," 16/181 ","10.2","Q1","8.4","5.7","1.7"," 18/181 ","Q1","Q1","91.4","90.33","0.007","1.579","2.626","Q1",
"NURSE EDUCATION TODAY","NURS EDUC TODAY","0260-6917","1532-2793","EDUCATION, SCIENTIFIC DISCIPLINES","SCIE","13,751","3.6"," 11/85 ","4","Q1","3.2","0.7","1.67"," 7/85 ","Q1","Q1","87.6","92.35","0.011","2.354","0.775","Q1",
"NURSE EDUCATION TODAY","NURS EDUC TODAY","0260-6917","1532-2793","NURSING","SCIE, SSCI","13,751","3.6"," 9/191 ","4","Q1","3.2","0.7","1.67"," 6/191 ","Q1","Q1","95.5","97.12","0.011","2.354","0.775","Q1",
"BMJ Global Health","BMJ GLOB HEALTH","2059-7908","2059-7908","PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH","SCIE, SSCI","13,738","7.1"," 20/403 ","7.1","Q1","6.8","1.1","1.66"," 27/403 ","Q1","Q1","95.2","93.42","0.04","8.711","2.756","Q1",
"Paediatric Respiratory Reviews","PAEDIATR RESPIR REV","1526-0542","1526-0550","PEDIATRICS","SCIE","2,484","4.7"," 9/186 ","4","Q1","4.6","1.6","1.66"," 12/186 ","Q1","Q1","95.4","93.82","0.003","0.58","1.266","Q1",
"Paediatric Respiratory Reviews","PAEDIATR RESPIR REV","1526-0542","1526-0550","RESPIRATORY SYSTEM","SCIE","2,484","4.7"," 17/100 ","4","Q1","4.6","1.6","1.66"," 11/101 ","Q1","Q1","83.5","89.60","0.003","0.58","1.266","Q1",
"Chemical and Biological Technologies in Agriculture","CHEM BIOL TECHNOL AG","N/A","2196-5641","AGRICULTURE, MULTIDISCIPLINARY","SCIE","2,021","5.2"," 9/89 ","5.2","Q1","5","0.9","1.65"," 8/89 ","Q1","Q1","90.4","91.57","0.002","0.336","0.739","Q1",
"Acta Neuropathologica Communications","ACTA NEUROPATHOL COM","2051-5960","2051-5960","NEUROSCIENCES","SCIE","9,132","6.2"," 32/310 ","6.8","Q1","6","1.1","1.64"," 29/310 ","Q1","Q1","89.8","90.81","0.017","3.783","2.313","Q1",
"Kidney International Reports","KIDNEY INT REP","2468-0249","2468-0249","UROLOGY & NEPHROLOGY","SCIE","5,925","5.7"," 11/126 ","5.2","Q1","5.4","1.2","1.63"," 13/126 ","Q1","Q1","91.7","90.08","0.014","3.102","1.749","Q1",
"Open Learning","OPEN LEARN","0268-0513","1469-9958","EDUCATION & EDUCATIONAL RESEARCH","ESCI","594","3.2"," 70/756 ","2.9","Q1","3","2.2","1.63"," 92/756 ","Q1","Q1","90.8","87.90","0","0.099","0.573","Q2",
"Journal of Materiomics","J MATERIOMICS","2352-8478","2352-8478","CHEMISTRY, PHYSICAL","SCIE","5,052","8.4"," 37/178 ","8","Q1","8.2","2.5","1.6"," 22/178 ","Q1","Q1","79.5","87.92","0.006","1.204","1.396","Q1",
"Journal of Materiomics","J MATERIOMICS","2352-8478","2352-8478","MATERIALS SCIENCE, MULTIDISCIPLINARY","SCIE","5,052","8.4"," 68/438 ","8","Q1","8.2","2.5","1.6"," 48/438 ","Q1","Q1","84.6","89.16","0.006","1.204","1.396","Q1",
"Journal of Materiomics","J MATERIOMICS","2352-8478","2352-8478","PHYSICS, APPLIED","SCIE","5,052","8.4"," 22/179 ","8","Q1","8.2","2.5","1.6"," 18/179 ","Q1","Q1","88.0","90.22","0.006","1.204","1.396","Q1",
"Advances in Wound Care","ADV WOUND CARE","2162-1918","2162-1934","DERMATOLOGY","SCIE","4,665","5.8"," 7/94 ","7.8","Q1","5.7","0.8","1.6"," 9/94 ","Q1","Q1","93.1","90.96","0.003","0.671","1.639","Q1",
"Journal of Nursing Management","J NURS MANAGE","0966-0429","1365-2834","MANAGEMENT","SSCI","8,262","3.7"," 137/401 ","4.5","Q2","3.5","0.2","1.58"," 54/402 ","Q1","Q2","66.0","86.69","0.01","2.103","0.954","Q2",
"Journal of Nursing Management","J NURS MANAGE","0966-0429","1365-2834","NURSING","SCIE, SSCI","8,262","3.7"," 8/191 ","4.5","Q1","3.5","0.2","1.58"," 9/191 ","Q1","Q1","96.1","95.55","0.01","2.103","0.954","Q1",
"PHYSIOLOGIA PLANTARUM","PHYSIOL PLANTARUM","0031-9317","1399-3054","PLANT SCIENCES","SCIE","19,100","5.4"," 27/265 ","5.5","Q1","5.2","0.6","1.57"," 22/265 ","Q1","Q1","90.0","91.89","0.008","1.786","0.915","Q1",
"Forest Ecosystems","FOR ECOSYST","2095-6355","2197-5620","FORESTRY","SCIE","1,862","3.8"," 5/89 ","4.5","Q1","3.7","0.8","1.56"," 4/89 ","Q1","Q1","94.9","96.07","0.003","0.55","0.979","Q1",
"FOUNDATIONS OF COMPUTATIONAL MATHEMATICS","FOUND COMPUT MATH","1615-3375","1615-3383","COMPUTER SCIENCE, THEORY & METHODS","SCIE","2,178","2.5"," 47/143 ","2.9","Q2","2.4","0.3","1.56"," 16/143 ","Q1","Q2","67.5","89.16","0.006","1.255","2.707","Q1",
"FOUNDATIONS OF COMPUTATIONAL MATHEMATICS","FOUND COMPUT MATH","1615-3375","1615-3383","MATHEMATICS","SCIE","2,178","2.5"," 13/489 ","2.9","Q1","2.4","0.3","1.56"," 32/489 ","Q1","Q1","97.4","93.56","0.006","1.255","2.707","Q1",
"FOUNDATIONS OF COMPUTATIONAL MATHEMATICS","FOUND COMPUT MATH","1615-3375","1615-3383","MATHEMATICS, APPLIED","SCIE","2,178","2.5"," 35/331 ","2.9","Q1","2.4","0.3","1.56"," 25/331 ","Q1","Q1","89.6","92.60","0.006","1.255","2.707","Q1",
"Projections-The Journal for Movies and Mind","PROJECTIONS","1934-9688","1934-9696","FILM, RADIO, TELEVISION","ESCI","167","1.2"," N/A ","0.7","N/A","1","0.2","1.56"," 4/64 ","Q1","N/A","N/A","94.53","0","0.032","0.22","Q2",
"Nonlinear Analysis-Hybrid Systems","NONLINEAR ANAL-HYBRI","1751-570X","1878-7460","AUTOMATION & CONTROL SYSTEMS","SCIE","2,954","3.7"," 26/84 ","3.8","Q2","3.2","1.3","1.55"," 10/84 ","Q1","Q2","69.6","88.69","0.005","0.994","1.091","Q2",
"Nonlinear Analysis-Hybrid Systems","NONLINEAR ANAL-HYBRI","1751-570X","1878-7460","MATHEMATICS, APPLIED","SCIE","2,954","3.7"," 7/331 ","3.8","Q1","3.2","1.3","1.55"," 27/331 ","Q1","Q1","98.0","91.99","0.005","0.994","1.091","Q1",
"Knee Surgery & Related Research","KNEE SURG RELAT RES","N/A","2234-2451","ORTHOPEDICS","ESCI","1,332","4.1"," 13/136 ","4.3","Q1","4","0.8","1.52"," 13/136 ","Q1","Q1","90.8","90.81","0.002","0.47","1.535","Q1",
"Knee Surgery & Related Research","KNEE SURG RELAT RES","N/A","2234-2451","SURGERY","ESCI","1,332","4.1"," 24/290 ","4.3","Q1","4","0.8","1.52"," 26/290 ","Q1","Q1","91.9","91.21","0.002","0.47","1.535","Q1",
"FOOD RESEARCH INTERNATIONAL","FOOD RES INT","0963-9969","1873-7145","FOOD SCIENCE & TECHNOLOGY","SCIE","62,583","7"," 13/173 ","7.4","Q1","6.5","1.4","1.51"," 11/173 ","Q1","Q1","92.8","93.93","0.042","9.134","1.042","Q1",
"INTEGRATIVE AND COMPARATIVE BIOLOGY","INTEGR COMP BIOL","1540-7063","1557-7023","ZOOLOGY","SCIE","6,709","2.2"," 20/180 ","2.8","Q1","2.1","0.8","1.51"," 9/180 ","Q1","Q1","89.2","95.28","0.006","1.252","1.006","Q1",
"JOURNAL OF THE AMERICAN SOCIETY OF ECHOCARDIOGRAPHY","J AM SOC ECHOCARDIOG","0894-7317","N/A","CARDIAC & CARDIOVASCULAR SYSTEMS","SCIE","12,505","5.4"," 36/220 ","5.7","Q1","4.6","2.2","1.47"," 35/220 ","Q1","Q1","83.9","84.32","0.01","2.247","2.071","Q1",
"Ecosystem Services","ECOSYST SERV","2212-0416","2212-0416","ECOLOGY","SCIE","10,137","6.1"," 14/195 ","6.9","Q1","5.8","1.3","1.42"," 19/195 ","Q1","Q1","93.1","90.51","0.009","1.947","1.364","Q1",
"Ecosystem Services","ECOSYST SERV","2212-0416","2212-0416","ENVIRONMENTAL SCIENCES","SCIE","10,137","6.1"," 54/358 ","6.9","Q1","5.8","1.3","1.42"," 41/359 ","Q1","Q1","85.1","88.72","0.009","1.947","1.364","Q1",
"Ecosystem Services","ECOSYST SERV","2212-0416","2212-0416","ENVIRONMENTAL STUDIES","SSCI","10,137","6.1"," 22/182 ","6.9","Q1","5.8","1.3","1.42"," 36/184 ","Q1","Q1","88.2","80.71","0.009","1.947","1.364","Q1",
"APPETITE","APPETITE","0195-6663","1095-8304","BEHAVIORAL SCIENCES","SCIE","24,413","4.6"," 7/55 ","4.5","Q1","4","0.7","1.42"," 4/55 ","Q1","Q1","88.2","93.64","0.018","3.96","1.052","Q1",
"APPETITE","APPETITE","0195-6663","1095-8304","NUTRITION & DIETETICS","SCIE","24,413","4.6"," 21/114 ","4.5","Q2","4","0.7","1.42"," 9/114 ","Q1","Q1","82.0","92.54","0.018","3.96","1.052","Q2",
"HEART","HEART","1355-6037","1468-201X","CARDIAC & CARDIOVASCULAR SYSTEMS","SCIE","20,276","5.1"," 38/220 ","5.6","Q1","4.8","1.6","1.41"," 39/220 ","Q1","Q1","83.0","82.50","0.021","4.684","2.107","Q1",
