"Journal Data Filtered By:  Selected Editions: SCIE;SSCI;AHCI;ESCI Selected JCR Year: 2023 Selected Category Schema: WOS Selected Open Access: N Selected ISSN/eISSNs: Multiple Indicator: Custom"

Journal name,JCR Abbreviation,ISSN,eISSN,Category,Edition,Total Citations,2023 JIF,JIF Quartile,2023 JCI,JIF Rank,5 Year JIF,5 Year JIF Quartile,JIF Without Self Cites,Immediacy Index,JCI Rank,JCI Quartile,JCI Percentile,Eigenfactor,Normalized Eigenfactor,Article Influence Score,JIF Percentile,AIS Quartile
"INTERNATIONAL JOURNAL OF HEAT AND MASS TRANSFER","INT J HEAT MASS TRAN","0017-9310","1879-2189","THERMODYNAMICS","SCIE","90,625","5","Q1","1.23"," 13/76 ","5","Q1","4.4","1.2"," 10/76 ","Q1","87.50","0.055","12.03","0.841","83.6","Q1",
"JOURNAL OF ORGANIC CHEMISTRY","J ORG CHEM","0022-3263","1520-6904","CHEMISTRY, ORGANIC","SCIE","86,333","3.3","Q1","1.05"," 10/58 ","3.2","Q1","2.9","0.9"," 8/58 ","Q1","87.07","0.039","8.606","0.591","83.6","Q1",
"EXPERT SYSTEMS WITH APPLICATIONS","EXPERT SYST APPL","0957-4174","1873-6793","COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE","SCIE","81,232","7.5","Q1","1.61"," 24/197 ","7.6","Q1","6.4","1.3"," 26/198 ","Q1","87.12","0.069","15.125","1.331","88.1","Q1",
"EXPERT SYSTEMS WITH APPLICATIONS","EXPERT SYST APPL","0957-4174","1873-6793","ENGINEERING, ELECTRICAL & ELECTRONIC","SCIE","81,232","7.5","Q1","1.61"," 25/352 ","7.6","Q1","6.4","1.3"," 38/354 ","Q1","89.41","0.069","15.125","1.331","93.0","Q1",
"EXPERT SYSTEMS WITH APPLICATIONS","EXPERT SYST APPL","0957-4174","1873-6793","OPERATIONS RESEARCH & MANAGEMENT SCIENCE","SCIE","81,232","7.5","Q1","1.61"," 6/106 ","7.6","Q1","6.4","1.3"," 9/106 ","Q1","91.98","0.069","15.125","1.331","94.8","Q1",
"Journal of Virology","J VIROL","0022-538X","1098-5514","VIROLOGY","SCIE","78,625","4","Q2","1"," 14/41 ","4","Q2","3.8","0.8"," 11/41 ","Q2","74.39","0.034","7.512","1.135","67.1","Q2",
"GREEN CHEMISTRY","GREEN CHEM","1463-9262","1463-9270","CHEMISTRY, MULTIDISCIPLINARY","SCIE","67,216","9.3","Q1","1.41"," 31/230 ","9.3","Q1","8.6","1.8"," 35/231 ","Q1","85.06","0.051","11.102","1.683","86.7","Q1",
"GREEN CHEMISTRY","GREEN CHEM","1463-9262","1463-9270","GREEN & SUSTAINABLE SCIENCE & TECHNOLOGY","SCIE","67,216","9.3","Q1","1.41"," 14/91 ","9.3","Q1","8.6","1.8"," 19/91 ","Q1","79.67","0.051","11.102","1.683","85.2","Q1",
"JOURNAL OF CONTROLLED RELEASE","J CONTROL RELEASE","0168-3659","1873-4995","CHEMISTRY, MULTIDISCIPLINARY","SCIE","66,109","10.5","Q1","2.1"," 26/230 ","10.6","Q1","10.1","2"," 20/231 ","Q1","91.56","0.041","9.024","1.789","88.9","Q1",
"JOURNAL OF CONTROLLED RELEASE","J CONTROL RELEASE","0168-3659","1873-4995","PHARMACOLOGY & PHARMACY","SCIE","66,109","10.5","Q1","2.1"," 12/354 ","10.6","Q1","10.1","2"," 13/354 ","Q1","96.47","0.041","9.024","1.789","96.8","Q1",
"CANCER","CANCER-AM CANCER SOC","0008-543X","1097-0142","ONCOLOGY","SCIE","65,115","6.1","Q1","1.29"," 49/322 ","6.7","Q1","6","0.9"," 54/322 ","Q1","83.39","0.048","10.472","2.669","84.9","Q1",
"SOCIAL SCIENCE & MEDICINE","SOC SCI MED","0277-9536","1873-5347","PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH","SCIE, SSCI","54,543","4.9","Q1","1.66"," 36/403 ","5.2","Q1","4.6","0.7"," 27/403 ","Q1","93.42","0.051","11.183","1.871","91.2","Q1",
"SOCIAL SCIENCE & MEDICINE","SOC SCI MED","0277-9536","1873-5347","SOCIAL SCIENCES, BIOMEDICAL","SSCI","54,543","4.9","Q1","1.66"," 4/46 ","5.2","Q1","4.6","0.7"," 4/46 ","Q1","92.39","0.051","11.183","1.871","92.4","Q1",
"APPLIED MICROBIOLOGY AND BIOTECHNOLOGY","APPL MICROBIOL BIOT","0175-7598","1432-0614","BIOTECHNOLOGY & APPLIED MICROBIOLOGY","SCIE","51,516","3.9","Q2","0.81"," 50/174 ","4.9","Q1","3.7","0.9"," 60/174 ","Q2","65.80","0.026","5.629","0.864","71.6","Q2",
"APPLIED OPTICS","APPL OPTICS","1559-128X","2155-3165","OPTICS","SCIE","49,592","1.7","Q3","0.58"," 73/119 ","1.7","Q3","1.5","0.5"," 60/120 ","Q2","50.42","0.02","4.392","0.325","39.1","Q3",
"NANOTECHNOLOGY","NANOTECHNOLOGY","0957-4484","1361-6528","MATERIALS SCIENCE, MULTIDISCIPLINARY","SCIE","41,514","2.9","Q3","0.58"," 220/438 ","2.8","Q3","2.8","1.1"," 214/438 ","Q2","51.26","0.024","5.304","0.494","49.9","Q3",
"NANOTECHNOLOGY","NANOTECHNOLOGY","0957-4484","1361-6528","NANOSCIENCE & NANOTECHNOLOGY","SCIE","41,514","2.9","Q3","0.58"," 86/140 ","2.8","Q3","2.8","1.1"," 71/140 ","Q2","49.64","0.024","5.304","0.494","38.9","Q3",
"NANOTECHNOLOGY","NANOTECHNOLOGY","0957-4484","1361-6528","PHYSICS, APPLIED","SCIE","41,514","2.9","Q2","0.58"," 68/179 ","2.8","Q2","2.8","1.1"," 79/179 ","Q2","56.15","0.024","5.304","0.494","62.3","Q2",
"Theranostics","THERANOSTICS","1838-7640","1838-7640","MEDICINE, RESEARCH & EXPERIMENTAL","SCIE","41,377","12.4","Q1","2.63"," 8/189 ","12","Q1","12.3","2.5"," 7/189 ","Q1","96.56","0.058","12.702","2.496","96.0","Q1",
"Journal of Electroanalytical Chemistry","J ELECTROANAL CHEM","1572-6657","1873-2569","CHEMISTRY, ANALYTICAL","SCIE","37,555","4.1","Q1","0.86"," 24/106 ","4","Q1","3.9","1.1"," 28/106 ","Q2","74.06","0.022","4.773","0.597","77.8","Q2",
"Journal of Electroanalytical Chemistry","J ELECTROANAL CHEM","1572-6657","1873-2569","ELECTROCHEMISTRY","SCIE","37,555","4.1","Q2","0.86"," 17/45 ","4","Q2","3.9","1.1"," 12/45 ","Q2","74.44","0.022","4.773","0.597","63.3","Q2",
"GENETICS","GENETICS","0016-6731","1943-2631","GENETICS & HEREDITY","SCIE","36,518","3.3","Q2","0.99"," 64/191 ","3.7","Q2","3.1","1.1"," 47/191 ","Q1","75.65","0.018","3.908","1.77","66.8","Q1",
"POULTRY SCIENCE","POULTRY SCI","0032-5791","1525-3171","AGRICULTURE, DAIRY & ANIMAL SCIENCE","SCIE","36,054","3.8","Q1","1.86"," 6/80 ","4.1","Q1","3.1","0.7"," 4/80 ","Q1","95.63","0.018","3.885","0.593","93.1","Q1",
"ARTERIOSCLEROSIS THROMBOSIS AND VASCULAR BIOLOGY","ARTERIOSCL THROM VAS","1079-5642","1524-4636","HEMATOLOGY","SCIE","34,056","7.4","Q1","1.77"," 12/97 ","8.1","Q1","7.1","1.7"," 11/97 ","Q1","89.18","0.023","5.076","2.495","88.1","Q1",
"ARTERIOSCLEROSIS THROMBOSIS AND VASCULAR BIOLOGY","ARTERIOSCL THROM VAS","1079-5642","1524-4636","PERIPHERAL VASCULAR DISEASE","SCIE","34,056","7.4","Q1","1.77"," 5/96 ","8.1","Q1","7.1","1.7"," 8/96 ","Q1","92.19","0.023","5.076","2.495","95.3","Q1",
"PHYSICS REPORTS-REVIEW SECTION OF PHYSICS LETTERS","PHYS REP","0370-1573","1873-6270","PHYSICS, MULTIDISCIPLINARY","SCIE","33,664","23.9","Q1","2.85"," 3/110 ","25.7","Q1","23.7","5.4"," 4/110 ","Q1","96.82","0.019","4.116","8.606","97.7","Q1",
"MMWR-MORBIDITY AND MORTALITY WEEKLY REPORT","MMWR-MORBID MORTAL W","0149-2195","1545-861X","PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH","SCIE","33,589","25.4","Q1","8.94"," 2/403 ","18.5","Q1","24.6","4"," 2/403 ","Q1","99.63","0.085","18.667","8.082","99.6","Q1",
"ULTRASONICS SONOCHEMISTRY","ULTRASON SONOCHEM","1350-4177","1873-2828","ACOUSTICS","SCIE","32,890","8.7","Q1","2.11"," 1/40 ","7.9","Q1","7.5","2.3"," 2/40 ","Q1","96.25","0.02","4.46","1.052","98.8","Q1",
"ULTRASONICS SONOCHEMISTRY","ULTRASON SONOCHEM","1350-4177","1873-2828","CHEMISTRY, MULTIDISCIPLINARY","SCIE","32,890","8.7","Q1","2.11"," 33/230 ","7.9","Q1","7.5","2.3"," 19/231 ","Q1","91.99","0.02","4.46","1.052","85.9","Q2",
"TUNNELLING AND UNDERGROUND SPACE TECHNOLOGY","TUNN UNDERGR SP TECH","0886-7798","1878-4364","CONSTRUCTION & BUILDING TECHNOLOGY","SCIE","28,854","6.7","Q1","1.46"," 8/91 ","7.4","Q1","5.5","1.6"," 7/91 ","Q1","92.86","0.023","4.93","1.262","91.8","Q1",
"TUNNELLING AND UNDERGROUND SPACE TECHNOLOGY","TUNN UNDERGR SP TECH","0886-7798","1878-4364","ENGINEERING, CIVIL","SCIE","28,854","6.7","Q1","1.46"," 9/181 ","7.4","Q1","5.5","1.6"," 10/181 ","Q1","94.75","0.023","4.93","1.262","95.3","Q1",
"COMPUTERS & EDUCATION","COMPUT EDUC","0360-1315","1873-782X","COMPUTER SCIENCE, INTERDISCIPLINARY APPLICATIONS","SCIE","26,477","8.9","Q1","3.69"," 8/169 ","11.6","Q1","8.3","1.4"," 1/169 ","Q1","99.70","0.021","4.61","2.436","95.6","Q1",
"COMPUTERS & EDUCATION","COMPUT EDUC","0360-1315","1873-782X","EDUCATION & EDUCATIONAL RESEARCH","SSCI","26,477","8.9","Q1","3.69"," 3/756 ","11.6","Q1","8.3","1.4"," 5/756 ","Q1","99.40","0.021","4.61","2.436","99.7","Q1",
"Metals","METALS-BASEL","N/A","2075-4701","MATERIALS SCIENCE, MULTIDISCIPLINARY","SCIE","26,236","2.6","Q3","0.52"," 247/438 ","2.7","Q3","2.2","0.8"," 239/438 ","Q2","45.55","0.027","5.987","0.403","43.7","Q3",
"Metals","METALS-BASEL","N/A","2075-4701","METALLURGY & METALLURGICAL ENGINEERING","SCIE","26,236","2.6","Q2","0.52"," 25/90 ","2.7","Q2","2.2","0.8"," 31/91 ","Q2","66.48","0.027","5.987","0.403","72.8","Q2",
"CLASSICAL AND QUANTUM GRAVITY","CLASSICAL QUANT GRAV","0264-9381","1361-6382","ASTRONOMY & ASTROPHYSICS","SCIE","25,672","3.6","Q2","0.9"," 24/84 ","3.3","Q2","3.2","1.3"," 22/84 ","Q1","74.40","0.017","3.823","1.041","72.0","Q2",
"CLASSICAL AND QUANTUM GRAVITY","CLASSICAL QUANT GRAV","0264-9381","1361-6382","PHYSICS, MULTIDISCIPLINARY","SCIE","25,672","3.6","Q1","0.9"," 24/110 ","3.3","Q1","3.2","1.3"," 24/110 ","Q1","78.64","0.017","3.823","1.041","78.6","Q1",
"CLASSICAL AND QUANTUM GRAVITY","CLASSICAL QUANT GRAV","0264-9381","1361-6382","PHYSICS, PARTICLES & FIELDS","SCIE","25,672","3.6","Q2","0.9"," 10/30 ","3.3","Q2","3.2","1.3"," 11/30 ","Q1","65.00","0.017","3.823","1.041","68.3","Q2",
"CLASSICAL AND QUANTUM GRAVITY","CLASSICAL QUANT GRAV","0264-9381","1361-6382","QUANTUM SCIENCE & TECHNOLOGY","SCIE","25,672","3.6","Q2","0.9"," 13/26 ","3.3","Q2","3.2","1.3"," 11/26 ","Q1","59.62","0.017","3.823","1.041","51.9","Q3",
"IEEE TRANSACTIONS ON FUZZY SYSTEMS","IEEE T FUZZY SYST","1063-6706","1941-0034","COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE","SCIE","25,484","10.7","Q1","2.95"," 9/197 ","9.7","Q1","9.3","4.2"," 7/198 ","Q1","96.72","0.032","7.061","2.489","95.7","Q1",
"IEEE TRANSACTIONS ON FUZZY SYSTEMS","IEEE T FUZZY SYST","1063-6706","1941-0034","ENGINEERING, ELECTRICAL & ELECTRONIC","SCIE","25,484","10.7","Q1","2.95"," 10/352 ","9.7","Q1","9.3","4.2"," 6/354 ","Q1","98.45","0.032","7.061","2.489","97.3","Q1",
"JOURNAL OF DENTAL RESEARCH","J DENT RES","0022-0345","1544-0591","DENTISTRY, ORAL SURGERY & MEDICINE","SCIE","24,424","5.7","Q1","2.86"," 4/157 ","7.6","Q1","5.5","1.1"," 3/157 ","Q1","98.41","0.013","2.765","1.771","97.8","Q1",
"Results in Physics","RESULTS PHYS","2211-3797","2211-3797","MATERIALS SCIENCE, MULTIDISCIPLINARY","SCIE","23,286","4.4","Q2","1.13"," 145/438 ","4.1","Q2","4","1.5"," 97/438 ","Q1","77.97","0.023","4.94","0.613","67.0","Q2",
"Results in Physics","RESULTS PHYS","2211-3797","2211-3797","PHYSICS, MULTIDISCIPLINARY","SCIE","23,286","4.4","Q1","1.13"," 22/110 ","4.1","Q1","4","1.5"," 21/110 ","Q1","81.36","0.023","4.94","0.613","80.5","Q2",
"Physical Review Applied","PHYS REV APPL","2331-7019","2331-7019","PHYSICS, APPLIED","SCIE","23,265","3.8","Q2","0.92"," 54/179 ","4.3","Q2","3.5","1.1"," 45/179 ","Q2","75.14","0.045","9.838","1.283","70.1","Q1",
"JOURNAL OF ADVANCED NURSING","J ADV NURS","0309-2402","1365-2648","NURSING","SCIE, SSCI","22,916","3.8","Q1","1.51"," 6/191 ","4.1","Q1","3.4","0.5"," 10/191 ","Q1","95.03","0.014","3.035","1.021","97.1","Q1",
"NEUROPHARMACOLOGY","NEUROPHARMACOLOGY","0028-3908","1873-7064","NEUROSCIENCES","SCIE","22,857","4.6","Q1","1.19"," 66/310 ","4.5","Q2","4.4","1.1"," 70/310 ","Q1","77.58","0.019","4.189","1.212","78.9","Q2",
"NEUROPHARMACOLOGY","NEUROPHARMACOLOGY","0028-3908","1873-7064","PHARMACOLOGY & PHARMACY","SCIE","22,857","4.6","Q1","1.19"," 57/354 ","4.5","Q1","4.4","1.1"," 57/354 ","Q1","84.04","0.019","4.189","1.212","84.0","Q1",
"BREAST CANCER RESEARCH AND TREATMENT","BREAST CANCER RES TR","0167-6806","1573-7217","ONCOLOGY","SCIE","22,703","3","Q2","0.73"," 142/322 ","3.9","Q2","2.8","0.5"," 135/322 ","Q2","58.23","0.022","4.754","1.223","56.1","Q2",
"Bioactive Materials","BIOACT MATER","N/A","2452-199X","ENGINEERING, BIOMEDICAL","SCIE","21,928","18","Q1","3.78"," 2/122 ","18.2","Q1","17.2","9.3"," 2/122 ","Q1","98.77","0.023","4.996","2.888","98.8","Q1",
"Bioactive Materials","BIOACT MATER","N/A","2452-199X","MATERIALS SCIENCE, BIOMATERIALS","SCIE","21,928","18","Q1","3.78"," 1/53 ","18.2","Q1","17.2","9.3"," 1/53 ","Q1","99.06","0.023","4.996","2.888","99.1","Q1",
"SUPPORTIVE CARE IN CANCER","SUPPORT CARE CANCER","0941-4355","1433-7339","HEALTH CARE SCIENCES & SERVICES","SCIE","21,387","2.8","Q2","0.96"," 57/174 ","3.2","Q2","2.5","0.6"," 51/175 ","Q2","71.14","0.026","5.66","0.928","67.5","Q2",
"SUPPORTIVE CARE IN CANCER","SUPPORT CARE CANCER","0941-4355","1433-7339","ONCOLOGY","SCIE","21,387","2.8","Q2","0.96"," 157/322 ","3.2","Q2","2.5","0.6"," 84/322 ","Q2","74.07","0.026","5.66","0.928","51.4","Q2",
"SUPPORTIVE CARE IN CANCER","SUPPORT CARE CANCER","0941-4355","1433-7339","REHABILITATION","SCIE","21,387","2.8","Q1","0.96"," 16/169 ","3.2","Q1","2.5","0.6"," 56/169 ","Q2","67.16","0.026","5.66","0.928","90.8","Q1",
"INTERNATIONAL JOURNAL FOR NUMERICAL METHODS IN ENGINEERING","INT J NUMER METH ENG","0029-5981","1097-0207","ENGINEERING, MULTIDISCIPLINARY","SCIE","21,360","2.7","Q1","0.92"," 40/179 ","2.9","Q1","2.5","0.6"," 37/180 ","Q1","79.72","0.009","1.923","0.848","77.9","Q1",
"INTERNATIONAL JOURNAL FOR NUMERICAL METHODS IN ENGINEERING","INT J NUMER METH ENG","0029-5981","1097-0207","MATHEMATICS, INTERDISCIPLINARY APPLICATIONS","SCIE","21,360","2.7","Q1","0.92"," 30/135 ","2.9","Q1","2.5","0.6"," 32/135 ","Q1","76.67","0.009","1.923","0.848","78.1","Q1",
"Pharmaceuticals","PHARMACEUTICALS-BASE","N/A","1424-8247","CHEMISTRY, MEDICINAL","SCIE","21,199","4.3","Q2","1.08"," 20/72 ","4.6","Q2","4.1","1.1"," 18/72 ","Q1","75.69","0.024","5.349","0.798","72.9","Q2",
"Pharmaceuticals","PHARMACEUTICALS-BASE","N/A","1424-8247","PHARMACOLOGY & PHARMACY","SCIE","21,199","4.3","Q1","1.08"," 69/354 ","4.6","Q1","4.1","1.1"," 71/354 ","Q1","80.08","0.024","5.349","0.798","80.6","Q2",
"ENVIRONMENTAL TOXICOLOGY AND CHEMISTRY","ENVIRON TOXICOL CHEM","0730-7268","1552-8618","ENVIRONMENTAL SCIENCES","SCIE","20,595","3.6","Q2","0.78"," 140/358 ","4.1","Q2","3.1","0.9"," 131/359 ","Q2","63.65","0.008","1.856","0.813","61.0","Q2",
"ENVIRONMENTAL TOXICOLOGY AND CHEMISTRY","ENVIRON TOXICOL CHEM","0730-7268","1552-8618","TOXICOLOGY","SCIE","20,595","3.6","Q2","0.78"," 30/106 ","4.1","Q2","3.1","0.9"," 40/106 ","Q2","62.74","0.008","1.856","0.813","72.2","Q2",
"ECOLOGICAL MODELLING","ECOL MODEL","0304-3800","1872-7026","ECOLOGY","SCIE","20,105","2.6","Q2","0.79"," 73/195 ","2.9","Q2","2.5","0.9"," 73/195 ","Q2","62.82","0.007","1.624","0.688","62.8","Q2",
"Lancet Psychiatry","LANCET PSYCHIAT","2215-0374","N/A","PSYCHIATRY","SCIE, SSCI","19,411","30.8","Q1","8.64"," 2/276 ","36.8","Q1","30.4","4.9"," 2/276 ","Q1","99.46","0.038","8.398","12.951","99.5","Q1",
"International Journal of Applied Earth Observation and Geoinformation","INT J APPL EARTH OBS","1569-8432","1872-826X","REMOTE SENSING","SCIE","18,841","7.6","Q1","1.56"," 6/62 ","7.5","Q1","6.7","1.4"," 8/62 ","Q1","87.90","0.019","4.239","1.507","91.1","Q1",
"Science Bulletin","SCI BULL","2095-9273","2095-9281","MULTIDISCIPLINARY SCIENCES","SCIE","18,154","18.8","Q1","3.37"," 6/134 ","15.8","Q1","18.3","4.7"," 7/135 ","Q1","95.19","0.029","6.338","3.845","95.9","Q1",
"THERMOCHIMICA ACTA","THERMOCHIM ACTA","0040-6031","1872-762X","CHEMISTRY, ANALYTICAL","SCIE","18,029","3.1","Q2","0.62"," 37/106 ","3","Q2","2.9","0.8"," 52/106 ","Q2","51.42","0.005","1.043","0.479","65.6","Q2",
"THERMOCHIMICA ACTA","THERMOCHIM ACTA","0040-6031","1872-762X","CHEMISTRY, PHYSICAL","SCIE","18,029","3.1","Q3","0.62"," 90/178 ","3","Q3","2.9","0.8"," 77/178 ","Q2","57.02","0.005","1.043","0.479","49.7","Q3",
"THERMOCHIMICA ACTA","THERMOCHIM ACTA","0040-6031","1872-762X","THERMODYNAMICS","SCIE","18,029","3.1","Q2","0.62"," 20/76 ","3","Q2","2.9","0.8"," 25/76 ","Q2","67.76","0.005","1.043","0.479","74.3","Q2",
"PHYSICA SCRIPTA","PHYS SCRIPTA","0031-8949","1402-4896","PHYSICS, MULTIDISCIPLINARY","SCIE","17,412","2.6","Q2","0.77"," 36/110 ","2.3","Q2","2.3","0.7"," 31/110 ","Q2","72.27","0.011","2.506","0.394","67.7","Q2",
"DIAMOND AND RELATED MATERIALS","DIAM RELAT MATER","0925-9635","1879-0062","MATERIALS SCIENCE, COATINGS & FILMS","SCIE","16,685","4.3","Q2","0.86"," 7/23 ","3.9","Q2","3.8","1.2"," 6/23 ","Q2","76.09","0.01","2.24","0.53","71.7","Q2",
"DIAMOND AND RELATED MATERIALS","DIAM RELAT MATER","0925-9635","1879-0062","MATERIALS SCIENCE, MULTIDISCIPLINARY","SCIE","16,685","4.3","Q2","0.86"," 151/438 ","3.9","Q2","3.8","1.2"," 135/438 ","Q2","69.29","0.01","2.24","0.53","65.6","Q3",
"DIAMOND AND RELATED MATERIALS","DIAM RELAT MATER","0925-9635","1879-0062","PHYSICS, APPLIED","SCIE","16,685","4.3","Q2","0.86"," 48/179 ","3.9","Q2","3.8","1.2"," 50/179 ","Q2","72.35","0.01","2.24","0.53","73.5","Q2",
"DIAMOND AND RELATED MATERIALS","DIAM RELAT MATER","0925-9635","1879-0062","PHYSICS, CONDENSED MATTER","SCIE","16,685","4.3","Q2","0.86"," 23/79 ","3.9","Q2","3.8","1.2"," 20/79 ","Q2","75.32","0.01","2.24","0.53","71.5","Q2",
"ACS Chemical Biology","ACS CHEM BIOL","1554-8929","1554-8937","BIOCHEMISTRY & MOLECULAR BIOLOGY","SCIE","15,624","3.5","Q2","0.78"," 134/313 ","3.9","Q2","3.4","1"," 113/313 ","Q2","64.06","0.018","3.917","1.298","57.3","Q2",
"Trials","TRIALS","N/A","1745-6215","MEDICINE, RESEARCH & EXPERIMENTAL","SCIE","15,483","2","Q3","0.5"," 122/189 ","2.1","Q3","1.9","0.3"," 122/189 ","Q3","35.71","0.029","6.305","0.82","35.7","Q2",
"MACROMOLECULAR RAPID COMMUNICATIONS","MACROMOL RAPID COMM","1022-1336","1521-3927","POLYMER SCIENCE","SCIE","15,403","4.2","Q2","0.78"," 25/94 ","4.5","Q1","4","1"," 27/94 ","Q2","71.81","0.011","2.51","0.858","73.9","Q1",
"ADVANCES IN WATER RESOURCES","ADV WATER RESOUR","0309-1708","1872-9657","WATER RESOURCES","SCIE","14,317","4","Q1","1.15"," 27/127 ","4.5","Q1","3.7","0.7"," 16/127 ","Q1","87.80","0.01","2.109","1.131","79.1","Q1",
"Biosensors-Basel","BIOSENSORS-BASEL","N/A","2079-6374","CHEMISTRY, ANALYTICAL","SCIE","13,850","4.9","Q1","0.85"," 19/106 ","5.2","Q1","4.4","1.8"," 30/106 ","Q2","72.17","0.014","2.997","0.765","82.5","Q1",
"Biosensors-Basel","BIOSENSORS-BASEL","N/A","2079-6374","INSTRUMENTS & INSTRUMENTATION","SCIE","13,850","4.9","Q1","0.85"," 13/76 ","5.2","Q1","4.4","1.8"," 21/76 ","Q2","73.03","0.014","2.997","0.765","83.6","Q1",
"Biosensors-Basel","BIOSENSORS-BASEL","N/A","2079-6374","NANOSCIENCE & NANOTECHNOLOGY","SCIE","13,850","4.9","Q2","0.85"," 50/140 ","5.2","Q2","4.4","1.8"," 48/140 ","Q2","66.07","0.014","2.997","0.765","64.6","Q2",
"Cardiovascular Diabetology","CARDIOVASC DIABETOL","N/A","1475-2840","CARDIAC & CARDIOVASCULAR SYSTEMS","SCIE","13,518","8.5","Q1","2.15"," 15/220 ","8.9","Q1","7.1","1.4"," 14/220 ","Q1","93.86","0.018","3.986","2.181","93.4","Q1",
"Cardiovascular Diabetology","CARDIOVASC DIABETOL","N/A","1475-2840","ENDOCRINOLOGY & METABOLISM","SCIE","13,518","8.5","Q1","2.15"," 11/186 ","8.9","Q1","7.1","1.4"," 10/186 ","Q1","94.89","0.018","3.986","2.181","94.4","Q1",
"CELL AND TISSUE RESEARCH","CELL TISSUE RES","0302-766X","1432-0878","CELL BIOLOGY","SCIE","13,330","3.2","Q3","0.43"," 123/205 ","3.9","Q3","3.1","0.4"," 160/205 ","Q4","22.20","0.008","1.757","0.993","40.2","Q3",
