"Journal Data Filtered By:  Selected Editions: SCIE;SSCI;AHCI;ESCI Selected JCR Year: 2023 Selected Category Schema: WOS Selected Open Access: N Selected ISSN/eISSNs: Multiple Indicator: Custom"

Journal name,JCR Abbreviation,ISSN,eISSN,Category,Edition,Total Citations,2023 JIF,JIF Rank,5 Year JIF,5 Year JIF Quartile,JIF Without Self Cites,Immediacy Index,2023 JCI,JCI Rank,JCI Quartile,JIF Quartile,JIF Percentile,JCI Percentile,Eigenfactor,Normalized Eigenfactor,Article Influence Score,AIS Quartile
"AMERICAN JOURNAL OF HUMAN GENETICS","AM J HUM GENET","0002-9297","1537-6605","GENETICS & HEREDITY","SCIE","36,669","8.1"," 12/191 ","9.7","Q1","7.8","1.9","2.4"," 8/191 ","Q1","Q1","94.0","96.07","0.037","8.113","5.294","Q1",
"PLANT CELL","PLANT CELL","1040-4651","1532-298X","BIOCHEMISTRY & MOLECULAR BIOLOGY","SCIE","60,657","10"," 19/313 ","11.1","Q1","9.6","2.9","2.23"," 12/313 ","Q1","Q1","94.1","96.33","0.028","6.196","3.414","Q1",
"PLANT CELL","PLANT CELL","1040-4651","1532-298X","CELL BIOLOGY","SCIE","60,657","10"," 26/205 ","11.1","Q1","9.6","2.9","2.23"," 17/205 ","Q1","Q1","87.6","91.95","0.028","6.196","3.414","Q1",
"PLANT CELL","PLANT CELL","1040-4651","1532-298X","PLANT SCIENCES","SCIE","60,657","10"," 7/265 ","11.1","Q1","9.6","2.9","2.23"," 5/265 ","Q1","Q1","97.5","98.30","0.028","6.196","3.414","Q1",
"Revista de la Real Academia de Ciencias Exactas Fisicas y Naturales Serie A-Matematicas","RACSAM REV R ACAD A","1578-7303","1579-1505","MATHEMATICS","SCIE","2,039","1.8"," 39/489 ","1.6","Q1","1.5","0.9","2.2"," 10/489 ","Q1","Q1","92.1","98.06","0.004","0.963","0.563","Q2",
"ALLERGY","ALLERGY","0105-4538","1398-9995","ALLERGY","SCIE","26,189","12.6"," 1/39 ","11.8","Q1","11.3","2.1","2.14"," 2/39 ","Q1","Q1","98.7","96.15","0.028","6.197","3.054","Q1",
"ALLERGY","ALLERGY","0105-4538","1398-9995","IMMUNOLOGY","SCIE","26,189","12.6"," 9/181 ","11.8","Q1","11.3","2.1","2.14"," 13/181 ","Q1","Q1","95.3","93.09","0.028","6.197","3.054","Q1",
"BIOLOGY OF SPORT","BIOL SPORT","0860-021X","2083-1862","SPORT SCIENCES","SCIE","2,412","4.2"," 9/127 ","4.1","Q1","3.6","2","2.13"," 4/127 ","Q1","Q1","93.3","97.24","0.003","0.566","0.918","Q2",
"CHEST","CHEST","0012-3692","1931-3543","CRITICAL CARE MEDICINE","SCIE","51,443","9.5"," 4/54 ","9.3","Q1","9.1","2.8","2.06"," 4/55 ","Q1","Q1","93.5","93.64","0.041","8.91","3.376","Q1",
"CHEST","CHEST","0012-3692","1931-3543","RESPIRATORY SYSTEM","SCIE","51,443","9.5"," 6/100 ","9.3","Q1","9.1","2.8","2.06"," 7/101 ","Q1","Q1","94.5","93.56","0.041","8.91","3.376","Q1",
"Policy Reviews in Higher Education","POLICY REV HIGH EDUC","2332-2969","2332-2950","EDUCATION & EDUCATIONAL RESEARCH","ESCI","162","3.8"," 41/756 ","N/A","N/A","3.7","0.5","2.01"," 50/756 ","Q1","Q1","94.6","93.45","0","0.087","N/A","N/A",
"ACTA MATERIALIA","ACTA MATER","1359-6454","1873-2453","MATERIALS SCIENCE, MULTIDISCIPLINARY","SCIE","113,518","8.3"," 69/438 ","9.3","Q1","7.7","1.8","1.9"," 37/438 ","Q1","Q1","84.4","91.67","0.067","14.71","2.012","Q1",
"ACTA MATERIALIA","ACTA MATER","1359-6454","1873-2453","METALLURGY & METALLURGICAL ENGINEERING","SCIE","113,518","8.3"," 4/90 ","9.3","Q1","7.7","1.8","1.9"," 3/91 ","Q1","Q1","96.1","97.25","0.067","14.71","2.012","Q1",
"SENSORS AND ACTUATORS B-CHEMICAL","SENSOR ACTUAT B-CHEM","N/A","0925-4005","CHEMISTRY, ANALYTICAL","SCIE","119,591","8"," 5/106 ","7","Q1","7.1","1.6","1.89"," 5/106 ","Q1","Q1","95.8","95.75","0.08","17.474","0.996","Q1",
"SENSORS AND ACTUATORS B-CHEMICAL","SENSOR ACTUAT B-CHEM","N/A","0925-4005","ELECTROCHEMISTRY","SCIE","119,591","8"," 8/45 ","7","Q1","7.1","1.6","1.89"," 5/45 ","Q1","Q1","83.3","90.00","0.08","17.474","0.996","Q1",
"SENSORS AND ACTUATORS B-CHEMICAL","SENSOR ACTUAT B-CHEM","N/A","0925-4005","INSTRUMENTS & INSTRUMENTATION","SCIE","119,591","8"," 1/76 ","7","Q1","7.1","1.6","1.89"," 4/76 ","Q1","Q1","99.3","95.39","0.08","17.474","0.996","Q1",
"Molecular Therapy Nucleic Acids","MOL THER NUCL ACIDS","2162-2531","2162-2531","MEDICINE, RESEARCH & EXPERIMENTAL","SCIE","12,909","6.5"," 25/189 ","6.7","Q1","6.4","1.3","1.84"," 13/189 ","Q1","Q1","87.0","93.39","0.019","4.248","1.556","Q1",
"SPECTROCHIMICA ACTA PART A-MOLECULAR AND BIOMOLECULAR SPECTROSCOPY","SPECTROCHIM ACTA A","1386-1425","1873-3557","SPECTROSCOPY","SCIE","48,159","4.3"," 5/44 ","3.8","Q1","3.8","1.1","1.79"," 4/44 ","Q1","Q1","89.8","92.05","0.027","5.926","0.522","Q2",
"Annals of Physical and Rehabilitation Medicine","ANN PHYS REHABIL MED","1877-0657","1877-0665","REHABILITATION","SCIE","3,035","3.9"," 6/169 ","4.8","Q1","3.8","0.3","1.75"," 7/169 ","Q1","Q1","96.7","96.15","0.004","0.835","1.367","Q1",
"Blood Advances","BLOOD ADV","2473-9529","2473-9537","HEMATOLOGY","SCIE","20,123","7.4"," 12/97 ","7.2","Q1","7","2.3","1.74"," 12/97 ","Q1","Q1","88.1","88.14","0.06","13.078","2.988","Q1",
"APPLIED MATHEMATICS AND MECHANICS-ENGLISH EDITION","APPL MATH MECH-ENGL","0253-4827","1573-2754","MATHEMATICS, APPLIED","SCIE","3,980","4.5"," 3/331 ","3.3","Q1","4.1","0.9","1.74"," 17/331 ","Q1","Q1","99.2","95.02","0.003","0.629","0.588","Q2",
"APPLIED MATHEMATICS AND MECHANICS-ENGLISH EDITION","APPL MATH MECH-ENGL","0253-4827","1573-2754","MECHANICS","SCIE","3,980","4.5"," 21/170 ","3.3","Q1","4.1","0.9","1.74"," 6/170 ","Q1","Q1","87.9","96.76","0.003","0.629","0.588","Q2",
"Research and Practice in Technology Enhanced Learning","RES PRACT TECH ENHAN","N/A","1793-7078","EDUCATION & EDUCATIONAL RESEARCH","ESCI","633","3.1"," 74/756 ","N/A","N/A","3","2.8","1.74"," 76/756 ","Q1","Q1","90.3","90.01","0.001","0.151","N/A","N/A",
"Scientific Data","SCI DATA","N/A","2052-4463","MULTIDISCIPLINARY SCIENCES","SCIE","27,572","5.8"," 16/134 ","8.9","Q1","5.5","1.2","1.73"," 17/135 ","Q1","Q1","88.4","87.78","0.05","10.938","2.862","Q1",
"Horticultural Plant Journal","HORTIC PLANT J","2095-9885","2468-0141","HORTICULTURE","SCIE","1,739","5.7"," 4/38 ","5.5","Q1","4.6","2.6","1.71"," 3/38 ","Q1","Q1","90.8","93.42","0.001","0.289","0.682","Q1",
"Horticultural Plant Journal","HORTIC PLANT J","2095-9885","2468-0141","PLANT SCIENCES","SCIE","1,739","5.7"," 24/265 ","5.5","Q1","4.6","2.6","1.71"," 16/265 ","Q1","Q1","91.1","94.15","0.001","0.289","0.682","Q2",
"Materials Today Bio","MATER TODAY BIO","2590-0064","2590-0064","ENGINEERING, BIOMEDICAL","SCIE","4,911","8.7"," 11/122 ","8.8","Q1","8.3","1.8","1.7"," 11/122 ","Q1","Q1","91.4","91.39","0.005","1.192","1.369","Q1",
"Materials Today Bio","MATER TODAY BIO","2590-0064","2590-0064","MATERIALS SCIENCE, BIOMATERIALS","SCIE","4,911","8.7"," 6/53 ","8.8","Q1","8.3","1.8","1.7"," 3/53 ","Q1","Q1","89.6","95.28","0.005","1.192","1.369","Q1",
"JOURNAL OF METAMORPHIC GEOLOGY","J METAMORPH GEOL","0263-4929","1525-1314","GEOLOGY","SCIE","5,987","3.5"," 2/60 ","4","Q1","3.1","0.8","1.69"," 2/60 ","Q1","Q1","97.5","97.50","0.003","0.697","1.475","Q1",
"Demonstratio Mathematica","DEMONSTR MATH","0420-1213","2391-4661","MATHEMATICS","SCIE","901","2"," 29/489 ","1.6","Q1","1.9","0.8","1.68"," 26/489 ","Q1","Q1","94.2","94.79","0.001","0.143","0.382","Q3",
"JOURNAL OF CLINICAL MICROBIOLOGY","J CLIN MICROBIOL","0095-1137","1098-660X","MICROBIOLOGY","SCIE","43,241","6.1"," 19/161 ","5.8","Q1","5.8","1","1.66"," 16/161 ","Q1","Q1","88.5","90.37","0.02","4.373","1.698","Q1",
"FREE RADICAL BIOLOGY AND MEDICINE","FREE RADICAL BIO MED","0891-5849","1873-4596","BIOCHEMISTRY & MOLECULAR BIOLOGY","SCIE","51,005","7.1"," 35/313 ","7.9","Q1","6.9","1.4","1.64"," 24/313 ","Q1","Q1","89.0","92.49","0.03","6.557","1.628","Q1",
"FREE RADICAL BIOLOGY AND MEDICINE","FREE RADICAL BIO MED","0891-5849","1873-4596","ENDOCRINOLOGY & METABOLISM","SCIE","51,005","7.1"," 15/186 ","7.9","Q1","6.9","1.4","1.64"," 14/186 ","Q1","Q1","92.2","92.74","0.03","6.557","1.628","Q1",
"Mathematical Programming Computation","MATH PROGRAM COMPUT","1867-2949","1867-2957","COMPUTER SCIENCE, SOFTWARE ENGINEERING","SCIE","1,695","4.3"," 17/131 ","9.5","Q1","4.1","0.7","1.64"," 11/131 ","Q1","Q1","87.4","91.98","0.003","0.731","3.882","Q1",
"Mathematical Programming Computation","MATH PROGRAM COMPUT","1867-2949","1867-2957","MATHEMATICS, APPLIED","SCIE","1,695","4.3"," 5/331 ","9.5","Q1","4.1","0.7","1.64"," 21/331 ","Q1","Q1","98.6","93.81","0.003","0.731","3.882","Q1",
"Mathematical Programming Computation","MATH PROGRAM COMPUT","1867-2949","1867-2957","OPERATIONS RESEARCH & MANAGEMENT SCIENCE","SCIE","1,695","4.3"," 25/106 ","9.5","Q1","4.1","0.7","1.64"," 7/106 ","Q1","Q1","76.9","93.87","0.003","0.731","3.882","Q1",
"Journal of Early Modern Studies","J EARLY MOD STUD","2279-7149","2279-7149","MEDIEVAL & RENAISSANCE STUDIES","ESCI","34","0.4"," N/A ","0.3","N/A","0.4","<0.1","1.63"," 15/83 ","Q1","N/A","N/A","82.53","0","0.03","0.297","Q2",
"Fractional Calculus and Applied Analysis","FRACT CALC APPL ANAL","1311-0454","1314-2224","MATHEMATICS","SCIE","3,016","2.5"," 13/489 ","2.7","Q1","2.2","0.6","1.62"," 29/489 ","Q1","Q1","97.4","94.17","0.003","0.619","0.766","Q2",
"Fractional Calculus and Applied Analysis","FRACT CALC APPL ANAL","1311-0454","1314-2224","MATHEMATICS, APPLIED","SCIE","3,016","2.5"," 35/331 ","2.7","Q1","2.2","0.6","1.62"," 23/331 ","Q1","Q1","89.6","93.20","0.003","0.619","0.766","Q2",
"Fractional Calculus and Applied Analysis","FRACT CALC APPL ANAL","1311-0454","1314-2224","MATHEMATICS, INTERDISCIPLINARY APPLICATIONS","SCIE","3,016","2.5"," 35/135 ","2.7","Q1","2.2","0.6","1.62"," 9/135 ","Q1","Q2","74.4","93.70","0.003","0.619","0.766","Q2",
"DENTAL MATERIALS","DENT MATER","0109-5641","1879-0097","DENTISTRY, ORAL SURGERY & MEDICINE","SCIE","17,990","4.6"," 9/157 ","5.5","Q1","4.2","1.1","1.61"," 12/157 ","Q1","Q1","94.6","92.68","0.008","1.78","0.973","Q1",
"DENTAL MATERIALS","DENT MATER","0109-5641","1879-0097","MATERIALS SCIENCE, BIOMATERIALS","SCIE","17,990","4.6"," 20/53 ","5.5","Q2","4.2","1.1","1.61"," 6/53 ","Q1","Q2","63.2","89.62","0.008","1.78","0.973","Q1",
"JMIR Public Health and Surveillance","JMIR PUBLIC HLTH SUR","2369-2960","2369-2960","PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH","SCIE, SSCI","4,175","3.5"," 84/403 ","4.7","Q1","3.3","1","1.6"," 30/403 ","Q1","Q1","79.3","92.68","0.008","1.655","1.24","Q1",
"COORDINATION CHEMISTRY REVIEWS","COORDIN CHEM REV","0010-8545","1873-3840","CHEMISTRY, INORGANIC & NUCLEAR","SCIE","58,574","20.3"," 1/44 ","19.9","Q1","19.5","4.2","1.58"," 2/44 ","Q1","Q1","98.9","96.59","0.052","11.286","3.483","Q1",
"Food Science and Human Wellness","FOOD SCI HUM WELL","N/A","2213-4530","FOOD SCIENCE & TECHNOLOGY","SCIE","4,149","5.6"," 24/173 ","6.8","Q1","5.5","3.5","1.58"," 10/173 ","Q1","Q1","86.4","94.51","0.003","0.608","0.927","Q1",
"Food Science and Human Wellness","FOOD SCI HUM WELL","N/A","2213-4530","NUTRITION & DIETETICS","SCIE","4,149","5.6"," 14/114 ","6.8","Q1","5.5","3.5","1.58"," 6/114 ","Q1","Q1","88.2","95.18","0.003","0.608","0.927","Q2",
"Chinese Political Science Review","CHIN POLITICAL SCI R","2365-4244","2365-4252","POLITICAL SCIENCE","ESCI","407","3.4"," 38/317 ","2.3","Q2","2.7","1.9","1.58"," 50/317 ","Q1","Q1","88.2","84.38","0.001","0.151","0.61","Q3",
"TRENDS IN ENDOCRINOLOGY AND METABOLISM","TRENDS ENDOCRIN MET","1043-2760","1879-3061","ENDOCRINOLOGY & METABOLISM","SCIE","12,130","11.4"," 7/186 ","12.3","Q1","11.4","2.2","1.57"," 17/186 ","Q1","Q1","96.5","91.13","0.01","2.167","3.529","Q1",
"Information & Communications Technology Law","INF COMMUN TECHNOL L","1360-0834","1469-8404","LAW","ESCI","371","1.8"," 44/421 ","2.4","Q1","1.7","0.2","1.55"," 56/421 ","Q1","Q1","89.7","86.82","0.001","0.114","0.647","Q1",
"Autophagy","AUTOPHAGY","1554-8627","1554-8635","CELL BIOLOGY","SCIE","29,553","14.6"," 13/205 ","16.8","Q1","14.2","2.7","1.53"," 27/205 ","Q1","Q1","93.9","87.07","0.032","7.083","4.34","Q1",
"Epidemiology and Psychiatric Sciences","EPIDEMIOL PSYCH SCI","2045-7960","2045-7979","PSYCHIATRY","SCIE, SSCI","4,093","5.9"," 23/276 ","7.3","Q1","5.9","0.7","1.52"," 25/276 ","Q1","Q1","91.8","91.12","0.008","1.711","2.499","Q1",
"JOURNAL OF MANAGEMENT INFORMATION SYSTEMS","J MANAGE INFORM SYST","0742-1222","1557-928X","COMPUTER SCIENCE, INFORMATION SYSTEMS","SCIE","8,447","5.9"," 30/249 ","10.3","Q1","5","0.7","1.52"," 29/251 ","Q1","Q1","88.2","88.65","0.005","1.014","2.785","Q1",
"JOURNAL OF MANAGEMENT INFORMATION SYSTEMS","J MANAGE INFORM SYST","0742-1222","1557-928X","INFORMATION SCIENCE & LIBRARY SCIENCE","SSCI","8,447","5.9"," 14/160 ","10.3","Q1","5","0.7","1.52"," 19/161 ","Q1","Q1","91.6","88.51","0.005","1.014","2.785","Q1",
"JOURNAL OF MANAGEMENT INFORMATION SYSTEMS","J MANAGE INFORM SYST","0742-1222","1557-928X","MANAGEMENT","SSCI","8,447","5.9"," 65/401 ","10.3","Q1","5","0.7","1.52"," 58/402 ","Q1","Q1","83.9","85.70","0.005","1.014","2.785","Q1",
"American Journal of Obstetrics & Gynecology MFM","AM J OBST GYNEC MFM","2589-9333","2589-9333","OBSTETRICS & GYNECOLOGY","SCIE","2,520","3.8"," 17/136 ","4.2","Q1","3.6","0.7","1.52"," 12/136 ","Q1","Q1","87.9","91.54","0.007","1.572","1.592","Q1",
"Disability and Health Journal","DISABIL HEALTH J","1936-6574","1876-7583","HEALTH CARE SCIENCES & SERVICES","SCIE","3,360","3.7"," 25/174 ","3.7","Q2","3.5","0.6","1.5"," 17/175 ","Q1","Q1","85.9","90.57","0.005","1.157","1.189","Q2",
"Disability and Health Journal","DISABIL HEALTH J","1936-6574","1876-7583","HEALTH POLICY & SERVICES","SSCI","3,360","3.7"," 11/118 ","3.7","Q1","3.5","0.6","1.5"," 11/119 ","Q1","Q1","91.1","91.18","0.005","1.157","1.189","Q2",
"Disability and Health Journal","DISABIL HEALTH J","1936-6574","1876-7583","PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH","SCIE, SSCI","3,360","3.7"," 72/403 ","3.7","Q2","3.5","0.6","1.5"," 35/403 ","Q1","Q1","82.3","91.44","0.005","1.157","1.189","Q1",
"Disability and Health Journal","DISABIL HEALTH J","1936-6574","1876-7583","REHABILITATION","SCIE, SSCI","3,360","3.7"," 7/169 ","3.7","Q1","3.5","0.6","1.5"," 16/169 ","Q1","Q1","96.2","90.83","0.005","1.157","1.189","Q1",
"Journal of Dental Sciences","J DENT SCI","1991-7902","2213-8862","DENTISTRY, ORAL SURGERY & MEDICINE","SCIE","2,583","3.4"," 17/157 ","3.2","Q1","2.6","1","1.47"," 18/157 ","Q1","Q1","89.5","88.85","0.002","0.52","0.513","Q2",
"Worldviews on Evidence-Based Nursing","WORLDV EVID-BASED NU","1545-102X","1741-6787","NURSING","SCIE, SSCI","2,312","3.4"," 11/191 ","4.2","Q1","3.1","0.9","1.44"," 13/191 ","Q1","Q1","94.5","93.46","0.002","0.49","1.056","Q1",
"PROGRESS IN NEURO-PSYCHOPHARMACOLOGY & BIOLOGICAL PSYCHIATRY","PROG NEURO-PSYCHOPH","0278-5846","1878-4216","CLINICAL NEUROLOGY","SCIE","14,042","5.3"," 30/277 ","4.9","Q1","5.1","0.7","1.43"," 32/278 ","Q1","Q1","89.4","88.67","0.015","3.265","1.407","Q1",
"PROGRESS IN NEURO-PSYCHOPHARMACOLOGY & BIOLOGICAL PSYCHIATRY","PROG NEURO-PSYCHOPH","0278-5846","1878-4216","NEUROSCIENCES","SCIE","14,042","5.3"," 44/310 ","4.9","Q1","5.1","0.7","1.43"," 38/310 ","Q1","Q1","86.0","87.90","0.015","3.265","1.407","Q2",
"PROGRESS IN NEURO-PSYCHOPHARMACOLOGY & BIOLOGICAL PSYCHIATRY","PROG NEURO-PSYCHOPH","0278-5846","1878-4216","PHARMACOLOGY & PHARMACY","SCIE","14,042","5.3"," 34/354 ","4.9","Q1","5.1","0.7","1.43"," 28/354 ","Q1","Q1","90.5","92.23","0.015","3.265","1.407","Q1",
"PROGRESS IN NEURO-PSYCHOPHARMACOLOGY & BIOLOGICAL PSYCHIATRY","PROG NEURO-PSYCHOPH","0278-5846","1878-4216","PSYCHIATRY","SCIE","14,042","5.3"," 28/276 ","4.9","Q1","5.1","0.7","1.43"," 32/276 ","Q1","Q1","90.0","88.59","0.015","3.265","1.407","Q1",
"JOURNAL OF BIOMEDICAL SCIENCE","J BIOMED SCI","1021-7770","1423-0127","CELL BIOLOGY","SCIE","9,105","9"," 30/205 ","10.7","Q1","8.9","1.9","1.42"," 33/205 ","Q1","Q1","85.6","84.15","0.009","2.032","2.372","Q1",
"JOURNAL OF BIOMEDICAL SCIENCE","J BIOMED SCI","1021-7770","1423-0127","MEDICINE, RESEARCH & EXPERIMENTAL","SCIE","9,105","9"," 15/189 ","10.7","Q1","8.9","1.9","1.42"," 26/189 ","Q1","Q1","92.3","86.51","0.009","2.032","2.372","Q1",
"Communications in Nonlinear Science and Numerical Simulation","COMMUN NONLINEAR SCI","1007-5704","1878-7274","MATHEMATICS, APPLIED","SCIE","15,370","3.4"," 12/331 ","3.3","Q1","3.1","0.9","1.41"," 38/331 ","Q1","Q1","96.5","88.67","0.014","3.134","0.799","Q2",
"Communications in Nonlinear Science and Numerical Simulation","COMMUN NONLINEAR SCI","1007-5704","1878-7274","MATHEMATICS, INTERDISCIPLINARY APPLICATIONS","SCIE","15,370","3.4"," 18/135 ","3.3","Q1","3.1","0.9","1.41"," 13/135 ","Q1","Q1","87.0","90.74","0.014","3.134","0.799","Q2",
"Communications in Nonlinear Science and Numerical Simulation","COMMUN NONLINEAR SCI","1007-5704","1878-7274","MECHANICS","SCIE","15,370","3.4"," 39/170 ","3.3","Q1","3.1","0.9","1.41"," 12/170 ","Q1","Q1","77.4","93.24","0.014","3.134","0.799","Q1",
"Communications in Nonlinear Science and Numerical Simulation","COMMUN NONLINEAR SCI","1007-5704","1878-7274","PHYSICS, FLUIDS & PLASMAS","SCIE","15,370","3.4"," 5/40 ","3.3","Q1","3.1","0.9","1.41"," 2/40 ","Q1","Q1","88.8","96.25","0.014","3.134","0.799","Q2",
"Communications in Nonlinear Science and Numerical Simulation","COMMUN NONLINEAR SCI","1007-5704","1878-7274","PHYSICS, MATHEMATICAL","SCIE","15,370","3.4"," 4/60 ","3.3","Q1","3.1","0.9","1.41"," 4/60 ","Q1","Q1","94.2","94.17","0.014","3.134","0.799","Q2",
"People and Nature","PEOPLE NAT","N/A","2575-8314","BIODIVERSITY CONSERVATION","SCIE","2,265","4.2"," 9/74 ","5.9","Q1","3.7","0.8","1.39"," 3/74 ","Q1","Q1","88.5","96.62","0.005","1.091","1.673","Q1",
"People and Nature","PEOPLE NAT","N/A","2575-8314","ECOLOGY","SCIE","2,265","4.2"," 36/195 ","5.9","Q1","3.7","0.8","1.39"," 20/195 ","Q1","Q1","81.8","90.00","0.005","1.091","1.673","Q1",
"EUROPEAN JOURNAL OF OPERATIONAL RESEARCH","EUR J OPER RES","0377-2217","1872-6860","OPERATIONS RESEARCH & MANAGEMENT SCIENCE","SCIE","62,282","6"," 14/106 ","5.9","Q1","5.3","1.7","1.38"," 14/106 ","Q1","Q1","87.3","87.26","0.042","9.173","1.443","Q1",
