"Journal Data Filtered By:  Selected Editions: SCIE;SSCI;AHCI;ESCI Selected JCR Year: 2023 Selected Category Schema: WOS Selected Open Access: N Selected ISSN/eISSNs: Multiple Indicator: Custom"

Journal name,JCR Abbreviation,ISSN,eISSN,Category,Edition,Total Citations,2023 JIF,JIF Rank,5 Year JIF,5 Year JIF Quartile,JIF Without Self Cites,Immediacy Index,2023 JCI,JCI Rank,JCI Quartile,JIF Quartile,JIF Percentile,JCI Percentile,Eigenfactor,Normalized Eigenfactor,Article Influence Score,AIS Quartile
"JOURNAL OF CULTURAL HERITAGE","J CULT HERIT","1296-2074","1778-3674","GEOSCIENCES, MULTIDISCIPLINARY","SCIE","6,530","3.5"," 58/253 ","3.6","Q2","3.2","0.5","2.26"," 6/253 ","Q1","Q1","77.3","97.83","0.005","0.99","0.619","Q3",
"JOURNAL OF CULTURAL HERITAGE","J CULT HERIT","1296-2074","1778-3674","MATERIALS SCIENCE, MULTIDISCIPLINARY","SCIE","6,530","3.5"," 185/438 ","3.6","Q2","3.2","0.5","2.26"," 29/438 ","Q1","Q2","57.9","93.49","0.005","0.99","0.619","Q2",
"JOURNAL OF CULTURAL HERITAGE","J CULT HERIT","1296-2074","1778-3674","SPECTROSCOPY","SCIE","6,530","3.5"," 6/44 ","3.6","Q1","3.2","0.5","2.26"," 2/44 ","Q1","Q1","87.5","96.59","0.005","0.99","0.619","Q1",
"Circulation-Heart Failure","CIRC-HEART FAIL","1941-3289","1941-3297","CARDIAC & CARDIOVASCULAR SYSTEMS","SCIE","10,036","7.8"," 20/220 ","9.7","Q1","7.7","2","2.11"," 18/220 ","Q1","Q1","91.1","92.05","0.018","3.862","4.769","Q1",
"Research Synthesis Methods","RES SYNTH METHODS","1759-2879","1759-2887","MATHEMATICAL & COMPUTATIONAL BIOLOGY","SCIE","6,955","5"," 6/65 ","11.2","Q1","4.6","0.9","2.08"," 2/65 ","Q1","Q1","91.5","97.69","0.01","2.238","4.411","Q1",
"Research Synthesis Methods","RES SYNTH METHODS","1759-2879","1759-2887","MULTIDISCIPLINARY SCIENCES","SCIE","6,955","5"," 18/134 ","11.2","Q1","4.6","0.9","2.08"," 16/135 ","Q1","Q1","86.9","88.52","0.01","2.238","4.411","Q1",
"IEEE TRANSACTIONS ON IMAGE PROCESSING","IEEE T IMAGE PROCESS","1057-7149","1941-0042","COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE","SCIE","74,755","10.8"," 8/197 ","12.1","Q1","10","2.1","2"," 18/198 ","Q1","Q1","96.2","91.16","0.088","19.239","3.681","Q1",
"IEEE TRANSACTIONS ON IMAGE PROCESSING","IEEE T IMAGE PROCESS","1057-7149","1941-0042","ENGINEERING, ELECTRICAL & ELECTRONIC","SCIE","74,755","10.8"," 9/352 ","12.1","Q1","10","2.1","2"," 22/354 ","Q1","Q1","97.6","93.93","0.088","19.239","3.681","Q1",
"JHEP Reports","JHEP REP","N/A","2589-5559","GASTROENTEROLOGY & HEPATOLOGY","SCIE","3,525","9.5"," 12/143 ","9.5","Q1","9.1","1.8","2"," 12/143 ","Q1","Q1","92.0","91.96","0.009","1.969","3.324","Q1",
"ANGIOGENESIS","ANGIOGENESIS","0969-6970","1573-7209","PERIPHERAL VASCULAR DISEASE","SCIE","4,735","9.2"," 3/96 ","8.5","Q1","8.1","2.4","2"," 5/96 ","Q1","Q1","97.4","95.31","0.004","0.914","2.069","Q1",
"BJOG-AN INTERNATIONAL JOURNAL OF OBSTETRICS AND GYNAECOLOGY","BJOG-INT J OBSTET GY","1470-0328","1471-0528","OBSTETRICS & GYNECOLOGY","SCIE","18,444","4.7"," 9/136 ","5.9","Q1","4.4","1","1.95"," 9/136 ","Q1","Q1","93.8","93.75","0.017","3.768","2.176","Q1",
"IEEE TRANSACTIONS ON COMMUNICATIONS","IEEE T COMMUN","0090-6778","1558-0857","ENGINEERING, ELECTRICAL & ELECTRONIC","SCIE","28,699","7.2"," 32/352 ","6.3","Q1","6.6","1.5","1.88"," 25/354 ","Q1","Q1","91.1","93.08","0.049","10.649","2.07","Q1",
"IEEE TRANSACTIONS ON COMMUNICATIONS","IEEE T COMMUN","0090-6778","1558-0857","TELECOMMUNICATIONS","SCIE","28,699","7.2"," 12/119 ","6.3","Q1","6.6","1.5","1.88"," 13/119 ","Q1","Q1","90.3","89.50","0.049","10.649","2.07","Q1",
"CEMENT & CONCRETE COMPOSITES","CEMENT CONCRETE COMP","0958-9465","1873-393X","CONSTRUCTION & BUILDING TECHNOLOGY","SCIE","41,378","10.8"," 2/91 ","11.2","Q1","9.8","2.8","1.85"," 3/91 ","Q1","Q1","98.4","97.25","0.029","6.247","2.028","Q1",
"CEMENT & CONCRETE COMPOSITES","CEMENT CONCRETE COMP","0958-9465","1873-393X","MATERIALS SCIENCE, COMPOSITES","SCIE","41,378","10.8"," 3/35 ","11.2","Q1","9.8","2.8","1.85"," 3/35 ","Q1","Q1","92.9","92.86","0.029","6.247","2.028","Q1",
"Food Chemistry","FOOD CHEM","0308-8146","1873-7072","CHEMISTRY, APPLIED","SCIE","202,388","8.5"," 5/74 ","8.2","Q1","7.7","1.8","1.83"," 5/74 ","Q1","Q1","93.9","93.92","0.114","24.946","1.08","Q1",
"Food Chemistry","FOOD CHEM","0308-8146","1873-7072","FOOD SCIENCE & TECHNOLOGY","SCIE","202,388","8.5"," 8/173 ","8.2","Q1","7.7","1.8","1.83"," 7/173 ","Q1","Q1","95.7","96.24","0.114","24.946","1.08","Q1",
"Food Chemistry","FOOD CHEM","0308-8146","1873-7072","NUTRITION & DIETETICS","SCIE","202,388","8.5"," 4/114 ","8.2","Q1","7.7","1.8","1.83"," 2/114 ","Q1","Q1","96.9","98.68","0.114","24.946","1.08","Q2",
"Ornithology","ORNITHOLOGY","0004-8038","2732-4613","ORNITHOLOGY","SCIE","317","2"," 2/29 ","2.1","Q1","1.9","0.5","1.79"," 2/29 ","Q1","Q1","94.8","94.83","0.001","0.142","0.668","Q1",
"International Journal of Conservation Science","INT J CONSERV SCI","2067-533X","2067-8223","ART","ESCI","651","0.6"," N/A ","0.6","N/A","0.4","0.1","1.78"," 9/142 ","Q1","N/A","N/A","94.01","0","0.077","0.086","Q3",
"Journal of the Institute of Conservation","J INST CONSERV","1945-5224","1945-5232","HUMANITIES, MULTIDISCIPLINARY","ESCI","131","0.5"," N/A ","0.7","N/A","0.5","0.2","1.78"," 31/406 ","Q1","N/A","N/A","92.49","0","0.031","0.214","Q2",
"Policy Design and Practice","POLICY DES PRACT","N/A","2574-1292","PUBLIC ADMINISTRATION","ESCI","599","3.1"," 19/91 ","4.2","Q1","2.9","1","1.77"," 10/91 ","Q1","Q1","79.7","89.56","0.001","0.305","1.22","Q1",
"Tribology International","TRIBOL INT","0301-679X","1879-2464","ENGINEERING, MECHANICAL","SCIE","32,195","6.1"," 9/180 ","5.7","Q1","4.9","1.6","1.66"," 8/180 ","Q1","Q1","95.3","95.83","0.021","4.518","0.843","Q1",
"International Journal of Nursing Sciences","INT J NURS SCI","N/A","2352-0132","NURSING","ESCI","1,868","2.9"," 18/191 ","3.9","Q1","2.8","0.4","1.66"," 7/191 ","Q1","Q1","90.8","96.60","0.002","0.525","0.878","Q1",
"JOURNAL OF NEUROSURGERY","J NEUROSURG","0022-3085","1933-0693","CLINICAL NEUROLOGY","SCIE","36,630","3.5"," 67/277 ","4.1","Q2","3.2","1.6","1.65"," 24/278 ","Q1","Q1","76.0","91.55","0.023","5.106","1.322","Q1",
"JOURNAL OF NEUROSURGERY","J NEUROSURG","0022-3085","1933-0693","SURGERY","SCIE","36,630","3.5"," 31/290 ","4.1","Q1","3.2","1.6","1.65"," 21/290 ","Q1","Q1","89.5","92.93","0.023","5.106","1.322","Q1",
"Journal of Applied Mathematics and Computing","J APPL MATH COMPUT","1598-5865","1865-2085","MATHEMATICS","SCIE","2,782","2.4"," 17/489 ","2.3","Q1","2.2","0.6","1.64"," 28/489 ","Q1","Q1","96.6","94.38","0.004","0.775","0.56","Q2",
"Journal of Applied Mathematics and Computing","J APPL MATH COMPUT","1598-5865","1865-2085","MATHEMATICS, APPLIED","SCIE","2,782","2.4"," 40/331 ","2.3","Q1","2.2","0.6","1.64"," 21/331 ","Q1","Q1","88.1","93.81","0.004","0.775","0.56","Q2",
"JOURNAL OF EPIDEMIOLOGY AND COMMUNITY HEALTH","J EPIDEMIOL COMMUN H","0143-005X","1470-2738","PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH","SCIE, SSCI","15,988","4.9"," 36/403 ","4.7","Q1","4.8","0.4","1.53"," 34/403 ","Q1","Q1","91.2","91.69","0.013","2.772","1.878","Q1",
"Journal of Neurologic Physical Therapy","J NEUROL PHYS THER","1557-0576","1557-0584","CLINICAL NEUROLOGY","SCIE","1,471","2.6"," 118/277 ","3.8","Q2","2.5","1.3","1.53"," 27/278 ","Q1","Q2","57.6","90.47","0.001","0.275","1.197","Q2",
"Journal of Neurologic Physical Therapy","J NEUROL PHYS THER","1557-0576","1557-0584","REHABILITATION","SCIE","1,471","2.6"," 17/169 ","3.8","Q1","2.5","1.3","1.53"," 14/169 ","Q1","Q1","90.2","92.01","0.001","0.275","1.197","Q1",
"COMPUTATIONAL & APPLIED MATHEMATICS","COMPUT APPL MATH","2238-3603","1807-0302","MATHEMATICS, APPLIED","SCIE","4,424","2.5"," 35/331 ","2.2","Q1","2.4","0.8","1.53"," 29/331 ","Q1","Q1","89.6","91.39","0.007","1.483","0.498","Q3",
"International Journal of Law and Management","INT J LAW MANAG","1754-243X","1754-2448","LAW","ESCI","765","1.3"," 80/421 ","1.5","Q1","1.1","0.5","1.48"," 64/421 ","Q1","Q1","81.1","84.92","0","0.093","0.218","Q3",
"TALANTA","TALANTA","0039-9140","1873-3573","CHEMISTRY, ANALYTICAL","SCIE","55,931","5.6"," 12/106 ","5","Q1","5.3","1.3","1.47"," 8/106 ","Q1","Q1","89.2","92.92","0.037","8.185","0.766","Q1",
"JOURNAL OF CLINICAL NURSING","J CLIN NURS","0962-1067","1365-2702","NURSING","SCIE, SSCI","18,208","3.2"," 14/191 ","4","Q1","3.1","0.6","1.47"," 12/191 ","Q1","Q1","92.9","93.98","0.018","3.985","0.969","Q1",
"Psychoanalytic Psychotherapy","PSYCHOANAL PSYCHOTHE","0266-8734","1474-9734","PSYCHOLOGY, PSYCHOANALYSIS","ESCI","254","1.2"," 2/21 ","1.1","Q1","0.8","0.2","1.46"," 1/21 ","Q1","Q1","92.9","97.62","0","0.052","0.303","Q2",
"EUROPEAN JOURNAL OF PEDIATRICS","EUR J PEDIATR","0340-6199","1432-1076","PEDIATRICS","SCIE","11,061","3"," 26/186 ","3.1","Q1","2.8","0.5","1.43"," 14/186 ","Q1","Q1","86.3","92.74","0.011","2.459","0.878","Q2",
"VALUE IN HEALTH","VALUE HEALTH","1098-3015","1524-4733","ECONOMICS","SSCI","13,830","4.9"," 56/597 ","5.6","Q1","4.6","1.4","1.41"," 80/600 ","Q1","Q1","90.7","86.75","0.016","3.5","2.069","Q1",
"VALUE IN HEALTH","VALUE HEALTH","1098-3015","1524-4733","HEALTH CARE SCIENCES & SERVICES","SCIE","13,830","4.9"," 15/174 ","5.6","Q1","4.6","1.4","1.41"," 19/175 ","Q1","Q1","91.7","89.43","0.016","3.5","2.069","Q1",
"VALUE IN HEALTH","VALUE HEALTH","1098-3015","1524-4733","HEALTH POLICY & SERVICES","SSCI","13,830","4.9"," 5/118 ","5.6","Q1","4.6","1.4","1.41"," 12/119 ","Q1","Q1","96.2","90.34","0.016","3.5","2.069","Q1",
"JOURNAL OF TELEMEDICINE AND TELECARE","J TELEMED TELECARE","1357-633X","1758-1109","HEALTH CARE SCIENCES & SERVICES","SCIE","5,586","3.5"," 30/174 ","4.9","Q1","3","0.7","1.41"," 19/175 ","Q1","Q1","83.0","89.43","0.006","1.367","1.313","Q1",
"RESPIROLOGY","RESPIROLOGY","1323-7799","1440-1843","RESPIRATORY SYSTEM","SCIE","8,125","6.6"," 12/100 ","5.8","Q1","6.2","1.4","1.4"," 14/101 ","Q1","Q1","88.5","86.63","0.008","1.703","1.787","Q1",
"International Journal of Mental Health Nursing","INT J MENT HEALTH NU","1445-8330","1447-0349","NURSING","SCIE, SSCI","4,285","3.6"," 9/191 ","4.3","Q1","3.1","0.5","1.4"," 18/191 ","Q1","Q1","95.5","90.84","0.006","1.239","1.025","Q1",
"International Journal of Mental Health Nursing","INT J MENT HEALTH NU","1445-8330","1447-0349","PSYCHIATRY","SCIE, SSCI","4,285","3.6"," 66/276 ","4.3","Q1","3.1","0.5","1.4"," 34/276 ","Q1","Q1","76.3","87.86","0.006","1.239","1.025","Q2",
"CANADIAN JOURNAL OF CARDIOLOGY","CAN J CARDIOL","0828-282X","1916-7075","CARDIAC & CARDIOVASCULAR SYSTEMS","SCIE","9,156","5.8"," 32/220 ","5.4","Q1","5.3","2.1","1.39"," 40/220 ","Q1","Q1","85.7","82.05","0.013","2.76","1.879","Q1",
"MULTIVARIATE BEHAVIORAL RESEARCH","MULTIVAR BEHAV RES","0027-3171","1532-7906","MATHEMATICS, INTERDISCIPLINARY APPLICATIONS","SCIE","9,292","5.3"," 7/135 ","5.3","Q1","5.2","0.5","1.39"," 15/135 ","Q1","Q1","95.2","89.26","0.007","1.529","2.813","Q1",
"MULTIVARIATE BEHAVIORAL RESEARCH","MULTIVAR BEHAV RES","0027-3171","1532-7906","PSYCHOLOGY, EXPERIMENTAL","SSCI","9,292","5.3"," 4/99 ","5.3","Q1","5.2","0.5","1.39"," 12/99 ","Q1","Q1","96.5","88.38","0.007","1.529","2.813","Q1",
"MULTIVARIATE BEHAVIORAL RESEARCH","MULTIVAR BEHAV RES","0027-3171","1532-7906","SOCIAL SCIENCES, MATHEMATICAL METHODS","SSCI","9,292","5.3"," 6/67 ","5.3","Q1","5.2","0.5","1.39"," 7/67 ","Q1","Q1","91.8","90.30","0.007","1.529","2.813","Q1",
"MULTIVARIATE BEHAVIORAL RESEARCH","MULTIVAR BEHAV RES","0027-3171","1532-7906","STATISTICS & PROBABILITY","SCIE","9,292","5.3"," 5/168 ","5.3","Q1","5.2","0.5","1.39"," 12/168 ","Q1","Q1","97.3","93.15","0.007","1.529","2.813","Q1",
"JOURNAL OF COMPUTATIONAL AND APPLIED MATHEMATICS","J COMPUT APPL MATH","0377-0427","1879-1778","MATHEMATICS, APPLIED","SCIE","19,539","2.1"," 53/331 ","2.1","Q1","2","0.7","1.39"," 40/331 ","Q1","Q1","84.1","88.07","0.016","3.491","0.643","Q2",
"mAbs","MABS-AUSTIN","1942-0862","1942-0870","MEDICINE, RESEARCH & EXPERIMENTAL","SCIE","6,473","5.6"," 34/189 ","5.8","Q1","4.9","2","1.38"," 29/189 ","Q1","Q1","82.3","84.92","0.006","1.358","1.602","Q1",
"PHYSICS LETTERS B","PHYS LETT B","0370-2693","1873-2445","ASTRONOMY & ASTROPHYSICS","SCIE","66,135","4.3"," 19/84 ","4","Q2","4","1.5","1.38"," 10/84 ","Q1","Q1","78.0","88.69","0.04","8.758","1.231","Q1",
"PHYSICS LETTERS B","PHYS LETT B","0370-2693","1873-2445","PHYSICS, NUCLEAR","SCIE","66,135","4.3"," 3/22 ","4","Q1","4","1.5","1.38"," 5/22 ","Q1","Q1","88.6","79.55","0.04","8.758","1.231","Q1",
"PHYSICS LETTERS B","PHYS LETT B","0370-2693","1873-2445","PHYSICS, PARTICLES & FIELDS","SCIE","66,135","4.3"," 7/30 ","4","Q2","4","1.5","1.38"," 4/30 ","Q1","Q1","78.3","88.33","0.04","8.758","1.231","Q1",
"IEEE TRANSACTIONS ON INSTRUMENTATION AND MEASUREMENT","IEEE T INSTRUM MEAS","0018-9456","1557-9662","ENGINEERING, ELECTRICAL & ELECTRONIC","SCIE","41,824","5.6"," 53/352 ","5.6","Q1","4.3","1","1.37"," 52/354 ","Q1","Q1","85.1","85.45","0.044","9.698","1.021","Q2",
"IEEE TRANSACTIONS ON INSTRUMENTATION AND MEASUREMENT","IEEE T INSTRUM MEAS","0018-9456","1557-9662","INSTRUMENTS & INSTRUMENTATION","SCIE","41,824","5.6"," 9/76 ","5.6","Q1","4.3","1","1.37"," 7/76 ","Q1","Q1","88.8","91.45","0.044","9.698","1.021","Q1",
"IEEE JOURNAL OF SELECTED TOPICS IN QUANTUM ELECTRONICS","IEEE J SEL TOP QUANT","1077-260X","1558-4542","ENGINEERING, ELECTRICAL & ELECTRONIC","SCIE","11,090","4.3"," 83/352 ","4.4","Q1","4.1","1.7","1.37"," 52/354 ","Q1","Q1","76.6","85.45","0.009","1.951","1.121","Q1",
"IEEE JOURNAL OF SELECTED TOPICS IN QUANTUM ELECTRONICS","IEEE J SEL TOP QUANT","1077-260X","1558-4542","OPTICS","SCIE","11,090","4.3"," 24/119 ","4.4","Q1","4.1","1.7","1.37"," 14/120 ","Q1","Q1","80.3","88.75","0.009","1.951","1.121","Q1",
"IEEE JOURNAL OF SELECTED TOPICS IN QUANTUM ELECTRONICS","IEEE J SEL TOP QUANT","1077-260X","1558-4542","PHYSICS, APPLIED","SCIE","11,090","4.3"," 48/179 ","4.4","Q2","4.1","1.7","1.37"," 23/179 ","Q1","Q2","73.5","87.43","0.009","1.951","1.121","Q1",
"IEEE JOURNAL OF SELECTED TOPICS IN QUANTUM ELECTRONICS","IEEE J SEL TOP QUANT","1077-260X","1558-4542","QUANTUM SCIENCE & TECHNOLOGY","SCIE","11,090","4.3"," 9/26 ","4.4","Q2","4.1","1.7","1.37"," 4/26 ","Q1","Q2","67.3","86.54","0.009","1.951","1.121","Q2",
"Qualitative Theory of Dynamical Systems","QUAL THEOR DYN SYST","1575-5460","1662-3592","MATHEMATICS","SCIE","944","1.9"," 34/489 ","1.4","Q1","1.7","0.9","1.35"," 42/489 ","Q1","Q1","93.1","91.51","0.002","0.348","0.419","Q3",
