"Journal Data Filtered By:  Selected Editions: SCIE;SSCI;AHCI;ESCI Selected JCR Year: 2023 Selected Category Schema: WOS Selected Open Access: N Selected ISSN/eISSNs: Multiple Indicator: Custom"

Journal name,JCR Abbreviation,ISSN,eISSN,Category,Edition,Total Citations,2023 JIF,JIF Rank,5 Year JIF,5 Year JIF Quartile,JIF Without Self Cites,Immediacy Index,2023 JCI,JCI Rank,JCI Quartile,JIF Quartile,JIF Percentile,JCI Percentile,Eigenfactor,Normalized Eigenfactor,Article Influence Score,AIS Quartile
"IEEE TRANSACTIONS ON MOBILE COMPUTING","IEEE T MOBILE COMPUT","1536-1233","1558-0660","COMPUTER SCIENCE, INFORMATION SYSTEMS","SCIE","12,921","7.7"," 11/249 ","6.5","Q1","7.1","3.8","2.4"," 11/251 ","Q1","Q1","95.8","95.82","0.016","3.402","1.59","Q1",
"IEEE TRANSACTIONS ON MOBILE COMPUTING","IEEE T MOBILE COMPUT","1536-1233","1558-0660","TELECOMMUNICATIONS","SCIE","12,921","7.7"," 9/119 ","6.5","Q1","7.1","3.8","2.4"," 6/119 ","Q1","Q1","92.9","95.38","0.016","3.402","1.59","Q1",
"IEEE TRANSACTIONS ON WIRELESS COMMUNICATIONS","IEEE T WIREL COMMUN","1536-1276","1558-2248","ENGINEERING, ELECTRICAL & ELECTRONIC","SCIE","39,171","8.9"," 13/352 ","8.6","Q1","8","2.3","2.35"," 14/354 ","Q1","Q1","96.4","96.19","0.065","14.139","2.654","Q1",
"IEEE TRANSACTIONS ON WIRELESS COMMUNICATIONS","IEEE T WIREL COMMUN","1536-1276","1558-2248","TELECOMMUNICATIONS","SCIE","39,171","8.9"," 5/119 ","8.6","Q1","8","2.3","2.35"," 8/119 ","Q1","Q1","96.2","93.70","0.065","14.139","2.654","Q1",
"AMERICAN JOURNAL OF SURGICAL PATHOLOGY","AM J SURG PATHOL","0147-5185","1532-0979","PATHOLOGY","SCIE","21,608","4.5"," 13/88 ","5.3","Q1","4.2","1.1","2.25"," 5/88 ","Q1","Q1","85.8","94.89","0.012","2.669","1.59","Q1",
"AMERICAN JOURNAL OF SURGICAL PATHOLOGY","AM J SURG PATHOL","0147-5185","1532-0979","SURGERY","SCIE","21,608","4.5"," 19/290 ","5.3","Q1","4.2","1.1","2.25"," 11/290 ","Q1","Q1","93.6","96.38","0.012","2.669","1.59","Q1",
"Journal of Extracellular Vesicles","J EXTRACELL VESICLES","N/A","2001-3078","CELL BIOLOGY","SCIE","13,295","15.5"," 12/205 ","19.6","Q1","14.9","2.4","2.23"," 17/205 ","Q1","Q1","94.4","91.95","0.016","3.484","4.463","Q1",
"INFORMATION PROCESSING & MANAGEMENT","INFORM PROCESS MANAG","0306-4573","1873-5371","COMPUTER SCIENCE, INFORMATION SYSTEMS","SCIE","11,618","7.4"," 14/249 ","7.3","Q1","6.4","1.2","2.19"," 14/251 ","Q1","Q1","94.6","94.62","0.013","2.822","1.4","Q1",
"INFORMATION PROCESSING & MANAGEMENT","INFORM PROCESS MANAG","0306-4573","1873-5371","INFORMATION SCIENCE & LIBRARY SCIENCE","SSCI","11,618","7.4"," 7/160 ","7.3","Q1","6.4","1.2","2.19"," 7/161 ","Q1","Q1","95.9","95.96","0.013","2.822","1.4","Q1",
"Mathematics","MATHEMATICS-BASEL","N/A","2227-7390","MATHEMATICS","SCIE","30,805","2.3"," 21/489 ","2.2","Q1","1.9","0.9","2.16"," 12/489 ","Q1","Q1","95.8","97.65","0.037","8.063","0.373","Q3",
"DRUG DELIVERY","DRUG DELIV","1071-7544","1521-0464","PHARMACOLOGY & PHARMACY","SCIE","11,758","6.5"," 23/354 ","6.7","Q1","6.4","2.5","2.13"," 10/354 ","Q1","Q1","93.6","97.32","0.008","1.672","0.977","Q1",
"Photonics Research","PHOTONICS RES","2327-9125","2327-9125","OPTICS","SCIE","10,523","6.6"," 13/119 ","6.6","Q1","6.4","1.8","2.09"," 10/120 ","Q1","Q1","89.5","92.08","0.018","3.891","1.626","Q1",
"PAIN","PAIN","0304-3959","1872-6623","ANESTHESIOLOGY","SCIE","40,292","5.9"," 4/64 ","7.1","Q1","5.5","1.9","2.04"," 4/64 ","Q1","Q1","94.5","94.53","0.026","5.618","2.225","Q1",
"PAIN","PAIN","0304-3959","1872-6623","CLINICAL NEUROLOGY","SCIE","40,292","5.9"," 24/277 ","7.1","Q1","5.5","1.9","2.04"," 14/278 ","Q1","Q1","91.5","95.14","0.026","5.618","2.225","Q1",
"PAIN","PAIN","0304-3959","1872-6623","NEUROSCIENCES","SCIE","40,292","5.9"," 35/310 ","7.1","Q1","5.5","1.9","2.04"," 20/310 ","Q1","Q1","88.9","93.71","0.026","5.618","2.225","Q1",
"JOURNAL OF PEST SCIENCE","J PEST SCI","1612-4758","1612-4766","ENTOMOLOGY","SCIE","5,671","4.3"," 6/109 ","4.7","Q1","4","0.9","1.98"," 3/109 ","Q1","Q1","95.0","97.71","0.005","1.19","0.963","Q1",
"SYNTHESE","SYNTHESE","0039-7857","1573-0964","HISTORY & PHILOSOPHY OF SCIENCE","AHCI, SCIE, SSCI","8,135","1.3"," 25/104 ","1.5","Q1","1.1","0.3","1.98"," 8/104 ","Q1","Q1","76.4","92.79","0.018","4.016","0.816","Q1",
"SYNTHESE","SYNTHESE","0039-7857","1573-0964","PHILOSOPHY","AHCI","8,135","1.3"," N/A ","1.5","N/A","1.1","0.3","1.98"," 16/325 ","Q1","N/A","N/A","95.23","0.018","4.016","0.816","Q1",
"Physics of Life Reviews","PHYS LIFE REV","1571-0645","1873-1457","BIOLOGY","SCIE","2,213","13.7"," 1/109 ","11.3","Q1","9","10.5","1.97"," 4/109 ","Q1","Q1","99.5","96.79","0.002","0.478","3.385","Q1",
"Physics of Life Reviews","PHYS LIFE REV","1571-0645","1873-1457","BIOPHYSICS","SCIE","2,213","13.7"," 1/77 ","11.3","Q1","9","10.5","1.97"," 4/77 ","Q1","Q1","99.4","95.45","0.002","0.478","3.385","Q1",
"Laser & Photonics Reviews","LASER PHOTONICS REV","1863-8880","1863-8899","OPTICS","SCIE","15,486","9.8"," 8/119 ","11.1","Q1","9.2","1.8","1.97"," 11/120 ","Q1","Q1","93.7","91.25","0.019","4.132","2.782","Q1",
"Laser & Photonics Reviews","LASER PHOTONICS REV","1863-8880","1863-8899","PHYSICS, APPLIED","SCIE","15,486","9.8"," 17/179 ","11.1","Q1","9.2","1.8","1.97"," 13/179 ","Q1","Q1","90.8","93.02","0.019","4.132","2.782","Q1",
"Laser & Photonics Reviews","LASER PHOTONICS REV","1863-8880","1863-8899","PHYSICS, CONDENSED MATTER","SCIE","15,486","9.8"," 9/79 ","11.1","Q1","9.2","1.8","1.97"," 6/79 ","Q1","Q1","89.2","93.04","0.019","4.132","2.782","Q1",
"Additive Manufacturing","ADDIT MANUF","2214-8604","2214-7810","ENGINEERING, MANUFACTURING","SCIE","38,388","10.3"," 4/68 ","12.4","Q1","9.4","1.9","1.95"," 5/68 ","Q1","Q1","94.9","93.38","0.05","10.955","2.219","Q1",
"Additive Manufacturing","ADDIT MANUF","2214-8604","2214-7810","MATERIALS SCIENCE, MULTIDISCIPLINARY","SCIE","38,388","10.3"," 51/438 ","12.4","Q1","9.4","1.9","1.95"," 35/438 ","Q1","Q1","88.5","92.12","0.05","10.955","2.219","Q1",
"Current Environmental Health Reports","CURR ENV HLTH REP","N/A","2196-5412","PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH","SCIE, SSCI","3,261","7.4"," 18/403 ","9.7","Q1","7.3","1.2","1.89"," 23/403 ","Q1","Q1","95.7","94.42","0.005","1.004","2.786","Q1",
"Energy & Environmental Materials","ENERGY ENVIRON MATER","N/A","2575-0356","MATERIALS SCIENCE, MULTIDISCIPLINARY","SCIE","6,740","13"," 35/438 ","14.1","Q1","12.5","4.3","1.86"," 39/438 ","Q1","Q1","92.1","91.21","0.009","1.964","2.704","Q1",
"Communications Earth & Environment","COMMUN EARTH ENVIRON","N/A","2662-4435","ENVIRONMENTAL SCIENCES","SCIE","5,591","8.1"," 32/358 ","8.4","Q1","7.9","1.3","1.85"," 19/359 ","Q1","Q1","91.2","94.85","0.016","3.531","3.304","Q1",
"Communications Earth & Environment","COMMUN EARTH ENVIRON","N/A","2662-4435","GEOSCIENCES, MULTIDISCIPLINARY","SCIE","5,591","8.1"," 11/253 ","8.4","Q1","7.9","1.3","1.85"," 10/253 ","Q1","Q1","95.8","96.25","0.016","3.531","3.304","Q1",
"Communications Earth & Environment","COMMUN EARTH ENVIRON","N/A","2662-4435","METEOROLOGY & ATMOSPHERIC SCIENCES","SCIE","5,591","8.1"," 6/110 ","8.4","Q1","7.9","1.3","1.85"," 5/110 ","Q1","Q1","95.0","95.91","0.016","3.531","3.304","Q1",
"PLANT JOURNAL","PLANT J","0960-7412","1365-313X","PLANT SCIENCES","SCIE","54,794","6.2"," 19/265 ","7.1","Q1","5.9","1.3","1.77"," 13/265 ","Q1","Q1","93.0","95.28","0.028","6.044","1.73","Q1",
"TRENDS IN GENETICS","TRENDS GENET","0168-9525","1362-4555","GENETICS & HEREDITY","SCIE","13,732","13.6"," 4/191 ","11.9","Q1","13.6","3.4","1.73"," 14/191 ","Q1","Q1","98.2","92.93","0.016","3.479","5.191","Q1",
"German Law Journal","GERMAN LAW J","N/A","2071-8322","LAW","ESCI","1,034","1.5"," 62/421 ","N/A","N/A","1.4","0.2","1.73"," 43/421 ","Q1","Q1","85.4","89.90","0.002","0.484","N/A","N/A",
"TRANSPORTATION RESEARCH PART A-POLICY AND PRACTICE","TRANSPORT RES A-POL","0965-8564","1879-2375","ECONOMICS","SSCI","20,629","6.3"," 28/597 ","6.9","Q1","5.7","1.1","1.69"," 49/600 ","Q1","Q1","95.4","91.92","0.019","4.057","1.587","Q1",
"TRANSPORTATION RESEARCH PART A-POLICY AND PRACTICE","TRANSPORT RES A-POL","0965-8564","1879-2375","TRANSPORTATION","SSCI","20,629","6.3"," 6/57 ","6.9","Q1","5.7","1.1","1.69"," 7/57 ","Q1","Q1","90.4","88.60","0.019","4.057","1.587","Q1",
"TRANSPORTATION RESEARCH PART A-POLICY AND PRACTICE","TRANSPORT RES A-POL","0965-8564","1879-2375","TRANSPORTATION SCIENCE & TECHNOLOGY","SCIE","20,629","6.3"," 11/72 ","6.9","Q1","5.7","1.1","1.69"," 7/72 ","Q1","Q1","85.4","90.97","0.019","4.057","1.587","Q1",
"LEARNING ENVIRONMENTS RESEARCH","LEARNING ENVIRON RES","1387-1579","1573-1855","EDUCATION & EDUCATIONAL RESEARCH","ESCI","1,186","2.7"," 109/756 ","N/A","N/A","2.3","0.6","1.69"," 83/756 ","Q1","Q1","85.6","89.09","0.001","0.218","N/A","N/A",
"CHINESE CHEMICAL LETTERS","CHINESE CHEM LETT","1001-8417","1878-5964","CHEMISTRY, MULTIDISCIPLINARY","SCIE","32,052","9.4"," 29/230 ","7.3","Q1","8.2","3.5","1.68"," 28/231 ","Q1","Q1","87.6","88.10","0.03","6.607","1.096","Q1",
"EUROPEAN JOURNAL OF AGRONOMY","EUR J AGRON","1161-0301","1873-7331","AGRONOMY","SCIE","11,203","4.5"," 13/125 ","5","Q1","4.2","1","1.65"," 7/125 ","Q1","Q1","90.0","94.80","0.006","1.232","0.903","Q1",
"International Journal of Coal Science & Technology","INT J COAL SCI TECHN","2095-8293","2198-7823","ENERGY & FUELS","ESCI","2,452","6.9"," 44/170 ","N/A","N/A","6.5","1.5","1.6"," 22/173 ","Q1","Q2","74.4","87.57","0.003","0.55","N/A","N/A",
"International Journal of Coal Science & Technology","INT J COAL SCI TECHN","2095-8293","2198-7823","MINING & MINERAL PROCESSING","ESCI","2,452","6.9"," 3/31 ","N/A","N/A","6.5","1.5","1.6"," 3/31 ","Q1","Q1","91.9","91.94","0.003","0.55","N/A","N/A",
"IEEE TRANSACTIONS ON VISUALIZATION AND COMPUTER GRAPHICS","IEEE T VIS COMPUT GR","1077-2626","1941-0506","COMPUTER SCIENCE, SOFTWARE ENGINEERING","SCIE","16,704","4.7"," 14/131 ","5.1","Q1","4","1.5","1.56"," 12/131 ","Q1","Q1","89.7","91.22","0.016","3.411","1.158","Q1",
"Weather and Climate Extremes","WEATHER CLIM EXTREME","2212-0947","2212-0947","METEOROLOGY & ATMOSPHERIC SCIENCES","SCIE","3,737","6.1"," 11/110 ","7.3","Q1","6","1.1","1.54"," 10/110 ","Q1","Q1","90.5","91.36","0.005","1.184","1.969","Q1",
"AQUACULTURE","AQUACULTURE","0044-8486","1873-5622","FISHERIES","SCIE","55,100","3.9"," 7/62 ","4.1","Q1","3.3","0.8","1.54"," 4/62 ","Q1","Q1","89.5","94.35","0.029","6.234","0.6","Q1",
"AQUACULTURE","AQUACULTURE","0044-8486","1873-5622","MARINE & FRESHWATER BIOLOGY","SCIE","55,100","3.9"," 9/119 ","4.1","Q1","3.3","0.8","1.54"," 4/119 ","Q1","Q1","92.9","97.06","0.029","6.234","0.6","Q1",
"BIOINFORMATICS","BIOINFORMATICS","1367-4803","1367-4811","BIOCHEMICAL RESEARCH METHODS","SCIE","166,068","4.4"," 11/85 ","7.6","Q1","4.2","1","1.53"," 6/85 ","Q1","Q1","87.6","93.53","0.124","27.061","3.051","Q1",
"BIOINFORMATICS","BIOINFORMATICS","1367-4803","1367-4811","BIOTECHNOLOGY & APPLIED MICROBIOLOGY","SCIE","166,068","4.4"," 38/174 ","7.6","Q1","4.2","1","1.53"," 15/174 ","Q1","Q1","78.4","91.67","0.124","27.061","3.051","Q1",
"BIOINFORMATICS","BIOINFORMATICS","1367-4803","1367-4811","MATHEMATICAL & COMPUTATIONAL BIOLOGY","SCIE","166,068","4.4"," 7/65 ","7.6","Q1","4.2","1","1.53"," 8/65 ","Q1","Q1","90.0","88.46","0.124","27.061","3.051","Q1",
"Harold Pinter Review-Essays on Contemporary Drama","HAROLD PINTER REV","2473-8433","2473-8441","THEATER","ESCI","12","0.3"," N/A ","0.3","N/A","0.3","0.3","1.53"," 9/48 ","Q1","N/A","N/A","82.29","0","0.002","0.037","Q4",
"Journal of Translational Medicine","J TRANSL MED","N/A","1479-5876","MEDICINE, RESEARCH & EXPERIMENTAL","SCIE","24,313","6.1"," 29/189 ","6.2","Q1","6","1.2","1.52"," 21/189 ","Q1","Q1","84.9","89.15","0.027","5.945","1.444","Q1",
"npj Computational Materials","NPJ COMPUT MATER","N/A","2057-3960","CHEMISTRY, PHYSICAL","SCIE","11,944","9.4"," 32/178 ","11.5","Q1","9","2.5","1.5"," 26/178 ","Q1","Q1","82.3","85.67","0.022","4.755","3.096","Q1",
"npj Computational Materials","NPJ COMPUT MATER","N/A","2057-3960","MATERIALS SCIENCE, MULTIDISCIPLINARY","SCIE","11,944","9.4"," 59/438 ","11.5","Q1","9","2.5","1.5"," 54/438 ","Q1","Q1","86.6","87.79","0.022","4.755","3.096","Q1",
"JOURNAL OF URBAN HEALTH-BULLETIN OF THE NEW YORK ACADEMY OF MEDICINE","J URBAN HEALTH","1099-3460","1468-2869","MEDICINE, GENERAL & INTERNAL","SCIE","5,513","4.3"," 38/325 ","4.5","Q1","4.2","0.5","1.5"," 26/329 ","Q1","Q1","88.5","92.25","0.006","1.402","1.791","Q1",
"JOURNAL OF URBAN HEALTH-BULLETIN OF THE NEW YORK ACADEMY OF MEDICINE","J URBAN HEALTH","1099-3460","1468-2869","PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH","SCIE","5,513","4.3"," 47/403 ","4.5","Q1","4.2","0.5","1.5"," 35/403 ","Q1","Q1","88.5","91.44","0.006","1.402","1.791","Q1",
"EUROPEAN JOURNAL OF MEDICINAL CHEMISTRY","EUR J MED CHEM","0223-5234","1768-3254","CHEMISTRY, MEDICINAL","SCIE","54,859","6"," 8/72 ","6.1","Q1","5.4","1.4","1.49"," 5/72 ","Q1","Q1","89.6","93.75","0.037","8.109","0.978","Q1",
"Journal of Management Science and Engineering","J MANAGE SCI ENG","2096-2320","2589-5532","BUSINESS, FINANCE","ESCI","566","5.4"," 20/231 ","N/A","N/A","5.2","1.1","1.49"," 25/231 ","Q1","Q1","91.6","89.39","0.001","0.179","N/A","N/A",
"Journal of Management Science and Engineering","J MANAGE SCI ENG","2096-2320","2589-5532","ECONOMICS","ESCI","566","5.4"," 45/597 ","N/A","N/A","5.2","1.1","1.49"," 74/600 ","Q1","Q1","92.5","87.75","0.001","0.179","N/A","N/A",
"Journal of Management Science and Engineering","J MANAGE SCI ENG","2096-2320","2589-5532","MANAGEMENT","ESCI","566","5.4"," 73/401 ","N/A","N/A","5.2","1.1","1.49"," 62/402 ","Q1","Q1","81.9","84.70","0.001","0.179","N/A","N/A",
"Journal of Management Science and Engineering","J MANAGE SCI ENG","2096-2320","2589-5532","OPERATIONS RESEARCH & MANAGEMENT SCIENCE","ESCI","566","5.4"," 16/106 ","N/A","N/A","5.2","1.1","1.49"," 11/106 ","Q1","Q1","85.4","90.09","0.001","0.179","N/A","N/A",
"ONCOGENE","ONCOGENE","0950-9232","1476-5594","BIOCHEMISTRY & MOLECULAR BIOLOGY","SCIE","63,616","6.9"," 36/313 ","7.5","Q1","6.8","1.3","1.47"," 32/313 ","Q1","Q1","88.7","89.94","0.041","8.923","2.032","Q1",
"ONCOGENE","ONCOGENE","0950-9232","1476-5594","CELL BIOLOGY","SCIE","63,616","6.9"," 40/205 ","7.5","Q1","6.8","1.3","1.47"," 29/205 ","Q1","Q1","80.7","86.10","0.041","8.923","2.032","Q1",
"ONCOGENE","ONCOGENE","0950-9232","1476-5594","GENETICS & HEREDITY","SCIE","63,616","6.9"," 16/191 ","7.5","Q1","6.8","1.3","1.47"," 18/191 ","Q1","Q1","91.9","90.84","0.041","8.923","2.032","Q1",
"ONCOGENE","ONCOGENE","0950-9232","1476-5594","ONCOLOGY","SCIE","63,616","6.9"," 42/322 ","7.5","Q1","6.8","1.3","1.47"," 43/322 ","Q1","Q1","87.1","86.80","0.041","8.923","2.032","Q1",
"KNEE SURGERY SPORTS TRAUMATOLOGY ARTHROSCOPY","KNEE SURG SPORT TR A","0942-2056","1433-7347","ORTHOPEDICS","SCIE","21,119","3.3"," 17/136 ","3.6","Q1","2.6","0.8","1.47"," 15/136 ","Q1","Q1","87.9","89.34","0.024","5.204","1.09","Q1",
"KNEE SURGERY SPORTS TRAUMATOLOGY ARTHROSCOPY","KNEE SURG SPORT TR A","0942-2056","1433-7347","SPORT SCIENCES","SCIE","21,119","3.3"," 19/127 ","3.6","Q1","2.6","0.8","1.47"," 12/127 ","Q1","Q1","85.4","90.94","0.024","5.204","1.09","Q1",
"KNEE SURGERY SPORTS TRAUMATOLOGY ARTHROSCOPY","KNEE SURG SPORT TR A","0942-2056","1433-7347","SURGERY","SCIE","21,119","3.3"," 37/290 ","3.6","Q1","2.6","0.8","1.47"," 29/290 ","Q1","Q1","87.4","90.17","0.024","5.204","1.09","Q1",
"Education Sciences","EDUC SCI","N/A","2227-7102","EDUCATION & EDUCATIONAL RESEARCH","ESCI","7,877","2.5"," 133/756 ","2.6","Q1","2.1","0.7","1.46"," 118/756 ","Q1","Q1","82.5","84.46","0.011","2.45","0.519","Q2",
"RADIOTHERAPY AND ONCOLOGY","RADIOTHER ONCOL","0167-8140","1879-0887","ONCOLOGY","SCIE","21,942","4.9"," 68/322 ","5.4","Q1","4.4","1.1","1.41"," 46/322 ","Q1","Q1","79.0","85.87","0.023","4.993","1.515","Q1",
"RADIOTHERAPY AND ONCOLOGY","RADIOTHER ONCOL","0167-8140","1879-0887","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING","SCIE","21,942","4.9"," 20/204 ","5.4","Q1","4.4","1.1","1.41"," 24/204 ","Q1","Q1","90.4","88.48","0.023","4.993","1.515","Q1",
"Propulsion and Power Research","PROPULS POWER RES","2212-540X","2212-540X","ENGINEERING, AEROSPACE","SCIE","1,275","5.4"," 3/52 ","5.1","Q1","5.1","1.1","1.4"," 5/52 ","Q1","Q1","95.2","91.35","0.001","0.217","0.727","Q1",
"Propulsion and Power Research","PROPULS POWER RES","2212-540X","2212-540X","ENGINEERING, MECHANICAL","SCIE","1,275","5.4"," 16/180 ","5.1","Q1","5.1","1.1","1.4"," 12/180 ","Q1","Q1","91.4","93.61","0.001","0.217","0.727","Q1",
"Propulsion and Power Research","PROPULS POWER RES","2212-540X","2212-540X","THERMODYNAMICS","SCIE","1,275","5.4"," 10/76 ","5.1","Q1","5.1","1.1","1.4"," 5/76 ","Q1","Q1","87.5","94.08","0.001","0.217","0.727","Q1",
"AQUATIC TOXICOLOGY","AQUAT TOXICOL","0166-445X","1879-1514","MARINE & FRESHWATER BIOLOGY","SCIE","16,988","4.1"," 7/119 ","4.4","Q1","3.9","1.1","1.4"," 7/119 ","Q1","Q1","94.5","94.54","0.008","1.816","0.809","Q1",
"AQUATIC TOXICOLOGY","AQUAT TOXICOL","0166-445X","1879-1514","TOXICOLOGY","SCIE","16,988","4.1"," 20/106 ","4.4","Q1","3.9","1.1","1.4"," 8/106 ","Q1","Q1","81.6","92.92","0.008","1.816","0.809","Q2",
"Porcine Health Management","PORCINE HEALTH MANAG","N/A","2055-5660","VETERINARY SCIENCES","SCIE","1,022","3"," 13/167 ","3.1","Q1","2.9","0.7","1.4"," 10/168 ","Q1","Q1","92.5","94.35","0.001","0.22","0.564","Q1",
"Applied Materials Today","APPL MATER TODAY","2352-9407","2352-9407","MATERIALS SCIENCE, MULTIDISCIPLINARY","SCIE","13,309","7.2"," 85/438 ","7.8","Q1","7.1","1.4","1.39"," 65/438 ","Q1","Q1","80.7","85.27","0.017","3.7","1.384","Q1",
"BREAST CANCER RESEARCH","BREAST CANCER RES","1465-5411","1465-542X","ONCOLOGY","SCIE","12,517","6.1"," 49/322 ","7.1","Q1","6","0.9","1.39"," 47/322 ","Q1","Q1","84.9","85.56","0.011","2.325","2.077","Q1",
"Chem Catalysis","CHEM CATALYSIS","2667-1093","2667-1093","CHEMISTRY, PHYSICAL","ESCI","3,477","11.5"," 22/178 ","N/A","N/A","11.2","2.9","1.34"," 31/178 ","Q1","Q1","87.9","82.87","0.007","1.446","N/A","N/A",
"APPLIED THERMAL ENGINEERING","APPL THERM ENG","1359-4311","1873-5606","ENERGY & FUELS","SCIE","87,523","6.1"," 52/170 ","5.8","Q2","5","1.5","1.34"," 31/173 ","Q1","Q2","69.7","82.37","0.062","13.519","0.935","Q2",
"APPLIED THERMAL ENGINEERING","APPL THERM ENG","1359-4311","1873-5606","ENGINEERING, MECHANICAL","SCIE","87,523","6.1"," 9/180 ","5.8","Q1","5","1.5","1.34"," 16/180 ","Q1","Q1","95.3","91.39","0.062","13.519","0.935","Q1",
