"Journal Data Filtered By:  Selected Editions: SCIE;SSCI;AHCI;ESCI Selected JCR Year: 2023 Selected Category Schema: WOS Selected Open Access: N Selected ISSN/eISSNs: Multiple Indicator: Custom"

Journal name,JCR Abbreviation,ISSN,eISSN,Category,Edition,Total Citations,2023 JIF,JIF Rank,5 Year JIF,5 Year JIF Quartile,JIF Without Self Cites,Immediacy Index,2023 JCI,JCI Rank,JCI Quartile,JIF Quartile,JIF Percentile,JCI Percentile,Eigenfactor,Normalized Eigenfactor,Article Influence Score,AIS Quartile
"EBioMedicine","EBIOMEDICINE","2352-3964","2352-3964","MEDICINE, RESEARCH & EXPERIMENTAL","SCIE","26,905","9.7"," 12/189 ","9.2","Q1","9.6","2","2.48"," 9/189 ","Q1","Q1","93.9","95.50","0.051","11.194","2.739","Q1",
"Journal of Econometrics","J ECONOMETRICS","0304-4076","1872-6895","ECONOMICS","SSCI","29,126","9.9"," 6/597 ","6.7","Q1","9.3","1.1","2.38"," 18/600 ","Q1","Q1","99.1","97.08","0.035","7.747","5.899","Q1",
"Journal of Econometrics","J ECONOMETRICS","0304-4076","1872-6895","MATHEMATICS, INTERDISCIPLINARY APPLICATIONS","SCIE","29,126","9.9"," 1/135 ","6.7","Q1","9.3","1.1","2.38"," 4/135 ","Q1","Q1","99.6","97.41","0.035","7.747","5.899","Q1",
"Journal of Econometrics","J ECONOMETRICS","0304-4076","1872-6895","SOCIAL SCIENCES, MATHEMATICAL METHODS","SSCI","29,126","9.9"," 1/67 ","6.7","Q1","9.3","1.1","2.38"," 5/67 ","Q1","Q1","99.3","93.28","0.035","7.747","5.899","Q1",
"BRITISH JOURNAL OF GENERAL PRACTICE","BRIT J GEN PRACT","0960-1643","1478-5242","MEDICINE, GENERAL & INTERNAL","SCIE","8,869","5.3"," 30/325 ","6","Q1","4.8","1.5","2.28"," 14/329 ","Q1","Q1","90.9","95.90","0.011","2.302","2.237","Q1",
"BRITISH JOURNAL OF GENERAL PRACTICE","BRIT J GEN PRACT","0960-1643","1478-5242","PRIMARY HEALTH CARE","SCIE","8,869","5.3"," 1/30 ","6","Q1","4.8","1.5","2.28"," 1/30 ","Q1","Q1","98.3","98.33","0.011","2.302","2.237","Q1",
"IEEE Transactions on Cybernetics","IEEE T CYBERNETICS","2168-2267","2168-2275","AUTOMATION & CONTROL SYSTEMS","SCIE","43,908","9.4"," 4/84 ","10.3","Q1","8.6","2.4","2.17"," 4/84 ","Q1","Q1","95.8","95.83","0.091","19.796","3.23","Q1",
"IEEE Transactions on Cybernetics","IEEE T CYBERNETICS","2168-2267","2168-2275","COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE","SCIE","43,908","9.4"," 16/197 ","10.3","Q1","8.6","2.4","2.17"," 15/198 ","Q1","Q1","92.1","92.68","0.091","19.796","3.23","Q1",
"IEEE Transactions on Cybernetics","IEEE T CYBERNETICS","2168-2267","2168-2275","COMPUTER SCIENCE, CYBERNETICS","SCIE","43,908","9.4"," 2/32 ","10.3","Q1","8.6","2.4","2.17"," 2/32 ","Q1","Q1","95.3","95.31","0.091","19.796","3.23","Q1",
"WATER RESEARCH","WATER RES","0043-1354","1879-2448","ENGINEERING, ENVIRONMENTAL","SCIE","139,373","11.4"," 5/81 ","12.2","Q1","10.5","2.3","2.14"," 2/81 ","Q1","Q1","94.4","98.15","0.1","21.928","2.212","Q1",
"WATER RESEARCH","WATER RES","0043-1354","1879-2448","ENVIRONMENTAL SCIENCES","SCIE","139,373","11.4"," 13/358 ","12.2","Q1","10.5","2.3","2.14"," 11/359 ","Q1","Q1","96.5","97.08","0.1","21.928","2.212","Q1",
"WATER RESEARCH","WATER RES","0043-1354","1879-2448","WATER RESOURCES","SCIE","139,373","11.4"," 1/127 ","12.2","Q1","10.5","2.3","2.14"," 1/127 ","Q1","Q1","99.6","99.61","0.1","21.928","2.212","Q1",
"CLINICAL ORTHOPAEDICS AND RELATED RESEARCH","CLIN ORTHOP RELAT R","0009-921X","1528-1132","ORTHOPEDICS","SCIE","37,997","4.2"," 11/136 ","4.9","Q1","3.6","2.8","2.11"," 5/136 ","Q1","Q1","92.3","96.69","0.014","2.997","1.727","Q1",
"CLINICAL ORTHOPAEDICS AND RELATED RESEARCH","CLIN ORTHOP RELAT R","0009-921X","1528-1132","SURGERY","SCIE","37,997","4.2"," 23/290 ","4.9","Q1","3.6","2.8","2.11"," 13/290 ","Q1","Q1","92.2","95.69","0.014","2.997","1.727","Q1",
"TRENDS IN COGNITIVE SCIENCES","TRENDS COGN SCI","1364-6613","1879-307X","BEHAVIORAL SCIENCES","SCIE","32,732","16.7"," 1/55 ","21.8","Q1","16.3","4.1","2.06"," 2/55 ","Q1","Q1","99.1","97.27","0.03","6.609","10.248","Q1",
"TRENDS IN COGNITIVE SCIENCES","TRENDS COGN SCI","1364-6613","1879-307X","NEUROSCIENCES","SCIE","32,732","16.7"," 6/310 ","21.8","Q1","16.3","4.1","2.06"," 18/310 ","Q1","Q1","98.2","94.35","0.03","6.609","10.248","Q1",
"TRENDS IN COGNITIVE SCIENCES","TRENDS COGN SCI","1364-6613","1879-307X","PSYCHOLOGY, EXPERIMENTAL","SSCI","32,732","16.7"," 2/99 ","21.8","Q1","16.3","4.1","2.06"," 6/99 ","Q1","Q1","98.5","94.44","0.03","6.609","10.248","Q1",
"JOURNAL OF THE AMERICAN COLLEGE OF SURGEONS","J AM COLL SURGEONS","1072-7515","1879-1190","SURGERY","SCIE","16,379","3.8"," 27/290 ","4.4","Q1","3.6","1.6","2.06"," 15/290 ","Q1","Q1","90.9","95.00","0.013","2.844","1.714","Q1",
"Journal of Energy Chemistry","J ENERGY CHEM","2095-4956","2095-4956","CHEMISTRY, APPLIED","SCIE","34,236","14"," 2/74 ","12.3","Q1","12.2","4.1","2.01"," 4/74 ","Q1","Q1","98.0","95.27","0.04","8.668","2.039","Q1",
"Journal of Energy Chemistry","J ENERGY CHEM","2095-4956","2095-4956","CHEMISTRY, PHYSICAL","SCIE","34,236","14"," 16/178 ","12.3","Q1","12.2","4.1","2.01"," 15/178 ","Q1","Q1","91.3","91.85","0.04","8.668","2.039","Q1",
"Journal of Energy Chemistry","J ENERGY CHEM","2095-4956","2095-4956","ENERGY & FUELS","SCIE","34,236","14"," 12/170 ","12.3","Q1","12.2","4.1","2.01"," 10/173 ","Q1","Q1","93.2","94.51","0.04","8.668","2.039","Q1",
"Journal of Energy Chemistry","J ENERGY CHEM","2095-4956","2095-4956","ENGINEERING, CHEMICAL","SCIE","34,236","14"," 6/170 ","12.3","Q1","12.2","4.1","2.01"," 6/171 ","Q1","Q1","96.8","96.78","0.04","8.668","2.039","Q1",
"Journal of King Saud University-Computer and Information Sciences","J KING SAUD UNIV-COM","1319-1578","2213-1248","COMPUTER SCIENCE, INFORMATION SYSTEMS","SCIE","6,862","5.2"," 40/249 ","5.2","Q1","4.9","1.3","1.99"," 18/251 ","Q1","Q1","84.1","93.03","0.008","1.755","0.857","Q2",
"CANCER LETTERS","CANCER LETT","0304-3835","1872-7980","ONCOLOGY","SCIE","40,118","9.1"," 33/322 ","8.3","Q1","8.5","1.7","1.98"," 31/322 ","Q1","Q1","89.9","90.53","0.033","7.25","1.84","Q1",
"European Urology Focus","EUR UROL FOCUS","N/A","2405-4569","UROLOGY & NEPHROLOGY","SCIE","4,775","4.8"," 14/126 ","4.7","Q1","4.7","2.9","1.91"," 11/126 ","Q1","Q1","89.3","91.67","0.01","2.245","1.513","Q1",
"AGU Advances","AGU ADV","N/A","2576-604X","GEOSCIENCES, MULTIDISCIPLINARY","SCIE","895","8.3"," 10/253 ","8.4","Q1","8.2","1","1.88"," 9/253 ","Q1","Q1","96.2","96.64","0.003","0.749","4.096","Q1",
"International Journal of Biological Sciences","INT J BIOL SCI","1449-2288","1449-2288","BIOCHEMISTRY & MOLECULAR BIOLOGY","SCIE","17,365","8.2"," 31/313 ","8.3","Q1","8.1","1.8","1.87"," 17/313 ","Q1","Q1","90.3","94.73","0.02","4.316","1.658","Q1",
"European Journal of Physical and Rehabilitation Medicine","EUR J PHYS REHAB MED","1973-9087","1973-9095","REHABILITATION","SCIE","3,400","3.3"," 12/169 ","3.4","Q1","3","0.6","1.87"," 5/169 ","Q1","Q1","93.2","97.34","0.004","0.772","0.845","Q1",
"ANNALS OF STATISTICS","ANN STAT","0090-5364","N/A","STATISTICS & PROBABILITY","SCIE","26,777","3.2"," 12/168 ","4.8","Q1","2.9","0.4","1.87"," 6/168 ","Q1","Q1","93.2","96.73","0.027","5.912","4.771","Q1",
"ENGINEERING GEOLOGY","ENG GEOL","0013-7952","1872-6917","ENGINEERING, GEOLOGICAL","SCIE","32,261","6.9"," 3/63 ","7.6","Q1","6.1","1.8","1.85"," 3/63 ","Q1","Q1","96.0","96.03","0.025","5.425","1.648","Q1",
"ENGINEERING GEOLOGY","ENG GEOL","0013-7952","1872-6917","GEOSCIENCES, MULTIDISCIPLINARY","SCIE","32,261","6.9"," 16/253 ","7.6","Q1","6.1","1.8","1.85"," 10/253 ","Q1","Q1","93.9","96.25","0.025","5.425","1.648","Q1",
"Magnificat Cultura i Literatura Medievals","MAGNIF CULT LIT MEDI","2386-8295","2386-8295","MEDIEVAL & RENAISSANCE STUDIES","ESCI","17","0.2"," N/A ","0.2","N/A","0.2","0.6","1.85"," 11/83 ","Q1","N/A","N/A","87.35","0","0.021","0.258","Q2",
"Archives of Disease in Childhood-Fetal and Neonatal Edition","ARCH DIS CHILD-FETAL","1359-2998","1468-2052","PEDIATRICS","SCIE","7,089","3.9"," 14/186 ","4.5","Q1","3.6","0.6","1.76"," 6/186 ","Q1","Q1","92.7","97.04","0.008","1.704","1.676","Q1",
"ZOOLOGICAL JOURNAL OF THE LINNEAN SOCIETY","ZOOL J LINN SOC-LOND","0024-4082","1096-3642","ZOOLOGY","SCIE","6,290","3"," 10/180 ","2.7","Q1","2.8","0.6","1.76"," 5/180 ","Q1","Q1","94.7","97.50","0.005","1.171","0.86","Q1",
"World Journal of Pediatrics","WORLD J PEDIATR","1708-8569","1867-0687","PEDIATRICS","SCIE","3,207","6.1"," 6/186 ","5.4","Q1","6","1.1","1.72"," 10/186 ","Q1","Q1","97.0","94.89","0.004","0.962","1.335","Q1",
"AGRICULTURE ECOSYSTEMS & ENVIRONMENT","AGR ECOSYST ENVIRON","0167-8809","1873-2305","AGRICULTURE, MULTIDISCIPLINARY","SCIE","33,053","6"," 6/89 ","6.4","Q1","5.4","1.3","1.72"," 7/89 ","Q1","Q1","93.8","92.70","0.019","4.128","1.26","Q1",
"AGRICULTURE ECOSYSTEMS & ENVIRONMENT","AGR ECOSYST ENVIRON","0167-8809","1873-2305","ECOLOGY","SCIE","33,053","6"," 15/195 ","6.4","Q1","5.4","1.3","1.72"," 11/195 ","Q1","Q1","92.6","94.62","0.019","4.128","1.26","Q1",
"AGRICULTURE ECOSYSTEMS & ENVIRONMENT","AGR ECOSYST ENVIRON","0167-8809","1873-2305","ENVIRONMENTAL SCIENCES","SCIE","33,053","6"," 58/358 ","6.4","Q1","5.4","1.3","1.72"," 21/359 ","Q1","Q1","83.9","94.29","0.019","4.128","1.26","Q1",
"PROGRESS IN LIPID RESEARCH","PROG LIPID RES","0163-7827","1873-2194","BIOCHEMISTRY & MOLECULAR BIOLOGY","SCIE","7,497","14"," 8/313 ","15.7","Q1","13.8","2","1.66"," 23/313 ","Q1","Q1","97.6","92.81","0.004","0.919","3.546","Q1",
"PROGRESS IN LIPID RESEARCH","PROG LIPID RES","0163-7827","1873-2194","NUTRITION & DIETETICS","SCIE","7,497","14"," 1/114 ","15.7","Q1","13.8","2","1.66"," 4/114 ","Q1","Q1","99.6","96.93","0.004","0.919","3.546","Q1",
"ACM TRANSACTIONS ON SOFTWARE ENGINEERING AND METHODOLOGY","ACM T SOFTW ENG METH","1049-331X","1557-7392","COMPUTER SCIENCE, SOFTWARE ENGINEERING","SCIE","2,430","6.6"," 8/131 ","6.6","Q1","6.1","1.2","1.66"," 10/131 ","Q1","Q1","94.3","92.75","0.002","0.465","1.177","Q1",
"ACADEMIC EMERGENCY MEDICINE","ACAD EMERG MED","1069-6563","1553-2712","EMERGENCY MEDICINE","SCIE","9,852","3.4"," 6/54 ","3.5","Q1","3.1","0.7","1.64"," 6/54 ","Q1","Q1","89.8","89.81","0.007","1.539","1.311","Q1",
"INVESTIGATIVE OPHTHALMOLOGY & VISUAL SCIENCE","INVEST OPHTH VIS SCI","0146-0404","1552-5783","OPHTHALMOLOGY","SCIE","56,224","5"," 6/95 ","4.9","Q1","4.6","0.7","1.63"," 10/95 ","Q1","Q1","94.2","90.00","0.028","6.111","1.379","Q1",
"SEDIMENTOLOGY","SEDIMENTOLOGY","0037-0746","1365-3091","GEOLOGY","SCIE","9,955","2.6"," 6/60 ","3.3","Q1","2.4","0.6","1.62"," 3/60 ","Q1","Q1","90.8","95.83","0.005","1.116","1.033","Q1",
"Clinical Implant Dentistry and Related Research","CLIN IMPLANT DENT R","1523-0899","1708-8208","DENTISTRY, ORAL SURGERY & MEDICINE","SCIE","5,765","3.7"," 14/157 ","4.6","Q1","3.3","0.6","1.61"," 12/157 ","Q1","Q1","91.4","92.68","0.005","1.038","1.111","Q1",
"International Soil and Water Conservation Research","INT SOIL WATER CONSE","2095-6339","2589-059X","ENVIRONMENTAL SCIENCES","SCIE","3,057","7.3"," 38/358 ","8.1","Q1","7","2.3","1.59"," 29/359 ","Q1","Q1","89.5","92.06","0.003","0.569","1.371","Q1",
"International Soil and Water Conservation Research","INT SOIL WATER CONSE","2095-6339","2589-059X","SOIL SCIENCE","SCIE","3,057","7.3"," 3/49 ","8.1","Q1","7","2.3","1.59"," 3/49 ","Q1","Q1","94.9","94.90","0.003","0.569","1.371","Q1",
"International Soil and Water Conservation Research","INT SOIL WATER CONSE","2095-6339","2589-059X","WATER RESOURCES","SCIE","3,057","7.3"," 4/127 ","8.1","Q1","7","2.3","1.59"," 4/127 ","Q1","Q1","97.2","97.24","0.003","0.569","1.371","Q1",
"Research","RESEARCH-CHINA","2096-5168","2639-5274","MULTIDISCIPLINARY SCIENCES","SCIE","5,868","8.5"," 14/134 ","8.7","Q1","7.8","2","1.58"," 19/135 ","Q1","Q1","89.9","86.30","0.009","1.992","1.86","Q1",
"GIScience & Remote Sensing","GISCI REMOTE SENS","1548-1603","1943-7226","GEOGRAPHY, PHYSICAL","SCIE","3,580","6"," 5/65 ","7.3","Q1","5.6","1.4","1.58"," 5/65 ","Q1","Q1","93.1","93.08","0.004","0.845","1.397","Q1",
"GIScience & Remote Sensing","GISCI REMOTE SENS","1548-1603","1943-7226","REMOTE SENSING","SCIE","3,580","6"," 9/62 ","7.3","Q1","5.6","1.4","1.58"," 7/62 ","Q1","Q1","86.3","89.52","0.004","0.845","1.397","Q1",
"Deutsches Arzteblatt International","DTSCH ARZTEBL INT","1866-0452","1866-0452","MEDICINE, GENERAL & INTERNAL","SCIE","8,614","6.5"," 26/325 ","7.8","Q1","6.1","1.8","1.56"," 24/329 ","Q1","Q1","92.2","92.86","0.008","1.64","1.914","Q1",
"SIAM JOURNAL ON SCIENTIFIC COMPUTING","SIAM J SCI COMPUT","1064-8275","1095-7197","MATHEMATICS, APPLIED","SCIE","16,271","3"," 19/331 ","3.2","Q1","2.8","0.5","1.55"," 27/331 ","Q1","Q1","94.4","91.99","0.016","3.548","1.586","Q1",
"Caliope-Journal of the Society for Renaissance and Baroque Hispanic Poetry","CALIOPE-US","1084-1490","2377-9551","LITERATURE, ROMANCE","ESCI","34","0.3"," N/A ","N/A","N/A","0.2","0.1","1.55"," 20/116 ","Q1","N/A","N/A","83.19","0","0.023","N/A","N/A",
"Caliope-Journal of the Society for Renaissance and Baroque Hispanic Poetry","CALIOPE-US","1084-1490","2377-9551","POETRY","ESCI","34","0.3"," N/A ","N/A","N/A","0.2","0.1","1.55"," 5/15 ","Q1","N/A","N/A","70.00","0","0.023","N/A","N/A",
"SciPost Physics","SCIPOST PHYS","2542-4653","2542-4653","PHYSICS, MULTIDISCIPLINARY","SCIE","5,996","4.6"," 20/110 ","4.8","Q1","4","1.4","1.53"," 12/110 ","Q1","Q1","82.3","89.55","0.017","3.641","1.907","Q1",
"NEUROSCIENCE AND BIOBEHAVIORAL REVIEWS","NEUROSCI BIOBEHAV R","0149-7634","1873-7528","BEHAVIORAL SCIENCES","SCIE","40,527","7.5"," 3/55 ","8.7","Q1","7.3","1.6","1.49"," 3/55 ","Q1","Q1","95.5","95.45","0.045","9.925","2.924","Q1",
"NEUROSCIENCE AND BIOBEHAVIORAL REVIEWS","NEUROSCI BIOBEHAV R","0149-7634","1873-7528","NEUROSCIENCES","SCIE","40,527","7.5"," 25/310 ","8.7","Q1","7.3","1.6","1.49"," 33/310 ","Q1","Q1","92.1","89.52","0.045","9.925","2.924","Q1",
"TOBACCO CONTROL","TOB CONTROL","0964-4563","1468-3318","PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH","SCIE, SSCI","8,478","4"," 56/403 ","4.1","Q1","3.3","0.8","1.48"," 37/403 ","Q1","Q1","86.2","90.94","0.011","2.502","1.415","Q1",
"TOBACCO CONTROL","TOB CONTROL","0964-4563","1468-3318","SUBSTANCE ABUSE","SCIE, SSCI","8,478","4"," 7/55 ","4.1","Q1","3.3","0.8","1.48"," 3/55 ","Q1","Q1","88.2","95.45","0.011","2.502","1.415","Q1",
"Journal of Urban Management","J URBAN MANAG","2226-5856","2589-0360","URBAN STUDIES","ESCI","905","3.9"," 11/77 ","5","Q1","3.9","1.6","1.48"," 8/77 ","Q1","Q1","86.4","90.26","0.001","0.238","0.837","Q2",
"Sustainable Materials and Technologies","SUSTAIN MATER TECHNO","2214-9937","2214-9937","ENERGY & FUELS","SCIE","5,839","8.6"," 31/170 ","9.5","Q1","8.2","1.9","1.45"," 28/173 ","Q1","Q1","82.1","84.10","0.006","1.329","1.494","Q1",
"Sustainable Materials and Technologies","SUSTAIN MATER TECHNO","2214-9937","2214-9937","GREEN & SUSTAINABLE SCIENCE & TECHNOLOGY","SCIE","5,839","8.6"," 17/91 ","9.5","Q1","8.2","1.9","1.45"," 18/91 ","Q1","Q1","81.9","80.77","0.006","1.329","1.494","Q1",
"Sustainable Materials and Technologies","SUSTAIN MATER TECHNO","2214-9937","2214-9937","MATERIALS SCIENCE, MULTIDISCIPLINARY","SCIE","5,839","8.6"," 64/438 ","9.5","Q1","8.2","1.9","1.45"," 57/438 ","Q1","Q1","85.5","87.10","0.006","1.329","1.494","Q1",
"Acta Geotechnica","ACTA GEOTECH","1861-1125","1861-1133","ENGINEERING, GEOLOGICAL","SCIE","10,068","5.6"," 6/63 ","6","Q1","4.8","1.1","1.45"," 6/63 ","Q1","Q1","91.3","91.27","0.013","2.848","1.338","Q1",
"Chemistry Education Research and Practice","CHEM EDUC RES PRACT","1109-4028","1756-1108","EDUCATION & EDUCATIONAL RESEARCH","SSCI","2,526","2.6"," 120/756 ","2.6","Q1","1.6","0.6","1.45"," 120/756 ","Q1","Q1","84.2","84.19","0.002","0.37","0.512","Q2",
"Chemistry Education Research and Practice","CHEM EDUC RES PRACT","1109-4028","1756-1108","EDUCATION, SCIENTIFIC DISCIPLINES","SCIE","2,526","2.6"," 20/85 ","2.6","Q2","1.6","0.6","1.45"," 12/85 ","Q1","Q1","77.1","86.47","0.002","0.37","0.512","Q2",
"npj Aging","NPJ AGING","N/A","2731-6068","GERIATRICS & GERONTOLOGY","ESCI","86","4.1"," 22/74 ","4.1","Q2","4.1","1","1.44"," 9/74 ","Q1","Q2","70.9","88.51","0","0.031","1.137","Q2",
"FOREST ECOLOGY AND MANAGEMENT","FOREST ECOL MANAG","0378-1127","1872-7042","FORESTRY","SCIE","43,720","3.7"," 6/89 ","3.9","Q1","3.2","0.7","1.43"," 5/89 ","Q1","Q1","93.8","94.94","0.024","5.343","0.792","Q1",
"ACS Pharmacology & Translational Science","ACS PHARMACOL TRANSL","N/A","2575-9108","CHEMISTRY, MEDICINAL","ESCI","2,411","4.9"," 13/72 ","4.9","Q1","4.9","0.9","1.42"," 7/72 ","Q1","Q1","82.6","90.97","0.005","1.18","1.404","Q1",
"ACS Pharmacology & Translational Science","ACS PHARMACOL TRANSL","N/A","2575-9108","PHARMACOLOGY & PHARMACY","ESCI","2,411","4.9"," 45/354 ","4.9","Q1","4.9","0.9","1.42"," 30/354 ","Q1","Q1","87.4","91.67","0.005","1.18","1.404","Q1",
"NURSING ETHICS","NURS ETHICS","0969-7330","1477-0989","ETHICS","SSCI","4,449","2.9"," 12/77 ","3.7","Q1","2.4","0.3","1.42"," 11/77 ","Q1","Q1","85.1","86.36","0.004","0.978","0.819","Q2",
"NURSING ETHICS","NURS ETHICS","0969-7330","1477-0989","NURSING","SCIE, SSCI","4,449","2.9"," 18/191 ","3.7","Q1","2.4","0.3","1.42"," 15/191 ","Q1","Q1","90.8","92.41","0.004","0.978","0.819","Q1",
"BioScience Trends","BIOSCI TRENDS","1881-7815","1881-7823","BIOLOGY","SCIE","2,027","5.7"," 10/109 ","3.9","Q1","5.3","0.4","1.39"," 12/109 ","Q1","Q1","91.3","89.45","0.002","0.483","0.808","Q2",
"Annals of Intensive Care","ANN INTENSIVE CARE","2110-5820","2110-5820","CRITICAL CARE MEDICINE","SCIE","5,864","5.7"," 8/54 ","6","Q1","5.5","0.9","1.38"," 8/55 ","Q1","Q1","86.1","86.36","0.01","2.276","1.957","Q1",
"AMERICAN JOURNAL OF EMERGENCY MEDICINE","AM J EMERG MED","0735-6757","1532-8171","EMERGENCY MEDICINE","SCIE","14,466","2.7"," 10/54 ","2.6","Q1","2.6","0.5","1.38"," 7/54 ","Q1","Q1","82.4","87.96","0.02","4.262","0.779","Q1",
"STRUCTURAL EQUATION MODELING-A MULTIDISCIPLINARY JOURNAL","STRUCT EQU MODELING","1070-5511","1532-8007","MATHEMATICS, INTERDISCIPLINARY APPLICATIONS","SCIE","20,012","2.5"," 35/135 ","5.9","Q1","2.2","0.6","1.37"," 16/135 ","Q1","Q2","74.4","88.52","0.009","1.888","2.788","Q1",
"STRUCTURAL EQUATION MODELING-A MULTIDISCIPLINARY JOURNAL","STRUCT EQU MODELING","1070-5511","1532-8007","SOCIAL SCIENCES, MATHEMATICAL METHODS","SSCI","20,012","2.5"," 14/67 ","5.9","Q1","2.2","0.6","1.37"," 8/67 ","Q1","Q1","79.9","88.81","0.009","1.888","2.788","Q1",
"Natural Resources Research","NAT RESOUR RES","1520-7439","1573-8981","GEOSCIENCES, MULTIDISCIPLINARY","SCIE","4,696","4.8"," 28/253 ","4.6","Q1","4.3","1.5","1.35"," 24/253 ","Q1","Q1","89.1","90.71","0.005","1.155","0.807","Q2",
