"Journal Data Filtered By:  Selected Editions: SCIE;SSCI;AHCI;ESCI Selected JCR Year: 2023 Selected Category Schema: WOS Selected Open Access: N Selected ISSN/eISSNs: Multiple Indicator: Custom"

Journal name,JCR Abbreviation,ISSN,eISSN,Category,Edition,Total Citations,2023 JIF,JIF Rank,5 Year JIF,5 Year JIF Quartile,JIF Without Self Cites,Immediacy Index,2023 JCI,JCI Rank,JCI Quartile,JIF Quartile,JIF Percentile,JCI Percentile,Eigenfactor,Normalized Eigenfactor,Article Influence Score,AIS Quartile
"Living Reviews in Solar Physics","LIVING REV SOL PHYS","2367-3648","1614-4961","ASTRONOMY & ASTROPHYSICS","SCIE","2,090","23"," 3/84 ","24.6","Q1","22.6","5.3","2.97"," 3/84 ","Q1","Q1","97.0","97.02","0.002","0.504","11.131","Q1",
"JACC-Cardiovascular Interventions","JACC-CARDIOVASC INTE","1936-8798","1876-7605","CARDIAC & CARDIOVASCULAR SYSTEMS","SCIE","17,069","11.7"," 10/220 ","10.6","Q1","10.6","3.7","2.79"," 10/220 ","Q1","Q1","95.7","95.68","0.032","6.914","4.288","Q1",
"Nature Astronomy","NAT ASTRON","2397-3366","2397-3366","ASTRONOMY & ASTROPHYSICS","SCIE","10,009","12.9"," 4/84 ","12.8","Q1","12.5","4","2.78"," 4/84 ","Q1","Q1","95.8","95.83","0.033","7.205","5.981","Q1",
"Nature Synthesis","NAT SYNTH","N/A","2731-0582","CHEMISTRY, MULTIDISCIPLINARY","ESCI","11","N/A"," N/A ","N/A","N/A","N/A","N/A","2.6"," 14/231 ","Q1","N/A","N/A","94.16","0","0.004","N/A","N/A",
"Review of Asset Pricing Studies","REV ASSET PRICING ST","2045-9920","2045-9939","BUSINESS, FINANCE","ESCI","924","2.2"," 88/231 ","7.2","Q1","2.2","0.3","2.54"," 3/231 ","Q1","Q2","62.1","98.92","0.004","0.828","4.572","Q1",
"ACS Nano","ACS NANO","1936-0851","1936-086X","CHEMISTRY, MULTIDISCIPLINARY","SCIE","227,757","15.8"," 14/230 ","16.2","Q1","15.2","3.1","2.42"," 17/231 ","Q1","Q1","94.1","92.86","0.227","49.656","3.53","Q1",
"ACS Nano","ACS NANO","1936-0851","1936-086X","CHEMISTRY, PHYSICAL","SCIE","227,757","15.8"," 14/178 ","16.2","Q1","15.2","3.1","2.42"," 13/178 ","Q1","Q1","92.4","92.98","0.227","49.656","3.53","Q1",
"ACS Nano","ACS NANO","1936-0851","1936-086X","MATERIALS SCIENCE, MULTIDISCIPLINARY","SCIE","227,757","15.8"," 27/438 ","16.2","Q1","15.2","3.1","2.42"," 24/438 ","Q1","Q1","93.9","94.63","0.227","49.656","3.53","Q1",
"ACS Nano","ACS NANO","1936-0851","1936-086X","NANOSCIENCE & NANOTECHNOLOGY","SCIE","227,757","15.8"," 11/140 ","16.2","Q1","15.2","3.1","2.42"," 10/140 ","Q1","Q1","92.5","93.21","0.227","49.656","3.53","Q1",
"Neurology-Neuroimmunology & Neuroinflammation","NEUROL-NEUROIMMUNOL","2332-7812","2332-7812","CLINICAL NEUROLOGY","SCIE","5,525","7.8"," 13/277 ","7.5","Q1","7.5","4.4","2.4"," 11/278 ","Q1","Q1","95.5","96.22","0.011","2.384","2.45","Q1",
"Neurology-Neuroimmunology & Neuroinflammation","NEUROL-NEUROIMMUNOL","2332-7812","2332-7812","NEUROSCIENCES","SCIE","5,525","7.8"," 23/310 ","7.5","Q1","7.5","4.4","2.4"," 13/310 ","Q1","Q1","92.7","95.97","0.011","2.384","2.45","Q1",
"Burns & Trauma","BURNS TRAUMA","2321-3868","2321-3876","DERMATOLOGY","SCIE","2,051","6.3"," 6/94 ","6.7","Q1","6","1.1","2.26"," 6/94 ","Q1","Q1","94.1","94.15","0.002","0.524","1.302","Q1",
"Burns & Trauma","BURNS TRAUMA","2321-3868","2321-3876","EMERGENCY MEDICINE","SCIE","2,051","6.3"," 2/54 ","6.7","Q1","6","1.1","2.26"," 3/54 ","Q1","Q1","97.2","95.37","0.002","0.524","1.302","Q1",
"Burns & Trauma","BURNS TRAUMA","2321-3868","2321-3876","SURGERY","SCIE","2,051","6.3"," 9/290 ","6.7","Q1","6","1.1","2.26"," 10/290 ","Q1","Q1","97.1","96.72","0.002","0.524","1.302","Q1",
"THORAX","THORAX","0040-6376","1468-3296","RESPIRATORY SYSTEM","SCIE","23,255","9"," 7/100 ","8.4","Q1","8.8","1.8","2.17"," 5/101 ","Q1","Q1","93.5","95.54","0.02","4.279","3.171","Q1",
"Journal of Pharmaceutical Analysis","J PHARM ANAL","2095-1779","2214-0883","PHARMACOLOGY & PHARMACY","SCIE","4,263","6.1"," 26/354 ","6.8","Q1","5.9","2","2.16"," 8/354 ","Q1","Q1","92.8","97.88","0.003","0.725","1.131","Q1",
"PHARMACOLOGICAL RESEARCH","PHARMACOL RES","1043-6618","1096-1186","PHARMACOLOGY & PHARMACY","SCIE","31,056","9.1"," 13/354 ","9","Q1","8.9","1.7","2.12"," 11/354 ","Q1","Q1","96.5","97.03","0.033","7.155","1.703","Q1",
"INTERNATIONAL JOURNAL OF PRODUCTION ECONOMICS","INT J PROD ECON","0925-5273","1873-7579","ENGINEERING, INDUSTRIAL","SCIE","33,962","9.8"," 6/69 ","10.3","Q1","8.8","1.8","2.01"," 5/69 ","Q1","Q1","92.0","93.48","0.023","5.092","1.849","Q1",
"INTERNATIONAL JOURNAL OF PRODUCTION ECONOMICS","INT J PROD ECON","0925-5273","1873-7579","ENGINEERING, MANUFACTURING","SCIE","33,962","9.8"," 6/68 ","10.3","Q1","8.8","1.8","2.01"," 4/68 ","Q1","Q1","91.9","94.85","0.023","5.092","1.849","Q1",
"INTERNATIONAL JOURNAL OF PRODUCTION ECONOMICS","INT J PROD ECON","0925-5273","1873-7579","OPERATIONS RESEARCH & MANAGEMENT SCIENCE","SCIE","33,962","9.8"," 3/106 ","10.3","Q1","8.8","1.8","2.01"," 4/106 ","Q1","Q1","97.6","96.70","0.023","5.092","1.849","Q1",
"Dickens Studies Annual","DICKENS STUD ANNU","0084-9812","2167-8510","LITERATURE, BRITISH ISLES","ESCI","96","0.6"," N/A ","N/A","N/A","<0.1","0.1","1.92"," 3/21 ","Q1","N/A","N/A","88.10","0","0.013","N/A","N/A",
"Roeper Review-A Journal on Gifted Education","ROEPER REV","0278-3193","1940-865X","EDUCATION, SPECIAL","ESCI","851","1.7"," 20/62 ","1.8","Q3","0.9","0.4","1.91"," 2/62 ","Q1","Q2","68.5","97.58","0","0.061","0.375","Q4",
"INTERNATIONAL JOURNAL OF ROBOTICS RESEARCH","INT J ROBOT RES","0278-3649","1741-3176","ROBOTICS","SCIE","14,449","7.5"," 6/46 ","9.7","Q1","7.3","0.4","1.89"," 5/46 ","Q1","Q1","88.0","90.22","0.009","1.935","2.935","Q1",
"JACC-Clinical Electrophysiology","JACC-CLIN ELECTROPHY","2405-500X","2405-5018","CARDIAC & CARDIOVASCULAR SYSTEMS","SCIE","5,965","8"," 18/220 ","7.5","Q1","7.4","2.6","1.88"," 23/220 ","Q1","Q1","92.0","89.77","0.016","3.542","3.292","Q1",
"Annual Review of Neuroscience","ANNU REV NEUROSCI","0147-006X","1545-4126","NEUROSCIENCES","SCIE","13,145","12.1"," 11/310 ","14.3","Q1","12","2.7","1.87"," 24/310 ","Q1","Q1","96.6","92.42","0.009","1.87","8.258","Q1",
"Cyborg and Bionic Systems","CYBORG BIONIC SYST","N/A","2692-7632","ENGINEERING, BIOMEDICAL","ESCI","668","10.5"," 7/122 ","10.7","Q1","9.9","2","1.83"," 8/122 ","Q1","Q1","94.7","93.85","0.001","0.236","2.418","Q1",
"Cyborg and Bionic Systems","CYBORG BIONIC SYST","N/A","2692-7632","ROBOTICS","ESCI","668","10.5"," 3/46 ","10.7","Q1","9.9","2","1.83"," 6/46 ","Q1","Q1","94.6","88.04","0.001","0.236","2.418","Q1",
"JCI Insight","JCI INSIGHT","N/A","2379-3708","MEDICINE, RESEARCH & EXPERIMENTAL","SCIE","25,162","6.3"," 27/189 ","7.5","Q1","6.2","1.4","1.83"," 14/189 ","Q1","Q1","86.0","92.86","0.061","13.266","2.771","Q1",
"Future Generation Computer Systems-The International Journal of eScience","FUTURE GENER COMP SY","0167-739X","1872-7115","COMPUTER SCIENCE, THEORY & METHODS","SCIE","23,079","6.2"," 14/143 ","5.9","Q1","5.9","1.3","1.82"," 10/143 ","Q1","Q1","90.6","93.36","0.03","6.613","1.122","Q1",
"EUROPEAN JOURNAL OF VASCULAR AND ENDOVASCULAR SURGERY","EUR J VASC ENDOVASC","1078-5884","1532-2165","PERIPHERAL VASCULAR DISEASE","SCIE","12,799","5.7"," 10/96 ","6.2","Q1","4.7","2.8","1.82"," 6/96 ","Q1","Q1","90.1","94.27","0.013","2.892","1.933","Q1",
"EUROPEAN JOURNAL OF VASCULAR AND ENDOVASCULAR SURGERY","EUR J VASC ENDOVASC","1078-5884","1532-2165","SURGERY","SCIE","12,799","5.7"," 13/290 ","6.2","Q1","4.7","2.8","1.82"," 19/290 ","Q1","Q1","95.7","93.62","0.013","2.892","1.933","Q1",
"ENGINEERING APPLICATIONS OF ARTIFICIAL INTELLIGENCE","ENG APPL ARTIF INTEL","0952-1976","1873-6769","AUTOMATION & CONTROL SYSTEMS","SCIE","21,867","7.5"," 6/84 ","7.4","Q1","6","1.6","1.81"," 7/84 ","Q1","Q1","93.5","92.26","0.02","4.359","1.279","Q2",
"ENGINEERING APPLICATIONS OF ARTIFICIAL INTELLIGENCE","ENG APPL ARTIF INTEL","0952-1976","1873-6769","COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE","SCIE","21,867","7.5"," 24/197 ","7.4","Q1","6","1.6","1.81"," 21/198 ","Q1","Q1","88.1","89.65","0.02","4.359","1.279","Q1",
"ENGINEERING APPLICATIONS OF ARTIFICIAL INTELLIGENCE","ENG APPL ARTIF INTEL","0952-1976","1873-6769","ENGINEERING, ELECTRICAL & ELECTRONIC","SCIE","21,867","7.5"," 25/352 ","7.4","Q1","6","1.6","1.81"," 27/354 ","Q1","Q1","93.0","92.51","0.02","4.359","1.279","Q1",
"ENGINEERING APPLICATIONS OF ARTIFICIAL INTELLIGENCE","ENG APPL ARTIF INTEL","0952-1976","1873-6769","ENGINEERING, MULTIDISCIPLINARY","SCIE","21,867","7.5"," 5/179 ","7.4","Q1","6","1.6","1.81"," 12/180 ","Q1","Q1","97.5","93.61","0.02","4.359","1.279","Q1",
"Journal of NeuroInterventional Surgery","J NEUROINTERV SURG","1759-8478","1759-8486","NEUROIMAGING","SCIE","9,350","4.5"," 2/15 ","4.7","Q1","3.9","0.8","1.77"," 1/15 ","Q1","Q1","90.0","96.67","0.016","3.535","1.42","Q2",
"Journal of NeuroInterventional Surgery","J NEUROINTERV SURG","1759-8478","1759-8486","SURGERY","SCIE","9,350","4.5"," 19/290 ","4.7","Q1","3.9","0.8","1.77"," 20/290 ","Q1","Q1","93.6","93.28","0.016","3.535","1.42","Q1",
"MATHEMATICS AND COMPUTERS IN SIMULATION","MATH COMPUT SIMULAT","0378-4754","1872-7166","COMPUTER SCIENCE, INTERDISCIPLINARY APPLICATIONS","SCIE","8,751","4.4"," 37/169 ","3.6","Q2","4.2","1","1.76"," 18/169 ","Q1","Q1","78.4","89.64","0.008","1.851","0.689","Q2",
"MATHEMATICS AND COMPUTERS IN SIMULATION","MATH COMPUT SIMULAT","0378-4754","1872-7166","COMPUTER SCIENCE, SOFTWARE ENGINEERING","SCIE","8,751","4.4"," 15/131 ","3.6","Q1","4.2","1","1.76"," 8/131 ","Q1","Q1","88.9","94.27","0.008","1.851","0.689","Q2",
"MATHEMATICS AND COMPUTERS IN SIMULATION","MATH COMPUT SIMULAT","0378-4754","1872-7166","MATHEMATICS, APPLIED","SCIE","8,751","4.4"," 4/331 ","3.6","Q1","4.2","1","1.76"," 16/331 ","Q1","Q1","98.9","95.32","0.008","1.851","0.689","Q2",
"ANALYTICAL CHEMISTRY","ANAL CHEM","0003-2700","1520-6882","CHEMISTRY, ANALYTICAL","SCIE","153,592","6.7"," 6/106 ","6.5","Q1","5.8","1.6","1.75"," 7/106 ","Q1","Q1","94.8","93.87","0.104","22.707","1.217","Q1",
"Geography and Sustainability","GEOGR SUSTAIN","2096-7438","2666-6839","GEOGRAPHY, PHYSICAL","ESCI","974","8"," 2/65 ","8.4","Q1","7.8","1.5","1.73"," 4/65 ","Q1","Q1","97.7","94.62","0.001","0.299","1.514","Q1",
"Geography and Sustainability","GEOGR SUSTAIN","2096-7438","2666-6839","GREEN & SUSTAINABLE SCIENCE & TECHNOLOGY","ESCI","974","8"," 19/91 ","8.4","Q1","7.8","1.5","1.73"," 10/91 ","Q1","Q1","79.7","89.56","0.001","0.299","1.514","Q1",
"Annual Review of Biochemistry","ANNU REV BIOCHEM","0066-4154","1545-4509","BIOCHEMISTRY & MOLECULAR BIOLOGY","SCIE","21,005","12.1"," 14/313 ","22.3","Q1","12.1","4.5","1.71"," 21/313 ","Q1","Q1","95.7","93.45","0.013","2.932","9.932","Q1",
"Acta Biomaterialia","ACTA BIOMATER","1742-7061","1878-7568","ENGINEERING, BIOMEDICAL","SCIE","60,878","9.4"," 9/122 ","9.9","Q1","9.1","2.5","1.7"," 11/122 ","Q1","Q1","93.0","91.39","0.043","9.374","1.65","Q1",
"Acta Biomaterialia","ACTA BIOMATER","1742-7061","1878-7568","MATERIALS SCIENCE, BIOMATERIALS","SCIE","60,878","9.4"," 5/53 ","9.9","Q1","9.1","2.5","1.7"," 3/53 ","Q1","Q1","91.5","95.28","0.043","9.374","1.65","Q1",
"Science China-Physics Mechanics & Astronomy","SCI CHINA PHYS MECH","1674-7348","1869-1927","PHYSICS, MULTIDISCIPLINARY","SCIE","5,755","6.4"," 12/110 ","4.9","Q1","5.8","2.5","1.67"," 10/110 ","Q1","Q1","89.5","91.36","0.008","1.823","1.386","Q1",
"Ecological Indicators","ECOL INDIC","1470-160X","1872-7034","ENVIRONMENTAL SCIENCES","SCIE","58,287","7"," 42/358 ","6.6","Q1","6.2","1.4","1.65"," 25/359 ","Q1","Q1","88.4","93.18","0.052","11.336","1.097","Q1",
"International Journal of Behavioral Nutrition and Physical Activity","INT J BEHAV NUTR PHY","N/A","1479-5868","NUTRITION & DIETETICS","SCIE","14,335","5.6"," 14/114 ","7.5","Q1","5.3","0.9","1.64"," 5/114 ","Q1","Q1","88.2","96.05","0.014","3.084","2.326","Q1",
"International Journal of Behavioral Nutrition and Physical Activity","INT J BEHAV NUTR PHY","N/A","1479-5868","PHYSIOLOGY","SCIE","14,335","5.6"," 4/85 ","7.5","Q1","5.3","0.9","1.64"," 5/85 ","Q1","Q1","95.9","94.71","0.014","3.084","2.326","Q1",
"AGEING RESEARCH REVIEWS","AGEING RES REV","1568-1637","1872-9649","CELL BIOLOGY","SCIE","17,158","12.5"," 20/205 ","13","Q1","12.2","1.9","1.56"," 26/205 ","Q1","Q1","90.5","87.56","0.02","4.29","3.201","Q1",
"AGEING RESEARCH REVIEWS","AGEING RES REV","1568-1637","1872-9649","GERIATRICS & GERONTOLOGY","SCIE","17,158","12.5"," 3/74 ","13","Q1","12.2","1.9","1.56"," 7/74 ","Q1","Q1","96.6","91.22","0.02","4.29","3.201","Q1",
"Nano Research","NANO RES","1998-0124","1998-0000","CHEMISTRY, PHYSICAL","SCIE","43,765","9.5"," 31/178 ","9","Q1","8.8","2.7","1.54"," 24/178 ","Q1","Q1","82.9","86.80","0.049","10.656","1.66","Q1",
"Nano Research","NANO RES","1998-0124","1998-0000","MATERIALS SCIENCE, MULTIDISCIPLINARY","SCIE","43,765","9.5"," 58/438 ","9","Q1","8.8","2.7","1.54"," 51/438 ","Q1","Q1","86.9","88.47","0.049","10.656","1.66","Q1",
"Nano Research","NANO RES","1998-0124","1998-0000","NANOSCIENCE & NANOTECHNOLOGY","SCIE","43,765","9.5"," 25/140 ","9","Q1","8.8","2.7","1.54"," 18/140 ","Q1","Q1","82.5","87.50","0.049","10.656","1.66","Q1",
"Nano Research","NANO RES","1998-0124","1998-0000","PHYSICS, APPLIED","SCIE","43,765","9.5"," 19/179 ","9","Q1","8.8","2.7","1.54"," 19/179 ","Q1","Q1","89.7","89.66","0.049","10.656","1.66","Q1",
"Materials Research Letters","MATER RES LETT","2166-3831","2166-3831","MATERIALS SCIENCE, MULTIDISCIPLINARY","SCIE","5,314","8.6"," 64/438 ","8.2","Q1","8.1","2.2","1.53"," 52/438 ","Q1","Q1","85.5","88.24","0.006","1.211","1.867","Q1",
"BMC Medical Education","BMC MED EDUC","N/A","1472-6920","EDUCATION & EDUCATIONAL RESEARCH","SSCI","15,181","2.7"," 109/756 ","3.4","Q1","2.4","0.4","1.52"," 103/756 ","Q1","Q1","85.6","86.44","0.02","4.333","0.864","Q1",
"BMC Medical Education","BMC MED EDUC","N/A","1472-6920","EDUCATION, SCIENTIFIC DISCIPLINES","SCIE","15,181","2.7"," 19/85 ","3.4","Q1","2.4","0.4","1.52"," 10/85 ","Q1","Q1","78.2","88.82","0.02","4.333","0.864","Q1",
"PLoS Pathogens","PLOS PATHOG","1553-7366","1553-7374","MICROBIOLOGY","SCIE","50,268","5.5"," 24/161 ","5.5","Q1","5.3","0.9","1.49"," 19/161 ","Q1","Q1","85.4","88.51","0.049","10.806","1.849","Q1",
"PLoS Pathogens","PLOS PATHOG","1553-7366","1553-7374","PARASITOLOGY","SCIE","50,268","5.5"," 3/45 ","5.5","Q1","5.3","0.9","1.49"," 3/45 ","Q1","Q1","94.4","94.44","0.049","10.806","1.849","Q1",
"PLoS Pathogens","PLOS PATHOG","1553-7366","1553-7374","VIROLOGY","SCIE","50,268","5.5"," 6/41 ","5.5","Q1","5.3","0.9","1.49"," 5/41 ","Q1","Q1","86.6","89.02","0.049","10.806","1.849","Q1",
"LABORATORY INVESTIGATION","LAB INVEST","0023-6837","1530-0307","MEDICINE, RESEARCH & EXPERIMENTAL","SCIE","11,653","5.1"," 42/189 ","5.2","Q1","5.1","0.7","1.49"," 24/189 ","Q1","Q1","78.0","87.57","0.007","1.609","1.324","Q1",
"LABORATORY INVESTIGATION","LAB INVEST","0023-6837","1530-0307","PATHOLOGY","SCIE","11,653","5.1"," 9/88 ","5.2","Q1","5.1","0.7","1.49"," 10/88 ","Q1","Q1","90.3","89.20","0.007","1.609","1.324","Q1",
"Annual Review of Earth and Planetary Sciences","ANNU REV EARTH PL SC","0084-6597","1545-4495","ASTRONOMY & ASTROPHYSICS","SCIE","10,278","11.3"," 6/84 ","14.2","Q1","11.2","3.6","1.47"," 8/84 ","Q1","Q1","93.5","91.07","0.006","1.352","6.547","Q1",
"Annual Review of Earth and Planetary Sciences","ANNU REV EARTH PL SC","0084-6597","1545-4495","GEOSCIENCES, MULTIDISCIPLINARY","SCIE","10,278","11.3"," 3/253 ","14.2","Q1","11.2","3.6","1.47"," 19/253 ","Q1","Q1","99.0","92.69","0.006","1.352","6.547","Q1",
"ACM Transactions on Multimedia Computing Communications and Applications","ACM T MULTIM COMPUT","1551-6857","1551-6865","COMPUTER SCIENCE, INFORMATION SYSTEMS","SCIE","3,777","5.2"," 40/249 ","4.9","Q1","4.5","1.4","1.47"," 34/251 ","Q1","Q1","84.1","86.65","0.006","1.262","1.201","Q1",
"ACM Transactions on Multimedia Computing Communications and Applications","ACM T MULTIM COMPUT","1551-6857","1551-6865","COMPUTER SCIENCE, SOFTWARE ENGINEERING","SCIE","3,777","5.2"," 11/131 ","4.9","Q1","4.5","1.4","1.47"," 15/131 ","Q1","Q1","92.0","88.93","0.006","1.262","1.201","Q1",
"ACM Transactions on Multimedia Computing Communications and Applications","ACM T MULTIM COMPUT","1551-6857","1551-6865","COMPUTER SCIENCE, THEORY & METHODS","SCIE","3,777","5.2"," 18/143 ","4.9","Q1","4.5","1.4","1.47"," 17/143 ","Q1","Q1","87.8","88.46","0.006","1.262","1.201","Q1",
"INDUSTRIAL CROPS AND PRODUCTS","IND CROP PROD","0926-6690","1872-633X","AGRICULTURAL ENGINEERING","SCIE","56,248","5.6"," 4/20 ","5.7","Q1","5","1.5","1.45"," 2/20 ","Q1","Q1","82.5","92.50","0.036","7.777","0.758","Q2",
"INDUSTRIAL CROPS AND PRODUCTS","IND CROP PROD","0926-6690","1872-633X","AGRONOMY","SCIE","56,248","5.6"," 8/125 ","5.7","Q1","5","1.5","1.45"," 10/125 ","Q1","Q1","94.0","92.40","0.036","7.777","0.758","Q1",
"IEEE Transactions on Green Communications and Networking","IEEE T GREEN COMMUN","2473-2400","2473-2400","TELECOMMUNICATIONS","SCIE","3,147","5.3"," 22/119 ","4.5","Q1","5.1","2","1.45"," 19/119 ","Q1","Q1","81.9","84.45","0.006","1.35","1.236","Q1",
"COMPREHENSIVE REVIEWS IN FOOD SCIENCE AND FOOD SAFETY","COMPR REV FOOD SCI F","1541-4337","1541-4337","FOOD SCIENCE & TECHNOLOGY","SCIE","18,401","12"," 3/173 ","15.9","Q1","11.8","2.7","1.4"," 13/173 ","Q1","Q1","98.6","92.77","0.014","3.149","2.48","Q1",
"LIFE SCIENCES","LIFE SCI","0024-3205","1879-0631","MEDICINE, RESEARCH & EXPERIMENTAL","SCIE","43,620","5.2"," 39/189 ","5.3","Q1","5.1","1.1","1.4"," 27/189 ","Q1","Q1","79.6","85.98","0.04","8.687","0.963","Q2",
"LIFE SCIENCES","LIFE SCI","0024-3205","1879-0631","PHARMACOLOGY & PHARMACY","SCIE","43,620","5.2"," 40/354 ","5.3","Q1","5.1","1.1","1.4"," 34/354 ","Q1","Q1","88.8","90.54","0.04","8.687","0.963","Q1",
"ARCHIVOS DE BRONCONEUMOLOGIA","ARCH BRONCONEUMOL","0300-2896","1579-2129","RESPIRATORY SYSTEM","SCIE","2,752","8.7"," 9/100 ","5.7","Q1","7.8","2.1","1.37"," 16/101 ","Q1","Q1","91.5","84.65","0.003","0.652","1.349","Q1",
