"Journal Data Filtered By:  Selected Editions: SCIE;SSCI;AHCI;ESCI Selected JCR Year: 2023 Selected Category Schema: WOS Selected Open Access: N Selected ISSN/eISSNs: Multiple Indicator: Custom"

Journal name,JCR Abbreviation,ISSN,eISSN,Category,Edition,Total Citations,2023 JIF,JIF Quartile,2023 JCI,JIF Rank,5 Year JIF,5 Year JIF Quartile,JIF Without Self Cites,Immediacy Index,JCI Rank,JCI Quartile,JCI Percentile,Eigenfactor,Normalized Eigenfactor,Article Influence Score,JIF Percentile,AIS Quartile
"PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES","P ROY SOC B-BIOL SCI","0962-8452","1471-2954","ECOLOGY","SCIE","56,545","3.8","Q1","1.13"," 42/195 ","4.7","Q1","3.7","0.8"," 35/195 ","Q1","82.31","0.042","9.132","1.767","78.7","Q1",
"PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES","P ROY SOC B-BIOL SCI","0962-8452","1471-2954","EVOLUTIONARY BIOLOGY","SCIE","56,545","3.8","Q1","1.13"," 11/54 ","4.7","Q1","3.7","0.8"," 11/54 ","Q1","80.56","0.042","9.132","1.767","80.6","Q1",
"NATURE REVIEWS NEUROSCIENCE","NAT REV NEUROSCI","1471-003X","1471-0048","NEUROSCIENCES","SCIE","46,285","28.7","Q1","4.28"," 2/310 ","37.4","Q1","28.4","4.2"," 4/310 ","Q1","98.87","0.034","7.415","16.914","99.5","Q1",
"TRENDS IN FOOD SCIENCE & TECHNOLOGY","TRENDS FOOD SCI TECH","0924-2244","1879-3053","FOOD SCIENCE & TECHNOLOGY","SCIE","45,336","15.1","Q1","2.64"," 2/173 ","16.4","Q1","14.7","2.3"," 2/173 ","Q1","99.13","0.036","7.807","2.39","99.1","Q1",
"NATURE REVIEWS GENETICS","NAT REV GENET","1471-0056","1471-0064","GENETICS & HEREDITY","SCIE","40,757","39.1","Q1","5.75"," 1/191 ","52.3","Q1","38.6","8.8"," 2/191 ","Q1","99.21","0.05","10.995","24.377","99.7","Q1",
"IEEE Transactions on Smart Grid","IEEE T SMART GRID","1949-3053","1949-3061","ENGINEERING, ELECTRICAL & ELECTRONIC","SCIE","39,144","8.6","Q1","2.28"," 18/352 ","9.6","Q1","7.9","2.7"," 17/354 ","Q1","95.34","0.057","12.488","2.654","95.0","Q1",
"AMERICAN JOURNAL OF PSYCHIATRY","AM J PSYCHIAT","0002-953X","1535-7228","PSYCHIATRY","SCIE, SSCI","38,166","15.1","Q1","3.76"," 5/276 ","17.7","Q1","14.7","7.1"," 5/276 ","Q1","98.37","0.024","5.319","7.359","98.4","Q1",
"Joule","JOULE","2542-4351","2542-4351","CHEMISTRY, PHYSICAL","SCIE","38,070","38.6","Q1","4.41"," 2/178 ","44.8","Q1","38","6.1"," 3/178 ","Q1","98.60","0.083","18.092","12.74","99.2","Q1",
"Joule","JOULE","2542-4351","2542-4351","ENERGY & FUELS","SCIE","38,070","38.6","Q1","4.41"," 2/170 ","44.8","Q1","38","6.1"," 2/173 ","Q1","99.13","0.083","18.092","12.74","99.1","Q1",
"Joule","JOULE","2542-4351","2542-4351","MATERIALS SCIENCE, MULTIDISCIPLINARY","SCIE","38,070","38.6","Q1","4.41"," 4/438 ","44.8","Q1","38","6.1"," 7/438 ","Q1","98.52","0.083","18.092","12.74","99.2","Q1",
"BRITISH JOURNAL OF PHARMACOLOGY","BRIT J PHARMACOL","0007-1188","1476-5381","PHARMACOLOGY & PHARMACY","SCIE","36,780","6.8","Q1","1.71"," 18/354 ","7.4","Q1","5.7","1"," 19/354 ","Q1","94.77","0.022","4.763","1.682","95.1","Q1",
"AMERICAN JOURNAL OF PATHOLOGY","AM J PATHOL","0002-9440","1525-2191","PATHOLOGY","SCIE","33,588","4.7","Q1","1.83"," 12/88 ","4.8","Q1","4.7","1.1"," 6/88 ","Q1","93.75","0.01","2.254","1.348","86.9","Q1",
"Food & Function","FOOD FUNCT","2042-6496","2042-650X","BIOCHEMISTRY & MOLECULAR BIOLOGY","SCIE","33,554","5.1","Q1","1.1"," 63/313 ","5.6","Q1","4.9","0.9"," 60/313 ","Q1","80.99","0.029","6.356","0.839","80.0","Q2",
"Food & Function","FOOD FUNCT","2042-6496","2042-650X","FOOD SCIENCE & TECHNOLOGY","SCIE","33,554","5.1","Q1","1.1"," 33/173 ","5.6","Q1","4.9","0.9"," 36/173 ","Q1","79.48","0.029","6.356","0.839","81.2","Q1",
"INTERNATIONAL JOURNAL OF EPIDEMIOLOGY","INT J EPIDEMIOL","0300-5771","1464-3685","PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH","SCIE","33,131","6.4","Q1","1.96"," 22/403 ","7.7","Q1","6.3","0.9"," 21/403 ","Q1","94.91","0.031","6.833","3.329","94.7","Q1",
"AUTOMATION IN CONSTRUCTION","AUTOMAT CONSTR","0926-5805","1872-7891","CONSTRUCTION & BUILDING TECHNOLOGY","SCIE","31,904","9.6","Q1","1.85"," 4/91 ","10.6","Q1","8.2","1.7"," 3/91 ","Q1","97.25","0.028","6.097","1.647","96.2","Q1",
"AUTOMATION IN CONSTRUCTION","AUTOMAT CONSTR","0926-5805","1872-7891","ENGINEERING, CIVIL","SCIE","31,904","9.6","Q1","1.85"," 1/181 ","10.6","Q1","8.2","1.7"," 4/181 ","Q1","98.07","0.028","6.097","1.647","99.7","Q1",
"COMMUNICATIONS OF THE ACM","COMMUN ACM","0001-0782","1557-7317","COMPUTER SCIENCE, HARDWARE & ARCHITECTURE","SCIE","30,253","11.1","Q1","5.86"," 1/59 ","17.3","Q1","11","1.3"," 1/59 ","Q1","99.15","0.018","3.95","4.781","99.2","Q1",
"COMMUNICATIONS OF THE ACM","COMMUN ACM","0001-0782","1557-7317","COMPUTER SCIENCE, SOFTWARE ENGINEERING","SCIE","30,253","11.1","Q1","5.86"," 3/131 ","17.3","Q1","11","1.3"," 1/131 ","Q1","99.62","0.018","3.95","4.781","98.1","Q1",
"COMMUNICATIONS OF THE ACM","COMMUN ACM","0001-0782","1557-7317","COMPUTER SCIENCE, THEORY & METHODS","SCIE","30,253","11.1","Q1","5.86"," 6/143 ","17.3","Q1","11","1.3"," 1/143 ","Q1","99.65","0.018","3.95","4.781","96.2","Q1",
"MAGNETIC RESONANCE IN MEDICINE","MAGN RESON MED","0740-3194","1522-2594","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING","SCIE","29,548","3","Q2","0.94"," 52/204 ","3.3","Q2","2.2","0.5"," 50/204 ","Q1","75.74","0.02","4.302","0.923","74.8","Q1",
"Alzheimers & Dementia","ALZHEIMERS DEMENT","1552-5260","1552-5279","CLINICAL NEUROLOGY","SCIE","28,971","13","Q1","3.55"," 5/277 ","16","Q1","12","1.9"," 4/278 ","Q1","98.74","0.044","9.619","5.31","98.4","Q1",
"PHYSICS IN MEDICINE AND BIOLOGY","PHYS MED BIOL","0031-9155","1361-6560","ENGINEERING, BIOMEDICAL","SCIE","28,376","3.3","Q2","0.87"," 53/122 ","3.4","Q2","2.8","0.6"," 40/122 ","Q2","67.62","0.02","4.383","0.891","57.0","Q2",
"PHYSICS IN MEDICINE AND BIOLOGY","PHYS MED BIOL","0031-9155","1361-6560","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING","SCIE","28,376","3.3","Q1","0.87"," 42/204 ","3.4","Q1","2.8","0.6"," 61/204 ","Q2","70.34","0.02","4.383","0.891","79.7","Q2",
"AMERICAN JOURNAL OF OPHTHALMOLOGY","AM J OPHTHALMOL","0002-9394","1879-1891","OPHTHALMOLOGY","SCIE","28,113","4.1","Q1","2.01"," 10/95 ","4.3","Q1","3.9","1.1"," 6/95 ","Q1","94.21","0.022","4.71","1.58","90.0","Q1",
"Redox Biology","REDOX BIOL","2213-2317","2213-2317","BIOCHEMISTRY & MOLECULAR BIOLOGY","SCIE","28,038","10.7","Q1","2.07"," 17/313 ","11.7","Q1","10.3","1.9"," 13/313 ","Q1","96.01","0.036","7.938","2.539","94.7","Q1",
"BRITISH JOURNAL OF ANAESTHESIA","BRIT J ANAESTH","0007-0912","1471-6771","ANESTHESIOLOGY","SCIE","27,760","9.1","Q1","2.78"," 1/64 ","9.5","Q1","8.3","2.6"," 3/64 ","Q1","96.09","0.026","5.658","2.989","99.2","Q1",
"NATURAL HAZARDS","NAT HAZARDS","0921-030X","1573-0840","GEOSCIENCES, MULTIDISCIPLINARY","SCIE","23,987","3.3","Q2","0.82"," 65/253 ","3.6","Q2","3.1","0.7"," 87/253 ","Q2","65.81","0.015","3.355","0.7","74.5","Q2",
"NATURAL HAZARDS","NAT HAZARDS","0921-030X","1573-0840","METEOROLOGY & ATMOSPHERIC SCIENCES","SCIE","23,987","3.3","Q2","0.82"," 43/110 ","3.6","Q2","3.1","0.7"," 45/110 ","Q2","59.55","0.015","3.355","0.7","61.4","Q3",
"NATURAL HAZARDS","NAT HAZARDS","0921-030X","1573-0840","WATER RESOURCES","SCIE","23,987","3.3","Q2","0.82"," 35/127 ","3.6","Q2","3.1","0.7"," 35/127 ","Q2","72.83","0.015","3.355","0.7","72.8","Q2",
"JOURNAL OF PHYSICS AND CHEMISTRY OF SOLIDS","J PHYS CHEM SOLIDS","0022-3697","1879-2553","CHEMISTRY, MULTIDISCIPLINARY","SCIE","23,108","4.3","Q2","0.79"," 71/230 ","3.7","Q2","4.1","1.2"," 75/231 ","Q2","67.75","0.012","2.556","0.536","69.3","Q2",
"JOURNAL OF PHYSICS AND CHEMISTRY OF SOLIDS","J PHYS CHEM SOLIDS","0022-3697","1879-2553","PHYSICS, CONDENSED MATTER","SCIE","23,108","4.3","Q2","0.79"," 23/79 ","3.7","Q2","4.1","1.2"," 21/79 ","Q2","74.05","0.012","2.556","0.536","71.5","Q2",
"Cold Spring Harbor Perspectives in Biology","CSH PERSPECT BIOL","1943-0264","1943-0264","CELL BIOLOGY","SCIE","22,617","6.9","Q1","1.26"," 40/205 ","10.9","Q1","6.8","2.8"," 38/205 ","Q1","81.71","0.015","3.222","4.136","80.7","Q1",
"MOLECULAR NEUROBIOLOGY","MOL NEUROBIOL","0893-7648","1559-1182","NEUROSCIENCES","SCIE","22,213","4.6","Q1","1.29"," 66/310 ","4.7","Q2","4.4","0.6"," 58/310 ","Q1","81.45","0.024","5.17","1.06","78.9","Q2",
"BIOTECHNOLOGY AND BIOENGINEERING","BIOTECHNOL BIOENG","0006-3592","1097-0290","BIOTECHNOLOGY & APPLIED MICROBIOLOGY","SCIE","21,938","3.5","Q2","0.79"," 63/174 ","4","Q2","3.2","0.7"," 63/174 ","Q2","64.08","0.01","2.114","0.776","64.1","Q2",
"JAMA Neurology","JAMA NEUROL","2168-6149","2168-6157","CLINICAL NEUROLOGY","SCIE","20,770","20.4","Q1","7.19"," 3/277 ","20.4","Q1","20.1","4.1"," 2/278 ","Q1","99.46","0.044","9.529","8.297","99.1","Q1",
"AMERICAN MINERALOGIST","AM MINERAL","0003-004X","1945-3027","GEOCHEMISTRY & GEOPHYSICS","SCIE","20,660","2.7","Q2","0.96"," 31/101 ","3.2","Q2","2.5","1.1"," 22/101 ","Q1","78.71","0.008","1.732","1.085","69.8","Q2",
"AMERICAN MINERALOGIST","AM MINERAL","0003-004X","1945-3027","MINERALOGY","SCIE","20,660","2.7","Q2","0.96"," 9/30 ","3.2","Q2","2.5","1.1"," 9/30 ","Q1","71.67","0.008","1.732","1.085","71.7","Q1",
"QUALITY OF LIFE RESEARCH","QUAL LIFE RES","0962-9343","1573-2649","HEALTH CARE SCIENCES & SERVICES","SCIE","20,378","3.3","Q1","0.96"," 37/174 ","4.4","Q1","3.1","0.4"," 51/175 ","Q2","71.14","0.019","4.141","1.47","79.0","Q1",
"QUALITY OF LIFE RESEARCH","QUAL LIFE RES","0962-9343","1573-2649","HEALTH POLICY & SERVICES","SSCI","20,378","3.3","Q1","0.96"," 20/118 ","4.4","Q1","3.1","0.4"," 40/119 ","Q2","66.81","0.019","4.141","1.47","83.5","Q1",
"QUALITY OF LIFE RESEARCH","QUAL LIFE RES","0962-9343","1573-2649","PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH","SCIE, SSCI","20,378","3.3","Q1","0.96"," 96/403 ","4.4","Q1","3.1","0.4"," 103/403 ","Q2","74.57","0.019","4.141","1.47","76.3","Q1",
"Obesity","OBESITY","1930-7381","1930-739X","ENDOCRINOLOGY & METABOLISM","SCIE","20,291","4.2","Q1","1.3"," 40/186 ","5.1","Q1","4","1"," 34/186 ","Q1","81.99","0.017","3.767","1.74","78.8","Q1",
"Obesity","OBESITY","1930-7381","1930-739X","NUTRITION & DIETETICS","SCIE","20,291","4.2","Q1","1.3"," 27/114 ","5.1","Q1","4","1"," 12/114 ","Q1","89.91","0.017","3.767","1.74","76.8","Q1",
"BIOCHIMICA ET BIOPHYSICA ACTA-MOLECULAR BASIS OF DISEASE","BBA-MOL BASIS DIS","0925-4439","1879-260X","BIOCHEMISTRY & MOLECULAR BIOLOGY","SCIE","19,532","4.2","Q2","0.96"," 88/313 ","5.5","Q1","4.2","0.6"," 75/313 ","Q1","76.20","0.014","3.158","1.271","72.0","Q2",
"BIOCHIMICA ET BIOPHYSICA ACTA-MOLECULAR BASIS OF DISEASE","BBA-MOL BASIS DIS","0925-4439","1879-260X","BIOPHYSICS","SCIE","19,532","4.2","Q1","0.96"," 12/77 ","5.5","Q1","4.2","0.6"," 11/77 ","Q1","86.36","0.014","3.158","1.271","85.1","Q1",
"TOXICOLOGY AND APPLIED PHARMACOLOGY","TOXICOL APPL PHARM","0041-008X","1096-0333","PHARMACOLOGY & PHARMACY","SCIE","19,012","3.3","Q2","1.07"," 118/354 ","3.6","Q2","3.1","0.8"," 73/354 ","Q1","79.52","0.009","1.908","0.701","66.8","Q2",
"TOXICOLOGY AND APPLIED PHARMACOLOGY","TOXICOL APPL PHARM","0041-008X","1096-0333","TOXICOLOGY","SCIE","19,012","3.3","Q2","1.07"," 39/106 ","3.6","Q2","3.1","0.8"," 17/106 ","Q1","84.43","0.009","1.908","0.701","63.7","Q2",
"CONTRIBUTIONS TO MINERALOGY AND PETROLOGY","CONTRIB MINERAL PETR","0010-7999","1432-0967","GEOCHEMISTRY & GEOPHYSICS","SCIE","18,779","3.5","Q1","1.15"," 17/101 ","3.9","Q1","3.3","0.8"," 12/101 ","Q1","88.61","0.007","1.527","1.609","83.7","Q1",
"CONTRIBUTIONS TO MINERALOGY AND PETROLOGY","CONTRIB MINERAL PETR","0010-7999","1432-0967","MINERALOGY","SCIE","18,779","3.5","Q1","1.15"," 5/30 ","3.9","Q1","3.3","0.8"," 6/30 ","Q1","81.67","0.007","1.527","1.609","85.0","Q1",
"FEMS MICROBIOLOGY LETTERS","FEMS MICROBIOL LETT","0378-1097","1574-6968","MICROBIOLOGY","SCIE","18,358","2.2","Q3","0.42"," 114/161 ","2.6","Q3","2.1","0.5"," 132/161 ","Q4","18.32","0.005","1.065","0.583","29.5","Q3",
"ENVIRONMENTAL AND EXPERIMENTAL BOTANY","ENVIRON EXP BOT","0098-8472","1873-7307","ENVIRONMENTAL SCIENCES","SCIE","18,324","4.5","Q2","1.17"," 103/358 ","5.2","Q1","4.3","0.9"," 67/359 ","Q1","81.48","0.011","2.381","0.846","71.4","Q2",
"ENVIRONMENTAL AND EXPERIMENTAL BOTANY","ENVIRON EXP BOT","0098-8472","1873-7307","PLANT SCIENCES","SCIE","18,324","4.5","Q1","1.17"," 36/265 ","5.2","Q1","4.3","0.9"," 34/265 ","Q1","87.36","0.011","2.381","0.846","86.6","Q1",
"Pathogens","PATHOGENS","N/A","2076-0817","MICROBIOLOGY","SCIE","18,231","3.3","Q2","0.68"," 70/161 ","3.5","Q2","3.1","0.9"," 75/161 ","Q2","53.73","0.028","6.104","0.734","56.8","Q3",
"Journal of the Taiwan Institute of Chemical Engineers","J TAIWAN INST CHEM E","1876-1070","1876-1089","ENGINEERING, CHEMICAL","SCIE","18,222","5.5","Q1","0.88"," 31/170 ","5","Q1","4.5","2.1"," 37/171 ","Q1","78.65","0.01","2.272","0.62","82.1","Q2",
"ANNALS OF OPERATIONS RESEARCH","ANN OPER RES","0254-5330","1572-9338","OPERATIONS RESEARCH & MANAGEMENT SCIENCE","SCIE","17,817","4.4","Q1","0.99"," 23/106 ","4.4","Q1","3.9","0.9"," 22/106 ","Q1","79.72","0.019","4.063","0.86","78.8","Q2",
"IEEE Transactions on Information Forensics and Security","IEEE T INF FOREN SEC","1556-6013","1556-6021","COMPUTER SCIENCE, THEORY & METHODS","SCIE","17,497","6.3","Q1","1.77"," 13/143 ","7.3","Q1","5.6","1.4"," 12/143 ","Q1","91.96","0.023","5.121","1.99","91.3","Q1",
"IEEE Transactions on Information Forensics and Security","IEEE T INF FOREN SEC","1556-6013","1556-6021","ENGINEERING, ELECTRICAL & ELECTRONIC","SCIE","17,497","6.3","Q1","1.77"," 42/352 ","7.3","Q1","5.6","1.4"," 28/354 ","Q1","92.23","0.023","5.121","1.99","88.2","Q1",
"ECOGRAPHY","ECOGRAPHY","0906-7590","1600-0587","BIODIVERSITY CONSERVATION","SCIE","16,934","5.4","Q1","1.36"," 3/74 ","6.4","Q1","5.2","0.9"," 4/74 ","Q1","95.27","0.015","3.337","2.26","96.6","Q1",
"ECOGRAPHY","ECOGRAPHY","0906-7590","1600-0587","ECOLOGY","SCIE","16,934","5.4","Q1","1.36"," 19/195 ","6.4","Q1","5.2","0.9"," 21/195 ","Q1","89.49","0.015","3.337","2.26","90.5","Q1",
"EUROPEAN JOURNAL OF RADIOLOGY","EUR J RADIOL","0720-048X","1872-7727","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING","SCIE","16,891","3.2","Q1","1.01"," 46/204 ","3.4","Q1","3","0.6"," 45/204 ","Q1","78.19","0.015","3.278","0.848","77.7","Q2",
"SPACE SCIENCE REVIEWS","SPACE SCI REV","0038-6308","1572-9672","ASTRONOMY & ASTROPHYSICS","SCIE","16,646","9.1","Q1","1.2"," 8/84 ","8.9","Q1","8.5","2.8"," 14/84 ","Q1","83.93","0.015","3.298","3.932","91.1","Q1",
"Nature Reviews Nephrology","NAT REV NEPHROL","1759-5061","1759-507X","UROLOGY & NEPHROLOGY","SCIE","16,046","28.6","Q1","6.93"," 1/126 ","40","Q1","28.3","5.7"," 1/126 ","Q1","99.60","0.023","4.994","11.782","99.6","Q1",
"Nature Reviews Rheumatology","NAT REV RHEUMATOL","1759-4790","1759-4804","RHEUMATOLOGY","SCIE","15,825","29.4","Q1","5.5"," 1/57 ","30.6","Q1","28.8","4.4"," 1/57 ","Q1","99.12","0.019","4.106","9.444","99.1","Q1",
"IEEE SIGNAL PROCESSING MAGAZINE","IEEE SIGNAL PROC MAG","1053-5888","1558-0792","ENGINEERING, ELECTRICAL & ELECTRONIC","SCIE","15,572","9.4","Q1","3.16"," 12/352 ","18","Q1","9.1","1.7"," 5/354 ","Q1","98.73","0.015","3.201","6.201","96.7","Q1",
"FLUID PHASE EQUILIBRIA","FLUID PHASE EQUILIBR","0378-3812","1879-0224","CHEMISTRY, PHYSICAL","SCIE","15,259","2.8","Q3","0.45"," 103/178 ","2.5","Q3","2.4","0.9"," 116/178 ","Q2","35.11","0.006","1.215","0.447","42.4","Q3",
"FLUID PHASE EQUILIBRIA","FLUID PHASE EQUILIBR","0378-3812","1879-0224","ENGINEERING, CHEMICAL","SCIE","15,259","2.8","Q2","0.45"," 80/170 ","2.5","Q3","2.4","0.9"," 84/171 ","Q2","51.17","0.006","1.215","0.447","53.2","Q2",
"FLUID PHASE EQUILIBRIA","FLUID PHASE EQUILIBR","0378-3812","1879-0224","THERMODYNAMICS","SCIE","15,259","2.8","Q2","0.45"," 23/76 ","2.5","Q2","2.4","0.9"," 38/76 ","Q2","50.66","0.006","1.215","0.447","70.4","Q2",
"OPERATIONS RESEARCH","OPER RES","0030-364X","N/A","MANAGEMENT","SSCI","15,236","2.2","Q3","0.55"," 233/401 ","3.2","Q2","2","0.5"," 235/402 ","Q2","41.67","0.011","2.418","1.875","42.0","Q1",
"OPERATIONS RESEARCH","OPER RES","0030-364X","N/A","OPERATIONS RESEARCH & MANAGEMENT SCIENCE","SCIE","15,236","2.2","Q2","0.55"," 45/106 ","3.2","Q2","2","0.5"," 52/106 ","Q2","51.42","0.011","2.418","1.875","58.0","Q1",
"LIVER INTERNATIONAL","LIVER INT","1478-3223","1478-3231","GASTROENTEROLOGY & HEPATOLOGY","SCIE","15,228","6","Q1","1.46"," 20/143 ","6.3","Q1","5.8","1.1"," 20/143 ","Q1","86.36","0.022","4.913","2.009","86.4","Q1",
"ANNALS OF MATHEMATICS","ANN MATH","0003-486X","1939-8980","MATHEMATICS","SCIE","15,108","5.7","Q1","4.58"," 3/489 ","6.4","Q1","5.7","1.6"," 2/489 ","Q1","99.69","0.011","2.439","8.061","99.5","Q1",
"SEMINARS IN CELL & DEVELOPMENTAL BIOLOGY","SEMIN CELL DEV BIOL","1084-9521","1096-3634","CELL BIOLOGY","SCIE","14,888","6.2","Q1","0.95"," 46/205 ","6.9","Q1","6.1","2.2"," 65/205 ","Q1","68.54","0.017","3.775","2.146","77.8","Q1",
"SEMINARS IN CELL & DEVELOPMENTAL BIOLOGY","SEMIN CELL DEV BIOL","1084-9521","1096-3634","DEVELOPMENTAL BIOLOGY","SCIE","14,888","6.2","Q1","0.95"," 4/39 ","6.9","Q1","6.1","2.2"," 7/39 ","Q1","83.33","0.017","3.775","2.146","91.0","Q1",
"MECHANISM AND MACHINE THEORY","MECH MACH THEORY","0094-114X","1873-3999","ENGINEERING, MECHANICAL","SCIE","14,585","4.5","Q1","1.29"," 32/180 ","4.5","Q1","3.8","1"," 18/180 ","Q1","90.28","0.013","2.87","0.88","82.5","Q1",
"Earth System Science Data","EARTH SYST SCI DATA","1866-3508","1866-3516","GEOSCIENCES, MULTIDISCIPLINARY","SCIE","14,561","11.2","Q1","2.6"," 4/253 ","12.1","Q1","10.7","1.9"," 4/253 ","Q1","98.62","0.033","7.175","4.03","98.6","Q1",
"Earth System Science Data","EARTH SYST SCI DATA","1866-3508","1866-3516","METEOROLOGY & ATMOSPHERIC SCIENCES","SCIE","14,561","11.2","Q1","2.6"," 2/110 ","12.1","Q1","10.7","1.9"," 2/110 ","Q1","98.64","0.033","7.175","4.03","98.6","Q1",
"Multiple Sclerosis Journal","MULT SCLER J","1352-4585","1477-0970","CLINICAL NEUROLOGY","SCIE","13,242","4.8","Q1","1.3"," 38/277 ","4.9","Q1","4.3","0.8"," 41/278 ","Q1","85.43","0.015","3.192","1.572","86.5","Q1",
"Multiple Sclerosis Journal","MULT SCLER J","1352-4585","1477-0970","NEUROSCIENCES","SCIE","13,242","4.8","Q1","1.3"," 57/310 ","4.9","Q1","4.3","0.8"," 53/310 ","Q1","83.06","0.015","3.192","1.572","81.8","Q1",
"Chinese Physics B","CHINESE PHYS B","1674-1056","2058-3834","PHYSICS, MULTIDISCIPLINARY","SCIE","12,930","1.5","Q2","0.42"," 55/110 ","1.4","Q2","1.3","0.5"," 55/110 ","Q2","50.45","0.01","2.269","0.253","50.5","Q3",
"CLINICAL SCIENCE","CLIN SCI","0143-5221","1470-8736","MEDICINE, RESEARCH & EXPERIMENTAL","SCIE","12,564","6.7","Q1","1.18"," 24/189 ","6.1","Q1","6.6","1.1"," 38/189 ","Q1","80.16","0.009","1.873","1.471","87.6","Q1",
"JMIR mHealth and uHealth","JMIR MHEALTH UHEALTH","2291-5222","2291-5222","HEALTH CARE SCIENCES & SERVICES","SCIE","12,356","5.4","Q1","1.24"," 11/174 ","5.6","Q1","5.2","0.7"," 28/175 ","Q1","84.29","0.021","4.623","1.432","94.0","Q1",
