"Journal Data Filtered By:  Selected Editions: SCIE;SSCI;AHCI;ESCI Selected JCR Year: 2023 Selected Category Schema: WOS Selected Open Access: N Selected ISSN/eISSNs: Multiple Indicator: Custom"

Journal name,JCR Abbreviation,ISSN,eISSN,Category,Edition,Total Citations,2023 JIF,JIF Quartile,2023 JCI,JIF Rank,5 Year JIF,5 Year JIF Quartile,JIF Without Self Cites,Immediacy Index,JCI Rank,JCI Quartile,JCI Percentile,Eigenfactor,Normalized Eigenfactor,Article Influence Score,JIF Percentile,AIS Quartile
"COMPOSITE STRUCTURES","COMPOS STRUCT","0263-8223","1879-1085","MATERIALS SCIENCE, COMPOSITES","SCIE","69,794","6.3","Q1","1.27"," 8/35 ","5.9","Q1","5.7","1.5"," 7/35 ","Q1","81.43","0.057","12.468","1.021","78.6","Q1",
"COMPOSITE STRUCTURES","COMPOS STRUCT","0263-8223","1879-1085","MECHANICS","SCIE","69,794","6.3","Q1","1.27"," 9/170 ","5.9","Q1","5.7","1.5"," 20/170 ","Q1","88.53","0.057","12.468","1.021","95.0","Q1",
"JOURNAL OF PHYSICS-CONDENSED MATTER","J PHYS-CONDENS MAT","0953-8984","1361-648X","PHYSICS, CONDENSED MATTER","SCIE","47,383","2.3","Q3","0.42"," 45/79 ","2.2","Q3","2.1","0.8"," 46/79 ","Q3","42.41","0.022","4.723","0.603","43.7","Q2",
"COMPOSITES SCIENCE AND TECHNOLOGY","COMPOS SCI TECHNOL","0266-3538","1879-1050","MATERIALS SCIENCE, COMPOSITES","SCIE","44,202","8.3","Q1","1.44"," 5/35 ","8.1","Q1","7.8","1.6"," 5/35 ","Q1","87.14","0.029","6.248","1.395","87.1","Q1",
"Journal of Statistical Software","J STAT SOFTW","1548-7660","1548-7660","COMPUTER SCIENCE, INTERDISCIPLINARY APPLICATIONS","SCIE","42,696","5.4","Q1","1.79"," 29/169 ","8.4","Q1","5.3","2.8"," 16/169 ","Q1","90.83","0.01","2.164","3.853","83.1","Q1",
"Journal of Statistical Software","J STAT SOFTW","1548-7660","1548-7660","STATISTICS & PROBABILITY","SCIE","42,696","5.4","Q1","1.79"," 4/168 ","8.4","Q1","5.3","2.8"," 7/168 ","Q1","96.13","0.01","2.164","3.853","97.9","Q1",
"JOURNAL OF CLINICAL EPIDEMIOLOGY","J CLIN EPIDEMIOL","0895-4356","1878-5921","HEALTH CARE SCIENCES & SERVICES","SCIE","41,985","7.3","Q1","1.77"," 7/174 ","7.5","Q1","6.8","1.3"," 10/175 ","Q1","94.57","0.028","6.198","3.252","96.3","Q1",
"JOURNAL OF CLINICAL EPIDEMIOLOGY","J CLIN EPIDEMIOL","0895-4356","1878-5921","PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH","SCIE","41,985","7.3","Q1","1.77"," 19/403 ","7.5","Q1","6.8","1.3"," 26/403 ","Q1","93.67","0.028","6.198","3.252","95.4","Q1",
"ECOLOGY LETTERS","ECOL LETT","1461-023X","1461-0248","ECOLOGY","SCIE","38,664","7.6","Q1","2.12"," 8/195 ","9.8","Q1","7.3","1.4"," 5/195 ","Q1","97.69","0.029","6.409","3.805","96.2","Q1",
"Physiological Reviews","PHYSIOL REV","0031-9333","1522-1210","PHYSIOLOGY","SCIE","36,950","29.9","Q1","4.62"," 1/85 ","45","Q1","29.6","6.6"," 1/85 ","Q1","99.41","0.025","5.362","13.455","99.4","Q1",
"INTERNATIONAL JOURNAL OF MECHANICAL SCIENCES","INT J MECH SCI","0020-7403","1879-2162","ENGINEERING, MECHANICAL","SCIE","35,184","7.1","Q1","1.91"," 6/180 ","6.6","Q1","5.9","2.4"," 6/180 ","Q1","96.94","0.034","7.473","1.235","96.9","Q1",
"INTERNATIONAL JOURNAL OF MECHANICAL SCIENCES","INT J MECH SCI","0020-7403","1879-2162","MECHANICS","SCIE","35,184","7.1","Q1","1.91"," 5/170 ","6.6","Q1","5.9","2.4"," 5/170 ","Q1","97.35","0.034","7.473","1.235","97.4","Q1",
"DEVELOPMENTAL CELL","DEV CELL","1534-5807","1878-1551","CELL BIOLOGY","SCIE","33,248","10.7","Q1","2.4"," 25/205 ","11.5","Q1","10.5","1.8"," 15/205 ","Q1","92.93","0.046","9.991","5.407","88.0","Q1",
"DEVELOPMENTAL CELL","DEV CELL","1534-5807","1878-1551","DEVELOPMENTAL BIOLOGY","SCIE","33,248","10.7","Q1","2.4"," 2/39 ","11.5","Q1","10.5","1.8"," 1/39 ","Q1","98.72","0.046","9.991","5.407","96.2","Q1",
"MOVEMENT DISORDERS","MOVEMENT DISORD","0885-3185","1531-8257","CLINICAL NEUROLOGY","SCIE","32,145","7.4","Q1","1.89"," 17/277 ","8.3","Q1","6.7","1.4"," 16/278 ","Q1","94.42","0.025","5.389","2.549","94.0","Q1",
"EUROPEAN POLYMER JOURNAL","EUR POLYM J","0014-3057","1873-1945","POLYMER SCIENCE","SCIE","31,757","5.8","Q1","1.14"," 9/94 ","5.3","Q1","5.2","1.6"," 12/94 ","Q1","87.77","0.019","4.048","0.753","91.0","Q1",
"Biomedicines","BIOMEDICINES","N/A","2227-9059","BIOCHEMISTRY & MOLECULAR BIOLOGY","SCIE","28,411","3.9","Q2","0.88"," 104/313 ","4.1","Q2","3.7","1"," 91/313 ","Q2","71.09","0.04","8.786","0.808","66.9","Q2",
"Biomedicines","BIOMEDICINES","N/A","2227-9059","MEDICINE, RESEARCH & EXPERIMENTAL","SCIE","28,411","3.9","Q2","0.88"," 64/189 ","4.1","Q2","3.7","1"," 59/189 ","Q2","69.05","0.04","8.786","0.808","66.4","Q2",
"Biomedicines","BIOMEDICINES","N/A","2227-9059","PHARMACOLOGY & PHARMACY","SCIE","28,411","3.9","Q1","0.88"," 85/354 ","4.1","Q2","3.7","1"," 105/354 ","Q2","70.48","0.04","8.786","0.808","76.1","Q2",
"Journal of Industrial and Engineering Chemistry","J IND ENG CHEM","1226-086X","1876-794X","CHEMISTRY, MULTIDISCIPLINARY","SCIE","27,796","5.9","Q1","0.92"," 54/230 ","5.3","Q2","5.6","1.6"," 64/231 ","Q1","72.51","0.018","3.967","0.769","76.7","Q2",
"Journal of Industrial and Engineering Chemistry","J IND ENG CHEM","1226-086X","1876-794X","ENGINEERING, CHEMICAL","SCIE","27,796","5.9","Q1","0.92"," 28/170 ","5.3","Q1","5.6","1.6"," 31/171 ","Q1","82.16","0.018","3.967","0.769","83.8","Q1",
"TRANSPORTATION RESEARCH PART C-EMERGING TECHNOLOGIES","TRANSPORT RES C-EMER","0968-090X","1879-2359","TRANSPORTATION SCIENCE & TECHNOLOGY","SCIE","27,650","7.6","Q1","1.68"," 7/72 ","9.6","Q1","6.7","1.2"," 8/72 ","Q1","89.58","0.033","7.305","2.388","91.0","Q1",
"PROGRESS IN POLYMER SCIENCE","PROG POLYM SCI","0079-6700","1873-1619","POLYMER SCIENCE","SCIE","27,463","26","Q1","2.16"," 1/94 ","29.5","Q1","25.7","4.1"," 2/94 ","Q1","98.40","0.013","2.847","5.614","99.5","Q1",
"Journal for ImmunoTherapy of Cancer","J IMMUNOTHER CANCER","N/A","2051-1426","IMMUNOLOGY","SCIE","26,773","10.3","Q1","2.01"," 12/181 ","11.6","Q1","10","1.7"," 14/181 ","Q1","92.54","0.061","13.286","3.597","93.6","Q1",
"Journal for ImmunoTherapy of Cancer","J IMMUNOTHER CANCER","N/A","2051-1426","ONCOLOGY","SCIE","26,773","10.3","Q1","2.01"," 26/322 ","11.6","Q1","10","1.7"," 29/322 ","Q1","91.15","0.061","13.286","3.597","92.1","Q1",
"JOURNAL OF THE MECHANICS AND PHYSICS OF SOLIDS","J MECH PHYS SOLIDS","0022-5096","1873-4782","MATERIALS SCIENCE, MULTIDISCIPLINARY","SCIE","26,175","5","Q2","1.03"," 131/438 ","5.4","Q2","4.5","1.3"," 105/438 ","Q1","76.14","0.017","3.816","1.475","70.2","Q1",
"JOURNAL OF THE MECHANICS AND PHYSICS OF SOLIDS","J MECH PHYS SOLIDS","0022-5096","1873-4782","MECHANICS","SCIE","26,175","5","Q1","1.03"," 17/170 ","5.4","Q1","4.5","1.3"," 35/170 ","Q1","79.71","0.017","3.816","1.475","90.3","Q1",
"JOURNAL OF THE MECHANICS AND PHYSICS OF SOLIDS","J MECH PHYS SOLIDS","0022-5096","1873-4782","PHYSICS, CONDENSED MATTER","SCIE","26,175","5","Q2","1.03"," 21/79 ","5.4","Q2","4.5","1.3"," 16/79 ","Q1","80.38","0.017","3.816","1.475","74.1","Q1",
"FIELD CROPS RESEARCH","FIELD CROP RES","0378-4290","1872-6852","AGRONOMY","SCIE","25,948","5.6","Q1","1.9"," 8/125 ","6.1","Q1","4.9","1.1"," 3/125 ","Q1","98.00","0.011","2.37","1.01","94.0","Q1",
"AMERICAN JOURNAL OF KIDNEY DISEASES","AM J KIDNEY DIS","0272-6386","1523-6838","UROLOGY & NEPHROLOGY","SCIE","24,747","9.4","Q1","3.53"," 7/126 ","9.5","Q1","9.1","2.3"," 6/126 ","Q1","95.63","0.022","4.786","3.357","94.8","Q1",
"Frontiers in Aging Neuroscience","FRONT AGING NEUROSCI","1663-4365","1663-4365","GERIATRICS & GERONTOLOGY","SCIE","24,614","4.1","Q2","0.97"," 22/74 ","4.6","Q2","3.9","0.7"," 25/74 ","Q2","66.89","0.035","7.694","1.152","70.9","Q2",
"Frontiers in Aging Neuroscience","FRONT AGING NEUROSCI","1663-4365","1663-4365","NEUROSCIENCES","SCIE","24,614","4.1","Q2","0.97"," 80/310 ","4.6","Q2","3.9","0.7"," 101/310 ","Q2","67.58","0.035","7.694","1.152","74.4","Q2",
"JOURNAL OF APPLIED MICROBIOLOGY","J APPL MICROBIOL","1364-5072","1365-2672","BIOTECHNOLOGY & APPLIED MICROBIOLOGY","SCIE","24,397","3.2","Q2","0.67"," 75/174 ","4","Q2","3.2","0.6"," 82/174 ","Q2","53.16","0.011","2.421","0.676","57.2","Q2",
"JOURNAL OF APPLIED MICROBIOLOGY","J APPL MICROBIOL","1364-5072","1365-2672","MICROBIOLOGY","SCIE","24,397","3.2","Q2","0.67"," 77/161 ","4","Q2","3.2","0.6"," 77/161 ","Q2","52.48","0.011","2.421","0.676","52.5","Q3",
"Aerospace Science and Technology","AEROSP SCI TECHNOL","1270-9638","1626-3219","ENGINEERING, AEROSPACE","SCIE","23,648","5","Q1","1.96"," 6/52 ","4.8","Q1","3.8","1.3"," 3/52 ","Q1","95.19","0.025","5.415","0.872","89.4","Q1",
"NEUROBIOLOGY OF AGING","NEUROBIOL AGING","0197-4580","1558-1497","GERIATRICS & GERONTOLOGY","SCIE","23,420","3.7","Q2","1.05"," 26/74 ","4.1","Q2","3.5","1"," 22/74 ","Q2","70.95","0.015","3.304","1.314","65.5","Q2",
"NEUROBIOLOGY OF AGING","NEUROBIOL AGING","0197-4580","1558-1497","NEUROSCIENCES","SCIE","23,420","3.7","Q2","1.05"," 98/310 ","4.1","Q2","3.5","1"," 83/310 ","Q2","73.39","0.015","3.304","1.314","68.5","Q2",
"SOLID STATE IONICS","SOLID STATE IONICS","0167-2738","1872-7689","CHEMISTRY, PHYSICAL","SCIE","23,283","3","Q3","0.49"," 94/178 ","3.2","Q2","2.8","0.9"," 101/178 ","Q2","43.54","0.006","1.299","0.55","47.5","Q3",
"SOLID STATE IONICS","SOLID STATE IONICS","0167-2738","1872-7689","PHYSICS, CONDENSED MATTER","SCIE","23,283","3","Q2","0.49"," 33/79 ","3.2","Q2","2.8","0.9"," 39/79 ","Q2","51.27","0.006","1.299","0.55","58.9","Q2",
"Arabian Journal of Chemistry","ARAB J CHEM","1878-5352","1878-5379","CHEMISTRY, MULTIDISCIPLINARY","SCIE","22,818","5.3","Q2","0.94"," 65/230 ","5.6","Q2","5.1","1.5"," 59/231 ","Q2","74.68","0.016","3.595","0.73","72.0","Q2",
"IEEE Antennas and Wireless Propagation Letters","IEEE ANTENN WIREL PR","1536-1225","1548-5757","ENGINEERING, ELECTRICAL & ELECTRONIC","SCIE","22,623","3.7","Q2","0.96"," 112/352 ","4.1","Q2","3.1","0.9"," 106/354 ","Q2","70.20","0.026","5.596","1.169","68.3","Q1",
"IEEE Antennas and Wireless Propagation Letters","IEEE ANTENN WIREL PR","1536-1225","1548-5757","TELECOMMUNICATIONS","SCIE","22,623","3.7","Q2","0.96"," 40/119 ","4.1","Q2","3.1","0.9"," 42/119 ","Q2","65.13","0.026","5.596","1.169","66.8","Q1",
"POSTHARVEST BIOLOGY AND TECHNOLOGY","POSTHARVEST BIOL TEC","0925-5214","1873-2356","AGRONOMY","SCIE","21,598","6.4","Q1","2.01"," 2/125 ","6.9","Q1","5.2","1"," 1/125 ","Q1","99.60","0.01","2.158","0.863","98.8","Q1",
"POSTHARVEST BIOLOGY AND TECHNOLOGY","POSTHARVEST BIOL TEC","0925-5214","1873-2356","FOOD SCIENCE & TECHNOLOGY","SCIE","21,598","6.4","Q1","2.01"," 16/173 ","6.9","Q1","5.2","1"," 4/173 ","Q1","97.98","0.01","2.158","0.863","91.0","Q1",
"POSTHARVEST BIOLOGY AND TECHNOLOGY","POSTHARVEST BIOL TEC","0925-5214","1873-2356","HORTICULTURE","SCIE","21,598","6.4","Q1","2.01"," 3/38 ","6.9","Q1","5.2","1"," 2/38 ","Q1","96.05","0.01","2.158","0.863","93.4","Q1",
"INTERNATIONAL JOURNAL OF THERMAL SCIENCES","INT J THERM SCI","1290-0729","1778-4166","ENGINEERING, MECHANICAL","SCIE","20,942","4.9","Q1","1.14"," 27/180 ","4.3","Q1","4.4","1.1"," 26/180 ","Q1","85.83","0.016","3.48","0.758","85.3","Q1",
"INTERNATIONAL JOURNAL OF THERMAL SCIENCES","INT J THERM SCI","1290-0729","1778-4166","THERMODYNAMICS","SCIE","20,942","4.9","Q1","1.14"," 15/76 ","4.3","Q1","4.4","1.1"," 13/76 ","Q1","83.55","0.016","3.48","0.758","80.9","Q1",
"PHARMACEUTICAL RESEARCH","PHARM RES-DORDR","0724-8741","1573-904X","CHEMISTRY, MULTIDISCIPLINARY","SCIE","20,070","3.5","Q2","0.82"," 88/230 ","3.8","Q2","3.4","0.8"," 72/231 ","Q2","69.05","0.006","1.395","0.708","62.0","Q2",
"PHARMACEUTICAL RESEARCH","PHARM RES-DORDR","0724-8741","1573-904X","PHARMACOLOGY & PHARMACY","SCIE","20,070","3.5","Q2","0.82"," 100/354 ","3.8","Q2","3.4","0.8"," 123/354 ","Q2","65.40","0.006","1.395","0.708","71.9","Q2",
"DRUGS","DRUGS","0012-6667","1179-1950","PHARMACOLOGY & PHARMACY","SCIE","19,942","13","Q1","2.99"," 7/354 ","11.4","Q1","12.9","2.5"," 3/354 ","Q1","99.29","0.019","4.104","2.92","98.2","Q1",
"DRUGS","DRUGS","0012-6667","1179-1950","TOXICOLOGY","SCIE","19,942","13","Q1","2.99"," 1/106 ","11.4","Q1","12.9","2.5"," 1/106 ","Q1","99.53","0.019","4.104","2.92","99.5","Q1",
"JOURNAL OF MATHEMATICAL PHYSICS","J MATH PHYS","0022-2488","1089-7658","PHYSICS, MATHEMATICAL","SCIE","19,710","1.2","Q3","0.46"," 37/60 ","1.3","Q2","1.1","0.4"," 40/60 ","Q3","34.17","0.012","2.558","0.621","39.2","Q3",
"Atmospheric Research","ATMOS RES","0169-8095","1873-2895","METEOROLOGY & ATMOSPHERIC SCIENCES","SCIE","19,128","4.5","Q1","1.21"," 22/110 ","4.8","Q1","4","0.8"," 18/110 ","Q1","84.09","0.019","4.244","1.123","80.5","Q2",
"EPL","EPL-EUROPHYS LETT","0295-5075","1286-4854","PHYSICS, MULTIDISCIPLINARY","SCIE","19,038","1.8","Q2","0.49"," 50/110 ","1.6","Q2","1.7","0.8"," 49/110 ","Q2","55.91","0.009","1.957","0.489","55.0","Q2",
"TRENDS IN CELL BIOLOGY","TRENDS CELL BIOL","0962-8924","1879-3088","CELL BIOLOGY","SCIE","19,027","13","Q1","1.47"," 17/205 ","19.5","Q1","12.9","6.9"," 29/205 ","Q1","86.10","0.022","4.736","7.105","92.0","Q1",
"NUCLEAR FUSION","NUCL FUSION","0029-5515","1741-4326","PHYSICS, FLUIDS & PLASMAS","SCIE","18,900","3.5","Q1","1.23"," 4/40 ","3.4","Q1","2.5","1"," 5/40 ","Q1","88.75","0.016","3.556","0.872","91.3","Q1",
"DIGESTIVE DISEASES AND SCIENCES","DIGEST DIS SCI","0163-2116","1573-2568","GASTROENTEROLOGY & HEPATOLOGY","SCIE","18,736","2.5","Q2","0.6"," 71/143 ","2.9","Q2","2.4","0.6"," 67/143 ","Q2","53.50","0.017","3.709","0.876","50.7","Q2",
"AMERICAN JOURNAL OF PHYSIOLOGY-ENDOCRINOLOGY AND METABOLISM","AM J PHYSIOL-ENDOC M","0193-1849","1522-1555","ENDOCRINOLOGY & METABOLISM","SCIE","18,430","4.2","Q1","1.36"," 40/186 ","4.5","Q1","4.1","0.7"," 25/186 ","Q1","86.83","0.009","1.898","1.256","78.8","Q2",
"AMERICAN JOURNAL OF PHYSIOLOGY-ENDOCRINOLOGY AND METABOLISM","AM J PHYSIOL-ENDOC M","0193-1849","1522-1555","PHYSIOLOGY","SCIE","18,430","4.2","Q1","1.36"," 12/85 ","4.5","Q1","4.1","0.7"," 9/85 ","Q1","90.00","0.009","1.898","1.256","86.5","Q1",
"ACTA ASTRONAUTICA","ACTA ASTRONAUT","0094-5765","1879-2030","ENGINEERING, AEROSPACE","SCIE","17,746","3.1","Q1","1.25"," 9/52 ","3.1","Q1","2.5","0.7"," 7/52 ","Q1","87.50","0.016","3.503","0.638","83.7","Q1",
"JOURNAL OF PATHOLOGY","J PATHOL","0022-3417","1096-9896","ONCOLOGY","SCIE","17,724","5.6","Q1","1.8"," 56/322 ","7.1","Q1","5.5","1"," 33/322 ","Q1","89.91","0.011","2.456","2.095","82.8","Q1",
"JOURNAL OF PATHOLOGY","J PATHOL","0022-3417","1096-9896","PATHOLOGY","SCIE","17,724","5.6","Q1","1.8"," 8/88 ","7.1","Q1","5.5","1"," 7/88 ","Q1","92.61","0.011","2.456","2.095","91.5","Q1",
"Inorganic Chemistry Frontiers","INORG CHEM FRONT","2052-1553","2052-1553","CHEMISTRY, INORGANIC & NUCLEAR","SCIE","17,339","6.1","Q1","1.97"," 3/44 ","5.9","Q1","5.7","1.9"," 1/44 ","Q1","98.86","0.019","4.051","0.942","94.3","Q1",
"JOURNAL OF PHOTOCHEMISTRY AND PHOTOBIOLOGY B-BIOLOGY","J PHOTOCH PHOTOBIO B","1011-1344","1873-2682","BIOCHEMISTRY & MOLECULAR BIOLOGY","SCIE","16,694","3.9","Q2","1.14"," 104/313 ","5.3","Q1","3.8","0.9"," 58/313 ","Q1","81.63","0.008","1.759","0.776","66.9","Q2",
"JOURNAL OF PHOTOCHEMISTRY AND PHOTOBIOLOGY B-BIOLOGY","J PHOTOCH PHOTOBIO B","1011-1344","1873-2682","BIOPHYSICS","SCIE","16,694","3.9","Q1","1.14"," 13/77 ","5.3","Q1","3.8","0.9"," 7/77 ","Q1","91.56","0.008","1.759","0.776","83.8","Q2",
"IEEE Transactions on Sustainable Energy","IEEE T SUSTAIN ENERG","1949-3029","1949-3037","ENERGY & FUELS","SCIE","15,983","8.6","Q1","1.74"," 31/170 ","8.6","Q1","8.1","2.4"," 16/173 ","Q1","91.04","0.022","4.829","2.468","82.1","Q1",
"IEEE Transactions on Sustainable Energy","IEEE T SUSTAIN ENERG","1949-3029","1949-3037","ENGINEERING, ELECTRICAL & ELECTRONIC","SCIE","15,983","8.6","Q1","1.74"," 18/352 ","8.6","Q1","8.1","2.4"," 29/354 ","Q1","91.95","0.022","4.829","2.468","95.0","Q1",
"IEEE Transactions on Sustainable Energy","IEEE T SUSTAIN ENERG","1949-3029","1949-3037","GREEN & SUSTAINABLE SCIENCE & TECHNOLOGY","SCIE","15,983","8.6","Q1","1.74"," 17/91 ","8.6","Q1","8.1","2.4"," 9/91 ","Q1","90.66","0.022","4.829","2.468","81.9","Q1",
"OncoTargets and Therapy","ONCOTARGETS THER","1178-6930","1178-6930","BIOTECHNOLOGY & APPLIED MICROBIOLOGY","SCIE","15,604","2.7","Q3","0.73"," 90/174 ","3.1","Q3","2.7","0.6"," 73/174 ","Q2","58.33","0.018","4.003","0.61","48.6","Q2",
"OncoTargets and Therapy","ONCOTARGETS THER","1178-6930","1178-6930","ONCOLOGY","SCIE","15,604","2.7","Q3","0.73"," 163/322 ","3.1","Q2","2.7","0.6"," 135/322 ","Q2","58.23","0.018","4.003","0.61","49.5","Q3",
"JOURNAL OF FISH BIOLOGY","J FISH BIOL","0022-1112","1095-8649","FISHERIES","SCIE","15,468","1.7","Q2","0.63"," 31/62 ","2.1","Q2","1.5","0.4"," 29/62 ","Q2","54.03","0.006","1.315","0.489","50.8","Q2",
"JOURNAL OF FISH BIOLOGY","J FISH BIOL","0022-1112","1095-8649","MARINE & FRESHWATER BIOLOGY","SCIE","15,468","1.7","Q2","0.63"," 52/119 ","2.1","Q2","1.5","0.4"," 48/119 ","Q2","60.08","0.006","1.315","0.489","56.7","Q2",
"MICROBIAL PATHOGENESIS","MICROB PATHOGENESIS","0882-4010","1096-1208","IMMUNOLOGY","SCIE","15,413","3.3","Q3","0.72"," 95/181 ","3.6","Q3","3.2","0.7"," 82/181 ","Q2","54.97","0.015","3.309","0.62","47.8","Q3",
"MICROBIAL PATHOGENESIS","MICROB PATHOGENESIS","0882-4010","1096-1208","MICROBIOLOGY","SCIE","15,413","3.3","Q2","0.72"," 70/161 ","3.6","Q2","3.2","0.7"," 72/161 ","Q2","55.59","0.015","3.309","0.62","56.8","Q3",
"Nature Electronics","NAT ELECTRON","2520-1131","2520-1131","ENGINEERING, ELECTRICAL & ELECTRONIC","SCIE","15,284","33.7","Q1","5.94"," 1/352 ","39.2","Q1","33.1","4.6"," 1/354 ","Q1","99.86","0.041","8.914","12.985","99.9","Q1",
"JOURNAL OF FOOD COMPOSITION AND ANALYSIS","J FOOD COMPOS ANAL","0889-1575","1096-0481","CHEMISTRY, APPLIED","SCIE","14,980","4","Q2","0.86"," 21/74 ","4.1","Q2","3.7","0.9"," 17/74 ","Q1","77.70","0.008","1.836","0.558","72.3","Q2",
"JOURNAL OF FOOD COMPOSITION AND ANALYSIS","J FOOD COMPOS ANAL","0889-1575","1096-0481","FOOD SCIENCE & TECHNOLOGY","SCIE","14,980","4","Q2","0.86"," 49/173 ","4.1","Q2","3.7","0.9"," 51/173 ","Q1","70.81","0.008","1.836","0.558","72.0","Q2",
"AIDS","AIDS","0269-9370","1473-5571","IMMUNOLOGY","SCIE","14,375","3.4","Q3","0.69"," 93/181 ","3.5","Q3","3.2","1.3"," 88/181 ","Q2","51.66","0.016","3.417","1.435","48.9","Q2",
"AIDS","AIDS","0269-9370","1473-5571","INFECTIOUS DISEASES","SCIE","14,375","3.4","Q2","0.69"," 47/132 ","3.5","Q2","3.2","1.3"," 57/132 ","Q2","57.20","0.016","3.417","1.435","64.8","Q1",
"AIDS","AIDS","0269-9370","1473-5571","VIROLOGY","SCIE","14,375","3.4","Q3","0.69"," 21/41 ","3.5","Q2","3.2","1.3"," 18/41 ","Q2","57.32","0.016","3.417","1.435","50.0","Q1",
"OPTICS AND LASERS IN ENGINEERING","OPT LASER ENG","0143-8166","1873-0302","OPTICS","SCIE","14,111","3.5","Q2","1.22"," 32/119 ","4.2","Q1","3.2","0.7"," 20/120 ","Q1","83.75","0.012","2.626","0.787","73.5","Q1",
"POLYMER ENGINEERING AND SCIENCE","POLYM ENG SCI","0032-3888","1548-2634","ENGINEERING, CHEMICAL","SCIE","13,484","3.2","Q2","0.55"," 72/170 ","3","Q2","2.6","1"," 74/171 ","Q2","57.02","0.005","1.03","0.372","57.9","Q3",
"POLYMER ENGINEERING AND SCIENCE","POLYM ENG SCI","0032-3888","1548-2634","POLYMER SCIENCE","SCIE","13,484","3.2","Q2","0.55"," 37/94 ","3","Q2","2.6","1"," 45/94 ","Q2","52.66","0.005","1.03","0.372","61.2","Q3",
"JOURNAL OF CHEMICAL TECHNOLOGY AND BIOTECHNOLOGY","J CHEM TECHNOL BIOT","0268-2575","1097-4660","BIOTECHNOLOGY & APPLIED MICROBIOLOGY","SCIE","13,372","2.8","Q3","0.45"," 88/174 ","3","Q3","2.7","0.6"," 135/174 ","Q2","22.70","0.007","1.446","0.458","49.7","Q3",
