"Journal Data Filtered By:  Selected Editions: SCIE;SSCI;AHCI;ESCI Selected JCR Year: 2023 Selected Category Schema: WOS Selected Open Access: N Selected ISSN/eISSNs: Multiple Indicator: Custom"

Journal name,JCR Abbreviation,ISSN,eISSN,Category,Edition,Total Citations,2023 JIF,JIF Quartile,2023 JCI,JIF Rank,5 Year JIF,5 Year JIF Quartile,JIF Without Self Cites,Immediacy Index,JCI Rank,JCI Quartile,JCI Percentile,Eigenfactor,Normalized Eigenfactor,Article Influence Score,JIF Percentile,AIS Quartile
"Agricultural Water Management","AGR WATER MANAGE","0378-3774","1873-2283","AGRONOMY","SCIE","31,875","5.9","Q1","1.89"," 6/125 ","6.2","Q1","5.2","1.5"," 4/125 ","Q1","97.20","0.021","4.532","0.925","95.6","Q1",
"Agricultural Water Management","AGR WATER MANAGE","0378-3774","1873-2283","WATER RESOURCES","SCIE","31,875","5.9","Q1","1.89"," 8/127 ","6.2","Q1","5.2","1.5"," 2/127 ","Q1","98.82","0.021","4.532","0.925","94.1","Q1",
"BRITISH JOURNAL OF DERMATOLOGY","BRIT J DERMATOL","0007-0963","1365-2133","DERMATOLOGY","SCIE","30,809","11","Q1","3.59"," 3/94 ","9.4","Q1","10.2","2.5"," 3/94 ","Q1","97.34","0.026","5.662","2.982","97.3","Q1",
"JOURNAL OF BIOMECHANICS","J BIOMECH","0021-9290","1873-2380","BIOPHYSICS","SCIE","30,775","2.4","Q3","0.58"," 46/77 ","2.5","Q3","2.2","0.6"," 41/77 ","Q3","47.40","0.013","2.752","0.64","40.9","Q2",
"JOURNAL OF BIOMECHANICS","J BIOMECH","0021-9290","1873-2380","ENGINEERING, BIOMEDICAL","SCIE","30,775","2.4","Q3","0.58"," 73/122 ","2.5","Q3","2.2","0.6"," 70/122 ","Q3","43.03","0.013","2.752","0.64","40.6","Q3",
"NEUROPSYCHOPHARMACOLOGY","NEUROPSYCHOPHARMACOL","0893-133X","1740-634X","NEUROSCIENCES","SCIE","28,267","6.6","Q1","1.6"," 29/310 ","7.3","Q1","6.5","1.2"," 30/310 ","Q1","90.48","0.029","6.263","2.71","90.8","Q1",
"NEUROPSYCHOPHARMACOLOGY","NEUROPSYCHOPHARMACOL","0893-133X","1740-634X","PHARMACOLOGY & PHARMACY","SCIE","28,267","6.6","Q1","1.6"," 20/354 ","7.3","Q1","6.5","1.2"," 24/354 ","Q1","93.36","0.029","6.263","2.71","94.5","Q1",
"NEUROPSYCHOPHARMACOLOGY","NEUROPSYCHOPHARMACOL","0893-133X","1740-634X","PSYCHIATRY","SCIE","28,267","6.6","Q1","1.6"," 17/276 ","7.3","Q1","6.5","1.2"," 21/276 ","Q1","92.57","0.029","6.263","2.71","94.0","Q1",
"JOURNAL OF BONE AND MINERAL RESEARCH","J BONE MINER RES","0884-0431","1523-4681","ENDOCRINOLOGY & METABOLISM","SCIE","25,664","5.1","Q1","1.35"," 29/186 ","5.8","Q1","4.9","1"," 28/186 ","Q1","85.22","0.016","3.413","1.847","84.7","Q1",
"Microbiome","MICROBIOME","2049-2618","2049-2618","MICROBIOLOGY","SCIE","23,500","13.8","Q1","3.12"," 8/161 ","17.9","Q1","13.4","1.9"," 7/161 ","Q1","95.96","0.038","8.341","4.708","95.3","Q1",
"JOURNAL OF PROTEOME RESEARCH","J PROTEOME RES","1535-3893","1535-3907","BIOCHEMICAL RESEARCH METHODS","SCIE","22,632","3.8","Q1","1.11"," 15/85 ","4.1","Q1","3.4","0.8"," 11/85 ","Q1","87.65","0.02","4.309","1.185","82.9","Q1",
"Light-Science & Applications","LIGHT-SCI APPL","2095-5545","2047-7538","OPTICS","SCIE","22,595","20.6","Q1","5.22"," 4/119 ","20.3","Q1","20.2","4"," 3/120 ","Q1","97.92","0.039","8.479","5.474","97.1","Q1",
"BIOLOGY OF REPRODUCTION","BIOL REPROD","0006-3363","1529-7268","REPRODUCTIVE BIOLOGY","SCIE","20,583","3.1","Q2","1.04"," 12/39 ","3.7","Q2","3","0.4"," 11/39 ","Q2","73.08","0.009","1.993","0.976","70.5","Q2",
"JOURNAL OF RHEUMATOLOGY","J RHEUMATOL","0315-162X","1499-2752","RHEUMATOLOGY","SCIE","20,337","3.6","Q2","1.02"," 16/57 ","3.9","Q2","3.3","1.9"," 13/57 ","Q1","78.07","0.01","2.221","1.265","72.8","Q2",
"Parasites & Vectors","PARASITE VECTOR","1756-3305","1756-3305","PARASITOLOGY","SCIE","20,196","3","Q1","1.08"," 11/45 ","3.3","Q1","2.8","0.7"," 9/45 ","Q1","81.11","0.02","4.453","0.834","76.7","Q1",
"Parasites & Vectors","PARASITE VECTOR","1756-3305","1756-3305","TROPICAL MEDICINE","SCIE","20,196","3","Q1","1.08"," 6/28 ","3.3","Q1","2.8","0.7"," 5/28 ","Q1","83.93","0.02","4.453","0.834","80.4","Q1",
"Osteoarthritis and Cartilage","OSTEOARTHR CARTILAGE","1063-4584","1522-9653","ORTHOPEDICS","SCIE","20,190","7.2","Q1","2.18"," 2/136 ","7","Q1","6.8","1.9"," 3/136 ","Q1","98.16","0.013","2.924","1.895","98.9","Q1",
"Osteoarthritis and Cartilage","OSTEOARTHR CARTILAGE","1063-4584","1522-9653","RHEUMATOLOGY","SCIE","20,190","7.2","Q1","2.18"," 5/57 ","7","Q1","6.8","1.9"," 5/57 ","Q1","92.11","0.013","2.924","1.895","92.1","Q1",
"METABOLISM-CLINICAL AND EXPERIMENTAL","METABOLISM","0026-0495","1532-8600","ENDOCRINOLOGY & METABOLISM","SCIE","19,450","10.8","Q1","2.18"," 9/186 ","10.6","Q1","10.2","2.6"," 9/186 ","Q1","95.43","0.016","3.6","2.678","95.4","Q1",
"WORLD JOURNAL OF SURGERY","WORLD J SURG","0364-2313","1432-2323","SURGERY","SCIE","18,556","2.3","Q2","1.07"," 79/290 ","2.8","Q2","2.2","0.5"," 58/290 ","Q1","80.17","0.015","3.215","0.828","72.9","Q2",
"JOURNAL OF MATERIALS ENGINEERING AND PERFORMANCE","J MATER ENG PERFORM","1059-9495","1544-1024","MATERIALS SCIENCE, MULTIDISCIPLINARY","SCIE","18,001","2.2","Q3","0.38"," 280/438 ","2.2","Q3","1.9","0.4"," 298/438 ","Q3","32.08","0.012","2.633","0.321","36.2","Q3",
"MEASUREMENT SCIENCE and TECHNOLOGY","MEAS SCI TECHNOL","0957-0233","1361-6501","ENGINEERING, MULTIDISCIPLINARY","SCIE","17,986","2.7","Q1","0.78"," 40/179 ","2.4","Q2","2.1","1"," 47/180 ","Q2","74.17","0.01","2.209","0.45","77.9","Q2",
"MEASUREMENT SCIENCE and TECHNOLOGY","MEAS SCI TECHNOL","0957-0233","1361-6501","INSTRUMENTS & INSTRUMENTATION","SCIE","17,986","2.7","Q2","0.78"," 27/76 ","2.4","Q2","2.1","1"," 26/76 ","Q2","66.45","0.01","2.209","0.45","65.1","Q2",
"APPLIED SOIL ECOLOGY","APPL SOIL ECOL","0929-1393","1873-0272","SOIL SCIENCE","SCIE","17,729","4.8","Q1","1.16"," 11/49 ","4.9","Q1","4.5","0.7"," 11/49 ","Q1","78.57","0.012","2.614","0.864","78.6","Q2",
"ENDOCRINE REVIEWS","ENDOCR REV","0163-769X","1945-7189","ENDOCRINOLOGY & METABOLISM","SCIE","17,365","22","Q1","3.17"," 4/186 ","26.5","Q1","22","2.6"," 6/186 ","Q1","97.04","0.015","3.295","8.787","98.1","Q1",
"CHEMICO-BIOLOGICAL INTERACTIONS","CHEM-BIOL INTERACT","0009-2797","1872-7786","BIOCHEMISTRY & MOLECULAR BIOLOGY","SCIE","17,009","4.7","Q1","1.16"," 70/313 ","4.6","Q2","4.6","1"," 54/313 ","Q1","82.91","0.01","2.279","0.773","77.8","Q2",
"CHEMICO-BIOLOGICAL INTERACTIONS","CHEM-BIOL INTERACT","0009-2797","1872-7786","PHARMACOLOGY & PHARMACY","SCIE","17,009","4.7","Q1","1.16"," 55/354 ","4.6","Q1","4.6","1"," 59/354 ","Q1","83.47","0.01","2.279","0.773","84.6","Q2",
"CHEMICO-BIOLOGICAL INTERACTIONS","CHEM-BIOL INTERACT","0009-2797","1872-7786","TOXICOLOGY","SCIE","17,009","4.7","Q1","1.16"," 16/106 ","4.6","Q1","4.6","1"," 13/106 ","Q1","88.21","0.01","2.279","0.773","85.4","Q2",
"Microbiology Spectrum","MICROBIOL SPECTR","2165-0497","2165-0497","MICROBIOLOGY","SCIE","16,956","3.7","Q2","0.96"," 61/161 ","4.2","Q2","3.5","0.7"," 48/161 ","Q2","70.50","0.023","5.098","1.019","62.4","Q2",
"Organic Chemistry Frontiers","ORG CHEM FRONT","2052-4129","2052-4129","CHEMISTRY, ORGANIC","SCIE","16,517","4.6","Q1","1.27"," 6/58 ","4.3","Q1","4.2","1.1"," 5/58 ","Q1","92.24","0.02","4.464","0.815","90.5","Q1",
"JOURNAL OF ELECTRONIC MATERIALS","J ELECTRON MATER","0361-5235","1543-186X","ENGINEERING, ELECTRICAL & ELECTRONIC","SCIE","16,504","2.2","Q3","0.44"," 183/352 ","1.9","Q3","2.1","0.6"," 217/354 ","Q3","38.84","0.011","2.3","0.293","48.2","Q3",
"JOURNAL OF ELECTRONIC MATERIALS","J ELECTRON MATER","0361-5235","1543-186X","MATERIALS SCIENCE, MULTIDISCIPLINARY","SCIE","16,504","2.2","Q3","0.44"," 280/438 ","1.9","Q3","2.1","0.6"," 273/438 ","Q3","37.79","0.011","2.3","0.293","36.2","Q3",
"JOURNAL OF ELECTRONIC MATERIALS","J ELECTRON MATER","0361-5235","1543-186X","PHYSICS, APPLIED","SCIE","16,504","2.2","Q3","0.44"," 104/179 ","1.9","Q3","2.1","0.6"," 115/179 ","Q3","36.03","0.011","2.3","0.293","42.2","Q3",
"European Physical Journal Plus","EUR PHYS J PLUS","2190-5444","2190-5444","PHYSICS, MULTIDISCIPLINARY","SCIE","16,403","2.8","Q2","0.86"," 31/110 ","2.7","Q2","2.6","1"," 26/110 ","Q1","76.82","0.019","4.155","0.498","72.3","Q2",
"NUCLEAR ENGINEERING AND DESIGN","NUCL ENG DES","0029-5493","1872-759X","NUCLEAR SCIENCE & TECHNOLOGY","SCIE","16,038","1.9","Q1","0.87"," 10/40 ","2","Q2","1.4","0.3"," 9/40 ","Q1","78.75","0.008","1.742","0.43","76.3","Q2",
"JOURNAL OF SPORTS SCIENCES","J SPORT SCI","0264-0414","1466-447X","SPORT SCIENCES","SCIE","15,637","2.3","Q2","1.05"," 41/127 ","3.4","Q1","2.2","0.4"," 31/127 ","Q1","75.98","0.011","2.379","0.925","68.1","Q1",
"Journal of the American Medical Directors Association","J AM MED DIR ASSOC","1525-8610","1538-9375","GERIATRICS & GERONTOLOGY","SCIE","14,954","4.2","Q2","1.39"," 21/74 ","5.2","Q1","3.9","0.8"," 12/74 ","Q1","84.46","0.018","3.956","1.561","72.3","Q1",
"MICROBIOLOGY-SGM","MICROBIOL-SGM","1350-0872","1465-2080","MICROBIOLOGY","SCIE","14,887","2.6","Q3","0.52"," 92/161 ","2.8","Q3","2.5","0.9"," 106/161 ","Q3","34.47","0.004","0.789","0.729","43.2","Q3",
"BIOCHIMICA ET BIOPHYSICA ACTA-GENERAL SUBJECTS","BBA-GEN SUBJECTS","0304-4165","1872-8006","BIOCHEMISTRY & MOLECULAR BIOLOGY","SCIE","14,581","2.8","Q3","0.63"," 184/313 ","3","Q3","2.7","0.4"," 170/313 ","Q2","45.85","0.006","1.269","0.703","41.4","Q3",
"BIOCHIMICA ET BIOPHYSICA ACTA-GENERAL SUBJECTS","BBA-GEN SUBJECTS","0304-4165","1872-8006","BIOPHYSICS","SCIE","14,581","2.8","Q2","0.63"," 33/77 ","3","Q2","2.7","0.4"," 36/77 ","Q2","53.90","0.006","1.269","0.703","57.8","Q2",
"Health and Quality of Life Outcomes","HEALTH QUAL LIFE OUT","N/A","1477-7525","HEALTH CARE SCIENCES & SERVICES","SCIE","14,119","3.2","Q1","1.1"," 41/174 ","3.9","Q1","3.2","0.5"," 35/175 ","Q1","80.29","0.012","2.547","1.155","76.7","Q2",
"Health and Quality of Life Outcomes","HEALTH QUAL LIFE OUT","N/A","1477-7525","HEALTH POLICY & SERVICES","SSCI","14,119","3.2","Q1","1.1"," 25/118 ","3.9","Q1","3.2","0.5"," 25/119 ","Q1","79.41","0.012","2.547","1.155","79.2","Q2",
"Physical Review Materials","PHYS REV MATER","2475-9953","2475-9953","MATERIALS SCIENCE, MULTIDISCIPLINARY","SCIE","13,730","3.1","Q2","0.6"," 208/438 ","3.4","Q2","2.9","1"," 206/438 ","Q2","53.08","0.029","6.367","0.988","52.6","Q2",
"ADVANCES IN MATHEMATICS","ADV MATH","0001-8708","1090-2082","MATHEMATICS","SCIE","13,596","1.5","Q1","1.35"," 52/489 ","1.7","Q1","1.4","0.3"," 42/489 ","Q1","91.51","0.032","6.958","1.781","89.5","Q1",
"JOURNAL OF EXPERIMENTAL MARINE BIOLOGY AND ECOLOGY","J EXP MAR BIOL ECOL","0022-0981","1879-1697","ECOLOGY","SCIE","13,470","1.8","Q3","0.64"," 115/195 ","2.1","Q3","1.7","0.4"," 98/195 ","Q2","50.00","0.003","0.547","0.518","41.3","Q3",
"JOURNAL OF EXPERIMENTAL MARINE BIOLOGY AND ECOLOGY","J EXP MAR BIOL ECOL","0022-0981","1879-1697","MARINE & FRESHWATER BIOLOGY","SCIE","13,470","1.8","Q2","0.64"," 49/119 ","2.1","Q2","1.7","0.4"," 45/119 ","Q2","62.61","0.003","0.547","0.518","59.2","Q2",
"MARINE GEOLOGY","MAR GEOL","0025-3227","1872-6151","GEOSCIENCES, MULTIDISCIPLINARY","SCIE","13,454","2.6","Q2","0.84"," 98/253 ","2.8","Q2","2.4","0.4"," 80/253 ","Q2","68.58","0.006","1.374","0.805","61.5","Q2",
"MARINE GEOLOGY","MAR GEOL","0025-3227","1872-6151","OCEANOGRAPHY","SCIE","13,454","2.6","Q2","0.84"," 19/65 ","2.8","Q2","2.4","0.4"," 21/65 ","Q2","68.46","0.006","1.374","0.805","71.5","Q1",
"INFORMATION & MANAGEMENT","INFORM MANAGE-AMSTER","0378-7206","1872-7530","COMPUTER SCIENCE, INFORMATION SYSTEMS","SCIE","13,338","8.2","Q1","2.58"," 9/249 ","10.2","Q1","7.9","1.2"," 6/251 ","Q1","97.81","0.009","1.961","2.07","96.6","Q1",
"INFORMATION & MANAGEMENT","INFORM MANAGE-AMSTER","0378-7206","1872-7530","INFORMATION SCIENCE & LIBRARY SCIENCE","SSCI","13,338","8.2","Q1","2.58"," 3/160 ","10.2","Q1","7.9","1.2"," 4/161 ","Q1","97.83","0.009","1.961","2.07","98.4","Q1",
"INFORMATION & MANAGEMENT","INFORM MANAGE-AMSTER","0378-7206","1872-7530","MANAGEMENT","SSCI","13,338","8.2","Q1","2.58"," 25/401 ","10.2","Q1","7.9","1.2"," 8/402 ","Q1","98.13","0.009","1.961","2.07","93.9","Q1",
"APPLIED ORGANOMETALLIC CHEMISTRY","APPL ORGANOMET CHEM","0268-2605","1099-0739","CHEMISTRY, APPLIED","SCIE","12,955","3.7","Q2","0.89"," 24/74 ","3.5","Q2","3.3","1.4"," 15/74 ","Q1","80.41","0.01","2.139","0.425","68.2","Q2",
"APPLIED ORGANOMETALLIC CHEMISTRY","APPL ORGANOMET CHEM","0268-2605","1099-0739","CHEMISTRY, INORGANIC & NUCLEAR","SCIE","12,955","3.7","Q2","0.89"," 12/44 ","3.5","Q1","3.3","1.4"," 12/44 ","Q1","73.86","0.01","2.139","0.425","73.9","Q2",
"MEDICAL TEACHER","MED TEACH","0142-159X","1466-187X","EDUCATION, SCIENTIFIC DISCIPLINES","SCIE","12,758","3.3","Q1","1.53"," 13/85 ","4.7","Q1","2.9","0.9"," 9/85 ","Q1","90.00","0.011","2.455","1.525","85.3","Q1",
"MEDICAL TEACHER","MED TEACH","0142-159X","1466-187X","HEALTH CARE SCIENCES & SERVICES","SCIE","12,758","3.3","Q1","1.53"," 37/174 ","4.7","Q1","2.9","0.9"," 15/175 ","Q1","91.71","0.011","2.455","1.525","79.0","Q1",
"CLINICAL RHEUMATOLOGY","CLIN RHEUMATOL","0770-3198","1434-9949","RHEUMATOLOGY","SCIE","12,714","2.9","Q2","0.77"," 20/57 ","2.8","Q2","2.8","0.6"," 22/57 ","Q2","62.28","0.014","3.119","0.756","65.8","Q2",
"ARCHIVES OF VIROLOGY","ARCH VIROL","0304-8608","1432-8798","VIROLOGY","SCIE","12,434","2.5","Q3","0.51"," 25/41 ","2.2","Q3","2.3","0.8"," 26/41 ","Q3","37.80","0.007","1.581","0.444","40.2","Q4",
"NATURAL HAZARDS AND EARTH SYSTEM SCIENCES","NAT HAZARD EARTH SYS","1561-8633","1684-9981","GEOSCIENCES, MULTIDISCIPLINARY","SCIE","12,338","4.2","Q1","0.98"," 34/253 ","4.5","Q1","3.8","1.4"," 52/253 ","Q1","79.64","0.01","2.124","1.158","86.8","Q1",
"NATURAL HAZARDS AND EARTH SYSTEM SCIENCES","NAT HAZARD EARTH SYS","1561-8633","1684-9981","METEOROLOGY & ATMOSPHERIC SCIENCES","SCIE","12,338","4.2","Q1","0.98"," 26/110 ","4.5","Q2","3.8","1.4"," 29/110 ","Q1","74.09","0.01","2.124","1.158","76.8","Q2",
"NATURAL HAZARDS AND EARTH SYSTEM SCIENCES","NAT HAZARD EARTH SYS","1561-8633","1684-9981","WATER RESOURCES","SCIE","12,338","4.2","Q1","0.98"," 25/127 ","4.5","Q1","3.8","1.4"," 26/127 ","Q1","79.92","0.01","2.124","1.158","80.7","Q1",
"JOURNAL OF STRUCTURAL GEOLOGY","J STRUCT GEOL","0191-8141","1873-1201","GEOSCIENCES, MULTIDISCIPLINARY","SCIE","12,250","2.6","Q2","0.76"," 98/253 ","2.8","Q2","2.1","0.7"," 98/253 ","Q2","61.46","0.006","1.299","0.784","61.5","Q2",
"Bulletin of Engineering Geology and the Environment","B ENG GEOL ENVIRON","1435-9529","1435-9537","ENGINEERING, ENVIRONMENTAL","SCIE","12,080","3.7","Q3","0.86"," 41/81 ","4.2","Q2","3.4","1"," 24/81 ","Q2","70.99","0.014","3.021","0.848","50.0","Q2",
"Bulletin of Engineering Geology and the Environment","B ENG GEOL ENVIRON","1435-9529","1435-9537","ENGINEERING, GEOLOGICAL","SCIE","12,080","3.7","Q2","0.86"," 17/63 ","4.2","Q1","3.4","1"," 23/63 ","Q2","64.29","0.014","3.021","0.848","73.8","Q2",
"Bulletin of Engineering Geology and the Environment","B ENG GEOL ENVIRON","1435-9529","1435-9537","GEOSCIENCES, MULTIDISCIPLINARY","SCIE","12,080","3.7","Q1","0.86"," 54/253 ","4.2","Q1","3.4","1"," 74/253 ","Q2","70.95","0.014","3.021","0.848","78.9","Q2",
"Food Science & Nutrition","FOOD SCI NUTR","2048-7177","2048-7177","FOOD SCIENCE & TECHNOLOGY","SCIE","12,031","3.5","Q2","0.73"," 60/173 ","4.2","Q2","3.3","0.7"," 61/173 ","Q2","65.03","0.012","2.519","0.589","65.6","Q2",
