"Journal Data Filtered By:  Selected Editions: SCIE;SSCI;AHCI;ESCI Selected JCR Year: 2023 Selected Category Schema: WOS Selected Open Access: N Selected ISSN/eISSNs: Multiple Indicator: Custom"

Journal name,JCR Abbreviation,ISSN,eISSN,Category,Edition,Total Citations,2023 JIF,JIF Rank,5 Year JIF,5 Year JIF Quartile,JIF Without Self Cites,Immediacy Index,2023 JCI,JCI Rank,JCI Quartile,JIF Quartile,JIF Percentile,JCI Percentile,Eigenfactor,Normalized Eigenfactor,Article Influence Score,AIS Quartile
"AMERICAN JOURNAL OF CLINICAL DERMATOLOGY","AM J CLIN DERMATOL","1175-0561","1179-1888","DERMATOLOGY","SCIE","5,833","8.6"," 4/94 ","7.8","Q1","8.3","1.7","2.42"," 4/94 ","Q1","Q1","96.3","96.28","0.007","1.549","2.227","Q1",
"GLOBAL ENVIRONMENTAL CHANGE-HUMAN AND POLICY DIMENSIONS","GLOBAL ENVIRON CHANG","0959-3780","1872-9495","ENVIRONMENTAL SCIENCES","SCIE","24,192","8.6"," 29/358 ","10.5","Q1","8.4","1.5","2.37"," 8/359 ","Q1","Q1","92.0","97.91","0.018","3.958","3.232","Q1",
"GLOBAL ENVIRONMENTAL CHANGE-HUMAN AND POLICY DIMENSIONS","GLOBAL ENVIRON CHANG","0959-3780","1872-9495","ENVIRONMENTAL STUDIES","SSCI","24,192","8.6"," 13/182 ","10.5","Q1","8.4","1.5","2.37"," 7/184 ","Q1","Q1","93.1","96.47","0.018","3.958","3.232","Q1",
"GLOBAL ENVIRONMENTAL CHANGE-HUMAN AND POLICY DIMENSIONS","GLOBAL ENVIRON CHANG","0959-3780","1872-9495","GEOGRAPHY","SSCI","24,192","8.6"," 1/171 ","10.5","Q1","8.4","1.5","2.37"," 3/172 ","Q1","Q1","99.7","98.55","0.018","3.958","3.232","Q1",
"Biochar","BIOCHAR","2524-7972","2524-7867","ENVIRONMENTAL SCIENCES","SCIE","2,944","13.1"," 10/358 ","14.4","Q1","12.1","2.7","2.36"," 9/359 ","Q1","Q1","97.3","97.63","0.003","0.723","2.135","Q1",
"Biochar","BIOCHAR","2524-7972","2524-7867","SOIL SCIENCE","SCIE","2,944","13.1"," 1/49 ","14.4","Q1","12.1","2.7","2.36"," 1/49 ","Q1","Q1","99.0","98.98","0.003","0.723","2.135","Q1",
"PSYCHOLOGICAL MEDICINE","PSYCHOL MED","0033-2917","1469-8978","PSYCHIATRY","SCIE, SSCI","35,004","5.9"," 23/276 ","6.5","Q1","5.7","1","2.36"," 9/276 ","Q1","Q1","91.8","96.92","0.04","8.659","2.364","Q1",
"PSYCHOLOGICAL MEDICINE","PSYCHOL MED","0033-2917","1469-8978","PSYCHOLOGY","SCIE","35,004","5.9"," 7/92 ","6.5","Q1","5.7","1","2.36"," 6/92 ","Q1","Q1","92.9","94.02","0.04","8.659","2.364","Q1",
"PSYCHOLOGICAL MEDICINE","PSYCHOL MED","0033-2917","1469-8978","PSYCHOLOGY, CLINICAL","SSCI","35,004","5.9"," 6/180 ","6.5","Q1","5.7","1","2.36"," 3/180 ","Q1","Q1","96.9","98.61","0.04","8.659","2.364","Q1",
"IEEE TRANSACTIONS ON SOFTWARE ENGINEERING","IEEE T SOFTWARE ENG","0098-5589","1939-3520","COMPUTER SCIENCE, SOFTWARE ENGINEERING","SCIE","10,392","6.5"," 9/131 ","7","Q1","5.8","1.4","2.26"," 6/131 ","Q1","Q1","93.5","95.80","0.006","1.401","1.251","Q1",
"IEEE TRANSACTIONS ON SOFTWARE ENGINEERING","IEEE T SOFTWARE ENG","0098-5589","1939-3520","ENGINEERING, ELECTRICAL & ELECTRONIC","SCIE","10,392","6.5"," 40/352 ","7","Q1","5.8","1.4","2.26"," 19/354 ","Q1","Q1","88.8","94.77","0.006","1.401","1.251","Q1",
"BRITISH JOURNAL OF PSYCHIATRY","BRIT J PSYCHIAT","0007-1250","1472-1465","PSYCHIATRY","SCIE, SSCI","23,612","8.7"," 11/276 ","9.1","Q1","8.6","1.3","2.16"," 13/276 ","Q1","Q1","96.2","95.47","0.012","2.542","3.448","Q1",
"Studies in American Humor","STUD AM HUMOR","2333-9934","0095-280X","HUMANITIES, MULTIDISCIPLINARY","ESCI","95","0.9"," N/A ","0.7","N/A","0.2","0.3","2.14"," 22/406 ","Q1","N/A","N/A","94.70","0","0.024","0.236","Q2",
"Underground Space","UNDERGR SPACE","2096-2754","2467-9674","ENGINEERING, CIVIL","SCIE","1,879","8.2"," 4/181 ","6.8","Q1","7.3","2.5","2.05"," 2/181 ","Q1","Q1","98.1","99.17","0.002","0.497","1.301","Q1",
"Journal of Integrative Plant Biology","J INTEGR PLANT BIOL","1672-9072","1744-7909","BIOCHEMISTRY & MOLECULAR BIOLOGY","SCIE","10,690","9.3"," 25/313 ","9.3","Q1","9","2.5","1.96"," 16/313 ","Q1","Q1","92.2","95.05","0.011","2.364","2.112","Q1",
"Journal of Integrative Plant Biology","J INTEGR PLANT BIOL","1672-9072","1744-7909","PLANT SCIENCES","SCIE","10,690","9.3"," 9/265 ","9.3","Q1","9","2.5","1.96"," 9/265 ","Q1","Q1","96.8","96.79","0.011","2.364","2.112","Q1",
"JOURNAL OF THE EUROPEAN ACADEMY OF DERMATOLOGY AND VENEREOLOGY","J EUR ACAD DERMATOL","0926-9959","1468-3083","DERMATOLOGY","SCIE","19,895","8.4"," 5/94 ","7.1","Q1","7.6","1.8","1.96"," 7/94 ","Q1","Q1","95.2","93.09","0.024","5.289","1.941","Q1",
"AMERICAN JOURNAL OF PUBLIC HEALTH","AM J PUBLIC HEALTH","0090-0036","1541-0048","PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH","SCIE, SSCI","43,406","9.6"," 11/403 ","10.1","Q1","9.4","2.2","1.92"," 22/403 ","Q1","Q1","97.4","94.67","0.037","8.138","4.709","Q1",
"Chemical Engineering Journal","CHEM ENG J","1385-8947","1873-3212","ENGINEERING, CHEMICAL","SCIE","379,191","13.3"," 7/170 ","13.2","Q1","12.1","2.6","1.88"," 7/171 ","Q1","Q1","96.2","96.20","0.377","82.396","2.088","Q1",
"Chemical Engineering Journal","CHEM ENG J","1385-8947","1873-3212","ENGINEERING, ENVIRONMENTAL","SCIE","379,191","13.3"," 3/81 ","13.2","Q1","12.1","2.6","1.88"," 3/81 ","Q1","Q1","96.9","96.91","0.377","82.396","2.088","Q1",
"Astrophysical Journal Letters","ASTROPHYS J LETT","2041-8205","2041-8213","ASTRONOMY & ASTROPHYSICS","SCIE","50,477","8.8"," 9/84 ","7.8","Q1","8.1","3.7","1.88"," 7/84 ","Q1","Q1","89.9","92.26","0.088","19.166","3.319","Q1",
"Annual Review of Virology","ANNU REV VIROL","2327-056X","2327-0578","VIROLOGY","SCIE","2,752","8.1"," 3/41 ","11.9","Q1","8.1","1.3","1.82"," 2/41 ","Q1","Q1","93.9","96.34","0.005","1.023","4.344","Q1",
"Journal of Nonlinear and Variational Analysis","J NONLINEAR VAR ANAL","2560-6921","2560-6778","MATHEMATICS","SCIE","343","2.5"," 13/489 ","1.6","Q1","2.4","0.2","1.81"," 22/489 ","Q1","Q1","97.4","95.60","0.001","0.164","0.464","Q2",
"Journal of Nonlinear and Variational Analysis","J NONLINEAR VAR ANAL","2560-6921","2560-6778","MATHEMATICS, APPLIED","SCIE","343","2.5"," 35/331 ","1.6","Q2","2.4","0.2","1.81"," 14/331 ","Q1","Q1","89.6","95.92","0.001","0.164","0.464","Q3",
"BULLETIN OF THE AMERICAN MATHEMATICAL SOCIETY","B AM MATH SOC","0273-0979","1088-9485","MATHEMATICS","SCIE","5,987","2"," 29/489 ","2.1","Q1","2","0.6","1.74"," 24/489 ","Q1","Q1","94.2","95.19","0.001","0.311","2.176","Q1",
"EXPERIMENTAL AND MOLECULAR MEDICINE","EXP MOL MED","1226-3613","2092-6413","BIOCHEMISTRY & MOLECULAR BIOLOGY","SCIE","15,135","9.5"," 22/313 ","11.7","Q1","9.3","1.7","1.72"," 20/313 ","Q1","Q1","93.1","93.77","0.022","4.739","3","Q1",
"EXPERIMENTAL AND MOLECULAR MEDICINE","EXP MOL MED","1226-3613","2092-6413","MEDICINE, RESEARCH & EXPERIMENTAL","SCIE","15,135","9.5"," 13/189 ","11.7","Q1","9.3","1.7","1.72"," 15/189 ","Q1","Q1","93.4","92.33","0.022","4.739","3","Q1",
"JOURNAL OF ARCHAEOLOGICAL SCIENCE","J ARCHAEOL SCI","0305-4403","1095-9238","ANTHROPOLOGY","SSCI","15,390","2.6"," 11/139 ","3","Q1","2.5","0.5","1.71"," 10/139 ","Q1","Q1","92.4","93.17","0.006","1.289","1.115","Q1",
"JOURNAL OF ARCHAEOLOGICAL SCIENCE","J ARCHAEOL SCI","0305-4403","1095-9238","ARCHAEOLOGY","AHCI","15,390","2.6"," N/A ","3","N/A","2.5","0.5","1.71"," 10/163 ","Q1","N/A","N/A","94.17","0.006","1.289","1.115","Q1",
"JOURNAL OF ARCHAEOLOGICAL SCIENCE","J ARCHAEOL SCI","0305-4403","1095-9238","GEOSCIENCES, MULTIDISCIPLINARY","SCIE","15,390","2.6"," 98/253 ","3","Q2","2.5","0.5","1.71"," 13/253 ","Q1","Q2","61.5","95.06","0.006","1.289","1.115","Q1",
"JOURNAL OF MEMBRANE SCIENCE","J MEMBRANE SCI","0376-7388","1873-3123","ENGINEERING, CHEMICAL","SCIE","87,709","8.4"," 13/170 ","8.1","Q1","7","2","1.69"," 9/171 ","Q1","Q1","92.6","95.03","0.046","10.096","1.133","Q1",
"JOURNAL OF MEMBRANE SCIENCE","J MEMBRANE SCI","0376-7388","1873-3123","POLYMER SCIENCE","SCIE","87,709","8.4"," 5/94 ","8.1","Q1","7","2","1.69"," 3/94 ","Q1","Q1","95.2","97.34","0.046","10.096","1.133","Q1",
"JOURNAL OF MEDICAL INTERNET RESEARCH","J MED INTERNET RES","1438-8871","N/A","HEALTH CARE SCIENCES & SERVICES","SCIE","43,793","5.8"," 9/174 ","6.7","Q1","5.4","1","1.68"," 13/175 ","Q1","Q1","95.1","92.86","0.063","13.675","1.732","Q1",
"JOURNAL OF MEDICAL INTERNET RESEARCH","J MED INTERNET RES","1438-8871","N/A","MEDICAL INFORMATICS","SCIE","43,793","5.8"," 5/44 ","6.7","Q1","5.4","1","1.68"," 4/44 ","Q1","Q1","89.8","92.05","0.063","13.675","1.732","Q1",
"Acta Physiologica","ACTA PHYSIOL","1748-1708","1748-1716","PHYSIOLOGY","SCIE","6,057","5.6"," 4/85 ","4.9","Q1","4.2","2","1.62"," 6/85 ","Q1","Q1","95.9","93.53","0.005","1.129","1.256","Q1",
"JOURNAL OF CONTEMPORARY PSYCHOTHERAPY","J CONTEMP PSYCHOTHER","0022-0116","1573-3564","PSYCHOLOGY, CLINICAL","ESCI","806","1.5"," 114/180 ","1.8","Q3","1.4","0.4","1.61"," 13/180 ","Q1","Q3","36.9","93.06","0.001","0.177","0.528","Q3",
"ECOLOGICAL ECONOMICS","ECOL ECON","0921-8009","1873-6106","ECOLOGY","SCIE","33,837","6.6"," 10/195 ","6.9","Q1","6.3","1.4","1.58"," 16/195 ","Q1","Q1","95.1","92.05","0.021","4.646","1.584","Q1",
"ECOLOGICAL ECONOMICS","ECOL ECON","0921-8009","1873-6106","ECONOMICS","SSCI","33,837","6.6"," 25/597 ","6.9","Q1","6.3","1.4","1.58"," 62/600 ","Q1","Q1","95.9","89.75","0.021","4.646","1.584","Q1",
"ECOLOGICAL ECONOMICS","ECOL ECON","0921-8009","1873-6106","ENVIRONMENTAL SCIENCES","SCIE","33,837","6.6"," 47/358 ","6.9","Q1","6.3","1.4","1.58"," 30/359 ","Q1","Q1","87.0","91.78","0.021","4.646","1.584","Q1",
"ECOLOGICAL ECONOMICS","ECOL ECON","0921-8009","1873-6106","ENVIRONMENTAL STUDIES","SSCI","33,837","6.6"," 20/182 ","6.9","Q1","6.3","1.4","1.58"," 28/184 ","Q1","Q1","89.3","85.05","0.021","4.646","1.584","Q1",
"COMPUTERIZED MEDICAL IMAGING AND GRAPHICS","COMPUT MED IMAG GRAP","0895-6111","1879-0771","ENGINEERING, BIOMEDICAL","SCIE","4,580","5.4"," 23/122 ","6.1","Q1","5.1","0.7","1.47"," 15/122 ","Q1","Q1","81.6","88.11","0.005","1.008","1.312","Q1",
"COMPUTERIZED MEDICAL IMAGING AND GRAPHICS","COMPUT MED IMAG GRAP","0895-6111","1879-0771","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING","SCIE","4,580","5.4"," 18/204 ","6.1","Q1","5.1","0.7","1.47"," 22/204 ","Q1","Q1","91.4","89.46","0.005","1.008","1.312","Q1",
"SIAM Journal on Mathematics of Data Science","SIAM J MATH DATA SCI","N/A","2577-0187","MATHEMATICS, APPLIED","SCIE","615","1.9"," 66/331 ","3.2","Q1","1.8","0.4","1.47"," 33/331 ","Q1","Q1","80.2","90.18","0.004","0.787","2.335","Q1",
"Journal of Jesuit Studies","J JESUIT STUD","2214-1324","2214-1332","HISTORY","ESCI","88","0.3"," 165/518 ","0.4","Q2","0.3","<0.1","1.46"," 77/519 ","Q1","Q2","68.2","85.26","0","0.107","0.47","Q2",
"World Journal of Mens Health","WORLD J MENS HEALTH","2287-4208","2287-4690","ANDROLOGY","SCIE","1,836","4"," 1/8 ","4.9","Q1","3.7","1.2","1.44"," 2/8 ","Q1","Q1","93.8","81.25","0.003","0.569","1.082","Q1",
"World Journal of Mens Health","WORLD J MENS HEALTH","2287-4208","2287-4690","UROLOGY & NEPHROLOGY","SCIE","1,836","4"," 17/126 ","4.9","Q1","3.7","1.2","1.44"," 15/126 ","Q1","Q1","86.9","88.49","0.003","0.569","1.082","Q1",
"MINERALIUM DEPOSITA","MINER DEPOSITA","0026-4598","1432-1866","GEOCHEMISTRY & GEOPHYSICS","SCIE","7,038","4.4"," 10/101 ","4.9","Q1","4.1","0.7","1.41"," 9/101 ","Q1","Q1","90.6","91.58","0.005","0.988","1.364","Q1",
"MINERALIUM DEPOSITA","MINER DEPOSITA","0026-4598","1432-1866","MINERALOGY","SCIE","7,038","4.4"," 4/30 ","4.9","Q1","4.1","0.7","1.41"," 2/30 ","Q1","Q1","88.3","95.00","0.005","0.988","1.364","Q1",
"Avicenna","AVICENNA","2220-2749","2220-2749","HEALTH POLICY & SERVICES","ESCI","115","4.1"," 8/118 ","4.1","Q1","3.7","3.5","1.41"," 12/119 ","Q1","Q1","93.6","90.34","0","0.012","0.402","Q4",
"Journal of Environmental Informatics","J ENVIRON INFORM","1726-2135","1684-8799","ENVIRONMENTAL SCIENCES","SCIE","776","6"," 58/358 ","4","Q2","5.9","0.8","1.39"," 42/359 ","Q1","Q1","83.9","88.44","0.001","0.201","0.88","Q2",
"ACM Transactions on Computing Education","ACM T COMPUT EDUC","1946-6226","1946-6226","EDUCATION, SCIENTIFIC DISCIPLINES","SCIE","1,243","3.2"," 15/85 ","3.9","Q1","3","0.7","1.39"," 14/85 ","Q1","Q1","82.9","84.12","0.001","0.166","0.549","Q2",
"Bone & Joint Open","BONE JOINT OPEN","2633-1462","2633-1462","ORTHOPEDICS","ESCI","1,007","2.8"," 24/136 ","2.7","Q2","2.7","0.3","1.37"," 19/136 ","Q1","Q1","82.7","86.40","0.003","0.739","1.121","Q1",
"SCANDINAVIAN JOURNAL OF MEDICINE & SCIENCE IN SPORTS","SCAND J MED SCI SPOR","0905-7188","1600-0838","SPORT SCIENCES","SCIE","12,534","3.5"," 15/127 ","4.1","Q1","3.3","0.5","1.35"," 13/127 ","Q1","Q1","88.6","90.16","0.012","2.515","1.242","Q1",
"BIOLOGICAL CONTROL","BIOL CONTROL","1049-9644","1090-2112","BIOTECHNOLOGY & APPLIED MICROBIOLOGY","SCIE","11,489","3.7"," 54/174 ","4","Q2","3.3","0.8","1.34"," 17/174 ","Q1","Q2","69.3","90.52","0.006","1.402","0.693","Q2",
"BIOLOGICAL CONTROL","BIOL CONTROL","1049-9644","1090-2112","ENTOMOLOGY","SCIE","11,489","3.7"," 10/109 ","4","Q1","3.3","0.8","1.34"," 10/109 ","Q1","Q1","91.3","91.28","0.006","1.402","0.693","Q1",
"European Journal of General Practice","EUR J GEN PRACT","1381-4788","1751-1402","MEDICINE, GENERAL & INTERNAL","SCIE","1,598","2.3"," 87/325 ","3.2","Q1","2.1","1","1.34"," 34/329 ","Q1","Q2","73.4","89.82","0.001","0.2","0.789","Q1",
"European Journal of General Practice","EUR J GEN PRACT","1381-4788","1751-1402","PRIMARY HEALTH CARE","SCIE","1,598","2.3"," 14/30 ","3.2","Q2","2.1","1","1.34"," 8/30 ","Q1","Q2","55.0","75.00","0.001","0.2","0.789","Q2",
"Journal of Information Technology Education-Research","J INF TECHNOL EDUC-R","1547-9714","1539-3585","EDUCATION & EDUCATIONAL RESEARCH","ESCI","862","1.9"," 212/756 ","2.9","Q1","1.9","0.2","1.34"," 142/756 ","Q1","Q2","72.0","81.28","0.001","0.129","0.523","Q2",
"INTERNATIONAL JOURNAL OF PRODUCTION RESEARCH","INT J PROD RES","0020-7543","1366-588X","ENGINEERING, INDUSTRIAL","SCIE","33,702","7"," 10/69 ","8.3","Q1","5.8","1.2","1.33"," 8/69 ","Q1","Q1","86.2","89.13","0.029","6.347","1.472","Q1",
"INTERNATIONAL JOURNAL OF PRODUCTION RESEARCH","INT J PROD RES","0020-7543","1366-588X","ENGINEERING, MANUFACTURING","SCIE","33,702","7"," 10/68 ","8.3","Q1","5.8","1.2","1.33"," 11/68 ","Q1","Q1","86.0","84.56","0.029","6.347","1.472","Q1",
"INTERNATIONAL JOURNAL OF PRODUCTION RESEARCH","INT J PROD RES","0020-7543","1366-588X","OPERATIONS RESEARCH & MANAGEMENT SCIENCE","SCIE","33,702","7"," 7/106 ","8.3","Q1","5.8","1.2","1.33"," 15/106 ","Q1","Q1","93.9","86.32","0.029","6.347","1.472","Q1",
"COMPARATIVE BIOCHEMISTRY AND PHYSIOLOGY C-TOXICOLOGY & PHARMACOLOGY","COMP BIOCHEM PHYS C","1532-0456","1878-1659","BIOCHEMISTRY & MOLECULAR BIOLOGY","SCIE","8,368","3.9"," 104/313 ","3.9","Q2","3.7","1","1.32"," 42/313 ","Q1","Q2","66.9","86.74","0.005","1.065","0.685","Q3",
"COMPARATIVE BIOCHEMISTRY AND PHYSIOLOGY C-TOXICOLOGY & PHARMACOLOGY","COMP BIOCHEM PHYS C","1532-0456","1878-1659","ENDOCRINOLOGY & METABOLISM","SCIE","8,368","3.9"," 51/186 ","3.9","Q2","3.7","1","1.32"," 32/186 ","Q1","Q2","72.8","83.06","0.005","1.065","0.685","Q3",
"COMPARATIVE BIOCHEMISTRY AND PHYSIOLOGY C-TOXICOLOGY & PHARMACOLOGY","COMP BIOCHEM PHYS C","1532-0456","1878-1659","TOXICOLOGY","SCIE","8,368","3.9"," 23/106 ","3.9","Q2","3.7","1","1.32"," 9/106 ","Q1","Q1","78.8","91.98","0.005","1.065","0.685","Q2",
"COMPARATIVE BIOCHEMISTRY AND PHYSIOLOGY C-TOXICOLOGY & PHARMACOLOGY","COMP BIOCHEM PHYS C","1532-0456","1878-1659","ZOOLOGY","SCIE","8,368","3.9"," 5/180 ","3.9","Q1","3.7","1","1.32"," 12/180 ","Q1","Q1","97.5","93.61","0.005","1.065","0.685","Q1",
"Tropical Medicine and Health","TROP MED HEALTH","1348-8945","1349-4147","TROPICAL MEDICINE","ESCI","1,609","3.6"," 3/28 ","3.4","Q1","3.5","0.7","1.28"," 2/28 ","Q1","Q1","91.1","94.64","0.002","0.513","0.821","Q1",
"Annual Review of Cell and Developmental Biology","ANNU REV CELL DEV BI","1081-0706","1530-8995","CELL BIOLOGY","SCIE","9,955","11.4"," 23/205 ","14.7","Q1","11.3","0.6","1.27"," 37/205 ","Q1","Q1","89.0","82.20","0.006","1.301","6.245","Q1",
"Annual Review of Cell and Developmental Biology","ANNU REV CELL DEV BI","1081-0706","1530-8995","DEVELOPMENTAL BIOLOGY","SCIE","9,955","11.4"," 1/39 ","14.7","Q1","11.3","0.6","1.27"," 3/39 ","Q1","Q1","98.7","93.59","0.006","1.301","6.245","Q1",
"Quantitative Finance and Economics","QUANT FINANC ECON","2573-0134","2573-0134","BUSINESS, FINANCE","ESCI","409","3.2"," 54/231 ","2.2","Q2","3.1","0.3","1.26"," 35/231 ","Q1","Q1","76.8","85.06","0","0.089","0.283","Q3",
"Electronic Commerce Research and Applications","ELECTRON COMMER R A","1567-4223","1873-7846","BUSINESS","SSCI","5,349","5.9"," 47/302 ","6.9","Q1","5.3","1.2","1.24"," 59/302 ","Q1","Q1","84.6","80.63","0.004","0.927","1.207","Q2",
