"Journal Data Filtered By:  Selected Editions: SCIE;SSCI;AHCI;ESCI Selected JCR Year: 2023 Selected Category Schema: WOS Selected Open Access: N Selected ISSN/eISSNs: Multiple Indicator: Custom"

Journal name,JCR Abbreviation,ISSN,eISSN,Category,Edition,Total Citations,2023 JIF,JIF Quartile,2023 JCI,JIF Rank,5 Year JIF,5 Year JIF Quartile,JIF Without Self Cites,Immediacy Index,JCI Rank,JCI Quartile,JCI Percentile,Eigenfactor,Normalized Eigenfactor,Article Influence Score,JIF Percentile,AIS Quartile
"IEEE TRANSACTIONS ON INDUSTRIAL ELECTRONICS","IEEE T IND ELECTRON","0278-0046","1557-9948","INSTRUMENTS & INSTRUMENTATION","SCIE","89,067","7.5","Q1","2.07"," 2/76 ","8","Q1","6.5","2.3"," 2/76 ","Q1","98.03","0.096","21.042","2.134","98.0","Q1",
"JOURNAL OF MEDICINAL CHEMISTRY","J MED CHEM","0022-2623","1520-4804","CHEMISTRY, MEDICINAL","SCIE","88,110","6.8","Q1","2.04"," 4/72 ","7.1","Q1","6.1","1.5"," 1/72 ","Q1","99.31","0.058","12.715","1.641","95.1","Q1",
"ENVIRONMENTAL RESEARCH","ENVIRON RES","0013-9351","1096-0953","ENVIRONMENTAL SCIENCES","SCIE","69,609","7.7","Q1","1.98"," 36/358 ","7.5","Q1","7.2","1.8"," 14/359 ","Q1","96.24","0.08","17.494","1.418","90.1","Q1",
"ENVIRONMENTAL RESEARCH","ENVIRON RES","0013-9351","1096-0953","PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH","SCIE","69,609","7.7","Q1","1.98"," 15/403 ","7.5","Q1","7.2","1.8"," 18/403 ","Q1","95.66","0.08","17.494","1.418","96.4","Q1",
"JOURNAL OF EXPERIMENTAL MEDICINE","J EXP MED","0022-1007","1540-9538","IMMUNOLOGY","SCIE","63,828","12.6","Q1","2.93"," 9/181 ","14.1","Q1","12.4","2.5"," 6/181 ","Q1","96.96","0.056","12.283","6.337","95.3","Q1",
"JOURNAL OF EXPERIMENTAL MEDICINE","J EXP MED","0022-1007","1540-9538","MEDICINE, RESEARCH & EXPERIMENTAL","SCIE","63,828","12.6","Q1","2.93"," 7/189 ","14.1","Q1","12.4","2.5"," 5/189 ","Q1","97.62","0.056","12.283","6.337","96.6","Q1",
"IEEE Transactions on Industrial Informatics","IEEE T IND INFORM","1551-3203","1941-0050","AUTOMATION & CONTROL SYSTEMS","SCIE","52,567","11.7","Q1","2.58"," 2/84 ","11.4","Q1","10.4","3.3"," 1/84 ","Q1","99.40","0.081","17.663","2.751","98.2","Q1",
"IEEE Transactions on Industrial Informatics","IEEE T IND INFORM","1551-3203","1941-0050","COMPUTER SCIENCE, INTERDISCIPLINARY APPLICATIONS","SCIE","52,567","11.7","Q1","2.58"," 3/169 ","11.4","Q1","10.4","3.3"," 6/169 ","Q1","96.75","0.081","17.663","2.751","98.5","Q1",
"IEEE Transactions on Industrial Informatics","IEEE T IND INFORM","1551-3203","1941-0050","ENGINEERING, INDUSTRIAL","SCIE","52,567","11.7","Q1","2.58"," 2/69 ","11.4","Q1","10.4","3.3"," 1/69 ","Q1","99.28","0.081","17.663","2.751","97.8","Q1",
"JOURNAL OF THE AMERICAN CERAMIC SOCIETY","J AM CERAM SOC","0002-7820","1551-2916","MATERIALS SCIENCE, CERAMICS","SCIE","51,132","3.5","Q1","0.84"," 4/31 ","3.7","Q1","3.2","0.7"," 4/31 ","Q1","88.71","0.018","4.035","0.642","88.7","Q1",
"Science Translational Medicine","SCI TRANSL MED","1946-6234","1946-6242","CELL BIOLOGY","SCIE","50,866","15.8","Q1","3.51"," 11/205 ","16.9","Q1","15.7","3.3"," 9/205 ","Q1","95.85","0.083","18.123","6.957","94.9","Q1",
"Science Translational Medicine","SCI TRANSL MED","1946-6234","1946-6242","MEDICINE, RESEARCH & EXPERIMENTAL","SCIE","50,866","15.8","Q1","3.51"," 2/189 ","16.9","Q1","15.7","3.3"," 3/189 ","Q1","98.68","0.083","18.123","6.957","99.2","Q1",
"GENES & DEVELOPMENT","GENE DEV","0890-9369","1549-5477","CELL BIOLOGY","SCIE","46,711","7.5","Q1","1.86"," 36/205 ","10.5","Q1","7.4","1.7"," 21/205 ","Q1","90.00","0.022","4.808","5.018","82.7","Q1",
"GENES & DEVELOPMENT","GENE DEV","0890-9369","1549-5477","DEVELOPMENTAL BIOLOGY","SCIE","46,711","7.5","Q1","1.86"," 3/39 ","10.5","Q1","7.4","1.7"," 2/39 ","Q1","96.15","0.022","4.808","5.018","93.6","Q1",
"GENES & DEVELOPMENT","GENE DEV","0890-9369","1549-5477","GENETICS & HEREDITY","SCIE","46,711","7.5","Q1","1.86"," 15/191 ","10.5","Q1","7.4","1.7"," 13/191 ","Q1","93.46","0.022","4.808","5.018","92.4","Q1",
"JOURNAL OF MATERIALS SCIENCE-MATERIALS IN ELECTRONICS","J MATER SCI-MATER EL","0957-4522","1573-482X","ENGINEERING, ELECTRICAL & ELECTRONIC","SCIE","44,609","2.8","Q2","0.57"," 151/352 ","2.7","Q2","2.4","0.8"," 168/354 ","Q2","52.68","0.033","7.173","0.356","57.2","Q3",
"JOURNAL OF MATERIALS SCIENCE-MATERIALS IN ELECTRONICS","J MATER SCI-MATER EL","0957-4522","1573-482X","MATERIALS SCIENCE, MULTIDISCIPLINARY","SCIE","44,609","2.8","Q3","0.57"," 229/438 ","2.7","Q3","2.4","0.8"," 217/438 ","Q2","50.57","0.033","7.173","0.356","47.8","Q3",
"JOURNAL OF MATERIALS SCIENCE-MATERIALS IN ELECTRONICS","J MATER SCI-MATER EL","0957-4522","1573-482X","PHYSICS, APPLIED","SCIE","44,609","2.8","Q2","0.57"," 74/179 ","2.7","Q2","2.4","0.8"," 83/179 ","Q2","53.91","0.033","7.173","0.356","58.9","Q3",
"JOURNAL OF MATERIALS SCIENCE-MATERIALS IN ELECTRONICS","J MATER SCI-MATER EL","0957-4522","1573-482X","PHYSICS, CONDENSED MATTER","SCIE","44,609","2.8","Q2","0.57"," 37/79 ","2.7","Q2","2.4","0.8"," 29/79 ","Q2","63.92","0.033","7.173","0.356","53.8","Q3",
"ChemSusChem","CHEMSUSCHEM","1864-5631","1864-564X","CHEMISTRY, MULTIDISCIPLINARY","SCIE","38,697","7.5","Q1","1.11"," 40/230 ","8.4","Q1","7.3","1.4"," 48/231 ","Q1","79.44","0.035","7.539","1.663","82.8","Q1",
"ChemSusChem","CHEMSUSCHEM","1864-5631","1864-564X","GREEN & SUSTAINABLE SCIENCE & TECHNOLOGY","SCIE","38,697","7.5","Q1","1.11"," 20/91 ","8.4","Q1","7.3","1.4"," 27/91 ","Q1","70.88","0.035","7.539","1.663","78.6","Q1",
"CRITICAL CARE","CRIT CARE","1364-8535","1466-609X","CRITICAL CARE MEDICINE","SCIE","35,610","8.8","Q1","1.97"," 5/54 ","10.4","Q1","8.3","2.8"," 6/55 ","Q1","90.00","0.038","8.364","3.152","91.7","Q1",
"Electronics","ELECTRONICS-SWITZ","N/A","2079-9292","COMPUTER SCIENCE, INFORMATION SYSTEMS","SCIE","34,990","2.6","Q2","0.66"," 115/249 ","2.6","Q2","2.3","0.8"," 123/251 ","Q2","51.20","0.041","8.959","0.43","54.0","Q3",
"Electronics","ELECTRONICS-SWITZ","N/A","2079-9292","ENGINEERING, ELECTRICAL & ELECTRONIC","SCIE","34,990","2.6","Q2","0.66"," 157/352 ","2.6","Q2","2.3","0.8"," 152/354 ","Q2","57.20","0.041","8.959","0.43","55.5","Q3",
"Electronics","ELECTRONICS-SWITZ","N/A","2079-9292","PHYSICS, APPLIED","SCIE","34,990","2.6","Q2","0.66"," 81/179 ","2.6","Q2","2.3","0.8"," 68/179 ","Q2","62.29","0.041","8.959","0.43","55.0","Q3",
"BIOORGANIC & MEDICINAL CHEMISTRY LETTERS","BIOORG MED CHEM LETT","0960-894X","1464-3405","CHEMISTRY, MEDICINAL","SCIE","34,012","2.5","Q3","0.75"," 47/72 ","2.4","Q3","2.4","0.5"," 36/72 ","Q2","50.69","0.011","2.309","0.445","35.4","Q3",
"BIOORGANIC & MEDICINAL CHEMISTRY LETTERS","BIOORG MED CHEM LETT","0960-894X","1464-3405","CHEMISTRY, ORGANIC","SCIE","34,012","2.5","Q2","0.75"," 16/58 ","2.4","Q2","2.4","0.5"," 15/58 ","Q2","75.00","0.011","2.309","0.445","73.3","Q2",
"CATENA","CATENA","0341-8162","1872-6887","GEOSCIENCES, MULTIDISCIPLINARY","SCIE","32,914","5.4","Q1","1.47"," 24/253 ","5.9","Q1","4.9","1"," 19/253 ","Q1","92.69","0.028","6.206","1.076","90.7","Q1",
"CATENA","CATENA","0341-8162","1872-6887","SOIL SCIENCE","SCIE","32,914","5.4","Q1","1.47"," 7/49 ","5.9","Q1","4.9","1"," 5/49 ","Q1","90.82","0.028","6.206","1.076","86.7","Q1",
"CATENA","CATENA","0341-8162","1872-6887","WATER RESOURCES","SCIE","32,914","5.4","Q1","1.47"," 12/127 ","5.9","Q1","4.9","1"," 6/127 ","Q1","95.67","0.028","6.206","1.076","90.9","Q1",
"PHYTOCHEMISTRY","PHYTOCHEMISTRY","0031-9422","1873-3700","BIOCHEMISTRY & MOLECULAR BIOLOGY","SCIE","31,846","3.2","Q2","0.8"," 155/313 ","3.4","Q3","2.9","0.7"," 107/313 ","Q2","65.97","0.007","1.474","0.559","50.6","Q3",
"PHYTOCHEMISTRY","PHYTOCHEMISTRY","0031-9422","1873-3700","PLANT SCIENCES","SCIE","31,846","3.2","Q2","0.8"," 68/265 ","3.4","Q2","2.9","0.7"," 78/265 ","Q2","70.75","0.007","1.474","0.559","74.5","Q2",
"PROGRESS IN MATERIALS SCIENCE","PROG MATER SCI","0079-6425","1873-2208","MATERIALS SCIENCE, MULTIDISCIPLINARY","SCIE","29,821","33.6","Q1","2.39"," 7/438 ","41.2","Q1","33.3","7.8"," 25/438 ","Q1","94.41","0.024","5.293","8.162","98.5","Q1",
"CLIMATE DYNAMICS","CLIM DYNAM","0930-7575","1432-0894","METEOROLOGY & ATMOSPHERIC SCIENCES","SCIE","28,389","3.8","Q2","0.96"," 34/110 ","4.4","Q2","3.4","0.7"," 31/110 ","Q2","72.27","0.035","7.657","1.427","69.5","Q1",
"Quaternary Science Reviews","QUATERNARY SCI REV","0277-3791","1873-457X","GEOGRAPHY, PHYSICAL","SCIE","25,450","3.2","Q1","0.96"," 16/65 ","3.6","Q2","2.8","0.6"," 19/65 ","Q1","71.54","0.021","4.639","1.253","76.2","Q1",
"Quaternary Science Reviews","QUATERNARY SCI REV","0277-3791","1873-457X","GEOSCIENCES, MULTIDISCIPLINARY","SCIE","25,450","3.2","Q2","0.96"," 71/253 ","3.6","Q2","2.8","0.6"," 57/253 ","Q1","77.67","0.021","4.639","1.253","72.1","Q1",
"JOURNALS OF GERONTOLOGY SERIES A-BIOLOGICAL SCIENCES AND MEDICAL SCIENCES","J GERONTOL A-BIOL","1079-5006","1758-535X","GERIATRICS & GERONTOLOGY","SCIE","25,348","4.3","Q1","1.4"," 18/74 ","5","Q1","4.1","1"," 11/74 ","Q1","85.81","0.021","4.563","1.604","76.4","Q1",
"JOURNALS OF GERONTOLOGY SERIES A-BIOLOGICAL SCIENCES AND MEDICAL SCIENCES","J GERONTOL A-BIOL","1079-5006","1758-535X","GERONTOLOGY","SSCI","25,348","4.3","Q1","1.4"," 7/47 ","5","Q1","4.1","1"," 4/48 ","Q1","92.71","0.021","4.563","1.604","86.2","Q1",
"APPLIED MATHEMATICAL MODELLING","APPL MATH MODEL","0307-904X","1872-8480","ENGINEERING, MULTIDISCIPLINARY","SCIE","25,283","4.4","Q1","1.51"," 22/179 ","4.2","Q1","4.1","1"," 19/180 ","Q1","89.72","0.022","4.718","0.891","88.0","Q1",
"APPLIED MATHEMATICAL MODELLING","APPL MATH MODEL","0307-904X","1872-8480","MATHEMATICS, INTERDISCIPLINARY APPLICATIONS","SCIE","25,283","4.4","Q1","1.51"," 10/135 ","4.2","Q1","4.1","1"," 12/135 ","Q1","91.48","0.022","4.718","0.891","93.0","Q1",
"APPLIED MATHEMATICAL MODELLING","APPL MATH MODEL","0307-904X","1872-8480","MECHANICS","SCIE","25,283","4.4","Q1","1.51"," 22/170 ","4.2","Q1","4.1","1"," 10/170 ","Q1","94.41","0.022","4.718","0.891","87.4","Q1",
"CLINICAL MICROBIOLOGY REVIEWS","CLIN MICROBIOL REV","0893-8512","1098-6618","MICROBIOLOGY","SCIE","23,907","19","Q1","3.19"," 6/161 ","33.8","Q1","19","1.5"," 6/161 ","Q1","96.58","0.014","2.977","9.234","96.6","Q1",
"MARINE AND PETROLEUM GEOLOGY","MAR PETROL GEOL","0264-8172","1873-4073","GEOSCIENCES, MULTIDISCIPLINARY","SCIE","23,172","3.7","Q1","1.04"," 54/253 ","4.3","Q1","3.1","0.8"," 49/253 ","Q1","80.83","0.02","4.313","0.909","78.9","Q2",
"Advanced Materials Interfaces","ADV MATER INTERFACES","2196-7350","2196-7350","CHEMISTRY, MULTIDISCIPLINARY","SCIE","22,584","4.3","Q2","0.74"," 71/230 ","5.2","Q2","4.3","1.1"," 79/231 ","Q2","66.02","0.029","6.393","1.021","69.3","Q2",
"Advanced Materials Interfaces","ADV MATER INTERFACES","2196-7350","2196-7350","MATERIALS SCIENCE, MULTIDISCIPLINARY","SCIE","22,584","4.3","Q2","0.74"," 151/438 ","5.2","Q2","4.3","1.1"," 157/438 ","Q2","64.27","0.029","6.393","1.021","65.6","Q2",
"Frontiers in Cellular Neuroscience","FRONT CELL NEUROSCI","N/A","1662-5102","NEUROSCIENCES","SCIE","22,218","4.2","Q2","0.9"," 78/310 ","5.1","Q1","4.1","0.7"," 114/310 ","Q2","63.39","0.031","6.783","1.391","75.0","Q2",
"ONCOLOGY REPORTS","ONCOL REP","1021-335X","1791-2431","ONCOLOGY","SCIE","20,962","3.8","Q2","0.85"," 102/322 ","3.4","Q2","3.7","1.1"," 100/322 ","Q2","69.10","0.012","2.627","0.654","68.5","Q3",
"International Journal of Surgery","INT J SURG","1743-9191","1743-9159","SURGERY","SCIE","17,898","12.5","Q1","4.9"," 2/290 ","8.9","Q1","11.3","1.2"," 2/290 ","Q1","99.48","0.02","4.353","2.169","99.5","Q1",
"FEMS MICROBIOLOGY ECOLOGY","FEMS MICROBIOL ECOL","0168-6496","1574-6941","MICROBIOLOGY","SCIE","17,257","3.5","Q2","0.82"," 67/161 ","4.2","Q2","3.4","0.5"," 63/161 ","Q2","61.18","0.009","1.896","1.019","58.7","Q2",
"INTERNATIONAL JOURNAL OF IMPACT ENGINEERING","INT J IMPACT ENG","0734-743X","1879-3509","ENGINEERING, MECHANICAL","SCIE","16,993","5.1","Q1","1.31"," 22/180 ","5.4","Q1","4.5","1"," 17/180 ","Q1","90.83","0.01","2.079","1.023","88.1","Q1",
"INTERNATIONAL JOURNAL OF IMPACT ENGINEERING","INT J IMPACT ENG","0734-743X","1879-3509","MECHANICS","SCIE","16,993","5.1","Q1","1.31"," 15/170 ","5.4","Q1","4.5","1"," 17/170 ","Q1","90.29","0.01","2.079","1.023","91.5","Q1",
"EUROPEAN JOURNAL OF ENDOCRINOLOGY","EUR J ENDOCRINOL","0804-4643","1479-683X","ENDOCRINOLOGY & METABOLISM","SCIE","15,977","5.3","Q1","1.28"," 27/186 ","5.7","Q1","5.1","1.2"," 35/186 ","Q1","81.45","0.014","3.127","1.957","85.8","Q1",
"CARCINOGENESIS","CARCINOGENESIS","0143-3334","1460-2180","ONCOLOGY","SCIE","15,604","3.3","Q2","0.9"," 118/322 ","3.7","Q2","3.3","0.7"," 91/322 ","Q2","71.89","0.005","1.151","0.858","63.5","Q2",
"Medicina-Lithuania","MEDICINA-LITHUANIA","1010-660X","1648-9144","MEDICINE, GENERAL & INTERNAL","SCIE","15,115","2.4","Q1","0.67"," 80/325 ","2.7","Q1","2.3","0.5"," 86/329 ","Q2","74.01","0.022","4.855","0.557","75.5","Q2",
"JOURNAL OF BIOTECHNOLOGY","J BIOTECHNOL","0168-1656","1873-4863","BIOTECHNOLOGY & APPLIED MICROBIOLOGY","SCIE","14,954","4.1","Q2","0.96"," 45/174 ","3.6","Q2","4","0.9"," 42/174 ","Q1","76.15","0.006","1.215","0.598","74.4","Q2",
"Physical Therapy","PHYS THER","0031-9023","1538-6724","ORTHOPEDICS","SCIE","14,922","3.5","Q1","1.61"," 14/136 ","3.9","Q1","3.3","0.5"," 12/136 ","Q1","91.54","0.008","1.759","1.112","90.1","Q1",
"Physical Therapy","PHYS THER","0031-9023","1538-6724","REHABILITATION","SCIE","14,922","3.5","Q1","1.61"," 10/169 ","3.9","Q1","3.3","0.5"," 13/169 ","Q1","92.60","0.008","1.759","1.112","94.4","Q1",
"AMERICAN JOURNAL OF PHYSIOLOGY-GASTROINTESTINAL AND LIVER PHYSIOLOGY","AM J PHYSIOL-GASTR L","0193-1857","1522-1547","GASTROENTEROLOGY & HEPATOLOGY","SCIE","14,880","3.9","Q1","1.1"," 34/143 ","4.4","Q1","3.9","0.8"," 28/143 ","Q1","80.77","0.007","1.618","1.23","76.6","Q1",
"AMERICAN JOURNAL OF PHYSIOLOGY-GASTROINTESTINAL AND LIVER PHYSIOLOGY","AM J PHYSIOL-GASTR L","0193-1857","1522-1547","PHYSIOLOGY","SCIE","14,880","3.9","Q1","1.1"," 16/85 ","4.4","Q1","3.9","0.8"," 19/85 ","Q1","78.24","0.007","1.618","1.23","81.8","Q1",
"Oral Surgery Oral Medicine Oral Pathology Oral Radiology","OR SURG OR MED OR PA","2212-4403","2212-4411","DENTISTRY, ORAL SURGERY & MEDICINE","SCIE","14,630","2","Q2","0.96"," 61/157 ","2.3","Q2","1.9","0.4"," 53/157 ","Q2","66.56","0.004","0.881","0.526","61.5","Q2",
"LUNG CANCER","LUNG CANCER","0169-5002","1872-8332","ONCOLOGY","SCIE","14,566","4.5","Q1","1.11"," 78/322 ","4.7","Q2","4.4","0.9"," 67/322 ","Q1","79.35","0.018","3.921","1.543","75.9","Q1",
"LUNG CANCER","LUNG CANCER","0169-5002","1872-8332","RESPIRATORY SYSTEM","SCIE","14,566","4.5","Q1","1.11"," 20/100 ","4.7","Q1","4.4","0.9"," 21/101 ","Q1","79.70","0.018","3.921","1.543","80.5","Q1",
"APPLIED GEOCHEMISTRY","APPL GEOCHEM","0883-2927","1872-9134","GEOCHEMISTRY & GEOPHYSICS","SCIE","14,552","3.1","Q1","0.93"," 24/101 ","3.4","Q2","2.9","1.1"," 27/101 ","Q2","73.76","0.008","1.64","0.722","76.7","Q2",
"NUTRITION","NUTRITION","0899-9007","1873-1244","NUTRITION & DIETETICS","SCIE","14,372","3.2","Q2","0.8"," 50/114 ","3.7","Q2","3.1","0.5"," 43/114 ","Q2","62.72","0.01","2.235","0.838","56.6","Q2",
"Food Quality and Preference","FOOD QUAL PREFER","0950-3293","1873-6343","FOOD SCIENCE & TECHNOLOGY","SCIE","14,075","4.9","Q1","1.18"," 35/173 ","5.3","Q1","4.2","0.8"," 31/173 ","Q1","82.37","0.009","1.873","0.875","80.1","Q1",
"EUROPEAN JOURNAL OF EPIDEMIOLOGY","EUR J EPIDEMIOL","0393-2990","1573-7284","PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH","SCIE","13,835","7.7","Q1","2.67"," 15/403 ","9.7","Q1","7.6","1.9"," 11/403 ","Q1","97.39","0.017","3.695","3.885","96.4","Q1",
"Algal Research-Biomass Biofuels and Bioproducts","ALGAL RES","2211-9264","2211-9264","BIOTECHNOLOGY & APPLIED MICROBIOLOGY","SCIE","13,824","4.6","Q1","1.1"," 31/174 ","4.8","Q1","4.2","0.9"," 25/174 ","Q1","85.92","0.012","2.615","0.772","82.5","Q2",
"INTERNATIONAL JOURNAL OF MULTIPHASE FLOW","INT J MULTIPHAS FLOW","0301-9322","1879-3533","MECHANICS","SCIE","13,626","3.6","Q1","0.91"," 34/170 ","3.6","Q1","3.2","0.9"," 40/170 ","Q1","76.76","0.008","1.705","0.752","80.3","Q1",
"BRITISH JOURNAL OF RADIOLOGY","BRIT J RADIOL","0007-1285","1748-880X","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING","SCIE","13,451","1.8","Q3","0.72"," 113/204 ","2.5","Q2","1.8","1"," 88/204 ","Q2","57.11","0.012","2.649","0.672","44.9","Q2",
"JAMA Cardiology","JAMA CARDIOL","2380-6583","2380-6591","CARDIAC & CARDIOVASCULAR SYSTEMS","SCIE","13,191","14.8","Q1","5.6"," 7/220 ","16","Q1","14.6","3.9"," 4/220 ","Q1","98.41","0.041","8.973","7.752","97.0","Q1",
"CHINESE MEDICAL JOURNAL","CHINESE MED J-PEKING","0366-6999","2542-5641","MEDICINE, GENERAL & INTERNAL","SCIE","13,086","7.5","Q1","1.31"," 20/325 ","4.9","Q1","7","0.9"," 38/329 ","Q1","88.60","0.012","2.621","1.087","94.0","Q1",
"MOLECULAR PHARMACOLOGY","MOL PHARMACOL","0026-895X","1521-0111","PHARMACOLOGY & PHARMACY","SCIE","13,017","3.2","Q2","0.87"," 124/354 ","3.5","Q2","3.1","0.7"," 109/354 ","Q2","69.35","0.004","0.906","0.997","65.1","Q1",
"Journal of Maternal-Fetal & Neonatal Medicine","J MATERN-FETAL NEO M","1476-7058","1476-4954","OBSTETRICS & GYNECOLOGY","SCIE","12,912","1.7","Q3","0.67"," 77/136 ","1.8","Q3","1.6","0.4"," 71/136 ","Q3","48.16","0.017","3.672","0.536","43.8","Q3",
"MEDICAL EDUCATION","MED EDUC","0308-0110","1365-2923","EDUCATION, SCIENTIFIC DISCIPLINES","SCIE","12,624","4.9","Q1","1.69"," 5/85 ","6.9","Q1","4","1.3"," 6/85 ","Q1","93.53","0.01","2.09","2.299","94.7","Q1",
"MEDICAL EDUCATION","MED EDUC","0308-0110","1365-2923","HEALTH CARE SCIENCES & SERVICES","SCIE","12,624","4.9","Q1","1.69"," 15/174 ","6.9","Q1","4","1.3"," 12/175 ","Q1","93.43","0.01","2.09","2.299","91.7","Q1",
"ACS Chemical Neuroscience","ACS CHEM NEUROSCI","1948-7193","1948-7193","BIOCHEMISTRY & MOLECULAR BIOLOGY","SCIE","12,344","4.1","Q2","0.98"," 96/313 ","4.3","Q2","3.9","0.9"," 73/313 ","Q1","76.84","0.015","3.264","0.975","69.5","Q2",
"ACS Chemical Neuroscience","ACS CHEM NEUROSCI","1948-7193","1948-7193","CHEMISTRY, MEDICINAL","SCIE","12,344","4.1","Q2","0.98"," 22/72 ","4.3","Q2","3.9","0.9"," 23/72 ","Q1","68.75","0.015","3.264","0.975","70.1","Q1",
"ACS Chemical Neuroscience","ACS CHEM NEUROSCI","1948-7193","1948-7193","NEUROSCIENCES","SCIE","12,344","4.1","Q2","0.98"," 80/310 ","4.3","Q2","3.9","0.9"," 98/310 ","Q1","68.55","0.015","3.264","0.975","74.4","Q2",
