"Journal Data Filtered By:  Selected Editions: SCIE;SSCI;AHCI;ESCI Selected JCR Year: 2023 Selected Category Schema: WOS Selected Open Access: N Selected ISSN/eISSNs: Multiple Indicator: Custom"

Journal name,JCR Abbreviation,ISSN,eISSN,Category,Edition,Total Citations,2023 JIF,JIF Rank,5 Year JIF,5 Year JIF Quartile,JIF Without Self Cites,Immediacy Index,2023 JCI,JCI Rank,JCI Quartile,JIF Quartile,JIF Percentile,JCI Percentile,Eigenfactor,Normalized Eigenfactor,Article Influence Score,AIS Quartile
"Annual Review of Fluid Mechanics","ANNU REV FLUID MECH","0066-4189","1545-4479","PHYSICS, FLUIDS & PLASMAS","SCIE","16,085","25.4"," 1/40 ","26.8","Q1","25.1","9.9","2.92"," 1/40 ","Q1","Q1","98.8","98.75","0.008","1.797","9.446","Q1",
"Chem","CHEM-US","2451-9294","2451-9294","CHEMISTRY, MULTIDISCIPLINARY","SCIE","25,402","19.1"," 8/230 ","23.8","Q1","18.9","5.1","2.88"," 6/231 ","Q1","Q1","96.7","97.62","0.047","10.242","6.491","Q1",
"Biosemiotics","BIOSEMIOTICS-NETH","1875-1342","1875-1350","HISTORY & PHILOSOPHY OF SCIENCE","AHCI, SCIE, SSCI","513","2.1"," 12/104 ","1.7","Q1","1.4","0.6","2.83"," 3/104 ","Q1","Q1","88.9","97.60","0.001","0.165","0.708","Q2",
"Biosemiotics","BIOSEMIOTICS-NETH","1875-1342","1875-1350","HUMANITIES, MULTIDISCIPLINARY","AHCI","513","2.1"," N/A ","1.7","N/A","1.4","0.6","2.83"," 11/406 ","Q1","N/A","N/A","97.41","0.001","0.165","0.708","Q1",
"ACS Energy Letters","ACS ENERGY LETT","2380-8195","2380-8195","CHEMISTRY, PHYSICAL","SCIE","55,559","19.3"," 9/178 ","20.8","Q1","18.5","3.8","2.82"," 9/178 ","Q1","Q1","95.2","95.22","0.096","20.869","5.331","Q1",
"ACS Energy Letters","ACS ENERGY LETT","2380-8195","2380-8195","ELECTROCHEMISTRY","SCIE","55,559","19.3"," 3/45 ","20.8","Q1","18.5","3.8","2.82"," 2/45 ","Q1","Q1","94.4","96.67","0.096","20.869","5.331","Q1",
"ACS Energy Letters","ACS ENERGY LETT","2380-8195","2380-8195","ENERGY & FUELS","SCIE","55,559","19.3"," 8/170 ","20.8","Q1","18.5","3.8","2.82"," 5/173 ","Q1","Q1","95.6","97.40","0.096","20.869","5.331","Q1",
"ACS Energy Letters","ACS ENERGY LETT","2380-8195","2380-8195","MATERIALS SCIENCE, MULTIDISCIPLINARY","SCIE","55,559","19.3"," 18/438 ","20.8","Q1","18.5","3.8","2.82"," 15/438 ","Q1","Q1","96.0","96.69","0.096","20.869","5.331","Q1",
"ACS Energy Letters","ACS ENERGY LETT","2380-8195","2380-8195","NANOSCIENCE & NANOTECHNOLOGY","SCIE","55,559","19.3"," 7/140 ","20.8","Q1","18.5","3.8","2.82"," 7/140 ","Q1","Q1","95.4","95.36","0.096","20.869","5.331","Q1",
"Nature Chemical Biology","NAT CHEM BIOL","1552-4450","1552-4469","BIOCHEMISTRY & MOLECULAR BIOLOGY","SCIE","30,026","12.9"," 11/313 ","14.7","Q1","12.7","3.7","2.78"," 8/313 ","Q1","Q1","96.6","97.60","0.039","8.594","6.326","Q1",
"ANNALS OF EMERGENCY MEDICINE","ANN EMERG MED","0196-0644","1097-6760","EMERGENCY MEDICINE","SCIE","11,720","5"," 5/54 ","5.2","Q1","4.6","1.7","2.49"," 2/54 ","Q1","Q1","91.7","97.22","0.01","2.133","2.055","Q1",
"Journal of Animal Science and Biotechnology","J ANIM SCI BIOTECHNO","1674-9782","2049-1891","AGRICULTURE, DAIRY & ANIMAL SCIENCE","SCIE","5,803","6.3"," 2/80 ","6.4","Q1","6.1","1.1","2.44"," 3/80 ","Q1","Q1","98.1","96.88","0.005","1.2","1.173","Q1",
"Women and Birth","WOMEN BIRTH","1871-5192","1878-1799","NURSING","SCIE, SSCI","4,075","4.4"," 3/191 ","3.9","Q1","3.8","1.1","2.19"," 3/191 ","Q1","Q1","98.7","98.69","0.005","1.175","1.002","Q1",
"Women and Birth","WOMEN BIRTH","1871-5192","1878-1799","OBSTETRICS & GYNECOLOGY","SCIE","4,075","4.4"," 11/136 ","3.9","Q1","3.8","1.1","2.19"," 6/136 ","Q1","Q1","92.3","95.96","0.005","1.175","1.002","Q2",
"Big Data Mining and Analytics","BIG DATA MIN ANAL","N/A","2096-0654","COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE","ESCI","875","7.7"," 23/197 ","6.6","Q1","7.2","1.9","2.16"," 16/198 ","Q1","Q1","88.6","92.17","0.001","0.306","1.397","Q1",
"Big Data Mining and Analytics","BIG DATA MIN ANAL","N/A","2096-0654","COMPUTER SCIENCE, INFORMATION SYSTEMS","ESCI","875","7.7"," 11/249 ","6.6","Q1","7.2","1.9","2.16"," 15/251 ","Q1","Q1","95.8","94.22","0.001","0.306","1.397","Q1",
"HARMFUL ALGAE","HARMFUL ALGAE","1568-9883","1878-1470","MARINE & FRESHWATER BIOLOGY","SCIE","8,567","5.5"," 4/119 ","5.6","Q1","4.8","1","2.1"," 2/119 ","Q1","Q1","97.1","98.74","0.006","1.295","1.166","Q1",
"Journal of Management Spirituality & Religion","J MANAG SPIRITUAL RE","1476-6086","1942-258X","RELIGION","ESCI","609","0.7"," N/A ","1.8","N/A","0.6","0.3","2.03"," 17/339 ","Q1","N/A","N/A","95.13","0","0.097","0.465","Q1",
"TRENDS IN PHARMACOLOGICAL SCIENCES","TRENDS PHARMACOL SCI","0165-6147","1873-3735","PHARMACOLOGY & PHARMACY","SCIE","14,644","13.9"," 6/354 ","14.3","Q1","13.8","3.9","1.99"," 15/354 ","Q1","Q1","98.4","95.90","0.011","2.49","3.851","Q1",
"PLANT PHYSIOLOGY","PLANT PHYSIOL","0032-0889","1532-2548","PLANT SCIENCES","SCIE","93,096","6.5"," 18/265 ","7.6","Q1","6.1","1.6","1.96"," 9/265 ","Q1","Q1","93.4","96.79","0.035","7.689","1.893","Q1",
"Language Testing in Asia","LANG TEST ASIA","N/A","2229-0443","EDUCATION & EDUCATIONAL RESEARCH","ESCI","401","2.1"," 179/756 ","N/A","N/A","1.4","0.7","1.92"," 56/756 ","Q1","Q1","76.4","92.66","0","0.109","N/A","N/A",
"Language Testing in Asia","LANG TEST ASIA","N/A","2229-0443","LANGUAGE & LINGUISTICS","ESCI","401","2.1"," N/A ","N/A","N/A","1.4","0.7","1.92"," 21/393 ","Q1","N/A","N/A","94.78","0","0.109","N/A","N/A",
"Language Testing in Asia","LANG TEST ASIA","N/A","2229-0443","LINGUISTICS","ESCI","401","2.1"," 40/297 ","N/A","N/A","1.4","0.7","1.92"," 24/297 ","Q1","Q1","86.7","92.09","0","0.109","N/A","N/A",
"HAEMATOLOGICA","HAEMATOLOGICA","0390-6078","1592-8721","HEMATOLOGY","SCIE","21,989","8.2"," 10/97 ","8.3","Q1","8","3.5","1.9"," 9/97 ","Q1","Q1","90.2","91.24","0.03","6.66","3.205","Q1",
"Radiology-Cardiothoracic Imaging","RADIOL-CARDIOTHORAC","2638-6135","2638-6135","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING","ESCI","1,226","3.8"," 32/204 ","4.8","Q1","3.5","1.1","1.89"," 11/204 ","Q1","Q1","84.6","94.85","0.003","0.589","1.355","Q1",
"Journal of Property Planning and Environmental Law","J PROP PLAN ENV LAW","2514-9407","2514-9415","LAW","ESCI","85","0.8"," 154/421 ","1.3","Q1","0.5","<0.1","1.88"," 36/421 ","Q1","Q2","63.5","91.57","0","0.025","0.217","Q3",
"Brain Stimulation","BRAIN STIMUL","1935-861X","1876-4754","CLINICAL NEUROLOGY","SCIE","10,766","7.6"," 16/277 ","8.2","Q1","6.9","1.4","1.81"," 19/278 ","Q1","Q1","94.4","93.35","0.015","3.35","2.657","Q1",
"Brain Stimulation","BRAIN STIMUL","1935-861X","1876-4754","NEUROSCIENCES","SCIE","10,766","7.6"," 24/310 ","8.2","Q1","6.9","1.4","1.81"," 26/310 ","Q1","Q1","92.4","91.77","0.015","3.35","2.657","Q1",
"WILLIAM CARLOS WILLIAMS REVIEW","WILLIAM CARLOS WILL","0196-6286","1935-0244","POETRY","ESCI","20","0.1"," N/A ","0.1","N/A","<0.1","<0.1","1.77"," 4/15 ","Q2","N/A","N/A","76.67","0","0.004","0.051","Q3",
"IEEE Computational Intelligence Magazine","IEEE COMPUT INTELL M","1556-603X","1556-6048","COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE","SCIE","2,957","10.3"," 12/197 ","11.2","Q1","10","0.8","1.76"," 23/198 ","Q1","Q1","94.2","88.64","0.003","0.627","3.236","Q1",
"BIORESOURCE TECHNOLOGY","BIORESOURCE TECHNOL","0960-8524","1873-2976","AGRICULTURAL ENGINEERING","SCIE","167,707","9.7"," 1/20 ","9.4","Q1","8.2","2.2","1.76"," 1/20 ","Q1","Q1","97.5","97.50","0.097","21.195","1.338","Q1",
"BIORESOURCE TECHNOLOGY","BIORESOURCE TECHNOL","0960-8524","1873-2976","BIOTECHNOLOGY & APPLIED MICROBIOLOGY","SCIE","167,707","9.7"," 10/174 ","9.4","Q1","8.2","2.2","1.76"," 10/174 ","Q1","Q1","94.5","94.54","0.097","21.195","1.338","Q1",
"BIORESOURCE TECHNOLOGY","BIORESOURCE TECHNOL","0960-8524","1873-2976","ENERGY & FUELS","SCIE","167,707","9.7"," 21/170 ","9.4","Q1","8.2","2.2","1.76"," 15/173 ","Q1","Q1","87.9","91.62","0.097","21.195","1.338","Q1",
"ANTIVIRAL RESEARCH","ANTIVIR RES","0166-3542","1872-9096","PHARMACOLOGY & PHARMACY","SCIE","11,997","4.5"," 60/354 ","5","Q1","4.3","1.1","1.76"," 17/354 ","Q1","Q1","83.2","95.34","0.01","2.183","1.271","Q1",
"ANTIVIRAL RESEARCH","ANTIVIR RES","0166-3542","1872-9096","VIROLOGY","SCIE","11,997","4.5"," 9/41 ","5","Q1","4.3","1.1","1.76"," 3/41 ","Q1","Q1","79.3","93.90","0.01","2.183","1.271","Q1",
"COMPUTER PHYSICS COMMUNICATIONS","COMPUT PHYS COMMUN","0010-4655","1879-2944","COMPUTER SCIENCE, INTERDISCIPLINARY APPLICATIONS","SCIE","31,337","7.2"," 15/169 ","6.6","Q1","7","0.7","1.75"," 19/169 ","Q1","Q1","91.4","89.05","0.026","5.673","2.086","Q1",
"COMPUTER PHYSICS COMMUNICATIONS","COMPUT PHYS COMMUN","0010-4655","1879-2944","PHYSICS, MATHEMATICAL","SCIE","31,337","7.2"," 1/60 ","6.6","Q1","7","0.7","1.75"," 2/60 ","Q1","Q1","99.2","97.50","0.026","5.673","2.086","Q1",
"Ecological Informatics","ECOL INFORM","1574-9541","1878-0512","ECOLOGY","SCIE","8,069","5.8"," 16/195 ","5.6","Q1","4.7","1.7","1.69"," 14/195 ","Q1","Q1","92.1","93.08","0.007","1.585","0.902","Q2",
"AIMS Mathematics","AIMS MATH","N/A","2473-6988","MATHEMATICS","SCIE","6,298","1.8"," 39/489 ","1.7","Q1","1.5","1.2","1.69"," 25/489 ","Q1","Q1","92.1","94.99","0.007","1.545","0.315","Q3",
"AIMS Mathematics","AIMS MATH","N/A","2473-6988","MATHEMATICS, APPLIED","SCIE","6,298","1.8"," 75/331 ","1.7","Q2","1.5","1.2","1.69"," 19/331 ","Q1","Q1","77.5","94.41","0.007","1.545","0.315","Q3",
"Progress in Orthodontics","PROG ORTHOD","2196-1042","2196-1042","DENTISTRY, ORAL SURGERY & MEDICINE","SCIE","2,027","3.5"," 15/157 ","4.5","Q1","3.3","0.9","1.67"," 10/157 ","Q1","Q1","90.8","93.95","0.002","0.47","1.081","Q1",
"International Journal of Architectural Heritage","INT J ARCHIT HERIT","1558-3058","1558-3066","ARCHITECTURE","AHCI","2,454","2.3"," N/A ","2.6","N/A","2.1","0.4","1.67"," 7/97 ","Q1","N/A","N/A","93.30","0.002","0.472","0.451","Q1",
"International Journal of Architectural Heritage","INT J ARCHIT HERIT","1558-3058","1558-3066","CONSTRUCTION & BUILDING TECHNOLOGY","SCIE","2,454","2.3"," 37/91 ","2.6","Q2","2.1","0.4","1.67"," 6/91 ","Q1","Q2","59.9","93.96","0.002","0.472","0.451","Q2",
"International Journal of Architectural Heritage","INT J ARCHIT HERIT","1558-3058","1558-3066","ENGINEERING, CIVIL","SCIE","2,454","2.3"," 73/181 ","2.6","Q2","2.1","0.4","1.67"," 6/181 ","Q1","Q2","59.9","96.96","0.002","0.472","0.451","Q2",
"International Journal of Mental Health and Addiction","INT J MENT HEALTH AD","1557-1874","1557-1882","PSYCHIATRY","SCIE, SSCI","6,544","3.2"," 88/276 ","4.7","Q1","3","0.6","1.66"," 19/276 ","Q1","Q2","68.3","93.30","0.01","2.192","1.104","Q2",
"International Journal of Mental Health and Addiction","INT J MENT HEALTH AD","1557-1874","1557-1882","PSYCHOLOGY, CLINICAL","SSCI","6,544","3.2"," 34/180 ","4.7","Q1","3","0.6","1.66"," 11/180 ","Q1","Q1","81.4","94.17","0.01","2.192","1.104","Q2",
"International Journal of Mental Health and Addiction","INT J MENT HEALTH AD","1557-1874","1557-1882","SUBSTANCE ABUSE","SCIE, SSCI","6,544","3.2"," 13/55 ","4.7","Q1","3","0.6","1.66"," 2/55 ","Q1","Q1","77.3","97.27","0.01","2.192","1.104","Q2",
"Landslides","LANDSLIDES","1612-510X","1612-5118","ENGINEERING, GEOLOGICAL","SCIE","12,510","5.8"," 5/63 ","6.9","Q1","5.3","1.3","1.63"," 4/63 ","Q1","Q1","92.9","94.44","0.013","2.819","1.53","Q1",
"Landslides","LANDSLIDES","1612-510X","1612-5118","GEOSCIENCES, MULTIDISCIPLINARY","SCIE","12,510","5.8"," 20/253 ","6.9","Q1","5.3","1.3","1.63"," 15/253 ","Q1","Q1","92.3","94.27","0.013","2.819","1.53","Q1",
"IEEE TRANSACTIONS ON PARALLEL AND DISTRIBUTED SYSTEMS","IEEE T PARALL DISTR","1045-9219","1558-2183","COMPUTER SCIENCE, THEORY & METHODS","SCIE","10,305","5.6"," 16/143 ","4.5","Q1","5.2","1","1.62"," 14/143 ","Q1","Q1","89.2","90.56","0.011","2.448","1.138","Q1",
"IEEE TRANSACTIONS ON PARALLEL AND DISTRIBUTED SYSTEMS","IEEE T PARALL DISTR","1045-9219","1558-2183","ENGINEERING, ELECTRICAL & ELECTRONIC","SCIE","10,305","5.6"," 53/352 ","4.5","Q1","5.2","1","1.62"," 37/354 ","Q1","Q1","85.1","89.69","0.011","2.448","1.138","Q1",
"EUROPEAN RADIOLOGY","EUR RADIOL","0938-7994","1432-1084","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING","SCIE","35,542","4.7"," 22/204 ","5.2","Q1","4.3","0.8","1.62"," 15/204 ","Q1","Q1","89.5","92.89","0.044","9.705","1.299","Q1",
"AGING CELL","AGING CELL","1474-9718","1474-9726","CELL BIOLOGY","SCIE","17,555","8"," 35/205 ","9.7","Q1","7.8","1.3","1.61"," 23/205 ","Q1","Q1","83.2","89.02","0.021","4.536","2.776","Q1",
"AGING CELL","AGING CELL","1474-9718","1474-9726","GERIATRICS & GERONTOLOGY","SCIE","17,555","8"," 5/74 ","9.7","Q1","7.8","1.3","1.61"," 6/74 ","Q1","Q1","93.9","92.57","0.021","4.536","2.776","Q1",
"AMERICAN FAMILY PHYSICIAN","AM FAM PHYSICIAN","0002-838X","1532-0650","MEDICINE, GENERAL & INTERNAL","SCIE","11,242","3.8"," 42/325 ","6.7","Q1","3.8","4.2","1.59"," 22/329 ","Q1","Q1","87.2","93.47","0.006","1.396","1.698","Q1",
"AMERICAN FAMILY PHYSICIAN","AM FAM PHYSICIAN","0002-838X","1532-0650","PRIMARY HEALTH CARE","SCIE","11,242","3.8"," 3/30 ","6.7","Q1","3.8","4.2","1.59"," 4/30 ","Q1","Q1","91.7","88.33","0.006","1.396","1.698","Q1",
"QUARTERLY JOURNAL OF THE ROYAL METEOROLOGICAL SOCIETY","Q J ROY METEOR SOC","0035-9009","1477-870X","METEOROLOGY & ATMOSPHERIC SCIENCES","SCIE","22,221","3"," 48/110 ","7.2","Q1","2.6","0.4","1.57"," 9/110 ","Q1","Q2","56.8","92.27","0.025","5.495","2.819","Q1",
"NEURAL NETWORKS","NEURAL NETWORKS","0893-6080","1879-2782","COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE","SCIE","25,720","6"," 38/197 ","7.9","Q1","5.3","1.1","1.54"," 28/198 ","Q1","Q1","81.0","86.11","0.028","6.14","2.09","Q1",
"NEURAL NETWORKS","NEURAL NETWORKS","0893-6080","1879-2782","NEUROSCIENCES","SCIE","25,720","6"," 34/310 ","7.9","Q1","5.3","1.1","1.54"," 32/310 ","Q1","Q1","89.2","89.84","0.028","6.14","2.09","Q1",
"EARTH AND PLANETARY SCIENCE LETTERS","EARTH PLANET SC LETT","0012-821X","1385-013X","GEOCHEMISTRY & GEOPHYSICS","SCIE","67,165","4.8"," 8/101 ","5","Q1","4.5","1","1.52"," 7/101 ","Q1","Q1","92.6","93.56","0.045","9.939","2.148","Q1",
"Cochrane Database of Systematic Reviews","COCHRANE DB SYST REV","1469-493X","1361-6137","MEDICINE, GENERAL & INTERNAL","SCIE","77,231","8.8"," 18/325 ","9.9","Q1","8.6","2","1.48"," 27/329 ","Q1","Q1","94.6","91.95","0.076","16.56","3.426","Q1",
"Geoderma","GEODERMA","0016-7061","1872-6259","SOIL SCIENCE","SCIE","41,044","5.6"," 6/49 ","6.7","Q1","5.3","1.4","1.43"," 6/49 ","Q1","Q1","88.8","88.78","0.03","6.537","1.311","Q1",
"Communications Physics","COMMUN PHYS-UK","2399-3650","2399-3650","PHYSICS, MULTIDISCIPLINARY","SCIE","6,354","5.4"," 16/110 ","5.7","Q1","5.3","1","1.43"," 14/110 ","Q1","Q1","85.9","87.73","0.018","3.925","2.06","Q1",
"Autism Research","AUTISM RES","1939-3792","1939-3806","BEHAVIORAL SCIENCES","SCIE","7,746","5.3"," 4/55 ","5.5","Q1","4.9","0.5","1.42"," 4/55 ","Q1","Q1","93.6","93.64","0.013","2.877","1.891","Q1",
"Autism Research","AUTISM RES","1939-3792","1939-3806","PSYCHOLOGY, DEVELOPMENTAL","SSCI","7,746","5.3"," 8/91 ","5.5","Q1","4.9","0.5","1.42"," 14/91 ","Q1","Q1","91.8","85.16","0.013","2.877","1.891","Q1",
"Mortality","MORTALITY-UK","1357-6275","1469-9885","HUMANITIES, MULTIDISCIPLINARY","ESCI","590","0.7"," N/A ","N/A","N/A","0.6","0.4","1.4"," 44/406 ","Q1","N/A","N/A","89.29","0","0.079","N/A","N/A",
"Mortality","MORTALITY-UK","1357-6275","1469-9885","SOCIAL SCIENCES, INTERDISCIPLINARY","ESCI","590","0.7"," 151/263 ","N/A","N/A","0.6","0.4","1.4"," 38/263 ","Q1","Q3","42.8","85.74","0","0.079","N/A","N/A",
"AMERICAN JOURNAL OF AGRICULTURAL ECONOMICS","AM J AGR ECON","0002-9092","1467-8276","AGRICULTURAL ECONOMICS & POLICY","SCIE","8,882","4.2"," 4/39 ","4.5","Q1","4","0.6","1.38"," 6/39 ","Q1","Q1","91.0","85.90","0.006","1.268","1.573","Q1",
"AMERICAN JOURNAL OF AGRICULTURAL ECONOMICS","AM J AGR ECON","0002-9092","1467-8276","ECONOMICS","SSCI","8,882","4.2"," 72/597 ","4.5","Q1","4","0.6","1.38"," 86/600 ","Q1","Q1","88.0","85.75","0.006","1.268","1.573","Q1",
"Current Opinion in Chemical Engineering","CURR OPIN CHEM ENG","2211-3398","2211-3398","BIOTECHNOLOGY & APPLIED MICROBIOLOGY","SCIE","4,363","8"," 14/174 ","7","Q1","7.9","1.8","1.36"," 16/174 ","Q1","Q1","92.2","91.09","0.004","0.976","1.357","Q1",
"Current Opinion in Chemical Engineering","CURR OPIN CHEM ENG","2211-3398","2211-3398","ENGINEERING, CHEMICAL","SCIE","4,363","8"," 16/170 ","7","Q1","7.9","1.8","1.36"," 13/171 ","Q1","Q1","90.9","92.69","0.004","0.976","1.357","Q1",
"ANTIOXIDANTS & REDOX SIGNALING","ANTIOXID REDOX SIGN","1523-0864","1557-7716","BIOCHEMISTRY & MOLECULAR BIOLOGY","SCIE","24,610","5.9"," 52/313 ","10.5","Q1","5.7","1.6","1.36"," 38/313 ","Q1","Q1","83.5","88.02","0.012","2.687","2.362","Q1",
"ANTIOXIDANTS & REDOX SIGNALING","ANTIOXID REDOX SIGN","1523-0864","1557-7716","ENDOCRINOLOGY & METABOLISM","SCIE","24,610","5.9"," 23/186 ","10.5","Q1","5.7","1.6","1.36"," 25/186 ","Q1","Q1","87.9","86.83","0.012","2.687","2.362","Q1",
"Current Reviews in Musculoskeletal Medicine","CURR REV MUSCULOSKE","1935-973X","1935-9748","ORTHOPEDICS","SCIE","3,076","2.9"," 22/136 ","4.3","Q1","2.9","0.5","1.36"," 20/136 ","Q1","Q1","84.2","85.66","0.004","0.859","1.346","Q1",
"POLYMER TESTING","POLYM TEST","0142-9418","1873-2348","MATERIALS SCIENCE, CHARACTERIZATION & TESTING","SCIE","18,475","5"," 1/38 ","4.7","Q1","4.8","1.3","1.33"," 1/38 ","Q1","Q1","98.7","98.68","0.013","2.946","0.71","Q1",
"POLYMER TESTING","POLYM TEST","0142-9418","1873-2348","POLYMER SCIENCE","SCIE","18,475","5"," 14/94 ","4.7","Q1","4.8","1.3","1.33"," 7/94 ","Q1","Q1","85.6","93.09","0.013","2.946","0.71","Q1",
"Ocean Engineering","OCEAN ENG","0029-8018","1873-5258","ENGINEERING, CIVIL","SCIE","53,367","4.6"," 22/181 ","4.8","Q1","3.1","1.2","1.33"," 14/181 ","Q1","Q1","88.1","92.54","0.043","9.329","0.695","Q1",
"Ocean Engineering","OCEAN ENG","0029-8018","1873-5258","ENGINEERING, MARINE","SCIE","53,367","4.6"," 2/25 ","4.8","Q1","3.1","1.2","1.33"," 2/25 ","Q1","Q1","94.0","94.00","0.043","9.329","0.695","Q1",
"Ocean Engineering","OCEAN ENG","0029-8018","1873-5258","ENGINEERING, OCEAN","SCIE","53,367","4.6"," 2/18 ","4.8","Q1","3.1","1.2","1.33"," 3/18 ","Q1","Q1","91.7","86.11","0.043","9.329","0.695","Q2",
"Ocean Engineering","OCEAN ENG","0029-8018","1873-5258","OCEANOGRAPHY","SCIE","53,367","4.6"," 4/65 ","4.8","Q1","3.1","1.2","1.33"," 5/65 ","Q1","Q1","94.6","93.08","0.043","9.329","0.695","Q2",
"Machine Intelligence Research","MACH INTELL RES","2731-538X","2731-5398","AUTOMATION & CONTROL SYSTEMS","ESCI","354","6.4"," 10/84 ","6.4","Q1","5.6","2.5","1.32"," 12/84 ","Q1","Q1","88.7","86.31","0.001","0.134","2.179","Q1",
"Machine Intelligence Research","MACH INTELL RES","2731-538X","2731-5398","COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE","ESCI","354","6.4"," 34/197 ","6.4","Q1","5.6","2.5","1.32"," 36/198 ","Q1","Q1","83.0","82.07","0.001","0.134","2.179","Q1",
"Science of Remote Sensing","SCI REMOTE SENSING","2666-0172","2666-0172","ENVIRONMENTAL SCIENCES","ESCI","547","5.7"," 66/358 ","7.8","Q1","5.5","0.5","1.31"," 49/359 ","Q1","Q1","81.7","86.49","0.001","0.284","2.305","Q1",
"Science of Remote Sensing","SCI REMOTE SENSING","2666-0172","2666-0172","IMAGING SCIENCE & PHOTOGRAPHIC TECHNOLOGY","ESCI","547","5.7"," 7/36 ","7.8","Q1","5.5","0.5","1.31"," 6/36 ","Q1","Q1","81.9","84.72","0.001","0.284","2.305","Q1",
"Science of Remote Sensing","SCI REMOTE SENSING","2666-0172","2666-0172","REMOTE SENSING","ESCI","547","5.7"," 10/62 ","7.8","Q1","5.5","0.5","1.31"," 9/62 ","Q1","Q1","84.7","86.29","0.001","0.284","2.305","Q1",
"METHODS","METHODS","1046-2023","1095-9130","BIOCHEMICAL RESEARCH METHODS","SCIE","23,543","4.2"," 13/85 ","3.8","Q2","4.1","0.6","1.31"," 7/85 ","Q1","Q1","85.3","92.35","0.009","2.023","1.211","Q1",
"METHODS","METHODS","1046-2023","1095-9130","BIOCHEMISTRY & MOLECULAR BIOLOGY","SCIE","23,543","4.2"," 88/313 ","3.8","Q2","4.1","0.6","1.31"," 44/313 ","Q1","Q2","72.0","86.10","0.009","2.023","1.211","Q2",
