"Journal Data Filtered By:  Selected Editions: SCIE;SSCI;AHCI;ESCI Selected JCR Year: 2023 Selected Category Schema: WOS Selected Open Access: N Selected ISSN/eISSNs: Multiple Indicator: Custom"

Journal name,JCR Abbreviation,ISSN,eISSN,Category,Edition,Total Citations,2023 JIF,JIF Quartile,2023 JCI,JIF Rank,5 Year JIF,5 Year JIF Quartile,JIF Without Self Cites,Immediacy Index,JCI Rank,JCI Quartile,JCI Percentile,Eigenfactor,Normalized Eigenfactor,Article Influence Score,JIF Percentile,AIS Quartile
"CIRCULATION RESEARCH","CIRC RES","0009-7330","1524-4571","HEMATOLOGY","SCIE","62,714","16.5","Q1","4.22"," 3/97 ","20.3","Q1","16.2","3.1"," 1/97 ","Q1","99.48","0.053","11.505","6.589","97.4","Q1",
"CIRCULATION RESEARCH","CIRC RES","0009-7330","1524-4571","PERIPHERAL VASCULAR DISEASE","SCIE","62,714","16.5","Q1","4.22"," 2/96 ","20.3","Q1","16.2","3.1"," 2/96 ","Q1","98.44","0.053","11.505","6.589","98.4","Q1",
"JOURNAL OF MOLECULAR BIOLOGY","J MOL BIOL","0022-2836","1089-8638","BIOCHEMISTRY & MOLECULAR BIOLOGY","SCIE","54,235","4.7","Q1","0.93"," 70/313 ","4.9","Q2","4.5","1.5"," 82/313 ","Q2","73.96","0.029","6.407","1.894","77.8","Q1",
"JOURNAL OF CHROMATOGRAPHY A","J CHROMATOGR A","0021-9673","1873-3778","BIOCHEMICAL RESEARCH METHODS","SCIE","50,509","3.8","Q1","1"," 15/85 ","3.5","Q2","3.3","0.8"," 17/85 ","Q1","80.59","0.017","3.668","0.512","82.9","Q3",
"JOURNAL OF CHROMATOGRAPHY A","J CHROMATOGR A","0021-9673","1873-3778","CHEMISTRY, ANALYTICAL","SCIE","50,509","3.8","Q1","1"," 26/106 ","3.5","Q2","3.3","0.8"," 21/106 ","Q1","80.66","0.017","3.668","0.512","75.9","Q2",
"ADVANCED DRUG DELIVERY REVIEWS","ADV DRUG DELIVER REV","0169-409X","1872-8294","PHARMACOLOGY & PHARMACY","SCIE","47,365","15.2","Q1","2.33"," 4/354 ","17.6","Q1","14.6","3.6"," 7/354 ","Q1","98.16","0.028","6.031","3.274","99.0","Q1",
"BIOPHYSICAL JOURNAL","BIOPHYS J","0006-3495","1542-0086","BIOPHYSICS","SCIE","45,160","3.2","Q2","0.84"," 21/77 ","3.2","Q2","3","1.4"," 15/77 ","Q1","81.17","0.021","4.581","1.131","73.4","Q1",
"Viruses-Basel","VIRUSES-BASEL","N/A","1999-4915","VIROLOGY","SCIE","43,838","3.8","Q2","0.79"," 17/41 ","4","Q2","3.4","1"," 13/41 ","Q2","69.51","0.067","14.654","0.946","59.8","Q2",
"ASTROPHYSICAL JOURNAL SUPPLEMENT SERIES","ASTROPHYS J SUPPL S","0067-0049","1538-4365","ASTRONOMY & ASTROPHYSICS","SCIE","36,864","8.6","Q1","1.97"," 10/84 ","9.1","Q1","8","2.1"," 6/84 ","Q1","93.45","0.044","9.625","4.001","88.7","Q1",
"JOURNAL OF THE AMERICAN GERIATRICS SOCIETY","J AM GERIATR SOC","0002-8614","1532-5415","GERIATRICS & GERONTOLOGY","SCIE","35,667","4.3","Q1","1.31"," 18/74 ","5.5","Q1","3.9","1.1"," 16/74 ","Q1","79.05","0.029","6.229","1.963","76.4","Q1",
"JOURNAL OF THE AMERICAN GERIATRICS SOCIETY","J AM GERIATR SOC","0002-8614","1532-5415","GERONTOLOGY","SSCI","35,667","4.3","Q1","1.31"," 7/47 ","5.5","Q1","3.9","1.1"," 7/48 ","Q1","86.46","0.029","6.229","1.963","86.2","Q1",
"ANNALS OF THORACIC SURGERY","ANN THORAC SURG","0003-4975","1552-6259","CARDIAC & CARDIOVASCULAR SYSTEMS","SCIE","35,375","3.6","Q1","1.39"," 55/220 ","3.8","Q1","3.3","2.4"," 40/220 ","Q1","82.05","0.03","6.477","1.416","75.2","Q1",
"ANNALS OF THORACIC SURGERY","ANN THORAC SURG","0003-4975","1552-6259","RESPIRATORY SYSTEM","SCIE","35,375","3.6","Q1","1.39"," 25/100 ","3.8","Q2","3.3","2.4"," 15/101 ","Q1","85.64","0.03","6.477","1.416","75.5","Q1",
"ANNALS OF THORACIC SURGERY","ANN THORAC SURG","0003-4975","1552-6259","SURGERY","SCIE","35,375","3.6","Q1","1.39"," 30/290 ","3.8","Q1","3.3","2.4"," 31/290 ","Q1","89.48","0.03","6.477","1.416","89.8","Q1",
"IEEE TRANSACTIONS ON MICROWAVE THEORY AND TECHNIQUES","IEEE T MICROW THEORY","0018-9480","1557-9670","ENGINEERING, ELECTRICAL & ELECTRONIC","SCIE","30,444","4.1","Q2","1.02"," 94/352 ","4.2","Q2","3.2","0.7"," 99/354 ","Q2","72.18","0.021","4.593","0.961","73.4","Q2",
"CELLULOSE","CELLULOSE","0969-0239","1572-882X","MATERIALS SCIENCE, PAPER & WOOD","SCIE","30,048","4.9","Q1","1.53"," 2/23 ","5.3","Q1","4.5","0.9"," 2/23 ","Q1","93.48","0.021","4.631","0.746","93.5","Q1",
"CELLULOSE","CELLULOSE","0969-0239","1572-882X","MATERIALS SCIENCE, TEXTILES","SCIE","30,048","4.9","Q1","1.53"," 2/29 ","5.3","Q1","4.5","0.9"," 2/29 ","Q1","94.83","0.021","4.631","0.746","94.8","Q1",
"CELLULOSE","CELLULOSE","0969-0239","1572-882X","POLYMER SCIENCE","SCIE","30,048","4.9","Q1","1.53"," 16/94 ","5.3","Q1","4.5","0.9"," 4/94 ","Q1","96.28","0.021","4.631","0.746","83.5","Q1",
"ENVIRONMENTAL MICROBIOLOGY","ENVIRON MICROBIOL","1462-2912","1462-2920","MICROBIOLOGY","SCIE","28,511","4.3","Q2","1"," 44/161 ","5.2","Q1","4.2","0.8"," 43/161 ","Q2","73.60","0.021","4.613","1.357","73.0","Q1",
"MIS QUARTERLY","MIS QUART","0276-7783","N/A","COMPUTER SCIENCE, INFORMATION SYSTEMS","SCIE","28,287","7","Q1","1.58"," 20/249 ","10.4","Q1","6.7","1.4"," 26/251 ","Q1","89.84","0.01","2.153","3.623","92.2","Q1",
"MIS QUARTERLY","MIS QUART","0276-7783","N/A","INFORMATION SCIENCE & LIBRARY SCIENCE","SSCI","28,287","7","Q1","1.58"," 10/160 ","10.4","Q1","6.7","1.4"," 16/161 ","Q1","90.37","0.01","2.153","3.623","94.1","Q1",
"MIS QUARTERLY","MIS QUART","0276-7783","N/A","MANAGEMENT","SSCI","28,287","7","Q1","1.58"," 47/401 ","10.4","Q1","6.7","1.4"," 54/402 ","Q1","86.69","0.01","2.153","3.623","88.4","Q1",
"PROCESS SAFETY AND ENVIRONMENTAL PROTECTION","PROCESS SAF ENVIRON","0957-5820","1744-3598","ENGINEERING, CHEMICAL","SCIE","28,230","6.9","Q1","0.96"," 22/170 ","7","Q1","5.8","2.1"," 29/171 ","Q1","83.33","0.025","5.402","1.01","87.4","Q1",
"PROCESS SAFETY AND ENVIRONMENTAL PROTECTION","PROCESS SAF ENVIRON","0957-5820","1744-3598","ENGINEERING, ENVIRONMENTAL","SCIE","28,230","6.9","Q1","0.96"," 16/81 ","7","Q1","5.8","2.1"," 19/81 ","Q1","77.16","0.025","5.402","1.01","80.9","Q2",
"JOURNAL OF NATURAL PRODUCTS","J NAT PROD","0163-3864","1520-6025","CHEMISTRY, MEDICINAL","SCIE","28,217","3.3","Q2","1.14"," 36/72 ","3.9","Q2","3.1","0.8"," 15/72 ","Q1","79.86","0.011","2.322","0.706","50.7","Q2",
"JOURNAL OF NATURAL PRODUCTS","J NAT PROD","0163-3864","1520-6025","PHARMACOLOGY & PHARMACY","SCIE","28,217","3.3","Q2","1.14"," 118/354 ","3.9","Q2","3.1","0.8"," 64/354 ","Q1","82.06","0.011","2.322","0.706","66.8","Q2",
"JOURNAL OF NATURAL PRODUCTS","J NAT PROD","0163-3864","1520-6025","PLANT SCIENCES","SCIE","28,217","3.3","Q1","1.14"," 64/265 ","3.9","Q1","3.1","0.8"," 37/265 ","Q1","86.23","0.011","2.322","0.706","76.0","Q1",
"CRYSTENGCOMM","CRYSTENGCOMM","N/A","1466-8033","CHEMISTRY, MULTIDISCIPLINARY","SCIE","28,140","2.6","Q2","0.9"," 111/230 ","2.6","Q2","2.4","0.6"," 66/231 ","Q1","71.65","0.015","3.269","0.413","52.0","Q2",
"CRYSTENGCOMM","CRYSTENGCOMM","N/A","1466-8033","CRYSTALLOGRAPHY","SCIE","28,140","2.6","Q1","0.9"," 8/33 ","2.6","Q1","2.4","0.6"," 6/33 ","Q1","83.33","0.015","3.269","0.413","77.3","Q2",
"JOURNAL OF ARTHROPLASTY","J ARTHROPLASTY","0883-5403","1532-8406","ORTHOPEDICS","SCIE","27,900","3.4","Q1","1.75"," 15/136 ","4","Q1","2.7","0.9"," 10/136 ","Q1","93.01","0.031","6.81","1.182","89.3","Q1",
"Journal of Luminescence","J LUMIN","0022-2313","1872-7883","OPTICS","SCIE","25,609","3.3","Q2","1.09"," 33/119 ","3.1","Q2","2.9","0.9"," 28/120 ","Q1","77.08","0.015","3.363","0.443","72.7","Q2",
"Ecology and Evolution","ECOL EVOL","2045-7758","2045-7758","ECOLOGY","SCIE","25,599","2.3","Q2","0.65"," 87/195 ","2.9","Q2","2.1","0.5"," 97/195 ","Q2","50.51","0.037","8.01","0.818","55.6","Q2",
"Ecology and Evolution","ECOL EVOL","2045-7758","2045-7758","EVOLUTIONARY BIOLOGY","SCIE","25,599","2.3","Q2","0.65"," 27/54 ","2.9","Q2","2.1","0.5"," 36/54 ","Q2","34.26","0.037","8.01","0.818","50.9","Q3",
"British Journal of Surgery","BRIT J SURG","0007-1323","1365-2168","SURGERY","SCIE","24,832","8.6","Q1","3.14"," 6/290 ","8.6","Q1","8","1.2"," 5/290 ","Q1","98.45","0.02","4.394","2.85","98.1","Q1",
"JOURNAL OF ECOLOGY","J ECOL","0022-0477","1365-2745","ECOLOGY","SCIE","24,342","5.3","Q1","1.36"," 20/195 ","6.1","Q1","5.1","0.9"," 21/195 ","Q1","89.49","0.019","4.055","1.92","90.0","Q1",
"JOURNAL OF ECOLOGY","J ECOL","0022-0477","1365-2745","PLANT SCIENCES","SCIE","24,342","5.3","Q1","1.36"," 29/265 ","6.1","Q1","5.1","0.9"," 26/265 ","Q1","90.38","0.019","4.055","1.92","89.2","Q1",
"JOURNAL OF PSYCHIATRIC RESEARCH","J PSYCHIATR RES","0022-3956","1879-1379","PSYCHIATRY","SCIE, SSCI","22,201","3.7","Q1","1.11"," 63/276 ","4.3","Q1","3.6","0.6"," 62/276 ","Q1","77.72","0.025","5.367","1.35","77.4","Q1",
"JOURNAL OF CHILD PSYCHOLOGY AND PSYCHIATRY","J CHILD PSYCHOL PSYC","0021-9630","1469-7610","PSYCHIATRY","SCIE, SSCI","21,180","6.5","Q1","1.59"," 20/276 ","8","Q1","6.2","1.5"," 22/276 ","Q1","92.21","0.017","3.76","3.126","92.9","Q1",
"JOURNAL OF CHILD PSYCHOLOGY AND PSYCHIATRY","J CHILD PSYCHOL PSYC","0021-9630","1469-7610","PSYCHOLOGY","SCIE","21,180","6.5","Q1","1.59"," 6/92 ","8","Q1","6.2","1.5"," 11/92 ","Q1","88.59","0.017","3.76","3.126","94.0","Q1",
"JOURNAL OF CHILD PSYCHOLOGY AND PSYCHIATRY","J CHILD PSYCHOL PSYC","0021-9630","1469-7610","PSYCHOLOGY, DEVELOPMENTAL","SSCI","21,180","6.5","Q1","1.59"," 4/91 ","8","Q1","6.2","1.5"," 9/91 ","Q1","90.66","0.017","3.76","3.126","96.2","Q1",
"ANTICANCER RESEARCH","ANTICANCER RES","0250-7005","1791-7530","ONCOLOGY","SCIE","21,152","1.6","Q4","0.42"," 253/322 ","1.8","Q4","1.3","0.5"," 232/322 ","Q3","28.11","0.013","2.802","0.395","21.6","Q4",
"REPORTS ON PROGRESS IN PHYSICS","REP PROG PHYS","0034-4885","1361-6633","PHYSICS, MULTIDISCIPLINARY","SCIE","20,914","19","Q1","1.71"," 4/110 ","18.2","Q1","19","8"," 9/110 ","Q1","92.27","0.014","3.076","6.848","96.8","Q1",
"ACS Sensors","ACS SENSORS","2379-3694","2379-3694","CHEMISTRY, ANALYTICAL","SCIE","20,803","8.2","Q1","1.44"," 4/106 ","8.4","Q1","7.7","1.9"," 9/106 ","Q1","91.98","0.026","5.786","1.577","96.7","Q1",
"ACS Sensors","ACS SENSORS","2379-3694","2379-3694","CHEMISTRY, MULTIDISCIPLINARY","SCIE","20,803","8.2","Q1","1.44"," 36/230 ","8.4","Q1","7.7","1.9"," 33/231 ","Q1","85.93","0.026","5.786","1.577","84.6","Q1",
"ACS Sensors","ACS SENSORS","2379-3694","2379-3694","NANOSCIENCE & NANOTECHNOLOGY","SCIE","20,803","8.2","Q1","1.44"," 29/140 ","8.4","Q1","7.7","1.9"," 20/140 ","Q1","86.07","0.026","5.786","1.577","79.6","Q1",
"JOURNAL OF MATERIALS RESEARCH","J MATER RES","0884-2914","2044-5326","MATERIALS SCIENCE, MULTIDISCIPLINARY","SCIE","19,512","2.7","Q3","0.44"," 238/438 ","3","Q3","2.6","0.7"," 273/438 ","Q3","37.79","0.009","1.959","0.575","45.8","Q2",
"JOURNAL OF ANIMAL ECOLOGY","J ANIM ECOL","0021-8790","1365-2656","ECOLOGY","SCIE","18,314","3.5","Q1","1.65"," 48/195 ","4.7","Q1","3.4","0.9"," 15/195 ","Q1","92.56","0.013","2.889","1.653","75.6","Q1",
"JOURNAL OF ANIMAL ECOLOGY","J ANIM ECOL","0021-8790","1365-2656","ZOOLOGY","SCIE","18,314","3.5","Q1","1.65"," 8/180 ","4.7","Q1","3.4","0.9"," 8/180 ","Q1","95.83","0.013","2.889","1.653","95.8","Q1",
"Systematic Biology","SYST BIOL","1063-5157","1076-836X","EVOLUTIONARY BIOLOGY","SCIE","18,274","6.1","Q1","1.82"," 5/54 ","10.4","Q1","5.6","1.1"," 5/54 ","Q1","91.67","0.015","3.195","3.893","91.7","Q1",
"OTOLARYNGOLOGY-HEAD AND NECK SURGERY","OTOLARYNG HEAD NECK","0194-5998","1097-6817","OTORHINOLARYNGOLOGY","SCIE","17,540","2.6","Q1","1.39"," 6/65 ","3.3","Q1","2.4","0.4"," 7/65 ","Q1","90.00","0.013","2.825","1.011","91.5","Q1",
"OTOLARYNGOLOGY-HEAD AND NECK SURGERY","OTOLARYNG HEAD NECK","0194-5998","1097-6817","SURGERY","SCIE","17,540","2.6","Q1","1.39"," 61/290 ","3.3","Q1","2.4","0.4"," 31/290 ","Q1","89.48","0.013","2.825","1.011","79.1","Q1",
"ISA TRANSACTIONS","ISA T","0019-0578","1879-2022","AUTOMATION & CONTROL SYSTEMS","SCIE","17,196","6.3","Q1","1.95"," 11/84 ","5.9","Q1","5.6","1.9"," 6/84 ","Q1","93.45","0.02","4.37","1.185","87.5","Q2",
"ISA TRANSACTIONS","ISA T","0019-0578","1879-2022","ENGINEERING, MULTIDISCIPLINARY","SCIE","17,196","6.3","Q1","1.95"," 8/179 ","5.9","Q1","5.6","1.9"," 10/180 ","Q1","94.72","0.02","4.37","1.185","95.8","Q1",
"ISA TRANSACTIONS","ISA T","0019-0578","1879-2022","INSTRUMENTS & INSTRUMENTATION","SCIE","17,196","6.3","Q1","1.95"," 6/76 ","5.9","Q1","5.6","1.9"," 3/76 ","Q1","96.71","0.02","4.37","1.185","92.8","Q1",
"Nature Biomedical Engineering","NAT BIOMED ENG","2157-846X","2157-846X","ENGINEERING, BIOMEDICAL","SCIE","16,578","26.8","Q1","5.32"," 1/122 ","29.2","Q1","26.4","4.3"," 1/122 ","Q1","99.59","0.039","8.491","9.685","99.6","Q1",
"VETERINARY MICROBIOLOGY","VET MICROBIOL","0378-1135","1873-2542","MICROBIOLOGY","SCIE","16,307","2.4","Q3","1.06"," 105/161 ","2.6","Q3","2.2","0.6"," 37/161 ","Q1","77.33","0.006","1.418","0.531","35.1","Q3",
"VETERINARY MICROBIOLOGY","VET MICROBIOL","0378-1135","1873-2542","VETERINARY SCIENCES","SCIE","16,307","2.4","Q1","1.06"," 24/167 ","2.6","Q1","2.2","0.6"," 27/168 ","Q1","84.23","0.006","1.418","0.531","85.9","Q1",
"JOURNAL OF GEOPHYSICAL RESEARCH-PLANETS","J GEOPHYS RES-PLANET","2169-9097","2169-9100","GEOCHEMISTRY & GEOPHYSICS","SCIE","16,109","3.9","Q1","1.26"," 12/101 ","4.2","Q1","2.9","1.3"," 10/101 ","Q1","90.59","0.015","3.188","1.648","88.6","Q1",
"EUROPEAN JOURNAL OF INORGANIC CHEMISTRY","EUR J INORG CHEM","1434-1948","1099-0682","CHEMISTRY, INORGANIC & NUCLEAR","SCIE","15,743","2.2","Q3","0.59"," 23/44 ","2.2","Q2","2.1","0.5"," 28/44 ","Q3","37.50","0.008","1.807","0.403","48.9","Q2",
"PEDIATRIC BLOOD & CANCER","PEDIATR BLOOD CANCER","1545-5009","1545-5017","HEMATOLOGY","SCIE","15,512","2.4","Q2","0.67"," 46/97 ","2.9","Q2","2.1","0.6"," 36/97 ","Q2","63.40","0.017","3.665","0.929","53.1","Q2",
"PEDIATRIC BLOOD & CANCER","PEDIATR BLOOD CANCER","1545-5009","1545-5017","ONCOLOGY","SCIE","15,512","2.4","Q3","0.67"," 193/322 ","2.9","Q3","2.1","0.6"," 158/322 ","Q2","51.09","0.017","3.665","0.929","40.2","Q2",
"PEDIATRIC BLOOD & CANCER","PEDIATR BLOOD CANCER","1545-5009","1545-5017","PEDIATRICS","SCIE","15,512","2.4","Q1","0.67"," 46/186 ","2.9","Q1","2.1","0.6"," 89/186 ","Q2","52.42","0.017","3.665","0.929","75.5","Q1",
"INORGANICA CHIMICA ACTA","INORG CHIM ACTA","0020-1693","1873-3255","CHEMISTRY, INORGANIC & NUCLEAR","SCIE","15,185","2.7","Q2","0.98"," 17/44 ","2.1","Q2","2.5","1"," 10/44 ","Q1","78.41","0.007","1.546","0.282","62.5","Q3",
"Molecular Ecology Resources","MOL ECOL RESOUR","1755-098X","1755-0998","BIOCHEMISTRY & MOLECULAR BIOLOGY","SCIE","15,125","5.5","Q1","1.49"," 58/313 ","7.8","Q1","5.1","1.4"," 30/313 ","Q1","90.58","0.016","3.559","2.417","81.6","Q1",
"Molecular Ecology Resources","MOL ECOL RESOUR","1755-098X","1755-0998","ECOLOGY","SCIE","15,125","5.5","Q1","1.49"," 18/195 ","7.8","Q1","5.1","1.4"," 18/195 ","Q1","91.03","0.016","3.559","2.417","91.0","Q1",
"Molecular Ecology Resources","MOL ECOL RESOUR","1755-098X","1755-0998","EVOLUTIONARY BIOLOGY","SCIE","15,125","5.5","Q1","1.49"," 6/54 ","7.8","Q1","5.1","1.4"," 8/54 ","Q1","86.11","0.016","3.559","2.417","89.8","Q1",
"JOURNAL OF GASTROENTEROLOGY AND HEPATOLOGY","J GASTROEN HEPATOL","0815-9319","1440-1746","GASTROENTEROLOGY & HEPATOLOGY","SCIE","14,730","3.7","Q2","0.82"," 40/143 ","3.9","Q2","3.6","0.6"," 45/143 ","Q2","68.88","0.014","3.012","1.137","72.4","Q2",
"HEAD AND NECK-JOURNAL FOR THE SCIENCES AND SPECIALTIES OF THE HEAD AND NECK","HEAD NECK-J SCI SPEC","1043-3074","1097-0347","OTORHINOLARYNGOLOGY","SCIE","14,597","2.3","Q1","1.35"," 14/65 ","2.8","Q1","2.2","0.4"," 9/65 ","Q1","86.92","0.012","2.688","0.781","79.2","Q1",
"HEAD AND NECK-JOURNAL FOR THE SCIENCES AND SPECIALTIES OF THE HEAD AND NECK","HEAD NECK-J SCI SPEC","1043-3074","1097-0347","SURGERY","SCIE","14,597","2.3","Q2","1.35"," 79/290 ","2.8","Q2","2.2","0.4"," 35/290 ","Q1","88.10","0.012","2.688","0.781","72.9","Q2",
"DISEASES OF THE COLON & RECTUM","DIS COLON RECTUM","0012-3706","1530-0358","GASTROENTEROLOGY & HEPATOLOGY","SCIE","13,495","3.2","Q2","1.19"," 49/143 ","4","Q2","3","1.4"," 25/143 ","Q1","82.87","0.008","1.759","1.226","66.1","Q1",
"DISEASES OF THE COLON & RECTUM","DIS COLON RECTUM","0012-3706","1530-0358","SURGERY","SCIE","13,495","3.2","Q1","1.19"," 41/290 ","4","Q1","3","1.4"," 49/290 ","Q1","83.28","0.008","1.759","1.226","86.0","Q1",
"Spine Journal","SPINE J","1529-9430","1878-1632","CLINICAL NEUROLOGY","SCIE","13,354","4.9","Q1","1.7"," 35/277 ","4.6","Q1","4.6","1"," 22/278 ","Q1","92.27","0.014","3.007","1.468","87.5","Q1",
"Spine Journal","SPINE J","1529-9430","1878-1632","ORTHOPEDICS","SCIE","13,354","4.9","Q1","1.7"," 5/136 ","4.6","Q1","4.6","1"," 11/136 ","Q1","92.28","0.014","3.007","1.468","96.7","Q1",
"Lancet Gastroenterology & Hepatology","LANCET GASTROENTEROL","N/A","2468-1253","GASTROENTEROLOGY & HEPATOLOGY","SCIE","13,312","30.9","Q1","6.52"," 2/143 ","29.6","Q1","30.4","9.6"," 2/143 ","Q1","98.95","0.034","7.486","11.2","99.0","Q1",
"HUMAN REPRODUCTION UPDATE","HUM REPROD UPDATE","1355-4786","1460-2369","OBSTETRICS & GYNECOLOGY","SCIE","13,203","14.8","Q1","3.62"," 1/136 ","17.2","Q1","14.6","2.9"," 1/136 ","Q1","99.63","0.009","2.007","4.947","99.6","Q1",
"HUMAN REPRODUCTION UPDATE","HUM REPROD UPDATE","1355-4786","1460-2369","REPRODUCTIVE BIOLOGY","SCIE","13,203","14.8","Q1","3.62"," 1/39 ","17.2","Q1","14.6","2.9"," 1/39 ","Q1","98.72","0.009","2.007","4.947","98.7","Q1",
"HUMAN MUTATION","HUM MUTAT","1059-7794","1098-1004","GENETICS & HEREDITY","SCIE","12,745","3.3","Q2","0.96"," 64/191 ","4.1","Q1","3.3","0.2"," 52/191 ","Q2","73.04","0.012","2.704","1.803","66.8","Q1",
"INTERNATIONAL ORTHOPAEDICS","INT ORTHOP","0341-2695","1432-5195","ORTHOPEDICS","SCIE","12,556","2","Q2","1.08"," 49/136 ","2.6","Q2","1.8","0.6"," 32/136 ","Q1","76.84","0.011","2.311","0.729","64.3","Q2",
