"Journal Data Filtered By:  Selected Editions: SCIE;SSCI;AHCI;ESCI Selected JCR Year: 2023 Selected Category Schema: WOS Selected Open Access: N Selected ISSN/eISSNs: Multiple Indicator: Custom"

Journal name,JCR Abbreviation,ISSN,eISSN,Category,Edition,Total Citations,2023 JIF,JIF Rank,5 Year JIF,5 Year JIF Quartile,JIF Without Self Cites,Immediacy Index,2023 JCI,JCI Rank,JCI Quartile,JIF Quartile,JIF Percentile,JCI Percentile,Eigenfactor,Normalized Eigenfactor,Article Influence Score,AIS Quartile
"SOCIAL STUDIES OF SCIENCE","SOC STUD SCI","0306-3127","1460-3659","HISTORY & PHILOSOPHY OF SCIENCE","AHCI, SCIE, SSCI","4,599","2.9"," 7/104 ","4.2","Q1","2.6","0.6","2.22"," 6/104 ","Q1","Q1","93.8","94.71","0.003","0.601","1.61","Q1",
"JNCI-Journal of the National Cancer Institute","JNCI-J NATL CANCER I","0027-8874","1460-2105","ONCOLOGY","SCIE","34,479","9.9"," 28/322 ","10.5","Q1","9.6","1.5","2.15"," 23/322 ","Q1","Q1","91.5","93.01","0.034","7.35","5.156","Q1",
"Advanced Science","ADV SCI","N/A","2198-3844","CHEMISTRY, MULTIDISCIPLINARY","SCIE","79,296","14.3"," 18/230 ","16.3","Q1","13.9","2.3","2.07"," 21/231 ","Q1","Q1","92.4","91.13","0.122","26.635","3.556","Q1",
"Advanced Science","ADV SCI","N/A","2198-3844","MATERIALS SCIENCE, MULTIDISCIPLINARY","SCIE","79,296","14.3"," 29/438 ","16.3","Q1","13.9","2.3","2.07"," 32/438 ","Q1","Q1","93.5","92.81","0.122","26.635","3.556","Q1",
"Advanced Science","ADV SCI","N/A","2198-3844","NANOSCIENCE & NANOTECHNOLOGY","SCIE","79,296","14.3"," 12/140 ","16.3","Q1","13.9","2.3","2.07"," 13/140 ","Q1","Q1","91.8","91.07","0.122","26.635","3.556","Q1",
"Globalization and Health","GLOBALIZATION HEALTH","N/A","1744-8603","PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH","SCIE, SSCI","5,336","5.9"," 27/403 ","6.7","Q1","5.7","1","2.01"," 17/403 ","Q1","Q1","93.4","95.91","0.01","2.16","2.184","Q1",
"GENETICS IN MEDICINE","GENET MED","1098-3600","1530-0366","GENETICS & HEREDITY","SCIE","19,500","6.6"," 18/191 ","7.4","Q1","6.2","2","2"," 11/191 ","Q1","Q1","90.8","94.50","0.033","7.313","3.328","Q1",
"European Journal of Preventive Cardiology","EUR J PREV CARDIOL","2047-4873","2047-4881","CARDIAC & CARDIOVASCULAR SYSTEMS","SCIE","10,318","8.4"," 16/220 ","7.1","Q1","7.6","2.3","1.92"," 22/220 ","Q1","Q1","93.0","90.23","0.017","3.692","2.245","Q1",
"Conservation Letters","CONSERV LETT","1755-263X","1755-263X","BIODIVERSITY CONSERVATION","SCIE","6,064","7.7"," 2/74 ","8.1","Q1","7.5","0.9","1.9"," 2/74 ","Q1","Q1","98.0","97.97","0.008","1.849","2.796","Q1",
"INTERNATIONAL ENDODONTIC JOURNAL","INT ENDOD J","0143-2885","1365-2591","DENTISTRY, ORAL SURGERY & MEDICINE","SCIE","11,468","5.4"," 6/157 ","5.4","Q1","4.5","0.9","1.9"," 7/157 ","Q1","Q1","96.5","95.86","0.008","1.699","1.14","Q1",
"Heritage and Society","HERIT SOC","2159-032X","2159-0338","HUMANITIES, MULTIDISCIPLINARY","ESCI","232","0.8"," N/A ","N/A","N/A","0.7","0.1","1.89"," 28/406 ","Q1","N/A","N/A","93.23","0","0.049","N/A","N/A",
"Radiology-Artificial Intelligence","RADIOL-ARTIF INTELL","2638-6100","2638-6100","COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE","ESCI","2,163","8.1"," 21/197 ","10.8","Q1","7.7","2.6","1.85"," 20/198 ","Q1","Q1","89.6","90.15","0.005","1.187","3.45","Q1",
"Radiology-Artificial Intelligence","RADIOL-ARTIF INTELL","2638-6100","2638-6100","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING","ESCI","2,163","8.1"," 9/204 ","10.8","Q1","7.7","2.6","1.85"," 12/204 ","Q1","Q1","95.8","94.36","0.005","1.187","3.45","Q1",
"EPILEPSIA","EPILEPSIA","0013-9580","1528-1167","CLINICAL NEUROLOGY","SCIE","31,016","6.6"," 20/277 ","6.2","Q1","5.8","1.5","1.83"," 18/278 ","Q1","Q1","93.0","93.71","0.022","4.792","1.964","Q1",
"Current Opinion in Food Science","CURR OPIN FOOD SCI","2214-7993","2214-8000","FOOD SCIENCE & TECHNOLOGY","SCIE","7,117","8.9"," 7/173 ","8.8","Q1","8.7","2.3","1.82"," 9/173 ","Q1","Q1","96.2","95.09","0.006","1.417","1.315","Q1",
"AGRICULTURE AND HUMAN VALUES","AGR HUM VALUES","0889-048X","1572-8366","AGRICULTURE, MULTIDISCIPLINARY","SCIE","4,154","3.5"," 13/89 ","4.2","Q1","3","0.8","1.77"," 5/89 ","Q1","Q1","86.0","94.94","0.004","0.795","1.065","Q1",
"AGRICULTURE AND HUMAN VALUES","AGR HUM VALUES","0889-048X","1572-8366","HISTORY & PHILOSOPHY OF SCIENCE","SCIE, SSCI","4,154","3.5"," 3/104 ","4.2","Q1","3","0.8","1.77"," 9/104 ","Q1","Q1","97.6","91.83","0.004","0.795","1.065","Q1",
"AGRICULTURE AND HUMAN VALUES","AGR HUM VALUES","0889-048X","1572-8366","SOCIOLOGY","SSCI","4,154","3.5"," 14/217 ","4.2","Q1","3","0.8","1.77"," 23/217 ","Q1","Q1","93.8","89.63","0.004","0.795","1.065","Q2",
"Journal of Chinese Religions","J CHINESE RELIG","0737-769X","2050-8999","ASIAN STUDIES","ESCI","73","0.5"," N/A ","N/A","N/A","0.5","<0.1","1.77"," 7/100 ","Q1","N/A","N/A","93.50","0","0.07","N/A","N/A",
"Journal of Chinese Religions","J CHINESE RELIG","0737-769X","2050-8999","RELIGION","ESCI","73","0.5"," N/A ","N/A","N/A","0.5","<0.1","1.77"," 24/339 ","Q1","N/A","N/A","93.07","0","0.07","N/A","N/A",
"Molecular Systems Biology","MOL SYST BIOL","1744-4292","1744-4292","BIOCHEMISTRY & MOLECULAR BIOLOGY","SCIE","9,948","8.5"," 30/313 ","10.5","Q1","8.3","2.5","1.74"," 19/313 ","Q1","Q1","90.6","94.09","0.014","3.122","5.471","Q1",
"EUROPEAN CHILD & ADOLESCENT PSYCHIATRY","EUR CHILD ADOLES PSY","1018-8827","1435-165X","PEDIATRICS","SCIE","9,748","6"," 7/186 ","5.5","Q1","5.7","0.6","1.74"," 9/186 ","Q1","Q1","96.5","95.43","0.014","3.078","1.779","Q1",
"EUROPEAN CHILD & ADOLESCENT PSYCHIATRY","EUR CHILD ADOLES PSY","1018-8827","1435-165X","PSYCHIATRY","SCIE, SSCI","9,748","6"," 22/276 ","5.5","Q1","5.7","0.6","1.74"," 16/276 ","Q1","Q1","92.2","94.38","0.014","3.078","1.779","Q1",
"EUROPEAN CHILD & ADOLESCENT PSYCHIATRY","EUR CHILD ADOLES PSY","1018-8827","1435-165X","PSYCHOLOGY, DEVELOPMENTAL","SSCI","9,748","6"," 5/91 ","5.5","Q1","5.7","0.6","1.74"," 6/91 ","Q1","Q1","95.1","93.96","0.014","3.078","1.779","Q1",
"BIOLOGY & PHILOSOPHY","BIOL PHILOS","0169-3867","1572-8404","HISTORY & PHILOSOPHY OF SCIENCE","AHCI, SCIE, SSCI","1,661","1.7"," 18/104 ","1.8","Q1","1.6","0.3","1.74"," 10/104 ","Q1","Q1","83.2","90.87","0.002","0.378","0.778","Q1",
"European Journal of Higher Education","EUR J HIGH EDUC","2156-8235","2156-8243","EDUCATION & EDUCATIONAL RESEARCH","ESCI","653","2.6"," 120/756 ","N/A","N/A","2.3","1.4","1.71"," 80/756 ","Q1","Q1","84.2","89.48","0.001","0.177","N/A","N/A",
"PLANT PHYSIOLOGY AND BIOCHEMISTRY","PLANT PHYSIOL BIOCH","0981-9428","1873-2690","PLANT SCIENCES","SCIE","28,889","6.1"," 20/265 ","6.2","Q1","5.7","1","1.69"," 18/265 ","Q1","Q1","92.6","93.40","0.018","3.924","0.894","Q1",
"JOURNAL OF MEDICAL VIROLOGY","J MED VIROL","0146-6615","1096-9071","VIROLOGY","SCIE","23,212","6.8"," 4/41 ","6.6","Q1","6.4","1.8","1.67"," 4/41 ","Q1","Q1","91.5","91.46","0.03","6.5","1.442","Q1",
"Forum for World Literature Studies","FORUM WORLD LIT STUD","1949-8519","2154-6711","LITERATURE","ESCI","97","0.6"," N/A ","0.3","N/A","0.4","<0.1","1.66"," 19/199 ","Q1","N/A","N/A","90.70","0.001","0.141","0.316","Q2",
"JOURNAL OF HEALTH POLITICS POLICY AND LAW","J HEALTH POLIT POLIC","0361-6878","N/A","HEALTH CARE SCIENCES & SERVICES","SCIE","1,414","3.3"," 37/174 ","2.5","Q2","3.2","1","1.63"," 14/175 ","Q1","Q1","79.0","92.29","0.002","0.521","1.439","Q1",
"JOURNAL OF HEALTH POLITICS POLICY AND LAW","J HEALTH POLIT POLIC","0361-6878","N/A","HEALTH POLICY & SERVICES","SSCI","1,414","3.3"," 20/118 ","2.5","Q2","3.2","1","1.63"," 6/119 ","Q1","Q1","83.5","95.38","0.002","0.521","1.439","Q1",
"JOURNAL OF HEALTH POLITICS POLICY AND LAW","J HEALTH POLIT POLIC","0361-6878","N/A","SOCIAL ISSUES","SSCI","1,414","3.3"," 8/67 ","2.5","Q2","3.2","1","1.63"," 5/67 ","Q1","Q1","88.8","93.28","0.002","0.521","1.439","Q1",
"JOURNAL OF HEALTH POLITICS POLICY AND LAW","J HEALTH POLIT POLIC","0361-6878","N/A","SOCIAL SCIENCES, BIOMEDICAL","SSCI","1,414","3.3"," 6/46 ","2.5","Q2","3.2","1","1.63"," 5/46 ","Q1","Q1","88.0","90.22","0.002","0.521","1.439","Q1",
"Animal Frontiers","ANIM FRONT","2160-6056","2160-6064","AGRICULTURE, DAIRY & ANIMAL SCIENCE","SCIE","1,818","3.2"," 9/80 ","5","Q1","3.1","2.8","1.6"," 6/80 ","Q1","Q1","89.4","93.13","0.001","0.326","1.006","Q1",
"PATTERN RECOGNITION","PATTERN RECOGN","0031-3203","1873-5142","COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE","SCIE","39,448","7.5"," 24/197 ","7.6","Q1","6.2","1.3","1.58"," 27/198 ","Q1","Q1","88.1","86.62","0.041","8.934","1.884","Q1",
"PATTERN RECOGNITION","PATTERN RECOGN","0031-3203","1873-5142","ENGINEERING, ELECTRICAL & ELECTRONIC","SCIE","39,448","7.5"," 25/352 ","7.6","Q1","6.2","1.3","1.58"," 39/354 ","Q1","Q1","93.0","89.12","0.041","8.934","1.884","Q1",
"Annual Review of Environment and Resources","ANNU REV ENV RESOUR","1543-5938","1545-2050","ENVIRONMENTAL SCIENCES","SCIE","7,103","15.5"," 6/358 ","18.9","Q1","15.2","0.6","1.54"," 33/359 ","Q1","Q1","98.5","90.95","0.006","1.271","6.437","Q1",
"Annual Review of Environment and Resources","ANNU REV ENV RESOUR","1543-5938","1545-2050","ENVIRONMENTAL STUDIES","SSCI","7,103","15.5"," 3/182 ","18.9","Q1","15.2","0.6","1.54"," 30/184 ","Q1","Q1","98.6","83.97","0.006","1.271","6.437","Q1",
"TRENDS IN MICROBIOLOGY","TRENDS MICROBIOL","0966-842X","1878-4380","BIOCHEMISTRY & MOLECULAR BIOLOGY","SCIE","18,267","14"," 8/313 ","17","Q1","13.9","5.1","1.53"," 28/313 ","Q1","Q1","97.6","91.21","0.016","3.587","4.926","Q1",
"TRENDS IN MICROBIOLOGY","TRENDS MICROBIOL","0966-842X","1878-4380","MICROBIOLOGY","SCIE","18,267","14"," 7/161 ","17","Q1","13.9","5.1","1.53"," 18/161 ","Q1","Q1","96.0","89.13","0.016","3.587","4.926","Q1",
"Japanese Dental Science Review","JPN DENT SCI REV","1882-7616","2213-6851","DENTISTRY, ORAL SURGERY & MEDICINE","SCIE","1,192","5.7"," 4/157 ","6.5","Q1","5.7","0.8","1.52"," 15/157 ","Q1","Q1","97.8","90.76","0.001","0.296","1.236","Q1",
"Journal of Cardiovascular Computed Tomography","J CARDIOVASC COMPUT","1934-5925","1934-5925","CARDIAC & CARDIOVASCULAR SYSTEMS","SCIE","3,046","5.5"," 35/220 ","4.4","Q1","4.9","1.5","1.52"," 33/220 ","Q1","Q1","84.3","85.23","0.004","0.847","1.412","Q1",
"Journal of Cardiovascular Computed Tomography","J CARDIOVASC COMPUT","1934-5925","1934-5925","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING","SCIE","3,046","5.5"," 17/204 ","4.4","Q1","4.9","1.5","1.52"," 19/204 ","Q1","Q1","91.9","90.93","0.004","0.847","1.412","Q1",
"NEUROREHABILITATION AND NEURAL REPAIR","NEUROREHAB NEURAL RE","1545-9683","1552-6844","CLINICAL NEUROLOGY","SCIE","6,733","3.7"," 63/277 ","4.9","Q1","3.6","0.5","1.52"," 28/278 ","Q1","Q1","77.4","90.11","0.005","1.051","1.477","Q1",
"NEUROREHABILITATION AND NEURAL REPAIR","NEUROREHAB NEURAL RE","1545-9683","1552-6844","REHABILITATION","SCIE","6,733","3.7"," 7/169 ","4.9","Q1","3.6","0.5","1.52"," 15/169 ","Q1","Q1","96.2","91.42","0.005","1.051","1.477","Q1",
"Physical Review Physics Education Research","PHYS REV PHYS EDUC R","2469-9896","2469-9896","EDUCATION & EDUCATIONAL RESEARCH","SSCI","2,028","2.6"," 120/756 ","2.8","Q1","1.4","0.6","1.49"," 112/756 ","Q1","Q1","84.2","85.25","0.002","0.513","0.559","Q2",
"Physical Review Physics Education Research","PHYS REV PHYS EDUC R","2469-9896","2469-9896","EDUCATION, SCIENTIFIC DISCIPLINES","SCIE","2,028","2.6"," 20/85 ","2.8","Q2","1.4","0.6","1.49"," 11/85 ","Q1","Q1","77.1","87.65","0.002","0.513","0.559","Q2",
"Konstantinove Listy-Constantines Letters","KONSTANTINOVE LISTY","1337-8740","2453-7675","HUMANITIES, MULTIDISCIPLINARY","ESCI","76","0.7"," N/A ","0.4","N/A","0.3","0.1","1.47"," 41/406 ","Q1","N/A","N/A","90.02","0","0.021","0.084","Q3",
"Cell Chemical Biology","CELL CHEM BIOL","2451-9456","2451-9448","BIOCHEMISTRY & MOLECULAR BIOLOGY","SCIE","7,732","6.6"," 40/313 ","8.2","Q1","6.4","2.1","1.46"," 35/313 ","Q1","Q1","87.4","88.98","0.017","3.636","2.888","Q1",
"Molecular Autism","MOL AUTISM","2040-2392","2040-2392","GENETICS & HEREDITY","SCIE","4,244","6.3"," 22/191 ","6.5","Q1","6.1","1","1.46"," 19/191 ","Q1","Q1","88.7","90.31","0.007","1.421","2.392","Q1",
"Molecular Autism","MOL AUTISM","2040-2392","2040-2392","NEUROSCIENCES","SCIE","4,244","6.3"," 31/310 ","6.5","Q1","6.1","1","1.46"," 36/310 ","Q1","Q1","90.2","88.55","0.007","1.421","2.392","Q1",
"International Journal of Distance Education Technologies","INT J DIST EDUC TECH","1539-3100","1539-3119","EDUCATION & EDUCATIONAL RESEARCH","ESCI","271","3.3"," 64/756 ","2","Q2","3.3","0.1","1.46"," 118/756 ","Q1","Q1","91.6","84.46","0","0.079","0.438","Q2",
"JOURNAL OF CARDIAC FAILURE","J CARD FAIL","1071-9164","1532-8414","CARDIAC & CARDIOVASCULAR SYSTEMS","SCIE","6,923","6.7"," 25/220 ","5.8","Q1","6.1","2.2","1.45"," 36/220 ","Q1","Q1","88.9","83.86","0.01","2.233","2.515","Q1",
"GLIA","GLIA","0894-1491","1098-1136","NEUROSCIENCES","SCIE","15,976","5.4"," 42/310 ","6.6","Q1","5.1","1.1","1.43"," 38/310 ","Q1","Q1","86.6","87.90","0.014","3.051","1.974","Q1",
"ARTHRITIS CARE & RESEARCH","ARTHRIT CARE RES","2151-464X","2151-4658","RHEUMATOLOGY","SCIE","18,202","3.7"," 14/57 ","4.2","Q1","3.5","1.3","1.43"," 7/57 ","Q1","Q1","76.3","88.60","0.016","3.577","1.635","Q1",
"Russian Journal of Linguistics","RUSS J LINGUIST","2687-0088","2686-8024","LANGUAGE & LINGUISTICS","ESCI","227","1.5"," N/A ","1.4","N/A","0.7","0.9","1.43"," 44/393 ","Q1","N/A","N/A","88.93","0.001","0.123","0.52","Q2",
"ACM TRANSACTIONS ON INFORMATION SYSTEMS","ACM T INFORM SYST","1046-8188","1558-2868","COMPUTER SCIENCE, INFORMATION SYSTEMS","SCIE","3,444","5.4"," 37/249 ","6","Q1","4.6","3.4","1.41"," 38/251 ","Q1","Q1","85.3","85.06","0.003","0.56","1.238","Q1",
"International Sports Law Journal","INT SPORTS LAW J","1567-7559","2213-5154","LAW","ESCI","168","1.3"," 80/421 ","1.2","Q2","0.9","0.1","1.39"," 72/421 ","Q1","Q1","81.1","83.02","0","0.045","0.257","Q2",
"Green Finance","GREEN FINANC","2643-1092","2643-1092","BUSINESS, FINANCE","ESCI","381","5.5"," 17/231 ","3.8","Q1","5.3","0.4","1.29"," 33/231 ","Q1","Q1","92.9","85.93","0","0.084","0.476","Q3",
"Green Finance","GREEN FINANC","2643-1092","2643-1092","GREEN & SUSTAINABLE SCIENCE & TECHNOLOGY","ESCI","381","5.5"," 32/91 ","3.8","Q3","5.3","0.4","1.29"," 21/91 ","Q1","Q2","65.4","77.47","0","0.084","0.476","Q4",
"IEEE Open Journal of Industry Applications","IEEE OPEN J IND APPL","N/A","2644-1241","ENGINEERING, ELECTRICAL & ELECTRONIC","ESCI","466","7.9"," 23/352 ","8.7","Q1","7.8","0.4","1.28"," 61/354 ","Q1","Q1","93.6","82.91","0.001","0.282","2.993","Q1",
"Journal of Geovisualization and Spatial Analysis","J GEOVIS SPAT ANAL","2509-8810","2509-8829","ENVIRONMENTAL SCIENCES","ESCI","558","5"," 82/358 ","4.2","Q2","4.4","1.3","1.28"," 51/359 ","Q1","Q1","77.2","85.93","0.001","0.159","0.732","Q2",
"Journal of Geovisualization and Spatial Analysis","J GEOVIS SPAT ANAL","2509-8810","2509-8829","GEOGRAPHY","ESCI","558","5"," 10/171 ","4.2","Q1","4.4","1.3","1.28"," 24/172 ","Q1","Q1","94.4","86.34","0.001","0.159","0.732","Q2",
"Journal of Geovisualization and Spatial Analysis","J GEOVIS SPAT ANAL","2509-8810","2509-8829","GEOGRAPHY, PHYSICAL","ESCI","558","5"," 6/65 ","4.2","Q1","4.4","1.3","1.28"," 10/65 ","Q1","Q1","91.5","85.38","0.001","0.159","0.732","Q2",
"Journal of Geovisualization and Spatial Analysis","J GEOVIS SPAT ANAL","2509-8810","2509-8829","REMOTE SENSING","ESCI","558","5"," 11/62 ","4.2","Q2","4.4","1.3","1.28"," 11/62 ","Q1","Q1","83.1","83.06","0.001","0.159","0.732","Q2",
"npj Genomic Medicine","NPJ GENOM MED","N/A","2056-7944","GENETICS & HEREDITY","SCIE","1,838","4.7"," 33/191 ","5.3","Q1","4.6","1.1","1.28"," 24/191 ","Q1","Q1","83.0","87.70","0.005","1.186","2.274","Q1",
"Journal of Esthetic and Restorative Dentistry","J ESTHET RESTOR DENT","1496-4155","1708-8240","DENTISTRY, ORAL SURGERY & MEDICINE","SCIE","3,785","3.2"," 20/157 ","4.1","Q1","2.8","0.8","1.28"," 25/157 ","Q1","Q1","87.6","84.39","0.004","0.811","0.835","Q1",
"Journal of Hospitality & Tourism Education","J HOSP TOUR EDUC","1096-3758","2325-6540","EDUCATION & EDUCATIONAL RESEARCH","ESCI","602","2.5"," 133/756 ","2.1","Q2","2","0.7","1.28"," 152/756 ","Q1","Q1","82.5","79.96","0","0.087","0.311","Q3",
"Journal of Materials Research and Technology-JMR&T","J MATER RES TECHNOL","2238-7854","2214-0697","MATERIALS SCIENCE, MULTIDISCIPLINARY","SCIE","43,039","6.2"," 102/438 ","6.3","Q1","5.4","1.5","1.26"," 83/438 ","Q1","Q1","76.8","81.16","0.043","9.356","0.885","Q2",
"Journal of Materials Research and Technology-JMR&T","J MATER RES TECHNOL","2238-7854","2214-0697","METALLURGY & METALLURGICAL ENGINEERING","SCIE","43,039","6.2"," 6/90 ","6.3","Q1","5.4","1.5","1.26"," 6/91 ","Q1","Q1","93.9","93.96","0.043","9.356","0.885","Q1",
"ANTIMICROBIAL AGENTS AND CHEMOTHERAPY","ANTIMICROB AGENTS CH","0066-4804","1098-6596","MICROBIOLOGY","SCIE","63,154","4.1"," 49/161 ","4.3","Q2","3.8","0.8","1.24"," 24/161 ","Q1","Q2","69.9","85.40","0.035","7.671","1.23","Q1",
"ANTIMICROBIAL AGENTS AND CHEMOTHERAPY","ANTIMICROB AGENTS CH","0066-4804","1098-6596","PHARMACOLOGY & PHARMACY","SCIE","63,154","4.1"," 78/354 ","4.3","Q1","3.8","0.8","1.24"," 52/354 ","Q1","Q1","78.1","85.45","0.035","7.671","1.23","Q1",
