"Journal Data Filtered By:  Selected Editions: SCIE;SSCI;AHCI;ESCI Selected JCR Year: 2023 Selected Category Schema: WOS Selected Open Access: N Selected ISSN/eISSNs: Multiple Indicator: Custom"

Journal name,JCR Abbreviation,ISSN,eISSN,Category,Edition,Total Citations,2023 JIF,JIF Rank,5 Year JIF,5 Year JIF Quartile,JIF Without Self Cites,Immediacy Index,2023 JCI,JCI Rank,JCI Quartile,JIF Quartile,JIF Percentile,JCI Percentile,Eigenfactor,Normalized Eigenfactor,Article Influence Score,AIS Quartile
"Annual Review of Medicine","ANNU REV MED","0066-4219","1545-326X","MEDICINE, RESEARCH & EXPERIMENTAL","SCIE","7,381","15.1"," 3/189 ","14.4","Q1","15.1","8.3","2.26"," 10/189 ","Q1","Q1","98.7","94.97","0.007","1.45","4.882","Q1",
"Biological Psychiatry","BIOL PSYCHIAT","0006-3223","1873-2402","NEUROSCIENCES","SCIE","40,061","9.6"," 15/310 ","10.8","Q1","9.3","3.6","2.25"," 15/310 ","Q1","Q1","95.3","95.32","0.032","6.903","4.258","Q1",
"Biological Psychiatry","BIOL PSYCHIAT","0006-3223","1873-2402","PSYCHIATRY","SCIE","40,061","9.6"," 6/276 ","10.8","Q1","9.3","3.6","2.25"," 11/276 ","Q1","Q1","98.0","96.20","0.032","6.903","4.258","Q1",
"HUMAN REPRODUCTION","HUM REPROD","0268-1161","1460-2350","OBSTETRICS & GYNECOLOGY","SCIE","35,937","6"," 6/136 ","6.4","Q1","5.6","1","2.18"," 8/136 ","Q1","Q1","96.0","94.49","0.02","4.454","1.908","Q1",
"HUMAN REPRODUCTION","HUM REPROD","0268-1161","1460-2350","REPRODUCTIVE BIOLOGY","SCIE","35,937","6"," 4/39 ","6.4","Q1","5.6","1","2.18"," 4/39 ","Q1","Q1","91.0","91.03","0.02","4.454","1.908","Q1",
"Ain Shams Engineering Journal","AIN SHAMS ENG J","2090-4479","2090-4495","ENGINEERING, MULTIDISCIPLINARY","SCIE","9,498","6"," 10/179 ","5.2","Q1","5.4","1.7","2.07"," 8/180 ","Q1","Q1","94.7","95.83","0.008","1.746","0.722","Q1",
"Chinese Journal of Aeronautics","CHINESE J AERONAUT","1000-9361","2588-9230","ENGINEERING, AEROSPACE","SCIE","10,190","5.3"," 4/52 ","4.6","Q1","4.7","1.6","2.02"," 2/52 ","Q1","Q1","93.3","97.12","0.011","2.336","0.866","Q1",
"CANCER RESEARCH","CANCER RES","0008-5472","1538-7445","ONCOLOGY","SCIE","122,978","12.5"," 20/322 ","11.6","Q1","12.4","4.8","2"," 30/322 ","Q1","Q1","93.9","90.84","0.073","16.014","3.804","Q1",
"ACM TRANSACTIONS ON GRAPHICS","ACM T GRAPHIC","0730-0301","1557-7368","COMPUTER SCIENCE, SOFTWARE ENGINEERING","SCIE","32,386","7.8"," 5/131 ","9.5","Q1","6.3","0.8","2"," 7/131 ","Q1","Q1","96.6","95.04","0.028","6.019","2.45","Q1",
"TRENDS IN ECOLOGY & EVOLUTION","TRENDS ECOL EVOL","0169-5347","1872-8383","ECOLOGY","SCIE","39,040","16.7"," 1/195 ","18.2","Q1","16.3","5.6","1.99"," 6/195 ","Q1","Q1","99.7","97.18","0.024","5.281","7.008","Q1",
"TRENDS IN ECOLOGY & EVOLUTION","TRENDS ECOL EVOL","0169-5347","1872-8383","EVOLUTIONARY BIOLOGY","SCIE","39,040","16.7"," 1/54 ","18.2","Q1","16.3","5.6","1.99"," 3/54 ","Q1","Q1","99.1","95.37","0.024","5.281","7.008","Q1",
"TRENDS IN ECOLOGY & EVOLUTION","TRENDS ECOL EVOL","0169-5347","1872-8383","GENETICS & HEREDITY","SCIE","39,040","16.7"," 3/191 ","18.2","Q1","16.3","5.6","1.99"," 12/191 ","Q1","Q1","98.7","93.98","0.024","5.281","7.008","Q1",
"DIABETOLOGIA","DIABETOLOGIA","0012-186X","1432-0428","ENDOCRINOLOGY & METABOLISM","SCIE","34,619","8.4"," 12/186 ","9.1","Q1","8.1","1.9","1.92"," 12/186 ","Q1","Q1","93.8","93.82","0.032","7.061","3.372","Q1",
"VETERINARY RESEARCH","VET RES","0928-4249","1297-9716","VETERINARY SCIENCES","SCIE","6,653","3.7"," 10/167 ","3.8","Q1","3.4","0.5","1.9"," 4/168 ","Q1","Q1","94.3","97.92","0.004","0.885","0.785","Q1",
"JOURNAL OF THE EUROPEAN MATHEMATICAL SOCIETY","J EUR MATH SOC","1435-9855","N/A","MATHEMATICS","SCIE","3,046","2.5"," 13/489 ","2.5","Q1","2.4","1.7","1.9"," 21/489 ","Q1","Q1","97.4","95.81","0.012","2.529","3.262","Q1",
"JOURNAL OF THE EUROPEAN MATHEMATICAL SOCIETY","J EUR MATH SOC","1435-9855","N/A","MATHEMATICS, APPLIED","SCIE","3,046","2.5"," 35/331 ","2.5","Q1","2.4","1.7","1.9"," 13/331 ","Q1","Q1","89.6","96.22","0.012","2.529","3.262","Q1",
"Translation Spaces","TRANSL SPACES","2211-3711","2211-372X","LANGUAGE & LINGUISTICS","ESCI","289","1"," N/A ","2.3","N/A","0.9","0.3","1.9"," 22/393 ","Q1","N/A","N/A","94.53","0.001","0.141","1.128","Q1",
"FRONTIERS IN ECOLOGY AND THE ENVIRONMENT","FRONT ECOL ENVIRON","1540-9295","1540-9309","ECOLOGY","SCIE","12,936","10"," 6/195 ","12.3","Q1","9.9","1.9","1.88"," 9/195 ","Q1","Q1","97.2","95.64","0.009","1.938","4.114","Q1",
"FRONTIERS IN ECOLOGY AND THE ENVIRONMENT","FRONT ECOL ENVIRON","1540-9295","1540-9309","ENVIRONMENTAL SCIENCES","SCIE","12,936","10"," 23/358 ","12.3","Q1","9.9","1.9","1.88"," 17/359 ","Q1","Q1","93.7","95.40","0.009","1.938","4.114","Q1",
"AMERICAN JOURNAL OF SPORTS MEDICINE","AM J SPORT MED","0363-5465","1552-3365","ORTHOPEDICS","SCIE","36,856","4.2"," 11/136 ","5.4","Q1","3.7","0.8","1.83"," 9/136 ","Q1","Q1","92.3","93.75","0.029","6.401","1.821","Q1",
"AMERICAN JOURNAL OF SPORTS MEDICINE","AM J SPORT MED","0363-5465","1552-3365","SPORT SCIENCES","SCIE","36,856","4.2"," 9/127 ","5.4","Q1","3.7","0.8","1.83"," 7/127 ","Q1","Q1","93.3","94.88","0.029","6.401","1.821","Q1",
"Review of Corporate Finance Studies","REV CORP FINANC STUD","2046-9128","2046-9136","BUSINESS, FINANCE","ESCI","913","1.9"," 107/231 ","6.4","Q1","1.9","0.8","1.8"," 15/231 ","Q1","Q2","53.9","93.72","0.003","0.733","3.552","Q1",
"DESALINATION","DESALINATION","0011-9164","1873-4464","ENGINEERING, CHEMICAL","SCIE","52,875","8.3"," 14/170 ","8.7","Q1","6.8","2","1.78"," 8/171 ","Q1","Q1","92.1","95.61","0.023","5.054","1.235","Q1",
"DESALINATION","DESALINATION","0011-9164","1873-4464","WATER RESOURCES","SCIE","52,875","8.3"," 3/127 ","8.7","Q1","6.8","2","1.78"," 3/127 ","Q1","Q1","98.0","98.03","0.023","5.054","1.235","Q1",
"Journal of Language Aggression and Conflict","J LANG AGGRESS CONFL","2213-1272","2213-1280","LANGUAGE & LINGUISTICS","ESCI","198","1.3"," N/A ","1.7","N/A","1.2","<0.1","1.78"," 25/393 ","Q1","N/A","N/A","93.77","0.001","0.114","0.89","Q1",
"Insect Systematics and Diversity","INSECT SYST DIVER","N/A","2399-3421","ENTOMOLOGY","SCIE","422","3.2"," 11/109 ","2.9","Q1","3.1","0.8","1.68"," 6/109 ","Q1","Q1","90.4","94.95","0.001","0.216","0.952","Q1",
"JOURNAL OF PRODUCT INNOVATION MANAGEMENT","J PROD INNOVAT MANAG","0737-6782","1540-5885","BUSINESS","SSCI","8,894","10.1"," 10/302 ","12.9","Q1","8.6","1.6","1.66"," 30/302 ","Q1","Q1","96.9","90.23","0.004","0.843","2.754","Q1",
"JOURNAL OF PRODUCT INNOVATION MANAGEMENT","J PROD INNOVAT MANAG","0737-6782","1540-5885","ENGINEERING, INDUSTRIAL","SCIE","8,894","10.1"," 5/69 ","12.9","Q1","8.6","1.6","1.66"," 7/69 ","Q1","Q1","93.5","90.58","0.004","0.843","2.754","Q1",
"JOURNAL OF PRODUCT INNOVATION MANAGEMENT","J PROD INNOVAT MANAG","0737-6782","1540-5885","MANAGEMENT","SSCI","8,894","10.1"," 11/401 ","12.9","Q1","8.6","1.6","1.66"," 45/402 ","Q1","Q1","97.4","88.93","0.004","0.843","2.754","Q1",
"Biofuel Research Journal-BRJ","BIOFUEL RES J","2292-8782","2292-8782","ENERGY & FUELS","ESCI","1,194","14.4"," 11/170 ","10","Q1","13.8","6.7","1.63"," 20/173 ","Q1","Q1","93.8","88.73","0.001","0.252","1.785","Q1",
"Molecular Metabolism","MOL METAB","2212-8778","2212-8778","ENDOCRINOLOGY & METABOLISM","SCIE","10,607","7"," 16/186 ","7.9","Q1","6.8","1","1.61"," 15/186 ","Q1","Q1","91.7","92.20","0.02","4.377","2.554","Q1",
"EUROPEAN JOURNAL OF ANAESTHESIOLOGY","EUR J ANAESTH","0265-0215","1365-2346","ANESTHESIOLOGY","SCIE","5,762","4.2"," 9/64 ","4.3","Q1","3.9","2.5","1.55"," 9/64 ","Q1","Q1","86.7","86.72","0.006","1.223","1.319","Q1",
"APPLIED AND COMPUTATIONAL HARMONIC ANALYSIS","APPL COMPUT HARMON A","1063-5203","1096-603X","MATHEMATICS, APPLIED","SCIE","3,440","2.6"," 28/331 ","2.5","Q1","2.4","0.5","1.5"," 31/331 ","Q1","Q1","91.7","90.79","0.005","1.083","1.545","Q1",
"PEST MANAGEMENT SCIENCE","PEST MANAG SCI","1526-498X","1526-4998","AGRONOMY","SCIE","20,843","3.8"," 16/125 ","4.3","Q1","3.4","0.7","1.49"," 9/125 ","Q1","Q1","87.6","93.20","0.015","3.381","0.787","Q1",
"PEST MANAGEMENT SCIENCE","PEST MANAG SCI","1526-498X","1526-4998","ENTOMOLOGY","SCIE","20,843","3.8"," 8/109 ","4.3","Q1","3.4","0.7","1.49"," 9/109 ","Q1","Q1","93.1","92.20","0.015","3.381","0.787","Q1",
"SIAM JOURNAL ON OPTIMIZATION","SIAM J OPTIMIZ","1052-6234","1095-7189","MATHEMATICS, APPLIED","SCIE","9,340","2.6"," 28/331 ","3.2","Q1","2.4","0.4","1.49"," 32/331 ","Q1","Q1","91.7","90.48","0.012","2.599","2.356","Q1",
"JOURNAL OF FUNCTIONAL ANALYSIS","J FUNCT ANAL","0022-1236","1096-0783","MATHEMATICS","SCIE","13,014","1.7"," 47/489 ","1.9","Q1","1.6","0.3","1.49"," 36/489 ","Q1","Q1","90.5","92.74","0.018","3.925","1.619","Q1",
"Journal of Law and Religion","J LAW RELIG","0748-0814","2163-3088","RELIGION","ESCI","259","0.6"," N/A ","0.7","N/A","0.4","0.7","1.49"," 34/339 ","Q1","N/A","N/A","90.12","0","0.041","0.25","Q2",
"Text Matters-A Journal of Literature Theory and Culture","TEXT MATTERS","2083-2931","2084-574X","LITERARY THEORY & CRITICISM","ESCI","34","0.2"," N/A ","0.2","N/A","0.1","<0.1","1.48"," 12/51 ","Q1","N/A","N/A","77.45","0","0.015","0.069","Q4",
"TRANSPORTATION RESEARCH PART B-METHODOLOGICAL","TRANSPORT RES B-METH","0191-2615","1879-2367","ECONOMICS","SSCI","17,027","5.8"," 36/597 ","7.2","Q1","5.4","1.2","1.47"," 76/600 ","Q1","Q1","94.1","87.42","0.016","3.404","2.281","Q1",
"TRANSPORTATION RESEARCH PART B-METHODOLOGICAL","TRANSPORT RES B-METH","0191-2615","1879-2367","ENGINEERING, CIVIL","SCIE","17,027","5.8"," 15/181 ","7.2","Q1","5.4","1.2","1.47"," 9/181 ","Q1","Q1","92.0","95.30","0.016","3.404","2.281","Q1",
"TRANSPORTATION RESEARCH PART B-METHODOLOGICAL","TRANSPORT RES B-METH","0191-2615","1879-2367","OPERATIONS RESEARCH & MANAGEMENT SCIENCE","SCIE","17,027","5.8"," 15/106 ","7.2","Q1","5.4","1.2","1.47"," 12/106 ","Q1","Q1","86.3","89.15","0.016","3.404","2.281","Q1",
"TRANSPORTATION RESEARCH PART B-METHODOLOGICAL","TRANSPORT RES B-METH","0191-2615","1879-2367","TRANSPORTATION","SSCI","17,027","5.8"," 8/57 ","7.2","Q1","5.4","1.2","1.47"," 10/57 ","Q1","Q1","86.8","83.33","0.016","3.404","2.281","Q1",
"TRANSPORTATION RESEARCH PART B-METHODOLOGICAL","TRANSPORT RES B-METH","0191-2615","1879-2367","TRANSPORTATION SCIENCE & TECHNOLOGY","SCIE","17,027","5.8"," 13/72 ","7.2","Q1","5.4","1.2","1.47"," 13/72 ","Q1","Q1","82.6","82.64","0.016","3.404","2.281","Q1",
"Creative Industries Journal","CREATIVE IND J","1751-0694","1751-0708","HUMANITIES, MULTIDISCIPLINARY","ESCI","247","0.9"," N/A ","N/A","N/A","0.8","0.2","1.47"," 41/406 ","Q1","N/A","N/A","90.02","0","0.069","N/A","N/A",
"Creative Industries Journal","CREATIVE IND J","1751-0694","1751-0708","SOCIAL SCIENCES, INTERDISCIPLINARY","ESCI","247","0.9"," 132/263 ","N/A","N/A","0.8","0.2","1.47"," 29/263 ","Q1","Q3","50.0","89.16","0","0.069","N/A","N/A",
"Journal of Cosmology and Astroparticle Physics","J COSMOL ASTROPART P","1475-7516","1475-7516","ASTRONOMY & ASTROPHYSICS","SCIE","38,356","5.3"," 12/84 ","5.5","Q1","4","1.7","1.45"," 9/84 ","Q1","Q1","86.3","89.88","0.045","9.82","1.533","Q1",
"Journal of Cosmology and Astroparticle Physics","J COSMOL ASTROPART P","1475-7516","1475-7516","PHYSICS, PARTICLES & FIELDS","SCIE","38,356","5.3"," 4/30 ","5.5","Q1","4","1.7","1.45"," 3/30 ","Q1","Q1","88.3","91.67","0.045","9.82","1.533","Q1",
"RMD Open","RMD OPEN","2056-5933","2056-5933","RHEUMATOLOGY","SCIE","4,778","5.1"," 8/57 ","5","Q1","4.8","1.1","1.45"," 6/57 ","Q1","Q1","86.8","90.35","0.009","2.053","1.63","Q1",
"JOURNAL OF ENZYME INHIBITION AND MEDICINAL CHEMISTRY","J ENZYM INHIB MED CH","1475-6366","1475-6374","BIOCHEMISTRY & MOLECULAR BIOLOGY","SCIE","9,268","5.6"," 56/313 ","5.1","Q1","5.1","2.3","1.42"," 37/313 ","Q1","Q1","82.3","88.34","0.005","1.135","0.722","Q3",
"JOURNAL OF ENZYME INHIBITION AND MEDICINAL CHEMISTRY","J ENZYM INHIB MED CH","1475-6366","1475-6374","CHEMISTRY, MEDICINAL","SCIE","9,268","5.6"," 10/72 ","5.1","Q1","5.1","2.3","1.42"," 7/72 ","Q1","Q1","86.8","90.97","0.005","1.135","0.722","Q2",
"Psoriasis-Targets and Therapy","PSORIASIS-TARGETS TH","N/A","2230-326X","DERMATOLOGY","ESCI","444","5.2"," 10/94 ","4.3","Q1","5","0.9","1.41"," 11/94 ","Q1","Q1","89.9","88.83","0.001","0.127","1.044","Q1",
"AMERICAN JOURNAL OF PREVENTIVE MEDICINE","AM J PREV MED","0749-3797","1873-2607","MEDICINE, GENERAL & INTERNAL","SCIE","24,323","4.3"," 38/325 ","4.9","Q1","4.2","1.2","1.41"," 29/329 ","Q1","Q1","88.5","91.34","0.025","5.433","2.181","Q1",
"AMERICAN JOURNAL OF PREVENTIVE MEDICINE","AM J PREV MED","0749-3797","1873-2607","PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH","SCIE, SSCI","24,323","4.3"," 47/403 ","4.9","Q1","4.2","1.2","1.41"," 38/403 ","Q1","Q1","88.5","90.69","0.025","5.433","2.181","Q1",
"Earth Systems and Environment","EARTH SYST ENVIRON","2509-9426","2509-9434","ENVIRONMENTAL SCIENCES","ESCI","1,591","5.3"," 73/358 ","5.2","Q1","5.3","1","1.36"," 44/359 ","Q1","Q1","79.7","87.88","0.003","0.548","1.029","Q2",
"Earth Systems and Environment","EARTH SYST ENVIRON","2509-9426","2509-9434","GEOSCIENCES, MULTIDISCIPLINARY","ESCI","1,591","5.3"," 26/253 ","5.2","Q1","5.3","1","1.36"," 22/253 ","Q1","Q1","89.9","91.50","0.003","0.548","1.029","Q1",
"Earth Systems and Environment","EARTH SYST ENVIRON","2509-9426","2509-9434","METEOROLOGY & ATMOSPHERIC SCIENCES","ESCI","1,591","5.3"," 16/110 ","5.2","Q1","5.3","1","1.36"," 11/110 ","Q1","Q1","85.9","90.45","0.003","0.548","1.029","Q2",
"GEOLOGICAL SOCIETY OF AMERICA BULLETIN","GEOL SOC AM BULL","0016-7606","1943-2674","GEOSCIENCES, MULTIDISCIPLINARY","SCIE","19,800","3.9"," 45/253 ","4.1","Q1","3.6","1.8","1.36"," 22/253 ","Q1","Q1","82.4","91.50","0.009","1.903","1.439","Q1",
"APPLIED OCEAN RESEARCH","APPL OCEAN RES","0141-1187","1879-1549","ENGINEERING, OCEAN","SCIE","10,641","4.3"," 3/18 ","4.1","Q2","4","0.9","1.34"," 2/18 ","Q1","Q1","86.1","91.67","0.01","2.212","0.77","Q2",
"APPLIED OCEAN RESEARCH","APPL OCEAN RES","0141-1187","1879-1549","OCEANOGRAPHY","SCIE","10,641","4.3"," 5/65 ","4.1","Q1","4","0.9","1.34"," 4/65 ","Q1","Q1","93.1","94.62","0.01","2.212","0.77","Q2",
"CHAOS","CHAOS","1054-1500","1089-7682","MATHEMATICS, APPLIED","SCIE","13,337","2.7"," 25/331 ","2.7","Q1","2.2","0.9","1.33"," 47/331 ","Q1","Q1","92.6","85.95","0.015","3.218","0.701","Q2",
"CHAOS","CHAOS","1054-1500","1089-7682","PHYSICS, MATHEMATICAL","SCIE","13,337","2.7"," 5/60 ","2.7","Q1","2.2","0.9","1.33"," 6/60 ","Q1","Q1","92.5","90.83","0.015","3.218","0.701","Q2",
